Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2014	03	Sobrarbe	10	Industria de la alimentación	16
2014	03	Sobrarbe	11	Fabricación de bebidas	4
2014	03	Sobrarbe	13	Industria textil	1
2014	03	Sobrarbe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2014	03	Sobrarbe	18	Artes gráficas y reproducción de soportes grabados	5
2014	03	Sobrarbe	23	Fabricación de otros productos minerales no metálicos	8
2014	03	Sobrarbe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	6
2014	03	Sobrarbe	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2014	03	Sobrarbe	31	Fabricación de muebles	1
2014	03	Sobrarbe	32	Otras industrias manufactureras	2
2014	03	Sobrarbe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	22
2014	03	Sobrarbe	36	Captación, depuración y distribución de agua	4
2014	03	Sobrarbe	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2014	03	Sobrarbe	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2014	03	Sobrarbe	41	Construcción de edificios	133
2014	03	Sobrarbe	42	Ingeniería civil	7
2014	03	Sobrarbe	43	Actividades de construcción especializada	151
2014	03	Sobrarbe	45	Venta y reparación de vehículos de motor y motocicletas	24
2014	03	Sobrarbe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	35
2014	03	Sobrarbe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	273
2014	03	Sobrarbe	49	Transporte terrestre y por tubería	55
2014	03	Sobrarbe	53	Actividades postales y de correos	1
2014	03	Sobrarbe	55	Servicios de alojamiento	222
2014	03	Sobrarbe	56	Servicios de comidas y bebidas	219
2014	03	Sobrarbe	58	Edición	2
2014	03	Sobrarbe	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2014	03	Sobrarbe	60	Actividades de programación y emisión de radio y televisión	1
2014	03	Sobrarbe	61	Telecomunicaciones	1
2014	03	Sobrarbe	62	Programación, consultoría y otras actividades relacionadas con la informática	5
2014	03	Sobrarbe	64	Servicios financieros, excepto seguros y fondos de pensiones	16
2014	03	Sobrarbe	66	Actividades auxiliares a los servicios financieros y a los seguros	13
2014	03	Sobrarbe	68	Actividades inmobiliarias	164
2014	03	Sobrarbe	69	Actividades jurídicas y de contabilidad	16
2014	03	Sobrarbe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	33
2014	03	Sobrarbe	72	Investigación y desarrollo	3
2014	03	Sobrarbe	73	Publicidad y estudios de mercado	13
2014	03	Sobrarbe	74	Otras actividades profesionales, científicas y técnicas	16
2014	03	Sobrarbe	75	Actividades veterinarias	9
2014	03	Sobrarbe	77	Actividades de alquiler	24
2014	03	Sobrarbe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
2014	03	Sobrarbe	81	Servicios a edificios y actividades de jardinería	19
2014	03	Sobrarbe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	31
2014	03	Sobrarbe	85	Educación	35
2014	03	Sobrarbe	86	Actividades sanitarias	13
2014	03	Sobrarbe	87	Asistencia en establecimientos residenciales	2
2014	03	Sobrarbe	88	Actividades de servicios sociales sin alojamiento	1
2014	03	Sobrarbe	90	Actividades de creación, artísticas y espectáculos	14
2014	03	Sobrarbe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	11
2014	03	Sobrarbe	92	Actividades de juegos de azar y apuestas	3
2014	03	Sobrarbe	93	Actividades deportivas, recreativas y de entretenimiento	13
2014	03	Sobrarbe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	6
2014	03	Sobrarbe	96	Otros servicios personales	39
2014	04	La Ribagorza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	325
2014	04	La Ribagorza	02	Silvicultura y explotación forestal	4
2014	04	La Ribagorza	05	Extracción de antracita, hulla y lignito	2
2014	04	La Ribagorza	08	Otras industrias extractivas	6
2014	04	La Ribagorza	10	Industria de la alimentación	45
2014	04	La Ribagorza	11	Fabricación de bebidas	6
2014	04	La Ribagorza	13	Industria textil	2
2014	04	La Ribagorza	14	Confección de prendas de vestir	4
2014	04	La Ribagorza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2014	04	La Ribagorza	18	Artes gráficas y reproducción de soportes grabados	3
2014	04	La Ribagorza	20	Industria química	1
2014	04	La Ribagorza	22	Fabricación de productos de caucho y plásticos	2
2014	04	La Ribagorza	23	Fabricación de otros productos minerales no metálicos	9
2014	04	La Ribagorza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	24
2014	04	La Ribagorza	28	Fabricación de maquinaria y equipo n.c.o.p.	3
2014	04	La Ribagorza	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2014	04	La Ribagorza	31	Fabricación de muebles	6
2014	04	La Ribagorza	32	Otras industrias manufactureras	1
2014	04	La Ribagorza	33	Reparación e instalación de maquinaria y equipo	2
2014	04	La Ribagorza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	50
2014	04	La Ribagorza	36	Captación, depuración y distribución de agua	5
2014	04	La Ribagorza	37	Recogida y tratamiento de aguas residuales	3
2014	04	La Ribagorza	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2014	04	La Ribagorza	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2014	04	La Ribagorza	41	Construcción de edificios	233
2014	04	La Ribagorza	42	Ingeniería civil	12
2014	04	La Ribagorza	43	Actividades de construcción especializada	231
2014	04	La Ribagorza	45	Venta y reparación de vehículos de motor y motocicletas	40
2014	04	La Ribagorza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	92
2014	04	La Ribagorza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	458
2014	04	La Ribagorza	49	Transporte terrestre y por tubería	91
2014	04	La Ribagorza	52	Almacenamiento y actividades anexas al transporte	4
2014	04	La Ribagorza	55	Servicios de alojamiento	170
2014	04	La Ribagorza	56	Servicios de comidas y bebidas	264
2014	04	La Ribagorza	58	Edición	4
2014	04	La Ribagorza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2014	04	La Ribagorza	60	Actividades de programación y emisión de radio y televisión	5
2014	04	La Ribagorza	61	Telecomunicaciones	2
2014	04	La Ribagorza	62	Programación, consultoría y otras actividades relacionadas con la informática	2
2014	04	La Ribagorza	63	Servicios de información	2
2014	04	La Ribagorza	64	Servicios financieros, excepto seguros y fondos de pensiones	23
2014	04	La Ribagorza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2014	04	La Ribagorza	66	Actividades auxiliares a los servicios financieros y a los seguros	27
2014	04	La Ribagorza	68	Actividades inmobiliarias	209
2014	04	La Ribagorza	69	Actividades jurídicas y de contabilidad	30
2014	04	La Ribagorza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	62
2014	04	La Ribagorza	72	Investigación y desarrollo	6
2014	04	La Ribagorza	73	Publicidad y estudios de mercado	4
2014	04	La Ribagorza	74	Otras actividades profesionales, científicas y técnicas	17
2014	04	La Ribagorza	75	Actividades veterinarias	13
2014	04	La Ribagorza	77	Actividades de alquiler	43
2014	04	La Ribagorza	78	Actividades relacionadas con el empleo	1
2014	04	La Ribagorza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	12
2014	04	La Ribagorza	80	Actividades de seguridad e investigación	1
2014	04	La Ribagorza	81	Servicios a edificios y actividades de jardinería	22
2014	04	La Ribagorza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	47
2014	04	La Ribagorza	85	Educación	94
2014	04	La Ribagorza	86	Actividades sanitarias	28
2014	04	La Ribagorza	87	Asistencia en establecimientos residenciales	3
2014	04	La Ribagorza	88	Actividades de servicios sociales sin alojamiento	4
2014	04	La Ribagorza	90	Actividades de creación, artísticas y espectáculos	26
2014	04	La Ribagorza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	15
2014	04	La Ribagorza	92	Actividades de juegos de azar y apuestas	7
2014	04	La Ribagorza	93	Actividades deportivas, recreativas y de entretenimiento	20
2014	04	La Ribagorza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	8
2014	04	La Ribagorza	96	Otros servicios personales	67
2014	05	Cinco Villas	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	624
2014	05	Cinco Villas	02	Silvicultura y explotación forestal	8
2014	05	Cinco Villas	05	Extracción de antracita, hulla y lignito	1
2014	05	Cinco Villas	08	Otras industrias extractivas	9
2014	05	Cinco Villas	10	Industria de la alimentación	68
2014	05	Cinco Villas	11	Fabricación de bebidas	5
2014	05	Cinco Villas	13	Industria textil	2
2014	05	Cinco Villas	14	Confección de prendas de vestir	6
2014	05	Cinco Villas	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	20
2014	05	Cinco Villas	17	Industria del papel	1
2014	05	Cinco Villas	18	Artes gráficas y reproducción de soportes grabados	17
2014	05	Cinco Villas	20	Industria química	8
2014	05	Cinco Villas	21	Fabricación de productos farmacéuticos	3
2014	05	Cinco Villas	22	Fabricación de productos de caucho y plásticos	7
2014	05	Cinco Villas	23	Fabricación de otros productos minerales no metálicos	26
2014	05	Cinco Villas	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2014	05	Cinco Villas	25	Fabricación de productos metálicos, excepto maquinaria y equipo	90
2014	05	Cinco Villas	26	Fabricación de productos informáticos, electrónicos y ópticos	4
2014	05	Cinco Villas	27	Fabricación de material y equipo eléctrico	19
2014	05	Cinco Villas	28	Fabricación de maquinaria y equipo n.c.o.p.	38
2014	05	Cinco Villas	29	Fabricación de vehículos de motor, remolques y semirremolques	11
2014	05	Cinco Villas	31	Fabricación de muebles	13
2014	05	Cinco Villas	32	Otras industrias manufactureras	13
2014	05	Cinco Villas	33	Reparación e instalación de maquinaria y equipo	8
2014	05	Cinco Villas	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	251
2014	05	Cinco Villas	36	Captación, depuración y distribución de agua	4
2014	05	Cinco Villas	37	Recogida y tratamiento de aguas residuales	9
2014	05	Cinco Villas	38	Recogida, tratamiento y eliminación de residuos; valorización	4
2014	05	Cinco Villas	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2014	05	Cinco Villas	41	Construcción de edificios	227
2014	05	Cinco Villas	42	Ingeniería civil	47
2014	05	Cinco Villas	43	Actividades de construcción especializada	409
2014	05	Cinco Villas	45	Venta y reparación de vehículos de motor y motocicletas	141
2014	05	Cinco Villas	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	202
2014	05	Cinco Villas	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	703
2014	05	Cinco Villas	49	Transporte terrestre y por tubería	165
2014	05	Cinco Villas	52	Almacenamiento y actividades anexas al transporte	16
2014	05	Cinco Villas	53	Actividades postales y de correos	6
2014	05	Cinco Villas	55	Servicios de alojamiento	64
2014	05	Cinco Villas	56	Servicios de comidas y bebidas	294
2014	05	Cinco Villas	58	Edición	1
2014	05	Cinco Villas	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2014	05	Cinco Villas	60	Actividades de programación y emisión de radio y televisión	1
2014	05	Cinco Villas	61	Telecomunicaciones	1
2014	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	12
2014	05	Cinco Villas	63	Servicios de información	2
2014	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	32
2014	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
2014	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	76
2014	05	Cinco Villas	68	Actividades inmobiliarias	358
2014	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	83
2014	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	70
2014	05	Cinco Villas	72	Investigación y desarrollo	20
2014	05	Cinco Villas	73	Publicidad y estudios de mercado	21
2014	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	25
2014	05	Cinco Villas	75	Actividades veterinarias	15
2014	05	Cinco Villas	77	Actividades de alquiler	53
2014	05	Cinco Villas	78	Actividades relacionadas con el empleo	1
2014	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	14
2014	05	Cinco Villas	80	Actividades de seguridad e investigación	2
2014	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	20
2014	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	66
2014	05	Cinco Villas	85	Educación	88
2014	05	Cinco Villas	86	Actividades sanitarias	58
2014	05	Cinco Villas	87	Asistencia en establecimientos residenciales	9
2014	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	8
2014	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	25
2014	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
2014	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	18
2014	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	29
2014	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	31
2014	05	Cinco Villas	96	Otros servicios personales	121
2014	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	553
2014	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	23
2014	06	Hoya de Huesca / Plana de Uesca	05	Extracción de antracita, hulla y lignito	2
2014	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	9
2014	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	69
