Número de miembros	Nº medio de miembros	Municipio codigo 	Municipio nombre	Nº hogares
3 personas	3	50130	Jarque	57,0569685007
4 personas	4	50130	Jarque	32,7934881555
5 personas	5	50130	Jarque	14,0064306058
7 o más personas		50130	Jarque	
1 persona	1	50131	Jaulín	26,4664897707
2 personas	2	50131	Jaulín	52,2576108625
3 personas	3	50131	Jaulín	21,0457788421
4 personas	4	50131	Jaulín	13,7561699043
5 personas	5	50131	Jaulín	2,1911959456
7 o más personas		50131	Jaulín	
1 persona	1	50132	Joyosa (La)	54,7161615718
2 personas	2	50132	Joyosa (La)	90,0955147601
3 personas	3	50132	Joyosa (La)	83,8058876612
4 personas	4	50132	Joyosa (La)	64,9678507587
5 personas	5	50132	Joyosa (La)	17,2413247187
6 personas	6	50132	Joyosa (La)	9,1989834785
7 o más personas	7	50132	Joyosa (La)	7,4626686825
1 persona	1	50133	Lagata	28,0966761209
2 personas	2	50133	Lagata	23,9186129991
3 personas	3	50133	Lagata	12,2814444445
4 personas	4	50133	Lagata	5,0799033991
7 o más personas		50133	Lagata	
1 persona	1	50134	Langa del Castillo	31,2320987936
2 personas	2	50134	Langa del Castillo	27,6769748959
3 personas	3	50134	Langa del Castillo	15,2576745332
5 personas	5	50134	Langa del Castillo	0,9281855629
7 o más personas		50134	Langa del Castillo	
1 persona	1	50135	Layana	4,5629161381
2 personas	2	50135	Layana	20,8019803259
3 personas	3	50135	Layana	8,3761801807
4 personas	4	50135	Layana	12,7790483773
5 personas	5	50135	Layana	0,5010035204
7 o más personas		50135	Layana	
1 persona	1	50136	Lécera	97,2391774191
2 personas	2	50136	Lécera	100,9105367033
3 personas	3	50136	Lécera	72,2938898835
4 personas	4	50136	Lécera	53,1328313017
5 personas	5	50136	Lécera	4,1841829723
7 o más personas		50136	Lécera	
1 persona	1	50137	Leciñena	120,9903571717
2 personas	2	50137	Leciñena	176,2373366591
3 personas	3	50137	Leciñena	98,9293527364
4 personas	4	50137	Leciñena	104,4912081826
5 personas	5	50137	Leciñena	17,8170293314
6 personas	6	50137	Leciñena	5,1861451281
7 o más personas	7	50137	Leciñena	0,9490190259
1 persona	1	50138	Lechón	7,3967831219
2 personas	2	50138	Lechón	1,7194523407
3 personas	3	50138	Lechón	3,6509671089
4 personas	4	50138	Lechón	4,0588047267
5 personas	5	50138	Lechón	1,9952383926
7 o más personas		50138	Lechón	
1 persona	1	50139	Letux	40,0069189734
2 personas	2	50139	Letux	30,7410444933
3 personas	3	50139	Letux	32,4223824483
4 personas	4	50139	Letux	16,6231783882
5 personas	5	50139	Letux	23,155141726
6 personas	6	50139	Letux	0,9769434837
7 o más personas		50139	Letux	
1 persona	1	50140	Litago	32,9530464517
2 personas	2	50140	Litago	23,1058058559
3 personas	3	50140	Litago	21,3036462244
4 personas	4	50140	Litago	5,8976133961
5 personas	5	50140	Litago	1,066008841
6 personas	6	50140	Litago	0,9427671679
7 o más personas		50140	Litago	
1 persona	1	50141	Lituénigo	14,4744606372
2 personas	2	50141	Lituénigo	22,1327495222
3 personas	3	50141	Lituénigo	7,1638780799
4 personas	4	50141	Lituénigo	6,8831589674
5 personas	5	50141	Lituénigo	2,7206446728
7 o más personas		50141	Lituénigo	
1 persona	1	50142	Lobera de Onsella	11,3554240089
2 personas	2	50142	Lobera de Onsella	11,4257354069
4 personas	4	50142	Lobera de Onsella	2,6982762943
7 o más personas		50142	Lobera de Onsella	
1 persona	1	50143	Longares	66,1000213191
2 personas	2	50143	Longares	101,9861185915
3 personas	3	50143	Longares	77,2286500499
4 personas	4	50143	Longares	50,1302061498
5 personas	5	50143	Longares	29,1911793224
6 personas	6	50143	Longares	1,9752486551
7 o más personas		50143	Longares	
1 persona	1	50144	Longás	9,8179871568
2 personas	2	50144	Longás	12,0910064216
7 o más personas		50144	Longás	
1 persona	1	50146	Lucena de Jalón	31,3521954124
2 personas	2	50146	Lucena de Jalón	51,1878924615
3 personas	3	50146	Lucena de Jalón	18,8804455358
4 personas	4	50146	Lucena de Jalón	16,0647563192
7 o más personas		50146	Lucena de Jalón	
1 persona	1	50147	Luceni	124,3967119443
2 personas	2	50147	Luceni	148,6085188419
3 personas	3	50147	Luceni	76,8118831548
4 personas	4	50147	Luceni	64,6168183221
5 personas	5	50147	Luceni	15,510425105
6 personas	6	50147	Luceni	8,9532484258
7 o más personas		50147	Luceni	
1 persona	1	50148	Luesia	36,23248303
2 personas	2	50148	Luesia	53,7404847738
3 personas	3	50148	Luesia	25,0589191951
4 personas	4	50148	Luesia	19,1536556828
5 personas	5	50148	Luesia	7,5848880767
6 personas	6	50148	Luesia	3,0546725924
7 o más personas		50148	Luesia	
1 persona	1	50149	Luesma	15,7369964798
2 personas	2	50149	Luesma	1,920479694
4 personas	4	50149	Luesma	2,5868935228
6 personas	6	50149	Luesma	3,3284178555
7 o más personas		50149	Luesma	
1 persona	1	50150	Lumpiaque	124,8779433566
2 personas	2	50150	Lumpiaque	124,1382744052
3 personas	3	50150	Lumpiaque	87,1347475555
4 personas	4	50150	Lumpiaque	58,1805763117
5 personas	5	50150	Lumpiaque	0,656874475
6 personas	6	50150	Lumpiaque	4,9184124614
7 o más personas	8	50150	Lumpiaque	2,3097465161
1 persona	1	50151	Luna	90,2738928984
2 personas	2	50151	Luna	119,7095278133
3 personas	3	50151	Luna	65,527702061
4 personas	4	50151	Luna	59,5893428824
5 personas	5	50151	Luna	9,6480057495
7 o más personas		50151	Luna	
1 persona	1	50152	Maella	168,8517701589
2 personas	2	50152	Maella	194,1420768305
3 personas	3	50152	Maella	177,8071915049
4 personas	4	50152	Maella	164,4909660863
5 personas	5	50152	Maella	39,1411552282
6 personas	6	50152	Maella	9,5143637525
7 o más personas		50152	Maella	
1 persona	1	50153	Magallón	102,8243940754
2 personas	2	50153	Magallón	150,8524721305
3 personas	3	50153	Magallón	87,8213181723
4 personas	4	50153	Magallón	97,5937386232
5 personas	5	50153	Magallón	19,9369004935
6 personas	6	50153	Magallón	7,991741957
7 o más personas		50153	Magallón	
1 persona	1	50154	Mainar	19,3510879961
2 personas	2	50154	Mainar	27,3174943887
3 personas	3	50154	Mainar	12,2580905875
4 personas	4	50154	Mainar	10,6507556448
5 personas	5	50154	Mainar	1,0060638277
7 o más personas		50154	Mainar	
1 persona	1	50155	Malanquilla	10,031485518
2 personas	2	50155	Malanquilla	25,890111938
3 personas	3	50155	Malanquilla	13,3436419161
4 personas	4	50155	Malanquilla	3,7893412143
7 o más personas		50155	Malanquilla	
1 persona	1	50156	Maleján	29,4589114922
2 personas	2	50156	Maleján	34,0576439645
3 personas	3	50156	Maleján	32,7277790027
4 personas	4	50156	Maleján	18,426709888
5 personas	5	50156	Maleján	5,7363464577
6 personas	6	50156	Maleján	3,4912532903
7 o más personas		50156	Maleján	
1 persona	1	50157	Malón	40,2170443306
2 personas	2	50157	Malón	48,9968130638
3 personas	3	50157	Malón	35,916070594
4 personas	4	50157	Malón	16,5493586008
5 personas	5	50157	Malón	1,3325691902
6 personas	6	50157	Malón	9,4767055378
7 o más personas		50157	Malón	
1 persona	1	50159	Maluenda	82,5722705749
2 personas	2	50159	Maluenda	77,7772322933
3 personas	3	50159	Maluenda	93,9878071578
4 personas	4	50159	Maluenda	89,4180962114
5 personas	5	50159	Maluenda	13,8471962471
6 personas	6	50159	Maluenda	11,2497663922
7 o más personas	7	50159	Maluenda	8,9616422967
1 persona	1	50160	Mallén	241,582418011
2 personas	2	50160	Mallén	314,296932278
3 personas	3	50160	Mallén	325,226907154
4 personas	4	50160	Mallén	299,283735023
5 personas	5	50160	Mallén	86,4336655175
6 personas	6	50160	Mallén	2,5891213636
7 o más personas	8	50160	Mallén	2,6524672732
1 persona	1	50161	Manchones	28,8890035952
2 personas	2	50161	Manchones	20,3311170303
3 personas	3	50161	Manchones	3,2284520474
4 personas	4	50161	Manchones	10,2332103286
5 personas	5	50161	Manchones	2,2260282517
7 o más personas		50161	Manchones	
1 persona	1	50162	Mara	24,1347865565
2 personas	2	50162	Mara	26,0711078821
3 personas	3	50162	Mara	15,6266505433
4 personas	4	50162	Mara	3,3426624936
5 personas	5	50162	Mara	2,2678261897
6 personas	6	50162	Mara	7,2572732553
7 o más personas		50162	Mara	
1 persona	1	50163	María de Huerva	263,8523558755
2 personas	2	50163	María de Huerva	615,2661476016
3 personas	3	50163	María de Huerva	515,6466073911
4 personas	4	50163	María de Huerva	434,9601021342
5 personas	5	50163	María de Huerva	53,2588973884
6 personas	6	50163	María de Huerva	14,7486582011
7 o más personas		50163	María de Huerva	
1 persona	1	50164	Mediana de Aragón	35,3547542037
2 personas	2	50164	Mediana de Aragón	67,7116807219
3 personas	3	50164	Mediana de Aragón	37,0067604797
4 personas	4	50164	Mediana de Aragón	41,3947398672
5 personas	5	50164	Mediana de Aragón	6,4167599429
7 o más personas		50164	Mediana de Aragón	
1 persona	1	50165	Mequinenza	182,0207074058
2 personas	2	50165	Mequinenza	296,9920730364
3 personas	3	50165	Mequinenza	205,3982297312
4 personas	4	50165	Mequinenza	195,4588500556
5 personas	5	50165	Mequinenza	44,1876571622
6 personas	6	50165	Mequinenza	4,9175937056
7 o más personas		50165	Mequinenza	
1 persona	1	50166	Mesones de Isuela	25,8710820331
2 personas	2	50166	Mesones de Isuela	50,9312350648
3 personas	3	50166	Mesones de Isuela	32,5549791096
4 personas	4	50166	Mesones de Isuela	17,9255977612
5 personas	5	50166	Mesones de Isuela	3,8223080893
7 o más personas		50166	Mesones de Isuela	
1 persona	1	50167	Mezalocha	22,8614761406
2 personas	2	50167	Mezalocha	28,6588029814
3 personas	3	50167	Mezalocha	23,4069225411
4 personas	4	50167	Mezalocha	13,934878657
5 personas	5	50167	Mezalocha	1,4748782113
6 personas	6	50167	Mezalocha	0,4706160398
7 o más personas		50167	Mezalocha	
1 persona	1	50168	Mianos	7,6491349279
2 personas	2	50168	Mianos	1,167003082
3 personas	3	50168	Mianos	8,4757556159
4 personas	4	50168	Mianos	1,8037429474
7 o más personas		50168	Mianos	
1 persona	1	50169	Miedes de Aragón	45,8531895053
2 personas	2	50169	Miedes de Aragón	43,654808489
3 personas	3	50169	Miedes de Aragón	25,7511524955
4 personas	4	50169	Miedes de Aragón	40,6515066047
5 personas	5	50169	Miedes de Aragón	9,248883987
6 personas	6	50169	Miedes de Aragón	3,6275762128
7 o más personas		50169	Miedes de Aragón	
1 persona	1	50170	Monegrillo	48,8444345898
2 personas	2	50170	Monegrillo	64,4289019497
3 personas	3	50170	Monegrillo	26,2767563768
4 personas	4	50170	Monegrillo	43,9398626349
5 personas	5	50170	Monegrillo	6,0283140366
7 o más personas		50170	Monegrillo	
1 persona	1	50171	Moneva	22,7978461404
2 personas	2	50171	Moneva	31,4743171658
3 personas	3	50171	Moneva	4,6539916698
4 personas	4	50171	Moneva	3,9467268354
7 o más personas		50171	Moneva	
1 persona	1	50172	Monreal de Ariza	22,4499425872
2 personas	2	50172	Monreal de Ariza	25,7851134555
3 personas	3	50172	Monreal de Ariza	17,0528191948
4 personas	4	50172	Monreal de Ariza	11,1721622031
6 personas	6	50172	Monreal de Ariza	0,6784435267
7 o más personas		50172	Monreal de Ariza	
1 persona	1	50173	Monterde	50,8434804681
2 personas	2	50173	Monterde	34,1341418015
3 personas	3	50173	Monterde	7,5414779369
4 personas	4	50173	Monterde	5,3388356672
5 personas	5	50173	Monterde	1,1613883804
7 o más personas		50173	Monterde	
1 persona	1	50174	Montón	15,588915038
2 personas	2	50174	Montón	33,4567433002
3 personas	3	50174	Montón	9,4836533834
6 personas	6	50174	Montón	1,9905996247
7 o más personas		50174	Montón	
1 persona	1	50175	Morata de Jalón	135,8538519099
2 personas	2	50175	Morata de Jalón	198,312415857
3 personas	3	50175	Morata de Jalón	109,4429875083
4 personas	4	50175	Morata de Jalón	70,8670847553
5 personas	5	50175	Morata de Jalón	11,7128677221
6 personas	6	50175	Morata de Jalón	9,9212253157
7 o más personas		50175	Morata de Jalón	
1 persona	1	50176	Morata de Jiloca	35,7173265591
2 personas	2	50176	Morata de Jiloca	31,4152282307
3 personas	3	50176	Morata de Jiloca	7,940283887
4 personas	4	50176	Morata de Jiloca	23,7262298176
5 personas	5	50176	Morata de Jiloca	5,0571475284
6 personas	6	50176	Morata de Jiloca	5,2044206618
7 o más personas		50176	Morata de Jiloca	
1 persona	1	50177	Morés	67,1540170834
2 personas	2	50177	Morés	58,1501807244
3 personas	3	50177	Morés	22,9393125165
4 personas	4	50177	Morés	32,5608718709
5 personas	5	50177	Morés	3,8992980299
6 personas	6	50177	Morés	0,9327444423
7 o más personas		50177	Morés	
1 persona	1	50178	Moros	41,5324481567
2 personas	2	50178	Moros	76,4945350692
3 personas	3	50178	Moros	29,654023369
4 personas	4	50178	Moros	34,8619653769
7 o más personas		50178	Moros	
1 persona	1	50179	Moyuela	38,4708503181
2 personas	2	50179	Moyuela	53,9244340082
3 personas	3	50179	Moyuela	25,7948852266
4 personas	4	50179	Moyuela	13,3034012011
5 personas	5	50179	Moyuela	2,2398977626
7 o más personas		50179	Moyuela	
1 persona	1	50180	Mozota	19,1084210377
2 personas	2	50180	Mozota	21,9171995722
3 personas	3	50180	Mozota	7,1612682258
4 personas	4	50180	Mozota	4,2160440985
5 personas	5	50180	Mozota	1,723046986
7 o más personas		50180	Mozota	
1 persona	1	50181	Muel	131,2432265144
2 personas	2	50181	Muel	156,5996085034
3 personas	3	50181	Muel	137,3656265385
4 personas	4	50181	Muel	100,6678104321
5 personas	5	50181	Muel	27,9140600644
7 o más personas		50181	Muel	
1 persona	1	50182	Muela (La)	421,3559880915
2 personas	2	50182	Muela (La)	661,7085623352
3 personas	3	50182	Muela (La)	472,0255256748
4 personas	4	50182	Muela (La)	328,8584005317
5 personas	5	50182	Muela (La)	95,2669535442
6 personas	6	50182	Muela (La)	16,3788504735
7 o más personas		50182	Muela (La)	
1 persona	1	50183	Munébrega	62,3295069543
2 personas	2	50183	Munébrega	66,29300502
3 personas	3	50183	Munébrega	29,60044074
4 personas	4	50183	Munébrega	37,7995017593
5 personas	5	50183	Munébrega	3,1356176755
6 personas	6	50183	Munébrega	2,378368252
7 o más personas		50183	Munébrega	
1 persona	1	50184	Murero	23,5186082032
2 personas	2	50184	Murero	18,6942373768
3 personas	3	50184	Murero	12,3967265547
4 personas	4	50184	Murero	1,9460723479
5 personas	5	50184	Murero	7,3078829307
7 o más personas		50184	Murero	
1 persona	1	50185	Murillo de Gállego	42,0759091863
2 personas	2	50185	Murillo de Gállego	33,0820878581
3 personas	3	50185	Murillo de Gállego	9,6366134836
4 personas	4	50185	Murillo de Gállego	7,9509439835
5 personas	5	50185	Murillo de Gállego	2,1340888642
7 o más personas		50185	Murillo de Gállego	
1 persona	1	50186	Navardún	6,2490364008
2 personas	2	50186	Navardún	9,4599649182
3 personas	3	50186	Navardún	3,1634879107
5 personas	5	50186	Navardún	2,2770725796
7 o más personas		50186	Navardún	
1 persona	1	50187	Nigüella	16,4326431027
2 personas	2	50187	Nigüella	12,1011200952
3 personas	3	50187	Nigüella	8,9765532089
4 personas	4	50187	Nigüella	1,3588642701
7 o más personas		50187	Nigüella	
1 persona	1	50188	Nombrevilla	5,5991347841
2 personas	2	50188	Nombrevilla	14,4008652159
7 o más personas		50188	Nombrevilla	
1 persona	1	50189	Nonaspe	103,3783112972
2 personas	2	50189	Nonaspe	100,2618716794
3 personas	3	50189	Nonaspe	99,8501759119
4 personas	4	50189	Nonaspe	68,4111590668
5 personas	5	50189	Nonaspe	26,1477534268
6 personas	6	50189	Nonaspe	6,2314529558
7 o más personas		50189	Nonaspe	
1 persona	1	50190	Novallas	114,6653897487
2 personas	2	50190	Novallas	108,4548858
3 personas	3	50190	Novallas	65,7962489173
4 personas	4	50190	Novallas	71,5357566102
5 personas	5	50190	Novallas	7,4816565544
6 personas	6	50190	Novallas	12,8970602482
7 o más personas		50190	Novallas	
1 persona	1	50191	Novillas	58,9968772459
2 personas	2	50191	Novillas	76,775576797
3 personas	3	50191	Novillas	49,61327088
4 personas	4	50191	Novillas	44,6915155996
5 personas	5	50191	Novillas	2,1743164018
7 o más personas	7	50191	Novillas	4,1225595377
1 persona	1	50192	Nuévalos	39,0409931428
2 personas	2	50192	Nuévalos	58,3852115142
3 personas	3	50192	Nuévalos	31,9986377021
4 personas	4	50192	Nuévalos	13,9192324909
5 personas	5	50192	Nuévalos	3,656050909
6 personas	6	50192	Nuévalos	2,7652040436
7 o más personas		50192	Nuévalos	
1 persona	1	50193	Nuez de Ebro	60,0417690882
2 personas	2	50193	Nuez de Ebro	101,6681829437
3 personas	3	50193	Nuez de Ebro	62,4825457729
4 personas	4	50193	Nuez de Ebro	67,7358073096
5 personas	5	50193	Nuez de Ebro	21,3019195597
7 o más personas	7	50193	Nuez de Ebro	2,5703474411
1 persona	1	50194	Olvés	14,9156040846
2 personas	2	50194	Olvés	15,8045945477
3 personas	3	50194	Olvés	12,9257434294
4 personas	4	50194	Olvés	5,415970252
5 personas	5	50194	Olvés	2,0157776781
7 o más personas		50194	Olvés	
1 persona	1	50195	Orcajo	5,7149429361
2 personas	2	50195	Orcajo	20,5955466232
7 o más personas		50195	Orcajo	
1 persona	1	50196	Orera	24,9202663901
2 personas	2	50196	Orera	11,6555973744
3 personas	3	50196	Orera	16,5903539497
4 personas	4	50196	Orera	5,8239925532
6 personas	6	50196	Orera	2,4502511333
7 o más personas		50196	Orera	
1 persona	1	50197	Orés	20,1263791318
2 personas	2	50197	Orés	15,7852432316
4 personas	4	50197	Orés	6,9746683965
5 personas	5	50197	Orés	0,7926949639
7 o más personas		50197	Orés	
1 persona	1	50198	Oseja	8,7731067745
2 personas	2	50198	Oseja	10,5420545833
3 personas	3	50198	Oseja	5,9849521413
7 o más personas		50198	Oseja	
1 persona	1	50199	Osera de Ebro	40,2714511664
2 personas	2	50199	Osera de Ebro	46,3599335244
3 personas	3	50199	Osera de Ebro	29,447386137
4 personas	4	50199	Osera de Ebro	16,5795365737
5 personas	5	50199	Osera de Ebro	19,5463948835
6 personas	6	50199	Osera de Ebro	0,42477208
7 o más personas		50199	Osera de Ebro	
1 persona	1	50200	Paniza	84,4894833891
2 personas	2	50200	Paniza	82,4062678042
3 personas	3	50200	Paniza	81,7426680593
4 personas	4	50200	Paniza	48,942458621
5 personas	5	50200	Paniza	7,7464133044
7 o más personas		50200	Paniza	
1 persona	1	50201	Paracuellos de Jiloca	47,4896044084
2 personas	2	50201	Paracuellos de Jiloca	66,794741207
3 personas	3	50201	Paracuellos de Jiloca	52,4537775103
4 personas	4	50201	Paracuellos de Jiloca	53,1882777189
5 personas	5	50201	Paracuellos de Jiloca	8,0570676088
7 o más personas		50201	Paracuellos de Jiloca	
1 persona	1	50202	Paracuellos de la Ribera	41,783301549
2 personas	2	50202	Paracuellos de la Ribera	24,8036818789
3 personas	3	50202	Paracuellos de la Ribera	18,0075106818
4 personas	4	50202	Paracuellos de la Ribera	6,5236564332
6 personas	6	50202	Paracuellos de la Ribera	0,7173748801
7 o más personas		50202	Paracuellos de la Ribera	
1 persona	1	50203	Pastriz	74,2300444297
2 personas	2	50203	Pastriz	145,5322085051
3 personas	3	50203	Pastriz	152,2337085254
4 personas	4	50203	Pastriz	127,9957465043
5 personas	5	50203	Pastriz	8,5468760577
7 o más personas		50203	Pastriz	
1 persona	1	50204	Pedrola	290,9777991315
2 personas	2	50204	Pedrola	477,7227564751
3 personas	3	50204	Pedrola	304,9823110252
4 personas	4	50204	Pedrola	347,8171364202
5 personas	5	50204	Pedrola	9,63065301
6 personas	6	50204	Pedrola	7,762141324
7 o más personas	8	50204	Pedrola	4,9844945665
1 persona	1	50205	Pedrosas (Las)	11,1351518154
2 personas	2	50205	Pedrosas (Las)	20,9342685777
3 personas	3	50205	Pedrosas (Las)	13,8028008601
4 personas	4	50205	Pedrosas (Las)	6,1044680277
7 o más personas		50205	Pedrosas (Las)	
1 persona	1	50206	Perdiguera	40,8171412525
2 personas	2	50206	Perdiguera	76,7320545453
3 personas	3	50206	Perdiguera	59,9061679693
4 personas	4	50206	Perdiguera	37,236567985
5 personas	5	50206	Perdiguera	19,6293926083
6 personas	6	50206	Perdiguera	3,5396016192
7 o más personas		50206	Perdiguera	
1 persona	1	50207	Piedratajada	28,2773137867
2 personas	2	50207	Piedratajada	24,8370926411
3 personas	3	50207	Piedratajada	11,2478528817
4 personas	4	50207	Piedratajada	3,0310932578
5 personas	5	50207	Piedratajada	1,8173210876
7 o más personas		50207	Piedratajada	
1 persona	1	50208	Pina de Ebro	266,2081931626
2 personas	2	50208	Pina de Ebro	282,2935262229
3 personas	3	50208	Pina de Ebro	217,3561315931
4 personas	4	50208	Pina de Ebro	205,2964906848
5 personas	5	50208	Pina de Ebro	64,6086188336
6 personas	6	50208	Pina de Ebro	2,3073509943
7 o más personas		50208	Pina de Ebro	
1 persona	1	50209	Pinseque	229,5678995594
2 personas	2	50209	Pinseque	494,2907828188
3 personas	3	50209	Pinseque	349,5230787153
4 personas	4	50209	Pinseque	253,6485767302
5 personas	5	50209	Pinseque	38,3834378453
6 personas	6	50209	Pinseque	6,5107137322
7 o más personas		50209	Pinseque	
1 persona	1	50210	Pintanos (Los)	3,0385489987
2 personas	2	50210	Pintanos (Los)	12,6265026086
3 personas	3	50210	Pintanos (Los)	4,2810230938
4 personas	4	50210	Pintanos (Los)	0,8342677536
7 o más personas		50210	Pintanos (Los)	
1 persona	1	50211	Plasencia de Jalón	59,9112548414
2 personas	2	50211	Plasencia de Jalón	46,0834574772
3 personas	3	50211	Plasencia de Jalón	28,0284252167
4 personas	4	50211	Plasencia de Jalón	28,4577182042
5 personas	5	50211	Plasencia de Jalón	7,1641909716
7 o más personas		50211	Plasencia de Jalón	
1 persona	1	50212	Pleitas	5,3686556959
2 personas	2	50212	Pleitas	10,4595543897
3 personas	3	50212	Pleitas	4,5078800771
7 o más personas	7	50212	Pleitas	1,7412278991
1 persona	1	50213	Plenas	33,2174084346
2 personas	2	50213	Plenas	24,6314077681
3 personas	3	50213	Plenas	12,9764673012
4 personas	4	50213	Plenas	1,7883919412
5 personas	5	50213	Plenas	0,3708830433
7 o más personas		50213	Plenas	
1 persona	1	50214	Pomer	3,8153296756
2 personas	2	50214	Pomer	4,9173830161
3 personas	3	50214	Pomer	5,0360258222
4 personas	4	50214	Pomer	1,5604567063
7 o más personas		50214	Pomer	
1 persona	1	50215	Pozuel de Ariza	3,8257341062
2 personas	2	50215	Pozuel de Ariza	3,7602580884
3 personas	3	50215	Pozuel de Ariza	3,5512499057
7 o más personas		50215	Pozuel de Ariza	
1 persona	1	50216	Pozuelo de Aragón	17,3611412082
2 personas	2	50216	Pozuelo de Aragón	31,0949585337
3 personas	3	50216	Pozuelo de Aragón	26,0602000608
4 personas	4	50216	Pozuelo de Aragón	29,4396415631
5 personas	5	50216	Pozuelo de Aragón	4,0203522188
6 personas	6	50216	Pozuelo de Aragón	1,5796719036
7 o más personas	7	50216	Pozuelo de Aragón	3,0460767194
1 persona	1	50217	Pradilla de Ebro	60,4958259897
2 personas	2	50217	Pradilla de Ebro	55,3902087397
3 personas	3	50217	Pradilla de Ebro	53,323058941
4 personas	4	50217	Pradilla de Ebro	46,4498497979
5 personas	5	50217	Pradilla de Ebro	15,4899989397
6 personas	6	50217	Pradilla de Ebro	3,3379625023
7 o más personas		50217	Pradilla de Ebro	
1 persona	1	50218	Puebla de Albortón	26,5010041344
2 personas	2	50218	Puebla de Albortón	9,5183997251
3 personas	3	50218	Puebla de Albortón	15,3503406618
4 personas	4	50218	Puebla de Albortón	6,9513935314
6 personas	6	50218	Puebla de Albortón	1,9186060811
7 o más personas		50218	Puebla de Albortón	
1 persona	1	50219	Puebla de Alfindén (La)	399,0089091075
2 personas	2	50219	Puebla de Alfindén (La)	563,8183605242
3 personas	3	50219	Puebla de Alfindén (La)	519,2124539611
4 personas	4	50219	Puebla de Alfindén (La)	429,3305690872
5 personas	5	50219	Puebla de Alfindén (La)	102,879322196
6 personas	6	50219	Puebla de Alfindén (La)	20,0747260882
7 o más personas	7	50219	Puebla de Alfindén (La)	14,828842382
1 persona	1	50220	Puendeluna	11,7810280012
2 personas	2	50220	Puendeluna	3,003135599
3 personas	3	50220	Puendeluna	3,695958996
4 personas	4	50220	Puendeluna	1,2293315742
5 personas	5	50220	Puendeluna	5,6414995032
7 o más personas		50220	Puendeluna	
1 persona	1	50221	Purujosa	14,0676185723
3 personas	3	50221	Purujosa	9,6441271426
7 o más personas		50221	Purujosa	
1 persona	1	50222	Quinto	182,9346784724
2 personas	2	50222	Quinto	238,0537850239
3 personas	3	50222	Quinto	148,088167322
4 personas	4	50222	Quinto	173,4318718582
5 personas	5	50222	Quinto	39,2615609271
6 personas	6	50222	Quinto	11,755475996
7 o más personas		50222	Quinto	
1 persona	1	50223	Remolinos	63,0385858577
2 personas	2	50223	Remolinos	164,3830282376
3 personas	3	50223	Remolinos	128,6359598739
4 personas	4	50223	Remolinos	65,8933007157
5 personas	5	50223	Remolinos	9,3389973215
6 personas	6	50223	Remolinos	10,486142462
7 o más personas		50223	Remolinos	
1 persona	1	50224	Retascón	18,892891587
2 personas	2	50224	Retascón	11,8024395709
3 personas	3	50224	Retascón	6,554045412
4 personas	4	50224	Retascón	1,7100232589
7 o más personas		50224	Retascón	
1 persona	1	50225	Ricla	179,587593632
2 personas	2	50225	Ricla	308,2038038874
3 personas	3	50225	Ricla	303,1746125363
4 personas	4	50225	Ricla	281,178739093
5 personas	5	50225	Ricla	60,9849831686
7 o más personas		50225	Ricla	
1 persona	1	50227	Romanos	17,2241527209
2 personas	2	50227	Romanos	21,1528908778
3 personas	3	50227	Romanos	14,1226383771
4 personas	4	50227	Romanos	4,0825185299
5 personas	5	50227	Romanos	1,0212627143
7 o más personas		50227	Romanos	
1 persona	1	50228	Rueda de Jalón	39,5107802297
2 personas	2	50228	Rueda de Jalón	38,0530969254
3 personas	3	50228	Rueda de Jalón	35,4739637217
4 personas	4	50228	Rueda de Jalón	11,7732142785
5 personas	5	50228	Rueda de Jalón	7,9762625565
6 personas	6	50228	Rueda de Jalón	6,2077309037
7 o más personas		50228	Rueda de Jalón	
1 persona	1	50229	Ruesca	7,3970583855
2 personas	2	50229	Ruesca	4,724292867
3 personas	3	50229	Ruesca	7,7435151791
4 personas	4	50229	Ruesca	4,7867420229
5 personas	5	50229	Ruesca	2,7365756868
7 o más personas		50229	Ruesca	
1 persona	1	50230	Sádaba	131,3452915306
2 personas	2	50230	Sádaba	186,0847241835
3 personas	3	50230	Sádaba	138,4739382261
4 personas	4	50230	Sádaba	108,0644958512
5 personas	5	50230	Sádaba	19,5009020918
6 personas	6	50230	Sádaba	4,2656845326
7 o más personas		50230	Sádaba	
1 persona	1	50231	Salillas de Jalón	29,2648288304
2 personas	2	50231	Salillas de Jalón	71,7199215135
3 personas	3	50231	Salillas de Jalón	28,3894015542
4 personas	4	50231	Salillas de Jalón	19,3003665454
5 personas	5	50231	Salillas de Jalón	5,7798040663
7 o más personas		50231	Salillas de Jalón	
1 persona	1	50232	Salvatierra de Esca	40,2177361336
2 personas	2	50232	Salvatierra de Esca	26,1391013369
3 personas	3	50232	Salvatierra de Esca	12,5109394644
4 personas	4	50232	Salvatierra de Esca	12,6207696681
5 personas	5	50232	Salvatierra de Esca	6,8976328256
7 o más personas		50232	Salvatierra de Esca	
1 persona	1	50233	Samper del Salz	19,5087863126
2 personas	2	50233	Samper del Salz	13,4599609302
3 personas	3	50233	Samper del Salz	2,873297938
4 personas	4	50233	Samper del Salz	5,304014231
5 personas	5	50233	Samper del Salz	4,4770284976
6 personas	6	50233	Samper del Salz	4,3569480676
7 o más personas		50233	Samper del Salz	
1 persona	1	50234	San Martín de la Virgen de Moncayo	16,7760275059
