Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Sector código	Sector descripción	CCAA nombre
Mayo 2006	200605	Mayo	2006	Mujeres	220	2	Industria y energía	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	325	3	Construcción	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	61	3	Construcción	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	797	4	Servicios	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	1222	4	Servicios	Aragón
Abril 2006	200604	Abril	2006	Hombres	63	1	Agricultura, ganadería y pesca	Aragón
Abril 2006	200604	Abril	2006	Mujeres	11	1	Agricultura, ganadería y pesca	Aragón
Abril 2006	200604	Abril	2006	Hombres	380	2	Industria y energía	Aragón
Abril 2006	200604	Abril	2006	Mujeres	219	2	Industria y energía	Aragón
Abril 2006	200604	Abril	2006	Hombres	253	3	Construcción	Aragón
Abril 2006	200604	Abril	2006	Mujeres	36	3	Construcción	Aragón
Abril 2006	200604	Abril	2006	Hombres	728	4	Servicios	Aragón
Abril 2006	200604	Abril	2006	Mujeres	1259	4	Servicios	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	44	1	Agricultura, ganadería y pesca	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	12	1	Agricultura, ganadería y pesca	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	421	2	Industria y energía	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	219	2	Industria y energía	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	316	3	Construcción	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	44	3	Construcción	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	961	4	Servicios	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	1496	4	Servicios	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	79	1	Agricultura, ganadería y pesca	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	18	1	Agricultura, ganadería y pesca	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	510	2	Industria y energía	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	290	2	Industria y energía	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	310	3	Construcción	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	46	3	Construcción	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	895	4	Servicios	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	1282	4	Servicios	Aragón
Enero 2006	200601	Enero	2006	Hombres	45	1	Agricultura, ganadería y pesca	Aragón
Enero 2006	200601	Enero	2006	Mujeres	18	1	Agricultura, ganadería y pesca	Aragón
Enero 2006	200601	Enero	2006	Hombres	403	2	Industria y energía	Aragón
Enero 2006	200601	Enero	2006	Mujeres	203	2	Industria y energía	Aragón
Enero 2006	200601	Enero	2006	Hombres	312	3	Construcción	Aragón
Enero 2006	200601	Enero	2006	Mujeres	48	3	Construcción	Aragón
Enero 2006	200601	Enero	2006	Hombres	747	4	Servicios	Aragón
Enero 2006	200601	Enero	2006	Mujeres	1200	4	Servicios	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	6	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	170	2	Industria y energía	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	90	2	Industria y energía	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	92	3	Construcción	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	27	3	Construcción	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	340	4	Servicios	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	734	4	Servicios	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	21	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	257	2	Industria y energía	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	158	2	Industria y energía	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	160	3	Construcción	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	38	3	Construcción	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	408	4	Servicios	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	825	4	Servicios	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	20	1	Agricultura, ganadería y pesca	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	10	1	Agricultura, ganadería y pesca	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	247	2	Industria y energía	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	178	2	Industria y energía	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	134	3	Construcción	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	37	3	Construcción	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	418	4	Servicios	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	936	4	Servicios	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	28	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	7	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	326	2	Industria y energía	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	195	2	Industria y energía	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	148	3	Construcción	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	34	3	Construcción	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	486	4	Servicios	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	1120	4	Servicios	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	6	1	Agricultura, ganadería y pesca	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	179	2	Industria y energía	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	112	2	Industria y energía	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	99	3	Construcción	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	21	3	Construcción	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	364	4	Servicios	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	613	4	Servicios	Aragón
Julio 2005	200507	Julio	2005	Hombres	28	1	Agricultura, ganadería y pesca	Aragón
Julio 2005	200507	Julio	2005	Mujeres	7	1	Agricultura, ganadería y pesca	Aragón
Julio 2005	200507	Julio	2005	Hombres	239	2	Industria y energía	Aragón
Julio 2005	200507	Julio	2005	Mujeres	138	2	Industria y energía	Aragón
Julio 2005	200507	Julio	2005	Hombres	163	3	Construcción	Aragón
Julio 2005	200507	Julio	2005	Mujeres	26	3	Construcción	Aragón
Julio 2005	200507	Julio	2005	Hombres	439	4	Servicios	Aragón
Julio 2005	200507	Julio	2005	Mujeres	833	4	Servicios	Aragón
Junio 2005	200506	Junio	2005	Hombres	27	1	Agricultura, ganadería y pesca	Aragón
Junio 2005	200506	Junio	2005	Mujeres	6	1	Agricultura, ganadería y pesca	Aragón
Junio 2005	200506	Junio	2005	Hombres	321	2	Industria y energía	Aragón
Junio 2005	200506	Junio	2005	Mujeres	156	2	Industria y energía	Aragón
Junio 2005	200506	Junio	2005	Hombres	172	3	Construcción	Aragón
Junio 2005	200506	Junio	2005	Mujeres	42	3	Construcción	Aragón
Junio 2005	200506	Junio	2005	Hombres	650	4	Servicios	Aragón
Junio 2005	200506	Junio	2005	Mujeres	988	4	Servicios	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	25	1	Agricultura, ganadería y pesca	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	12	1	Agricultura, ganadería y pesca	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	334	2	Industria y energía	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	178	2	Industria y energía	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	193	3	Construcción	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	39	3	Construcción	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	614	4	Servicios	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	1017	4	Servicios	Aragón
