Municipio código	Municipio nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
22909	Vencillón	Mujeres	Industria y energía	07	Metal	3
22909	Vencillón	Mujeres	Construcción	09	Construcción	2
22909	Vencillón	Mujeres	Servicios	10	Comercio y reparación	9
22909	Vencillón	Mujeres	Servicios	11	Hostelería	2
22909	Vencillón	Mujeres	Servicios	12	Transporte y comunicaciones	2
22909	Vencillón	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
22909	Vencillón	Mujeres	Servicios	14	Administración pública	3
22909	Vencillón	Mujeres	Servicios	15	Educación	2
22909	Vencillón	Mujeres	Servicios	16	Sanidad	7
22909	Vencillón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
22909	Vencillón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	80
22909	Vencillón	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	4
22909	Vencillón	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
22909	Vencillón	Varones	Industria y energía	07	Metal	4
22909	Vencillón	Varones	Construcción	09	Construcción	34
22909	Vencillón	Varones	Servicios	10	Comercio y reparación	12
22909	Vencillón	Varones	Servicios	11	Hostelería	1
22909	Vencillón	Varones	Servicios	12	Transporte y comunicaciones	7
22909	Vencillón	Varones	Servicios	13	Finanzas y servicios a empresas	2
22909	Vencillón	Varones	Servicios	14	Administración pública	3
22909	Vencillón	Varones	Servicios	16	Sanidad	3
44001	Ababuj	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	7
44001	Ababuj	Mujeres	Industria y energía	05	Madera y papel	1
44001	Ababuj	Mujeres	Servicios	10	Comercio y reparación	1
44001	Ababuj	Mujeres	Servicios	11	Hostelería	1
44001	Ababuj	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44001	Ababuj	Mujeres	Servicios	14	Administración pública	2
44001	Ababuj	Mujeres	Servicios	16	Sanidad	1
44001	Ababuj	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	17
44001	Ababuj	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44001	Ababuj	Varones	Industria y energía	07	Metal	1
44001	Ababuj	Varones	Construcción	09	Construcción	4
44001	Ababuj	Varones	Servicios	12	Transporte y comunicaciones	2
44001	Ababuj	Varones	Servicios	14	Administración pública	3
44001	Ababuj	Varones	Servicios	15	Educación	1
44001	Ababuj	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44002	Abejuela	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44002	Abejuela	Mujeres	Servicios	15	Educación	1
44002	Abejuela	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
44002	Abejuela	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44002	Abejuela	Varones	Industria y energía	05	Madera y papel	3
44002	Abejuela	Varones	Industria y energía	07	Metal	1
44002	Abejuela	Varones	Industria y energía	08	Manufactureras diversas	1
44002	Abejuela	Varones	Construcción	09	Construcción	1
44002	Abejuela	Varones	Servicios	10	Comercio y reparación	2
44002	Abejuela	Varones	Servicios	12	Transporte y comunicaciones	1
44002	Abejuela	Varones	Servicios	13	Finanzas y servicios a empresas	1
44003	Aguatón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44003	Aguatón	Mujeres	Industria y energía	04	Textil y calzado	1
44003	Aguatón	Mujeres	Servicios	14	Administración pública	2
44003	Aguatón	Mujeres	Servicios	16	Sanidad	2
44003	Aguatón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
44003	Aguatón	Varones	Servicios	15	Educación	1
44004	Aguaviva	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	13
44004	Aguaviva	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	2
44004	Aguaviva	Mujeres	Industria y energía	04	Textil y calzado	16
44004	Aguaviva	Mujeres	Construcción	09	Construcción	2
44004	Aguaviva	Mujeres	Servicios	10	Comercio y reparación	9
44004	Aguaviva	Mujeres	Servicios	11	Hostelería	6
44004	Aguaviva	Mujeres	Servicios	12	Transporte y comunicaciones	3
44004	Aguaviva	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
44004	Aguaviva	Mujeres	Servicios	14	Administración pública	3
44004	Aguaviva	Mujeres	Servicios	15	Educación	4
44004	Aguaviva	Mujeres	Servicios	16	Sanidad	5
44004	Aguaviva	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	6
44004	Aguaviva	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	37
44004	Aguaviva	Varones	Industria y energía	02	Extractivas, energía, gas y agua	12
44004	Aguaviva	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	3
44004	Aguaviva	Varones	Industria y energía	05	Madera y papel	2
44004	Aguaviva	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	4
44004	Aguaviva	Varones	Industria y energía	07	Metal	4
44004	Aguaviva	Varones	Industria y energía	08	Manufactureras diversas	1
44004	Aguaviva	Varones	Construcción	09	Construcción	33
44004	Aguaviva	Varones	Servicios	10	Comercio y reparación	12
44004	Aguaviva	Varones	Servicios	11	Hostelería	4
44004	Aguaviva	Varones	Servicios	12	Transporte y comunicaciones	11
44004	Aguaviva	Varones	Servicios	13	Finanzas y servicios a empresas	1
44004	Aguaviva	Varones	Servicios	14	Administración pública	4
44004	Aguaviva	Varones	Servicios	15	Educación	3
44004	Aguaviva	Varones	Servicios	16	Sanidad	1
44004	Aguaviva	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44005	Aguilar del Alfambra	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
44005	Aguilar del Alfambra	Mujeres	Industria y energía	05	Madera y papel	1
44005	Aguilar del Alfambra	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44005	Aguilar del Alfambra	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
44005	Aguilar del Alfambra	Mujeres	Servicios	15	Educación	2
44005	Aguilar del Alfambra	Mujeres	Servicios	16	Sanidad	2
44005	Aguilar del Alfambra	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	9
44005	Aguilar del Alfambra	Varones	Servicios	10	Comercio y reparación	1
44005	Aguilar del Alfambra	Varones	Servicios	14	Administración pública	1
44005	Aguilar del Alfambra	Varones	Servicios	15	Educación	3
44006	Alacón	Mujeres	Industria y energía	04	Textil y calzado	1
44006	Alacón	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44006	Alacón	Mujeres	Servicios	10	Comercio y reparación	7
44006	Alacón	Mujeres	Servicios	11	Hostelería	1
44006	Alacón	Mujeres	Servicios	12	Transporte y comunicaciones	1
44006	Alacón	Mujeres	Servicios	14	Administración pública	1
44006	Alacón	Mujeres	Servicios	15	Educación	1
44006	Alacón	Mujeres	Servicios	16	Sanidad	4
44006	Alacón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
44006	Alacón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	36
44006	Alacón	Varones	Industria y energía	02	Extractivas, energía, gas y agua	4
44006	Alacón	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
44006	Alacón	Varones	Industria y energía	07	Metal	6
44006	Alacón	Varones	Industria y energía	08	Manufactureras diversas	5
44006	Alacón	Varones	Construcción	09	Construcción	14
44006	Alacón	Varones	Servicios	10	Comercio y reparación	7
44006	Alacón	Varones	Servicios	11	Hostelería	1
44006	Alacón	Varones	Servicios	12	Transporte y comunicaciones	3
44006	Alacón	Varones	Servicios	13	Finanzas y servicios a empresas	2
44006	Alacón	Varones	Servicios	14	Administración pública	4
44006	Alacón	Varones	Servicios	16	Sanidad	1
44007	Alba	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	8
44007	Alba	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
44007	Alba	Mujeres	Industria y energía	04	Textil y calzado	1
44007	Alba	Mujeres	Servicios	10	Comercio y reparación	5
44007	Alba	Mujeres	Servicios	11	Hostelería	1
44007	Alba	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44007	Alba	Mujeres	Servicios	14	Administración pública	2
44007	Alba	Mujeres	Servicios	15	Educación	3
44007	Alba	Mujeres	Servicios	16	Sanidad	2
44007	Alba	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	30
44007	Alba	Varones	Industria y energía	02	Extractivas, energía, gas y agua	2
44007	Alba	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44007	Alba	Varones	Industria y energía	05	Madera y papel	2
44007	Alba	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	4
44007	Alba	Varones	Industria y energía	07	Metal	2
44007	Alba	Varones	Construcción	09	Construcción	5
44007	Alba	Varones	Servicios	10	Comercio y reparación	1
44007	Alba	Varones	Servicios	12	Transporte y comunicaciones	2
44007	Alba	Varones	Servicios	13	Finanzas y servicios a empresas	2
44007	Alba	Varones	Servicios	14	Administración pública	3
44007	Alba	Varones	Servicios	16	Sanidad	1
44007	Alba	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44008	Albalate del Arzobispo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	10
44008	Albalate del Arzobispo	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44008	Albalate del Arzobispo	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	7
44008	Albalate del Arzobispo	Mujeres	Industria y energía	04	Textil y calzado	14
44008	Albalate del Arzobispo	Mujeres	Industria y energía	05	Madera y papel	13
44008	Albalate del Arzobispo	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	11
44008	Albalate del Arzobispo	Mujeres	Industria y energía	07	Metal	25
44008	Albalate del Arzobispo	Mujeres	Industria y energía	08	Manufactureras diversas	1
44008	Albalate del Arzobispo	Mujeres	Construcción	09	Construcción	6
44008	Albalate del Arzobispo	Mujeres	Servicios	10	Comercio y reparación	48
44008	Albalate del Arzobispo	Mujeres	Servicios	11	Hostelería	16
44008	Albalate del Arzobispo	Mujeres	Servicios	12	Transporte y comunicaciones	7
44008	Albalate del Arzobispo	Mujeres	Servicios	13	Finanzas y servicios a empresas	11
44008	Albalate del Arzobispo	Mujeres	Servicios	14	Administración pública	14
44008	Albalate del Arzobispo	Mujeres	Servicios	15	Educación	11
44008	Albalate del Arzobispo	Mujeres	Servicios	16	Sanidad	11
44008	Albalate del Arzobispo	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	13
44008	Albalate del Arzobispo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	60
44008	Albalate del Arzobispo	Varones	Industria y energía	02	Extractivas, energía, gas y agua	47
44008	Albalate del Arzobispo	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	3
44008	Albalate del Arzobispo	Varones	Industria y energía	05	Madera y papel	22
44008	Albalate del Arzobispo	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	29
44008	Albalate del Arzobispo	Varones	Industria y energía	07	Metal	33
44008	Albalate del Arzobispo	Varones	Industria y energía	08	Manufactureras diversas	6
44008	Albalate del Arzobispo	Varones	Construcción	09	Construcción	107
44008	Albalate del Arzobispo	Varones	Servicios	10	Comercio y reparación	63
44008	Albalate del Arzobispo	Varones	Servicios	11	Hostelería	12
44008	Albalate del Arzobispo	Varones	Servicios	12	Transporte y comunicaciones	18
44008	Albalate del Arzobispo	Varones	Servicios	13	Finanzas y servicios a empresas	8
44008	Albalate del Arzobispo	Varones	Servicios	14	Administración pública	21
44008	Albalate del Arzobispo	Varones	Servicios	15	Educación	3
44008	Albalate del Arzobispo	Varones	Servicios	16	Sanidad	1
44008	Albalate del Arzobispo	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	8
44009	Albarracín	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
44009	Albarracín	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44009	Albarracín	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	3
44009	Albarracín	Mujeres	Industria y energía	05	Madera y papel	3
44009	Albarracín	Mujeres	Industria y energía	07	Metal	1
44009	Albarracín	Mujeres	Construcción	09	Construcción	3
44009	Albarracín	Mujeres	Servicios	10	Comercio y reparación	20
44009	Albarracín	Mujeres	Servicios	11	Hostelería	49
44009	Albarracín	Mujeres	Servicios	12	Transporte y comunicaciones	2
44009	Albarracín	Mujeres	Servicios	13	Finanzas y servicios a empresas	13
44009	Albarracín	Mujeres	Servicios	14	Administración pública	18
44009	Albarracín	Mujeres	Servicios	15	Educación	15
44009	Albarracín	Mujeres	Servicios	16	Sanidad	30
44009	Albarracín	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	7
44009	Albarracín	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	19
44009	Albarracín	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44009	Albarracín	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	7
44009	Albarracín	Varones	Industria y energía	04	Textil y calzado	1
44009	Albarracín	Varones	Industria y energía	05	Madera y papel	45
44009	Albarracín	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
44009	Albarracín	Varones	Industria y energía	07	Metal	7
44009	Albarracín	Varones	Industria y energía	08	Manufactureras diversas	1
44009	Albarracín	Varones	Construcción	09	Construcción	29
44009	Albarracín	Varones	Servicios	10	Comercio y reparación	13
44009	Albarracín	Varones	Servicios	11	Hostelería	36
44009	Albarracín	Varones	Servicios	12	Transporte y comunicaciones	11
44009	Albarracín	Varones	Servicios	13	Finanzas y servicios a empresas	9
44009	Albarracín	Varones	Servicios	14	Administración pública	42
44009	Albarracín	Varones	Servicios	15	Educación	15
44009	Albarracín	Varones	Servicios	16	Sanidad	7
44009	Albarracín	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	6
44010	Albentosa	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44010	Albentosa	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	4
44010	Albentosa	Mujeres	Industria y energía	04	Textil y calzado	1
44010	Albentosa	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44010	Albentosa	Mujeres	Servicios	10	Comercio y reparación	6
44010	Albentosa	Mujeres	Servicios	11	Hostelería	14
44010	Albentosa	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44010	Albentosa	Mujeres	Servicios	14	Administración pública	1
44010	Albentosa	Mujeres	Servicios	15	Educación	1
44010	Albentosa	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
44010	Albentosa	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44010	Albentosa	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	12
44010	Albentosa	Varones	Industria y energía	05	Madera y papel	1
44010	Albentosa	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	5
44010	Albentosa	Varones	Industria y energía	07	Metal	1
44010	Albentosa	Varones	Construcción	09	Construcción	22
44010	Albentosa	Varones	Servicios	10	Comercio y reparación	7
44010	Albentosa	Varones	Servicios	11	Hostelería	7
44010	Albentosa	Varones	Servicios	12	Transporte y comunicaciones	4
44010	Albentosa	Varones	Servicios	13	Finanzas y servicios a empresas	1
44010	Albentosa	Varones	Servicios	14	Administración pública	3
44010	Albentosa	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44011	Alcaine	Mujeres	Servicios	10	Comercio y reparación	2
44011	Alcaine	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44011	Alcaine	Mujeres	Servicios	14	Administración pública	2
44011	Alcaine	Mujeres	Servicios	16	Sanidad	2
44011	Alcaine	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44011	Alcaine	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
44011	Alcaine	Varones	Industria y energía	05	Madera y papel	1
44011	Alcaine	Varones	Industria y energía	07	Metal	4
44011	Alcaine	Varones	Construcción	09	Construcción	6
44011	Alcaine	Varones	Servicios	10	Comercio y reparación	3
44011	Alcaine	Varones	Servicios	11	Hostelería	3
44011	Alcaine	Varones	Servicios	13	Finanzas y servicios a empresas	1
44011	Alcaine	Varones	Servicios	14	Administración pública	3
44011	Alcaine	Varones	Servicios	16	Sanidad	2
44012	Alcalá de la Selva	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
