Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
50154	Mainar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50154	Mainar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	15
50154	Mainar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50155	Malanquilla	Con calefacción	Con calefacción individual	Electricidad	1
50155	Malanquilla	Con calefacción	Con calefacción individual	Derivados del petróleo	7
50155	Malanquilla	Con calefacción	Con calefacción individual	Madera	6
50155	Malanquilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	41
50155	Malanquilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50155	Malanquilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50155	Malanquilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
50155	Malanquilla	Sin calefacción	Sin ningún medio	 No aplicable	1
50156	Maleján	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50156	Maleján	Con calefacción	Con calefacción individual	Derivados del petróleo	59
50156	Maleján	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50156	Maleján	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50156	Maleján	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50156	Maleján	Sin calefacción	Sin ningún medio	 No aplicable	55
50157	Malón	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50157	Malón	Con calefacción	Con calefacción individual	Gas	1
50157	Malón	Con calefacción	Con calefacción individual	Electricidad	1
50157	Malón	Con calefacción	Con calefacción individual	Derivados del petróleo	100
50157	Malón	Con calefacción	Con calefacción individual	Madera	4
50157	Malón	Con calefacción	Con calefacción individual	Otros	1
50157	Malón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	7
50157	Malón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	18
50157	Malón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	7
50157	Malón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	12
50157	Malón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50157	Malón	Sin calefacción	Sin ningún medio	 No aplicable	14
50159	Maluenda	Con calefacción	Con calefacción colectiva	Madera	1
50159	Maluenda	Con calefacción	Con calefacción individual	Gas	19
50159	Maluenda	Con calefacción	Con calefacción individual	Electricidad	17
50159	Maluenda	Con calefacción	Con calefacción individual	Derivados del petróleo	127
50159	Maluenda	Con calefacción	Con calefacción individual	Madera	43
50159	Maluenda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	18
50159	Maluenda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	25
50159	Maluenda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50159	Maluenda	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	109
50159	Maluenda	Sin calefacción	Sin ningún medio	 No aplicable	3
50160	Mallén	Con calefacción	Con calefacción colectiva	Gas	2
50160	Mallén	Con calefacción	Con calefacción colectiva	Electricidad	2
50160	Mallén	Con calefacción	Con calefacción colectiva	Derivados del petróleo	42
50160	Mallén	Con calefacción	Con calefacción colectiva	Madera	2
50160	Mallén	Con calefacción	Con calefacción individual	Gas	19
50160	Mallén	Con calefacción	Con calefacción individual	Electricidad	89
50160	Mallén	Con calefacción	Con calefacción individual	Derivados del petróleo	581
50160	Mallén	Con calefacción	Con calefacción individual	Madera	16
50160	Mallén	Con calefacción	Con calefacción individual	Otros	3
50160	Mallén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	73
50160	Mallén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	105
50160	Mallén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	43
50160	Mallén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	78
50160	Mallén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	10
50160	Mallén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	2
50160	Mallén	Sin calefacción	Sin ningún medio	 No aplicable	55
50161	Manchones	Con calefacción	Con calefacción individual	Electricidad	3
50161	Manchones	Con calefacción	Con calefacción individual	Derivados del petróleo	13
50161	Manchones	Con calefacción	Con calefacción individual	Madera	2
50161	Manchones	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50161	Manchones	Sin calefacción	Sin ningún medio	 No aplicable	39
50162	Mara	Con calefacción	Con calefacción colectiva	Madera	3
50162	Mara	Con calefacción	Con calefacción individual	Gas	1
50162	Mara	Con calefacción	Con calefacción individual	Derivados del petróleo	26
50162	Mara	Con calefacción	Con calefacción individual	Madera	21
50162	Mara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	19
50162	Mara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	4
50162	Mara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	4
50162	Mara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
50162	Mara	Sin calefacción	Sin ningún medio	 No aplicable	3
50163	María de Huerva	Con calefacción	Con calefacción colectiva	Gas	11
50163	María de Huerva	Con calefacción	Con calefacción colectiva	Electricidad	1
50163	María de Huerva	Con calefacción	Con calefacción colectiva	Derivados del petróleo	27
50163	María de Huerva	Con calefacción	Con calefacción colectiva	Madera	1
50163	María de Huerva	Con calefacción	Con calefacción individual	Gas	147
50163	María de Huerva	Con calefacción	Con calefacción individual	Electricidad	74
50163	María de Huerva	Con calefacción	Con calefacción individual	Derivados del petróleo	165
50163	María de Huerva	Con calefacción	Con calefacción individual	Madera	3
50163	María de Huerva	Con calefacción	Con calefacción individual	Derivados del carbón	4
50163	María de Huerva	Con calefacción	Con calefacción individual	Otros	2
50163	María de Huerva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	12
50163	María de Huerva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	31
50163	María de Huerva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50163	María de Huerva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	25
50163	María de Huerva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50163	María de Huerva	Sin calefacción	Sin ningún medio	 No aplicable	11
50164	Mediana de Aragón	Con calefacción	Con calefacción individual	Gas	3
50164	Mediana de Aragón	Con calefacción	Con calefacción individual	Electricidad	3
50164	Mediana de Aragón	Con calefacción	Con calefacción individual	Derivados del petróleo	76
50164	Mediana de Aragón	Con calefacción	Con calefacción individual	Madera	1
50164	Mediana de Aragón	Con calefacción	Con calefacción individual	Otros	1
50164	Mediana de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	19
50164	Mediana de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	31
50164	Mediana de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50164	Mediana de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	39
50164	Mediana de Aragón	Sin calefacción	Sin ningún medio	 No aplicable	10
50165	Mequinenza	Con calefacción	Con calefacción colectiva	Electricidad	8
50165	Mequinenza	Con calefacción	Con calefacción colectiva	Derivados del petróleo	42
50165	Mequinenza	Con calefacción	Con calefacción colectiva	Madera	1
50165	Mequinenza	Con calefacción	Con calefacción individual	Gas	10
50165	Mequinenza	Con calefacción	Con calefacción individual	Electricidad	192
50165	Mequinenza	Con calefacción	Con calefacción individual	Derivados del petróleo	394
50165	Mequinenza	Con calefacción	Con calefacción individual	Madera	12
50165	Mequinenza	Con calefacción	Con calefacción individual	Otros	5
50165	Mequinenza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	24
50165	Mequinenza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	147
50165	Mequinenza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	28
50165	Mequinenza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	25
50165	Mequinenza	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50165	Mequinenza	Sin calefacción	Sin ningún medio	 No aplicable	15
50166	Mesones de Isuela	Con calefacción	Con calefacción individual	Electricidad	5
50166	Mesones de Isuela	Con calefacción	Con calefacción individual	Derivados del petróleo	49
50166	Mesones de Isuela	Con calefacción	Con calefacción individual	Madera	2
50166	Mesones de Isuela	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50166	Mesones de Isuela	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	4
50166	Mesones de Isuela	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50166	Mesones de Isuela	Sin calefacción	Sin ningún medio	 No aplicable	70
50167	Mezalocha	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50167	Mezalocha	Con calefacción	Con calefacción individual	Gas	6
50167	Mezalocha	Con calefacción	Con calefacción individual	Electricidad	10
50167	Mezalocha	Con calefacción	Con calefacción individual	Derivados del petróleo	21
50167	Mezalocha	Con calefacción	Con calefacción individual	Madera	8
50167	Mezalocha	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	23
50167	Mezalocha	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	14
50167	Mezalocha	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	12
50167	Mezalocha	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
50167	Mezalocha	Sin calefacción	Sin ningún medio	 No aplicable	5
50168	Mianos	Con calefacción	Con calefacción individual	Electricidad	1
50168	Mianos	Con calefacción	Con calefacción individual	Derivados del petróleo	4
50168	Mianos	Con calefacción	Con calefacción individual	Madera	8
50168	Mianos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50168	Mianos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50168	Mianos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
50168	Mianos	Sin calefacción	Sin ningún medio	 No aplicable	2
50169	Miedes de Aragón	Con calefacción	Con calefacción colectiva	Gas	1
