Municipio código	Municipio nombre	Explotaciones	Porcentaje de SAU en propiedad del titular
44044	Bordón	1	c) >=10% a < 25%  de la SAU en propiedad
44044	Bordón	1	d) >=25% a < 50%  de la SAU en propiedad
44044	Bordón	2	e) >=50% a < 75%  de la SAU en propiedad
44044	Bordón	11	g) >= 90%  de la SAU en propiedad
44045	Bronchales	5	b) < 10% de la SAU en propiedad
44045	Bronchales	1	c) >=10% a < 25%  de la SAU en propiedad
44045	Bronchales	2	d) >=25% a < 50%  de la SAU en propiedad
44045	Bronchales	2	e) >=50% a < 75%  de la SAU en propiedad
44045	Bronchales	5	g) >= 90%  de la SAU en propiedad
44046	Bueña	1	a) No hay SAU
44046	Bueña	5	b) < 10% de la SAU en propiedad
44046	Bueña	1	c) >=10% a < 25%  de la SAU en propiedad
44046	Bueña	3	d) >=25% a < 50%  de la SAU en propiedad
44046	Bueña	5	e) >=50% a < 75%  de la SAU en propiedad
44046	Bueña	3	f) >= 75% a < 90%  de la SAU en propiedad
44046	Bueña	5	g) >= 90%  de la SAU en propiedad
44047	Burbáguena	1	a) No hay SAU
44047	Burbáguena	2	b) < 10% de la SAU en propiedad
44047	Burbáguena	1	c) >=10% a < 25%  de la SAU en propiedad
44047	Burbáguena	1	d) >=25% a < 50%  de la SAU en propiedad
44047	Burbáguena	2	e) >=50% a < 75%  de la SAU en propiedad
44047	Burbáguena	1	f) >= 75% a < 90%  de la SAU en propiedad
44047	Burbáguena	57	g) >= 90%  de la SAU en propiedad
44048	Cabra de Mora	2	e) >=50% a < 75%  de la SAU en propiedad
44048	Cabra de Mora	1	f) >= 75% a < 90%  de la SAU en propiedad
44048	Cabra de Mora	11	g) >= 90%  de la SAU en propiedad
44049	Calaceite	6	a) No hay SAU
44049	Calaceite	13	b) < 10% de la SAU en propiedad
44049	Calaceite	6	c) >=10% a < 25%  de la SAU en propiedad
44049	Calaceite	6	d) >=25% a < 50%  de la SAU en propiedad
44049	Calaceite	10	e) >=50% a < 75%  de la SAU en propiedad
44049	Calaceite	9	f) >= 75% a < 90%  de la SAU en propiedad
44049	Calaceite	192	g) >= 90%  de la SAU en propiedad
44050	Calamocha	13	a) No hay SAU
44050	Calamocha	48	b) < 10% de la SAU en propiedad
44050	Calamocha	11	c) >=10% a < 25%  de la SAU en propiedad
44050	Calamocha	19	d) >=25% a < 50%  de la SAU en propiedad
44050	Calamocha	28	e) >=50% a < 75%  de la SAU en propiedad
44050	Calamocha	21	f) >= 75% a < 90%  de la SAU en propiedad
44050	Calamocha	157	g) >= 90%  de la SAU en propiedad
44051	Calanda	20	a) No hay SAU
44051	Calanda	27	b) < 10% de la SAU en propiedad
44051	Calanda	16	c) >=10% a < 25%  de la SAU en propiedad
44051	Calanda	16	d) >=25% a < 50%  de la SAU en propiedad
44051	Calanda	34	e) >=50% a < 75%  de la SAU en propiedad
44051	Calanda	17	f) >= 75% a < 90%  de la SAU en propiedad
44051	Calanda	194	g) >= 90%  de la SAU en propiedad
44052	Calomarde	4	b) < 10% de la SAU en propiedad
44052	Calomarde	1	c) >=10% a < 25%  de la SAU en propiedad
44052	Calomarde	3	g) >= 90%  de la SAU en propiedad
44053	Camañas	2	a) No hay SAU
44053	Camañas	6	b) < 10% de la SAU en propiedad
44053	Camañas	3	c) >=10% a < 25%  de la SAU en propiedad
44053	Camañas	6	d) >=25% a < 50%  de la SAU en propiedad
44053	Camañas	5	e) >=50% a < 75%  de la SAU en propiedad
44053	Camañas	5	f) >= 75% a < 90%  de la SAU en propiedad
44053	Camañas	9	g) >= 90%  de la SAU en propiedad
44054	Camarena de la Sierra	1	a) No hay SAU
44054	Camarena de la Sierra	1	b) < 10% de la SAU en propiedad
44054	Camarena de la Sierra	1	d) >=25% a < 50%  de la SAU en propiedad
44054	Camarena de la Sierra	4	g) >= 90%  de la SAU en propiedad
44055	Camarillas	11	b) < 10% de la SAU en propiedad
44055	Camarillas	4	d) >=25% a < 50%  de la SAU en propiedad
44055	Camarillas	3	e) >=50% a < 75%  de la SAU en propiedad
44055	Camarillas	1	f) >= 75% a < 90%  de la SAU en propiedad
44055	Camarillas	7	g) >= 90%  de la SAU en propiedad
44056	Caminreal	11	a) No hay SAU
44056	Caminreal	2	b) < 10% de la SAU en propiedad
44056	Caminreal	3	c) >=10% a < 25%  de la SAU en propiedad
44056	Caminreal	9	d) >=25% a < 50%  de la SAU en propiedad
44056	Caminreal	11	e) >=50% a < 75%  de la SAU en propiedad
44056	Caminreal	7	f) >= 75% a < 90%  de la SAU en propiedad
44056	Caminreal	88	g) >= 90%  de la SAU en propiedad
44059	Cantavieja	7	a) No hay SAU
44059	Cantavieja	17	b) < 10% de la SAU en propiedad
44059	Cantavieja	2	c) >=10% a < 25%  de la SAU en propiedad
44059	Cantavieja	5	d) >=25% a < 50%  de la SAU en propiedad
44059	Cantavieja	8	e) >=50% a < 75%  de la SAU en propiedad
44059	Cantavieja	5	f) >= 75% a < 90%  de la SAU en propiedad
44059	Cantavieja	36	g) >= 90%  de la SAU en propiedad
44060	Cañada de Benatanduz	3	b) < 10% de la SAU en propiedad
44060	Cañada de Benatanduz	2	c) >=10% a < 25%  de la SAU en propiedad
44060	Cañada de Benatanduz	2	e) >=50% a < 75%  de la SAU en propiedad
44060	Cañada de Benatanduz	2	f) >= 75% a < 90%  de la SAU en propiedad
44060	Cañada de Benatanduz	8	g) >= 90%  de la SAU en propiedad
44061	Cañada de Verich (La)	2	a) No hay SAU
44061	Cañada de Verich (La)	1	b) < 10% de la SAU en propiedad
44061	Cañada de Verich (La)	5	g) >= 90%  de la SAU en propiedad
44062	Cañada Vellida	1	b) < 10% de la SAU en propiedad
44062	Cañada Vellida	1	c) >=10% a < 25%  de la SAU en propiedad
44062	Cañada Vellida	3	d) >=25% a < 50%  de la SAU en propiedad
44062	Cañada Vellida	6	e) >=50% a < 75%  de la SAU en propiedad
44062	Cañada Vellida	2	f) >= 75% a < 90%  de la SAU en propiedad
44062	Cañada Vellida	9	g) >= 90%  de la SAU en propiedad
44063	Cañizar del Olivar	1	b) < 10% de la SAU en propiedad
44063	Cañizar del Olivar	8	g) >= 90%  de la SAU en propiedad
44064	Cascante del Río	2	b) < 10% de la SAU en propiedad
44064	Cascante del Río	1	c) >=10% a < 25%  de la SAU en propiedad
44064	Cascante del Río	1	e) >=50% a < 75%  de la SAU en propiedad
44064	Cascante del Río	1	f) >= 75% a < 90%  de la SAU en propiedad
44064	Cascante del Río	10	g) >= 90%  de la SAU en propiedad
44065	Castejón de Tornos	1	b) < 10% de la SAU en propiedad
44065	Castejón de Tornos	3	c) >=10% a < 25%  de la SAU en propiedad
44065	Castejón de Tornos	1	d) >=25% a < 50%  de la SAU en propiedad
44065	Castejón de Tornos	2	e) >=50% a < 75%  de la SAU en propiedad
44065	Castejón de Tornos	5	f) >= 75% a < 90%  de la SAU en propiedad
44065	Castejón de Tornos	12	g) >= 90%  de la SAU en propiedad
44066	Castel de Cabra	1	a) No hay SAU
44066	Castel de Cabra	3	b) < 10% de la SAU en propiedad
44066	Castel de Cabra	1	c) >=10% a < 25%  de la SAU en propiedad
44066	Castel de Cabra	1	f) >= 75% a < 90%  de la SAU en propiedad
44066	Castel de Cabra	7	g) >= 90%  de la SAU en propiedad
44067	Castelnou	3	b) < 10% de la SAU en propiedad
44067	Castelnou	4	e) >=50% a < 75%  de la SAU en propiedad
44067	Castelnou	14	g) >= 90%  de la SAU en propiedad
44068	Castelserás	3	a) No hay SAU
44068	Castelserás	4	b) < 10% de la SAU en propiedad
44068	Castelserás	5	c) >=10% a < 25%  de la SAU en propiedad
44068	Castelserás	5	d) >=25% a < 50%  de la SAU en propiedad
44068	Castelserás	3	e) >=50% a < 75%  de la SAU en propiedad
44068	Castelserás	4	f) >= 75% a < 90%  de la SAU en propiedad
44068	Castelserás	59	g) >= 90%  de la SAU en propiedad
44070	Castellar (El)	2	a) No hay SAU
44070	Castellar (El)	4	b) < 10% de la SAU en propiedad
44070	Castellar (El)	1	d) >=25% a < 50%  de la SAU en propiedad
44070	Castellar (El)	12	g) >= 90%  de la SAU en propiedad
44071	Castellote	5	a) No hay SAU
44071	Castellote	7	b) < 10% de la SAU en propiedad
44071	Castellote	5	c) >=10% a < 25%  de la SAU en propiedad
44071	Castellote	6	d) >=25% a < 50%  de la SAU en propiedad
44071	Castellote	10	e) >=50% a < 75%  de la SAU en propiedad
44071	Castellote	5	f) >= 75% a < 90%  de la SAU en propiedad
44071	Castellote	119	g) >= 90%  de la SAU en propiedad
44074	Cedrillas	3	a) No hay SAU
44074	Cedrillas	14	b) < 10% de la SAU en propiedad
44074	Cedrillas	3	c) >=10% a < 25%  de la SAU en propiedad
44074	Cedrillas	1	d) >=25% a < 50%  de la SAU en propiedad
44074	Cedrillas	9	e) >=50% a < 75%  de la SAU en propiedad
44074	Cedrillas	7	f) >= 75% a < 90%  de la SAU en propiedad
44074	Cedrillas	42	g) >= 90%  de la SAU en propiedad
44075	Celadas	6	b) < 10% de la SAU en propiedad
44075	Celadas	8	c) >=10% a < 25%  de la SAU en propiedad
44075	Celadas	15	d) >=25% a < 50%  de la SAU en propiedad
44075	Celadas	16	e) >=50% a < 75%  de la SAU en propiedad
44075	Celadas	12	f) >= 75% a < 90%  de la SAU en propiedad
44075	Celadas	42	g) >= 90%  de la SAU en propiedad
44076	Cella	5	a) No hay SAU
44076	Cella	75	b) < 10% de la SAU en propiedad
44076	Cella	23	c) >=10% a < 25%  de la SAU en propiedad
44076	Cella	32	d) >=25% a < 50%  de la SAU en propiedad
44076	Cella	40	e) >=50% a < 75%  de la SAU en propiedad
44076	Cella	15	f) >= 75% a < 90%  de la SAU en propiedad
44076	Cella	90	g) >= 90%  de la SAU en propiedad
44077	Cerollera (La)	1	a) No hay SAU
44077	Cerollera (La)	1	b) < 10% de la SAU en propiedad
44077	Cerollera (La)	1	f) >= 75% a < 90%  de la SAU en propiedad
44077	Cerollera (La)	7	g) >= 90%  de la SAU en propiedad
44080	Codoñera (La)	1	a) No hay SAU
44080	Codoñera (La)	2	b) < 10% de la SAU en propiedad
44080	Codoñera (La)	3	c) >=10% a < 25%  de la SAU en propiedad
44080	Codoñera (La)	7	d) >=25% a < 50%  de la SAU en propiedad
44080	Codoñera (La)	4	e) >=50% a < 75%  de la SAU en propiedad
44080	Codoñera (La)	2	f) >= 75% a < 90%  de la SAU en propiedad
44080	Codoñera (La)	26	g) >= 90%  de la SAU en propiedad
44082	Corbalán	3	b) < 10% de la SAU en propiedad
44082	Corbalán	2	c) >=10% a < 25%  de la SAU en propiedad
44082	Corbalán	3	d) >=25% a < 50%  de la SAU en propiedad
44082	Corbalán	1	e) >=50% a < 75%  de la SAU en propiedad
44082	Corbalán	2	f) >= 75% a < 90%  de la SAU en propiedad
44082	Corbalán	5	g) >= 90%  de la SAU en propiedad
44084	Cortes de Aragón	3	b) < 10% de la SAU en propiedad
44084	Cortes de Aragón	2	c) >=10% a < 25%  de la SAU en propiedad
44084	Cortes de Aragón	1	e) >=50% a < 75%  de la SAU en propiedad
44084	Cortes de Aragón	1	f) >= 75% a < 90%  de la SAU en propiedad
44084	Cortes de Aragón	8	g) >= 90%  de la SAU en propiedad
44085	Cosa	14	b) < 10% de la SAU en propiedad
44085	Cosa	4	c) >=10% a < 25%  de la SAU en propiedad
44085	Cosa	3	d) >=25% a < 50%  de la SAU en propiedad
44085	Cosa	5	e) >=50% a < 75%  de la SAU en propiedad
44085	Cosa	2	f) >= 75% a < 90%  de la SAU en propiedad
44085	Cosa	5	g) >= 90%  de la SAU en propiedad
44086	Cretas	1	a) No hay SAU
44086	Cretas	12	b) < 10% de la SAU en propiedad
44086	Cretas	3	c) >=10% a < 25%  de la SAU en propiedad
44086	Cretas	11	d) >=25% a < 50%  de la SAU en propiedad
44086	Cretas	9	e) >=50% a < 75%  de la SAU en propiedad
44086	Cretas	2	f) >= 75% a < 90%  de la SAU en propiedad
44086	Cretas	127	g) >= 90%  de la SAU en propiedad
44087	Crivillén	2	b) < 10% de la SAU en propiedad
44087	Crivillén	2	c) >=10% a < 25%  de la SAU en propiedad
44087	Crivillén	3	d) >=25% a < 50%  de la SAU en propiedad
44087	Crivillén	2	e) >=50% a < 75%  de la SAU en propiedad
44087	Crivillén	1	f) >= 75% a < 90%  de la SAU en propiedad
44087	Crivillén	10	g) >= 90%  de la SAU en propiedad
44088	Cuba (La)	1	a) No hay SAU
44088	Cuba (La)	2	b) < 10% de la SAU en propiedad
44088	Cuba (La)	1	d) >=25% a < 50%  de la SAU en propiedad
44088	Cuba (La)	8	g) >= 90%  de la SAU en propiedad
44089	Cubla	2	b) < 10% de la SAU en propiedad
44089	Cubla	1	c) >=10% a < 25%  de la SAU en propiedad
44089	Cubla	1	e) >=50% a < 75%  de la SAU en propiedad
44089	Cubla	2	f) >= 75% a < 90%  de la SAU en propiedad
44089	Cubla	6	g) >= 90%  de la SAU en propiedad
44090	Cucalón	1	a) No hay SAU
44090	Cucalón	2	b) < 10% de la SAU en propiedad
44090	Cucalón	6	d) >=25% a < 50%  de la SAU en propiedad
44090	Cucalón	4	e) >=50% a < 75%  de la SAU en propiedad
44090	Cucalón	2	f) >= 75% a < 90%  de la SAU en propiedad
44090	Cucalón	13	g) >= 90%  de la SAU en propiedad
44092	Cuervo (El)	1	d) >=25% a < 50%  de la SAU en propiedad
44092	Cuervo (El)	1	f) >= 75% a < 90%  de la SAU en propiedad
44092	Cuervo (El)	9	g) >= 90%  de la SAU en propiedad
44093	Cuevas de Almudén	1	a) No hay SAU
44093	Cuevas de Almudén	7	b) < 10% de la SAU en propiedad
44093	Cuevas de Almudén	1	c) >=10% a < 25%  de la SAU en propiedad
44093	Cuevas de Almudén	4	d) >=25% a < 50%  de la SAU en propiedad
44093	Cuevas de Almudén	5	e) >=50% a < 75%  de la SAU en propiedad
44093	Cuevas de Almudén	3	f) >= 75% a < 90%  de la SAU en propiedad
44093	Cuevas de Almudén	7	g) >= 90%  de la SAU en propiedad
44094	Cuevas Labradas	5	b) < 10% de la SAU en propiedad
44094	Cuevas Labradas	1	c) >=10% a < 25%  de la SAU en propiedad
44094	Cuevas Labradas	3	d) >=25% a < 50%  de la SAU en propiedad
44094	Cuevas Labradas	2	e) >=50% a < 75%  de la SAU en propiedad
44094	Cuevas Labradas	2	f) >= 75% a < 90%  de la SAU en propiedad
44094	Cuevas Labradas	8	g) >= 90%  de la SAU en propiedad
44096	Ejulve	5	b) < 10% de la SAU en propiedad
44096	Ejulve	1	d) >=25% a < 50%  de la SAU en propiedad
44096	Ejulve	6	e) >=50% a < 75%  de la SAU en propiedad
44096	Ejulve	15	g) >= 90%  de la SAU en propiedad
44097	Escorihuela	2	a) No hay SAU
44097	Escorihuela	11	b) < 10% de la SAU en propiedad
44097	Escorihuela	3	c) >=10% a < 25%  de la SAU en propiedad
44097	Escorihuela	7	d) >=25% a < 50%  de la SAU en propiedad
44097	Escorihuela	4	e) >=50% a < 75%  de la SAU en propiedad
44097	Escorihuela	9	f) >= 75% a < 90%  de la SAU en propiedad
44097	Escorihuela	19	g) >= 90%  de la SAU en propiedad
44099	Escucha	6	a) No hay SAU
44099	Escucha	6	b) < 10% de la SAU en propiedad
44099	Escucha	1	e) >=50% a < 75%  de la SAU en propiedad
44099	Escucha	9	g) >= 90%  de la SAU en propiedad
44100	Estercuel	3	b) < 10% de la SAU en propiedad
44100	Estercuel	1	e) >=50% a < 75%  de la SAU en propiedad
44100	Estercuel	13	g) >= 90%  de la SAU en propiedad
44101	Ferreruela de Huerva	5	b) < 10% de la SAU en propiedad
44101	Ferreruela de Huerva	3	c) >=10% a < 25%  de la SAU en propiedad
44101	Ferreruela de Huerva	3	d) >=25% a < 50%  de la SAU en propiedad
44101	Ferreruela de Huerva	2	e) >=50% a < 75%  de la SAU en propiedad
44101	Ferreruela de Huerva	6	g) >= 90%  de la SAU en propiedad
44102	Fonfría	2	b) < 10% de la SAU en propiedad
44102	Fonfría	1	c) >=10% a < 25%  de la SAU en propiedad
44102	Fonfría	2	e) >=50% a < 75%  de la SAU en propiedad
44102	Fonfría	1	g) >= 90%  de la SAU en propiedad
44103	Formiche Alto	1	a) No hay SAU
44103	Formiche Alto	16	b) < 10% de la SAU en propiedad
44103	Formiche Alto	1	c) >=10% a < 25%  de la SAU en propiedad
44103	Formiche Alto	2	e) >=50% a < 75%  de la SAU en propiedad
44103	Formiche Alto	3	f) >= 75% a < 90%  de la SAU en propiedad
44103	Formiche Alto	12	g) >= 90%  de la SAU en propiedad
44105	Fórnoles	2	b) < 10% de la SAU en propiedad
44105	Fórnoles	3	e) >=50% a < 75%  de la SAU en propiedad
44105	Fórnoles	3	f) >= 75% a < 90%  de la SAU en propiedad
44105	Fórnoles	27	g) >= 90%  de la SAU en propiedad
44106	Fortanete	14	b) < 10% de la SAU en propiedad
44106	Fortanete	2	c) >=10% a < 25%  de la SAU en propiedad
44106	Fortanete	4	d) >=25% a < 50%  de la SAU en propiedad
44106	Fortanete	3	e) >=50% a < 75%  de la SAU en propiedad
44106	Fortanete	21	g) >= 90%  de la SAU en propiedad
44107	Foz-Calanda	7	a) No hay SAU
44107	Foz-Calanda	7	b) < 10% de la SAU en propiedad
44107	Foz-Calanda	2	c) >=10% a < 25%  de la SAU en propiedad
44107	Foz-Calanda	3	d) >=25% a < 50%  de la SAU en propiedad
44107	Foz-Calanda	4	e) >=50% a < 75%  de la SAU en propiedad
44107	Foz-Calanda	4	f) >= 75% a < 90%  de la SAU en propiedad
44107	Foz-Calanda	32	g) >= 90%  de la SAU en propiedad
44108	Fresneda (La)	4	a) No hay SAU
44108	Fresneda (La)	12	b) < 10% de la SAU en propiedad
44108	Fresneda (La)	1	c) >=10% a < 25%  de la SAU en propiedad
44108	Fresneda (La)	5	d) >=25% a < 50%  de la SAU en propiedad
44108	Fresneda (La)	5	e) >=50% a < 75%  de la SAU en propiedad
44108	Fresneda (La)	3	f) >= 75% a < 90%  de la SAU en propiedad
44108	Fresneda (La)	63	g) >= 90%  de la SAU en propiedad
44109	Frías de Albarracín	2	a) No hay SAU
44109	Frías de Albarracín	7	b) < 10% de la SAU en propiedad
44109	Frías de Albarracín	1	c) >=10% a < 25%  de la SAU en propiedad
44109	Frías de Albarracín	1	d) >=25% a < 50%  de la SAU en propiedad
44109	Frías de Albarracín	1	e) >=50% a < 75%  de la SAU en propiedad
44109	Frías de Albarracín	3	g) >= 90%  de la SAU en propiedad
44110	Fuenferrada	1	b) < 10% de la SAU en propiedad
44110	Fuenferrada	1	c) >=10% a < 25%  de la SAU en propiedad
44110	Fuenferrada	3	e) >=50% a < 75%  de la SAU en propiedad
44110	Fuenferrada	1	f) >= 75% a < 90%  de la SAU en propiedad
44110	Fuenferrada	11	g) >= 90%  de la SAU en propiedad
44111	Fuentes Calientes	2	a) No hay SAU
44111	Fuentes Calientes	8	b) < 10% de la SAU en propiedad
44111	Fuentes Calientes	1	c) >=10% a < 25%  de la SAU en propiedad
44111	Fuentes Calientes	2	d) >=25% a < 50%  de la SAU en propiedad
44111	Fuentes Calientes	11	e) >=50% a < 75%  de la SAU en propiedad
44111	Fuentes Calientes	5	f) >= 75% a < 90%  de la SAU en propiedad
44111	Fuentes Calientes	5	g) >= 90%  de la SAU en propiedad
44112	Fuentes Claras	5	a) No hay SAU
44112	Fuentes Claras	8	b) < 10% de la SAU en propiedad
44112	Fuentes Claras	1	c) >=10% a < 25%  de la SAU en propiedad
44112	Fuentes Claras	11	d) >=25% a < 50%  de la SAU en propiedad
44112	Fuentes Claras	13	e) >=50% a < 75%  de la SAU en propiedad
44112	Fuentes Claras	5	f) >= 75% a < 90%  de la SAU en propiedad
44112	Fuentes Claras	37	g) >= 90%  de la SAU en propiedad
44113	Fuentes de Rubielos	1	a) No hay SAU
44113	Fuentes de Rubielos	3	b) < 10% de la SAU en propiedad
44113	Fuentes de Rubielos	1	d) >=25% a < 50%  de la SAU en propiedad
44113	Fuentes de Rubielos	1	g) >= 90%  de la SAU en propiedad
44114	Fuentespalda	3	a) No hay SAU
44114	Fuentespalda	11	b) < 10% de la SAU en propiedad
44114	Fuentespalda	1	c) >=10% a < 25%  de la SAU en propiedad
44114	Fuentespalda	5	d) >=25% a < 50%  de la SAU en propiedad
44114	Fuentespalda	8	e) >=50% a < 75%  de la SAU en propiedad
44114	Fuentespalda	1	f) >= 75% a < 90%  de la SAU en propiedad
44114	Fuentespalda	44	g) >= 90%  de la SAU en propiedad
44115	Galve	10	b) < 10% de la SAU en propiedad
44115	Galve	2	c) >=10% a < 25%  de la SAU en propiedad
44115	Galve	1	d) >=25% a < 50%  de la SAU en propiedad
44115	Galve	5	e) >=50% a < 75%  de la SAU en propiedad
44115	Galve	3	f) >= 75% a < 90%  de la SAU en propiedad
44115	Galve	14	g) >= 90%  de la SAU en propiedad
44116	Gargallo	1	a) No hay SAU
44116	Gargallo	2	b) < 10% de la SAU en propiedad
44116	Gargallo	1	d) >=25% a < 50%  de la SAU en propiedad
44116	Gargallo	1	e) >=50% a < 75%  de la SAU en propiedad
44116	Gargallo	8	g) >= 90%  de la SAU en propiedad
44117	Gea de Albarracín	2	b) < 10% de la SAU en propiedad
44117	Gea de Albarracín	4	c) >=10% a < 25%  de la SAU en propiedad
44117	Gea de Albarracín	3	d) >=25% a < 50%  de la SAU en propiedad
44117	Gea de Albarracín	2	f) >= 75% a < 90%  de la SAU en propiedad
44117	Gea de Albarracín	11	g) >= 90%  de la SAU en propiedad
44118	Ginebrosa (La)	1	a) No hay SAU
44118	Ginebrosa (La)	6	b) < 10% de la SAU en propiedad
44118	Ginebrosa (La)	6	c) >=10% a < 25%  de la SAU en propiedad
44118	Ginebrosa (La)	9	d) >=25% a < 50%  de la SAU en propiedad
44118	Ginebrosa (La)	3	e) >=50% a < 75%  de la SAU en propiedad
44118	Ginebrosa (La)	2	f) >= 75% a < 90%  de la SAU en propiedad
44118	Ginebrosa (La)	41	g) >= 90%  de la SAU en propiedad
44119	Griegos	1	a) No hay SAU
44119	Griegos	2	b) < 10% de la SAU en propiedad
44119	Griegos	2	c) >=10% a < 25%  de la SAU en propiedad
44119	Griegos	1	d) >=25% a < 50%  de la SAU en propiedad
44119	Griegos	1	e) >=50% a < 75%  de la SAU en propiedad
44119	Griegos	7	g) >= 90%  de la SAU en propiedad
44120	Guadalaviar	4	a) No hay SAU
44120	Guadalaviar	9	b) < 10% de la SAU en propiedad
44120	Guadalaviar	4	c) >=10% a < 25%  de la SAU en propiedad
44120	Guadalaviar	5	d) >=25% a < 50%  de la SAU en propiedad
44120	Guadalaviar	1	f) >= 75% a < 90%  de la SAU en propiedad
44120	Guadalaviar	8	g) >= 90%  de la SAU en propiedad
44121	Gúdar	12	b) < 10% de la SAU en propiedad
44121	Gúdar	1	e) >=50% a < 75%  de la SAU en propiedad
44121	Gúdar	1	f) >= 75% a < 90%  de la SAU en propiedad
44121	Gúdar	6	g) >= 90%  de la SAU en propiedad
44122	Híjar	7	a) No hay SAU
44122	Híjar	31	b) < 10% de la SAU en propiedad
44122	Híjar	11	c) >=10% a < 25%  de la SAU en propiedad
