Municipio código	Municipio nombre	Nivel estudios (agregado)	Personas residentes viviendas familiares	Nivel estudios (detalle)
44267	Vivel del Río Martín	Tercer grado	6	Diplomatura
44267	Vivel del Río Martín	Tercer grado	1	Doctorado
44268	Zoma (La)	Primer grado	12	Primer grado
44268	Zoma (La)	Segundo grado	13	ESO, EGB, Bachillerato Ele.
50001	Abanto	Analfabetos	1	No sabe leer o escribir
50001	Abanto	Sin estudios	47	Sin estudios
50001	Abanto	Primer grado	72	Primer grado
50001	Abanto	Segundo grado	6	FP Grado Medio
50001	Abanto	Segundo grado	2	FP Grado Superior
50001	Abanto	Segundo grado	6	Bachillerato Superior
50001	Abanto	Segundo grado	20	ESO, EGB, Bachillerato Ele.
50001	Abanto	Tercer grado	1	Doctorado
50001	Abanto	Tercer grado	2	Licenciatura
50001	Abanto	Tercer grado	4	Diplomatura
50002	Acered	Analfabetos	2	No sabe leer o escribir
50002	Acered	Sin estudios	69	Sin estudios
50002	Acered	Primer grado	103	Primer grado
50002	Acered	Segundo grado	3	FP Grado Superior
50002	Acered	Segundo grado	44	ESO, EGB, Bachillerato Ele.
50002	Acered	Segundo grado	11	Bachillerato Superior
50002	Acered	Segundo grado	1	FP Grado Medio
50002	Acered	Tercer grado	4	Licenciatura
50002	Acered	Tercer grado	5	Diplomatura
50003	Agón	Sin estudios	2	Sin estudios
50003	Agón	Primer grado	76	Primer grado
50003	Agón	Segundo grado	5	FP Grado Superior
50003	Agón	Segundo grado	47	ESO, EGB, Bachillerato Ele.
50003	Agón	Segundo grado	14	Bachillerato Superior
50003	Agón	Segundo grado	7	FP Grado Medio
50003	Agón	Tercer grado	6	Licenciatura
50003	Agón	Tercer grado	9	Diplomatura
50003	Agón	Tercer grado	1	Doctorado
50004	Aguarón	Analfabetos	10	No sabe leer o escribir
50004	Aguarón	Sin estudios	116	Sin estudios
50004	Aguarón	Primer grado	256	Primer grado
50004	Aguarón	Segundo grado	14	FP Grado Medio
50004	Aguarón	Segundo grado	38	Bachillerato Superior
50004	Aguarón	Segundo grado	26	FP Grado Superior
50004	Aguarón	Segundo grado	139	ESO, EGB, Bachillerato Ele.
50004	Aguarón	Tercer grado	1	Doctorado
50004	Aguarón	Tercer grado	22	Diplomatura
50004	Aguarón	Tercer grado	10	Licenciatura
50005	Aguilón	Analfabetos	3	No sabe leer o escribir
50005	Aguilón	Sin estudios	13	Sin estudios
50005	Aguilón	Primer grado	150	Primer grado
50005	Aguilón	Segundo grado	12	FP Grado Superior
50005	Aguilón	Segundo grado	47	ESO, EGB, Bachillerato Ele.
50005	Aguilón	Segundo grado	10	FP Grado Medio
50005	Aguilón	Segundo grado	19	Bachillerato Superior
50005	Aguilón	Tercer grado	11	Licenciatura
50005	Aguilón	Tercer grado	1	Doctorado
50005	Aguilón	Tercer grado	11	Diplomatura
50006	Ainzón	Analfabetos	4	No sabe leer o escribir
50006	Ainzón	Sin estudios	56	Sin estudios
50006	Ainzón	Primer grado	427	Primer grado
50006	Ainzón	Segundo grado	21	FP Grado Superior
50006	Ainzón	Segundo grado	54	Bachillerato Superior
50006	Ainzón	Segundo grado	50	FP Grado Medio
50006	Ainzón	Segundo grado	340	ESO, EGB, Bachillerato Ele.
50006	Ainzón	Tercer grado	52	Diplomatura
50006	Ainzón	Tercer grado	27	Licenciatura
50006	Ainzón	Tercer grado	1	Doctorado
50007	Aladrén	Sin estudios	1	Sin estudios
50007	Aladrén	Primer grado	15	Primer grado
50007	Aladrén	Segundo grado	2	FP Grado Superior
50007	Aladrén	Segundo grado	10	Bachillerato Superior
50007	Aladrén	Segundo grado	31	ESO, EGB, Bachillerato Ele.
50007	Aladrén	Tercer grado	9	Diplomatura
50007	Aladrén	Tercer grado	3	Licenciatura
50008	Alagón	Analfabetos	48	No sabe leer o escribir
50008	Alagón	Sin estudios	503	Sin estudios
50008	Alagón	Primer grado	1106	Primer grado
50008	Alagón	Segundo grado	259	FP Grado Superior
50008	Alagón	Segundo grado	1630	ESO, EGB, Bachillerato Ele.
50008	Alagón	Segundo grado	409	Bachillerato Superior
50008	Alagón	Segundo grado	337	FP Grado Medio
50008	Alagón	Tercer grado	116	Licenciatura
50008	Alagón	Tercer grado	6	Doctorado
50008	Alagón	Tercer grado	234	Diplomatura
50009	Alarba	Analfabetos	2	No sabe leer o escribir
50009	Alarba	Primer grado	89	Primer grado
50009	Alarba	Segundo grado	36	ESO, EGB, Bachillerato Ele.
50009	Alarba	Segundo grado	5	FP Grado Superior
50009	Alarba	Tercer grado	2	Diplomatura
50009	Alarba	Tercer grado	3	Licenciatura
50010	Alberite de San Juan	Analfabetos	1	No sabe leer o escribir
50010	Alberite de San Juan	Sin estudios	3	Sin estudios
50010	Alberite de San Juan	Primer grado	20	Primer grado
50010	Alberite de San Juan	Segundo grado	6	Bachillerato Superior
50010	Alberite de San Juan	Segundo grado	3	FP Grado Medio
50010	Alberite de San Juan	Segundo grado	46	ESO, EGB, Bachillerato Ele.
50010	Alberite de San Juan	Tercer grado	5	Diplomatura
50010	Alberite de San Juan	Tercer grado	1	Doctorado
50011	Albeta	Sin estudios	23	Sin estudios
50011	Albeta	Primer grado	39	Primer grado
50011	Albeta	Segundo grado	1	FP Grado Superior
50011	Albeta	Segundo grado	4	Bachillerato Superior
50011	Albeta	Segundo grado	32	ESO, EGB, Bachillerato Ele.
50011	Albeta	Segundo grado	5	FP Grado Medio
50011	Albeta	Tercer grado	1	Diplomatura
50012	Alborge	Analfabetos	1	No sabe leer o escribir
50012	Alborge	Sin estudios	3	Sin estudios
50012	Alborge	Primer grado	46	Primer grado
50012	Alborge	Segundo grado	5	FP Grado Medio
50012	Alborge	Segundo grado	15	Bachillerato Superior
50012	Alborge	Segundo grado	5	FP Grado Superior
50012	Alborge	Segundo grado	34	ESO, EGB, Bachillerato Ele.
50012	Alborge	Tercer grado	5	Diplomatura
50012	Alborge	Tercer grado	2	Licenciatura
50013	Alcalá de Ebro	Analfabetos	3	No sabe leer o escribir
50013	Alcalá de Ebro	Sin estudios	23	Sin estudios
50013	Alcalá de Ebro	Primer grado	53	Primer grado
50013	Alcalá de Ebro	Segundo grado	6	FP Grado Medio
50013	Alcalá de Ebro	Segundo grado	18	Bachillerato Superior
50013	Alcalá de Ebro	Segundo grado	9	FP Grado Superior
50013	Alcalá de Ebro	Segundo grado	130	ESO, EGB, Bachillerato Ele.
50013	Alcalá de Ebro	Tercer grado	7	Diplomatura
50013	Alcalá de Ebro	Tercer grado	9	Licenciatura
50014	Alcalá de Moncayo	Analfabetos	2	No sabe leer o escribir
50014	Alcalá de Moncayo	Sin estudios	14	Sin estudios
50014	Alcalá de Moncayo	Primer grado	55	Primer grado
50014	Alcalá de Moncayo	Segundo grado	26	ESO, EGB, Bachillerato Ele.
50014	Alcalá de Moncayo	Segundo grado	5	FP Grado Medio
50014	Alcalá de Moncayo	Segundo grado	11	Bachillerato Superior
50014	Alcalá de Moncayo	Segundo grado	1	FP Grado Superior
50014	Alcalá de Moncayo	Tercer grado	4	Licenciatura
50014	Alcalá de Moncayo	Tercer grado	5	Diplomatura
50015	Alconchel de Ariza	Sin estudios	71	Sin estudios
50015	Alconchel de Ariza	Primer grado	20	Primer grado
50015	Alconchel de Ariza	Segundo grado	8	ESO, EGB, Bachillerato Ele.
50015	Alconchel de Ariza	Segundo grado	10	Bachillerato Superior
50015	Alconchel de Ariza	Segundo grado	4	FP Grado Superior
50015	Alconchel de Ariza	Tercer grado	4	Licenciatura
50015	Alconchel de Ariza	Tercer grado	8	Diplomatura
50016	Aldehuela de Liestos	Sin estudios	20	Sin estudios
50016	Aldehuela de Liestos	Primer grado	10	Primer grado
50016	Aldehuela de Liestos	Segundo grado	1	FP Grado Superior
50016	Aldehuela de Liestos	Segundo grado	2	ESO, EGB, Bachillerato Ele.
50016	Aldehuela de Liestos	Segundo grado	4	FP Grado Medio
50017	Alfajarín	Analfabetos	23	No sabe leer o escribir
50017	Alfajarín	Sin estudios	151	Sin estudios
50017	Alfajarín	Primer grado	291	Primer grado
50017	Alfajarín	Segundo grado	76	FP Grado Superior
50017	Alfajarín	Segundo grado	115	Bachillerato Superior
50017	Alfajarín	Segundo grado	112	FP Grado Medio
50017	Alfajarín	Segundo grado	420	ESO, EGB, Bachillerato Ele.
50017	Alfajarín	Tercer grado	48	Licenciatura
50017	Alfajarín	Tercer grado	48	Diplomatura
50017	Alfajarín	Tercer grado	4	Doctorado
50018	Alfamén	Analfabetos	11	No sabe leer o escribir
50018	Alfamén	Sin estudios	41	Sin estudios
50018	Alfamén	Primer grado	111	Primer grado
50018	Alfamén	Segundo grado	69	Bachillerato Superior
50018	Alfamén	Segundo grado	839	ESO, EGB, Bachillerato Ele.
50018	Alfamén	Segundo grado	41	FP Grado Medio
50018	Alfamén	Segundo grado	46	FP Grado Superior
50018	Alfamén	Tercer grado	32	Diplomatura
50018	Alfamén	Tercer grado	14	Licenciatura
50018	Alfamén	Tercer grado	2	Doctorado
50019	Alforque	Analfabetos	2	No sabe leer o escribir
50019	Alforque	Sin estudios	25	Sin estudios
50019	Alforque	Primer grado	14	Primer grado
50019	Alforque	Segundo grado	16	ESO, EGB, Bachillerato Ele.
50019	Alforque	Segundo grado	9	FP Grado Medio
50019	Alforque	Segundo grado	4	FP Grado Superior
50019	Alforque	Segundo grado	4	Bachillerato Superior
50019	Alforque	Tercer grado	2	Diplomatura
50019	Alforque	Tercer grado	1	Licenciatura
50020	Alhama de Aragón	Analfabetos	10	No sabe leer o escribir
50020	Alhama de Aragón	Sin estudios	68	Sin estudios
50020	Alhama de Aragón	Primer grado	470	Primer grado
50020	Alhama de Aragón	Segundo grado	26	FP Grado Medio
50020	Alhama de Aragón	Segundo grado	297	ESO, EGB, Bachillerato Ele.
50020	Alhama de Aragón	Segundo grado	33	FP Grado Superior
50020	Alhama de Aragón	Segundo grado	68	Bachillerato Superior
50020	Alhama de Aragón	Tercer grado	15	Licenciatura
50020	Alhama de Aragón	Tercer grado	2	Doctorado
50020	Alhama de Aragón	Tercer grado	29	Diplomatura
50021	Almochuel	Primer grado	38	Primer grado
50021	Almochuel	Segundo grado	1	FP Grado Superior
50021	Almochuel	Segundo grado	7	ESO, EGB, Bachillerato Ele.
50021	Almochuel	Segundo grado	2	Bachillerato Superior
50021	Almochuel	Segundo grado	1	FP Grado Medio
50022	Almolda (La)	Analfabetos	6	No sabe leer o escribir
50022	Almolda (La)	Sin estudios	42	Sin estudios
50022	Almolda (La)	Primer grado	246	Primer grado
50022	Almolda (La)	Segundo grado	162	ESO, EGB, Bachillerato Ele.
50022	Almolda (La)	Segundo grado	39	Bachillerato Superior
50022	Almolda (La)	Segundo grado	35	FP Grado Medio
50022	Almolda (La)	Segundo grado	19	FP Grado Superior
50022	Almolda (La)	Tercer grado	1	Doctorado
50022	Almolda (La)	Tercer grado	17	Licenciatura
50022	Almolda (La)	Tercer grado	37	Diplomatura
50023	Almonacid de la Cuba	Analfabetos	6	No sabe leer o escribir
50023	Almonacid de la Cuba	Sin estudios	47	Sin estudios
50023	Almonacid de la Cuba	Primer grado	104	Primer grado
50023	Almonacid de la Cuba	Segundo grado	94	ESO, EGB, Bachillerato Ele.
50023	Almonacid de la Cuba	Segundo grado	2	FP Grado Superior
50023	Almonacid de la Cuba	Segundo grado	19	Bachillerato Superior
50023	Almonacid de la Cuba	Segundo grado	15	FP Grado Medio
50023	Almonacid de la Cuba	Tercer grado	3	Licenciatura
50023	Almonacid de la Cuba	Tercer grado	3	Diplomatura
50023	Almonacid de la Cuba	Tercer grado	2	Doctorado
50024	Almonacid de la Sierra	Analfabetos	5	No sabe leer o escribir
50024	Almonacid de la Sierra	Sin estudios	164	Sin estudios
50024	Almonacid de la Sierra	Primer grado	226	Primer grado
50024	Almonacid de la Sierra	Segundo grado	211	ESO, EGB, Bachillerato Ele.
50024	Almonacid de la Sierra	Segundo grado	25	FP Grado Superior
50024	Almonacid de la Sierra	Segundo grado	16	FP Grado Medio
50024	Almonacid de la Sierra	Segundo grado	58	Bachillerato Superior
50024	Almonacid de la Sierra	Tercer grado	31	Licenciatura
50024	Almonacid de la Sierra	Tercer grado	36	Diplomatura
50024	Almonacid de la Sierra	Tercer grado	3	Doctorado
50025	Almunia de Doña Godina (La)	Analfabetos	80	No sabe leer o escribir
50025	Almunia de Doña Godina (La)	Sin estudios	673	Sin estudios
50025	Almunia de Doña Godina (La)	Primer grado	1257	Primer grado
50025	Almunia de Doña Godina (La)	Segundo grado	424	Bachillerato Superior
50025	Almunia de Doña Godina (La)	Segundo grado	280	FP Grado Superior
50025	Almunia de Doña Godina (La)	Segundo grado	1290	ESO, EGB, Bachillerato Ele.
50025	Almunia de Doña Godina (La)	Segundo grado	236	FP Grado Medio
50025	Almunia de Doña Godina (La)	Tercer grado	134	Licenciatura
50025	Almunia de Doña Godina (La)	Tercer grado	15	Doctorado
50025	Almunia de Doña Godina (La)	Tercer grado	353	Diplomatura
50026	Alpartir	Analfabetos	15	No sabe leer o escribir
50026	Alpartir	Sin estudios	59	Sin estudios
50026	Alpartir	Primer grado	222	Primer grado
50026	Alpartir	Segundo grado	153	ESO, EGB, Bachillerato Ele.
50026	Alpartir	Segundo grado	25	FP Grado Medio
50026	Alpartir	Segundo grado	20	Bachillerato Superior
50026	Alpartir	Segundo grado	17	FP Grado Superior
50026	Alpartir	Tercer grado	11	Licenciatura
50026	Alpartir	Tercer grado	1	Doctorado
50026	Alpartir	Tercer grado	14	Diplomatura
50027	Ambel	Analfabetos	9	No sabe leer o escribir
50027	Ambel	Sin estudios	9	Sin estudios
50027	Ambel	Primer grado	60	Primer grado
50027	Ambel	Segundo grado	192	ESO, EGB, Bachillerato Ele.
50027	Ambel	Segundo grado	6	FP Grado Medio
50027	Ambel	Segundo grado	8	FP Grado Superior
50027	Ambel	Segundo grado	14	Bachillerato Superior
50027	Ambel	Tercer grado	12	Diplomatura
50027	Ambel	Tercer grado	2	Licenciatura
50028	Anento	Analfabetos	2	No sabe leer o escribir
50028	Anento	Sin estudios	15	Sin estudios
50028	Anento	Primer grado	23	Primer grado
50028	Anento	Segundo grado	13	Bachillerato Superior
50028	Anento	Segundo grado	33	ESO, EGB, Bachillerato Ele.
50028	Anento	Segundo grado	9	FP Grado Superior
50028	Anento	Segundo grado	4	FP Grado Medio
50028	Anento	Tercer grado	3	Diplomatura
50028	Anento	Tercer grado	3	Licenciatura
50029	Aniñón	Analfabetos	16	No sabe leer o escribir
50029	Aniñón	Sin estudios	202	Sin estudios
50029	Aniñón	Primer grado	255	Primer grado
50029	Aniñón	Segundo grado	143	ESO, EGB, Bachillerato Ele.
50029	Aniñón	Segundo grado	25	FP Grado Superior
50029	Aniñón	Segundo grado	22	FP Grado Medio
50029	Aniñón	Segundo grado	42	Bachillerato Superior
50029	Aniñón	Tercer grado	18	Licenciatura
50029	Aniñón	Tercer grado	1	Doctorado
50029	Aniñón	Tercer grado	28	Diplomatura
50030	Añón de Moncayo	Analfabetos	7	No sabe leer o escribir
50030	Añón de Moncayo	Sin estudios	41	Sin estudios
50030	Añón de Moncayo	Primer grado	123	Primer grado
50030	Añón de Moncayo	Segundo grado	3	FP Grado Medio
50030	Añón de Moncayo	Segundo grado	4	FP Grado Superior
50030	Añón de Moncayo	Segundo grado	30	ESO, EGB, Bachillerato Ele.
50030	Añón de Moncayo	Segundo grado	26	Bachillerato Superior
50030	Añón de Moncayo	Tercer grado	5	Licenciatura
50030	Añón de Moncayo	Tercer grado	5	Diplomatura
50031	Aranda de Moncayo	Analfabetos	4	No sabe leer o escribir
50031	Aranda de Moncayo	Sin estudios	46	Sin estudios
50031	Aranda de Moncayo	Primer grado	60	Primer grado
50031	Aranda de Moncayo	Segundo grado	8	FP Grado Medio
50031	Aranda de Moncayo	Segundo grado	62	ESO, EGB, Bachillerato Ele.
50031	Aranda de Moncayo	Segundo grado	8	Bachillerato Superior
50031	Aranda de Moncayo	Segundo grado	7	FP Grado Superior
50031	Aranda de Moncayo	Tercer grado	3	Licenciatura
50031	Aranda de Moncayo	Tercer grado	7	Diplomatura
50032	Arándiga	Analfabetos	10	No sabe leer o escribir
50032	Arándiga	Sin estudios	11	Sin estudios
50032	Arándiga	Primer grado	335	Primer grado
50032	Arándiga	Segundo grado	18	Bachillerato Superior
50032	Arándiga	Segundo grado	4	FP Grado Medio
50032	Arándiga	Segundo grado	8	FP Grado Superior
50032	Arándiga	Segundo grado	23	ESO, EGB, Bachillerato Ele.
50032	Arándiga	Tercer grado	9	Licenciatura
50032	Arándiga	Tercer grado	1	Doctorado
50032	Arándiga	Tercer grado	13	Diplomatura
50033	Ardisa	Sin estudios	3	Sin estudios
50033	Ardisa	Primer grado	39	Primer grado
50033	Ardisa	Segundo grado	4	FP Grado Medio
50033	Ardisa	Segundo grado	3	Bachillerato Superior
50033	Ardisa	Segundo grado	10	ESO, EGB, Bachillerato Ele.
50033	Ardisa	Segundo grado	4	FP Grado Superior
50033	Ardisa	Tercer grado	3	Licenciatura
50033	Ardisa	Tercer grado	3	Diplomatura
50034	Ariza	Analfabetos	3	No sabe leer o escribir
50034	Ariza	Sin estudios	144	Sin estudios
50034	Ariza	Primer grado	270	Primer grado
50034	Ariza	Segundo grado	27	FP Grado Medio
50034	Ariza	Segundo grado	421	ESO, EGB, Bachillerato Ele.
50034	Ariza	Segundo grado	110	Bachillerato Superior
50034	Ariza	Segundo grado	37	FP Grado Superior
50034	Ariza	Tercer grado	49	Licenciatura
50034	Ariza	Tercer grado	5	Doctorado
50034	Ariza	Tercer grado	30	Diplomatura
50035	Artieda	Sin estudios	9	Sin estudios
50035	Artieda	Primer grado	32	Primer grado
50035	Artieda	Segundo grado	25	ESO, EGB, Bachillerato Ele.
50035	Artieda	Segundo grado	5	FP Grado Medio
50035	Artieda	Segundo grado	6	Bachillerato Superior
50035	Artieda	Segundo grado	4	FP Grado Superior
50035	Artieda	Tercer grado	4	Licenciatura
50035	Artieda	Tercer grado	5	Diplomatura
50036	Asín	Analfabetos	3	No sabe leer o escribir
50036	Asín	Sin estudios	4	Sin estudios
50036	Asín	Primer grado	30	Primer grado
50036	Asín	Segundo grado	1	FP Grado Medio
50036	Asín	Segundo grado	3	FP Grado Superior
50036	Asín	Segundo grado	26	ESO, EGB, Bachillerato Ele.
50036	Asín	Segundo grado	10	Bachillerato Superior
50036	Asín	Tercer grado	7	Diplomatura
50036	Asín	Tercer grado	5	Licenciatura
50037	Atea	Analfabetos	3	No sabe leer o escribir
50037	Atea	Sin estudios	32	Sin estudios
50037	Atea	Primer grado	98	Primer grado
50037	Atea	Segundo grado	37	ESO, EGB, Bachillerato Ele.
50037	Atea	Segundo grado	1	FP Grado Superior
50037	Atea	Segundo grado	3	FP Grado Medio
50037	Atea	Segundo grado	8	Bachillerato Superior
50037	Atea	Tercer grado	4	Licenciatura
50037	Atea	Tercer grado	10	Diplomatura
50038	Ateca	Analfabetos	22	No sabe leer o escribir
50038	Ateca	Sin estudios	92	Sin estudios
50038	Ateca	Primer grado	546	Primer grado
50038	Ateca	Segundo grado	101	FP Grado Medio
50038	Ateca	Segundo grado	81	FP Grado Superior
50038	Ateca	Segundo grado	158	Bachillerato Superior
50038	Ateca	Segundo grado	620	ESO, EGB, Bachillerato Ele.
50038	Ateca	Tercer grado	43	Licenciatura
50038	Ateca	Tercer grado	54	Diplomatura
50039	Azuara	Analfabetos	19	No sabe leer o escribir
50039	Azuara	Sin estudios	122	Sin estudios
50039	Azuara	Primer grado	212	Primer grado
50039	Azuara	Segundo grado	24	Bachillerato Superior
50039	Azuara	Segundo grado	14	FP Grado Medio
50039	Azuara	Segundo grado	10	FP Grado Superior
50039	Azuara	Segundo grado	169	ESO, EGB, Bachillerato Ele.
50039	Azuara	Tercer grado	17	Licenciatura
50039	Azuara	Tercer grado	17	Diplomatura
50040	Badules	Sin estudios	8	Sin estudios
50040	Badules	Primer grado	55	Primer grado
50040	Badules	Segundo grado	3	FP Grado Medio
50040	Badules	Segundo grado	6	Bachillerato Superior
50040	Badules	Segundo grado	12	ESO, EGB, Bachillerato Ele.
50040	Badules	Segundo grado	7	FP Grado Superior
50040	Badules	Tercer grado	9	Diplomatura
50040	Badules	Tercer grado	1	Doctorado
50040	Badules	Tercer grado	5	Licenciatura
50041	Bagüés	Primer grado	4	Primer grado
50041	Bagüés	Segundo grado	27	ESO, EGB, Bachillerato Ele.
50041	Bagüés	Segundo grado	8	Bachillerato Superior
50042	Balconchán	Sin estudios	6	Sin estudios
50042	Balconchán	Primer grado	15	Primer grado
50042	Balconchán	Segundo grado	3	ESO, EGB, Bachillerato Ele.
50042	Balconchán	Segundo grado	3	Bachillerato Superior
