Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Número de contratos	Temporalidad
Mayo 2006	200605	22	Huesca	Hombres	416	Indefinido
Mayo 2006	200605	22	Huesca	Mujeres	266	Indefinido
Mayo 2006	200605	22	Huesca	Hombres	4182	Temporal
Mayo 2006	200605	22	Huesca	Mujeres	2504	Temporal
Mayo 2006	200605	44	Teruel	Hombres	260	Indefinido
Mayo 2006	200605	44	Teruel	Mujeres	168	Indefinido
Mayo 2006	200605	44	Teruel	Hombres	1789	Temporal
Mayo 2006	200605	44	Teruel	Mujeres	1254	Temporal
Mayo 2006	200605	50	Zaragoza	Hombres	1973	Indefinido
Mayo 2006	200605	50	Zaragoza	Mujeres	1493	Indefinido
Mayo 2006	200605	50	Zaragoza	Hombres	18624	Temporal
Mayo 2006	200605	50	Zaragoza	Mujeres	14073	Temporal
Abril 2006	200604	22	Huesca	Hombres	329	Indefinido
Abril 2006	200604	22	Huesca	Mujeres	261	Indefinido
Abril 2006	200604	22	Huesca	Hombres	2284	Temporal
Abril 2006	200604	22	Huesca	Mujeres	1605	Temporal
Abril 2006	200604	44	Teruel	Hombres	202	Indefinido
Abril 2006	200604	44	Teruel	Mujeres	123	Indefinido
Abril 2006	200604	44	Teruel	Hombres	1256	Temporal
Abril 2006	200604	44	Teruel	Mujeres	840	Temporal
Abril 2006	200604	50	Zaragoza	Hombres	1722	Indefinido
Abril 2006	200604	50	Zaragoza	Mujeres	1497	Indefinido
Abril 2006	200604	50	Zaragoza	Hombres	12045	Temporal
Abril 2006	200604	50	Zaragoza	Mujeres	10161	Temporal
Marzo 2006	200603	22	Huesca	Hombres	433	Indefinido
Marzo 2006	200603	22	Huesca	Mujeres	325	Indefinido
Marzo 2006	200603	22	Huesca	Hombres	2595	Temporal
Marzo 2006	200603	22	Huesca	Mujeres	1705	Temporal
Marzo 2006	200603	44	Teruel	Hombres	248	Indefinido
Marzo 2006	200603	44	Teruel	Mujeres	190	Indefinido
Marzo 2006	200603	44	Teruel	Hombres	1244	Temporal
Marzo 2006	200603	44	Teruel	Mujeres	802	Temporal
Marzo 2006	200603	50	Zaragoza	Hombres	2165	Indefinido
Marzo 2006	200603	50	Zaragoza	Mujeres	1754	Indefinido
Marzo 2006	200603	50	Zaragoza	Hombres	14644	Temporal
Marzo 2006	200603	50	Zaragoza	Mujeres	11810	Temporal
Febrero 2006	200602	22	Huesca	Hombres	437	Indefinido
Febrero 2006	200602	22	Huesca	Mujeres	304	Indefinido
Febrero 2006	200602	22	Huesca	Hombres	2448	Temporal
Febrero 2006	200602	22	Huesca	Mujeres	1599	Temporal
Febrero 2006	200602	44	Teruel	Hombres	278	Indefinido
Febrero 2006	200602	44	Teruel	Mujeres	144	Indefinido
Febrero 2006	200602	44	Teruel	Hombres	1162	Temporal
Febrero 2006	200602	44	Teruel	Mujeres	781	Temporal
Febrero 2006	200602	50	Zaragoza	Hombres	1990	Indefinido
Febrero 2006	200602	50	Zaragoza	Mujeres	1609	Indefinido
Febrero 2006	200602	50	Zaragoza	Hombres	13422	Temporal
Febrero 2006	200602	50	Zaragoza	Mujeres	11105	Temporal
Enero 2006	200601	22	Huesca	Hombres	463	Indefinido
Enero 2006	200601	22	Huesca	Mujeres	357	Indefinido
Enero 2006	200601	22	Huesca	Hombres	2553	Temporal
Enero 2006	200601	22	Huesca	Mujeres	1881	Temporal
Enero 2006	200601	44	Teruel	Hombres	252	Indefinido
Enero 2006	200601	44	Teruel	Mujeres	179	Indefinido
Enero 2006	200601	44	Teruel	Hombres	1366	Temporal
Enero 2006	200601	44	Teruel	Mujeres	804	Temporal
Enero 2006	200601	50	Zaragoza	Hombres	1905	Indefinido
Enero 2006	200601	50	Zaragoza	Mujeres	1439	Indefinido
Enero 2006	200601	50	Zaragoza	Hombres	13368	Temporal
Enero 2006	200601	50	Zaragoza	Mujeres	11166	Temporal
Diciembre 2005	200512	22	Huesca	Hombres	326	Indefinido
Diciembre 2005	200512	22	Huesca	Mujeres	269	Indefinido
Diciembre 2005	200512	22	Huesca	Hombres	2265	Temporal
Diciembre 2005	200512	22	Huesca	Mujeres	2208	Temporal
Diciembre 2005	200512	44	Teruel	Hombres	151	Indefinido
Diciembre 2005	200512	44	Teruel	Mujeres	126	Indefinido
Diciembre 2005	200512	44	Teruel	Hombres	1173	Temporal
Diciembre 2005	200512	44	Teruel	Mujeres	906	Temporal
Diciembre 2005	200512	50	Zaragoza	Hombres	1114	Indefinido
Diciembre 2005	200512	50	Zaragoza	Mujeres	1011	Indefinido
Diciembre 2005	200512	50	Zaragoza	Hombres	10643	Temporal
Diciembre 2005	200512	50	Zaragoza	Mujeres	10638	Temporal
Noviembre 2005	200511	22	Huesca	Hombres	270	Indefinido
Noviembre 2005	200511	22	Huesca	Mujeres	261	Indefinido
Noviembre 2005	200511	22	Huesca	Hombres	2732	Temporal
Noviembre 2005	200511	22	Huesca	Mujeres	2007	Temporal
Noviembre 2005	200511	44	Teruel	Hombres	196	Indefinido
Noviembre 2005	200511	44	Teruel	Mujeres	176	Indefinido
Noviembre 2005	200511	44	Teruel	Hombres	1351	Temporal
Noviembre 2005	200511	44	Teruel	Mujeres	1033	Temporal
Noviembre 2005	200511	50	Zaragoza	Hombres	1424	Indefinido
Noviembre 2005	200511	50	Zaragoza	Mujeres	1235	Indefinido
Noviembre 2005	200511	50	Zaragoza	Hombres	14141	Temporal
Noviembre 2005	200511	50	Zaragoza	Mujeres	12281	Temporal
Octubre 2005	200510	22	Huesca	Hombres	278	Indefinido
Octubre 2005	200510	22	Huesca	Mujeres	303	Indefinido
Octubre 2005	200510	22	Huesca	Hombres	2507	Temporal
Octubre 2005	200510	22	Huesca	Mujeres	2058	Temporal
Octubre 2005	200510	44	Teruel	Hombres	186	Indefinido
Octubre 2005	200510	44	Teruel	Mujeres	198	Indefinido
Octubre 2005	200510	44	Teruel	Hombres	1474	Temporal
Octubre 2005	200510	44	Teruel	Mujeres	1202	Temporal
Octubre 2005	200510	50	Zaragoza	Hombres	1536	Indefinido
Octubre 2005	200510	50	Zaragoza	Mujeres	1554	Indefinido
Octubre 2005	200510	50	Zaragoza	Hombres	14284	Temporal
Octubre 2005	200510	50	Zaragoza	Mujeres	13532	Temporal
Septiembre 2005	200509	22	Huesca	Hombres	308	Indefinido
Septiembre 2005	200509	22	Huesca	Mujeres	300	Indefinido
Septiembre 2005	200509	22	Huesca	Hombres	2766	Temporal
Septiembre 2005	200509	22	Huesca	Mujeres	1954	Temporal
Septiembre 2005	200509	44	Teruel	Hombres	178	Indefinido
Septiembre 2005	200509	44	Teruel	Mujeres	153	Indefinido
Septiembre 2005	200509	44	Teruel	Hombres	1635	Temporal
Septiembre 2005	200509	44	Teruel	Mujeres	1168	Temporal
Septiembre 2005	200509	50	Zaragoza	Hombres	1605	Indefinido
Septiembre 2005	200509	50	Zaragoza	Mujeres	1543	Indefinido
Septiembre 2005	200509	50	Zaragoza	Hombres	17165	Temporal
Septiembre 2005	200509	50	Zaragoza	Mujeres	15342	Temporal
Agosto 2005	200508	22	Huesca	Hombres	253	Indefinido
Agosto 2005	200508	22	Huesca	Mujeres	190	Indefinido
Agosto 2005	200508	22	Huesca	Hombres	3388	Temporal
Agosto 2005	200508	22	Huesca	Mujeres	1980	Temporal
Agosto 2005	200508	44	Teruel	Hombres	133	Indefinido
Agosto 2005	200508	44	Teruel	Mujeres	113	Indefinido
Agosto 2005	200508	44	Teruel	Hombres	1330	Temporal
Agosto 2005	200508	44	Teruel	Mujeres	1121	Temporal
Agosto 2005	200508	50	Zaragoza	Hombres	1040	Indefinido
Agosto 2005	200508	50	Zaragoza	Mujeres	846	Indefinido
Agosto 2005	200508	50	Zaragoza	Hombres	13818	Temporal
Agosto 2005	200508	50	Zaragoza	Mujeres	10594	Temporal
Julio 2005	200507	22	Huesca	Hombres	261	Indefinido
Julio 2005	200507	22	Huesca	Mujeres	239	Indefinido
Julio 2005	200507	22	Huesca	Hombres	4619	Temporal
Julio 2005	200507	22	Huesca	Mujeres	3571	Temporal
Julio 2005	200507	44	Teruel	Hombres	259	Indefinido
Julio 2005	200507	44	Teruel	Mujeres	143	Indefinido
Julio 2005	200507	44	Teruel	Hombres	1671	Temporal
Julio 2005	200507	44	Teruel	Mujeres	1470	Temporal
Julio 2005	200507	50	Zaragoza	Hombres	1369	Indefinido
Julio 2005	200507	50	Zaragoza	Mujeres	1089	Indefinido
Julio 2005	200507	50	Zaragoza	Hombres	16164	Temporal
Julio 2005	200507	50	Zaragoza	Mujeres	13024	Temporal
Junio 2005	200506	22	Huesca	Hombres	326	Indefinido
Junio 2005	200506	22	Huesca	Mujeres	332	Indefinido
Junio 2005	200506	22	Huesca	Hombres	4222	Temporal
Junio 2005	200506	22	Huesca	Mujeres	2744	Temporal
Junio 2005	200506	44	Teruel	Hombres	230	Indefinido
Junio 2005	200506	44	Teruel	Mujeres	166	Indefinido
Junio 2005	200506	44	Teruel	Hombres	1929	Temporal
Junio 2005	200506	44	Teruel	Mujeres	1413	Temporal
Junio 2005	200506	50	Zaragoza	Hombres	1857	Indefinido
Junio 2005	200506	50	Zaragoza	Mujeres	1344	Indefinido
Junio 2005	200506	50	Zaragoza	Hombres	17734	Temporal
Junio 2005	200506	50	Zaragoza	Mujeres	13504	Temporal
Mayo 2005	200505	22	Huesca	Hombres	345	Indefinido
Mayo 2005	200505	22	Huesca	Mujeres	284	Indefinido
Mayo 2005	200505	22	Huesca	Hombres	3677	Temporal
Mayo 2005	200505	22	Huesca	Mujeres	2059	Temporal
Mayo 2005	200505	44	Teruel	Hombres	181	Indefinido
Mayo 2005	200505	44	Teruel	Mujeres	139	Indefinido
Mayo 2005	200505	44	Teruel	Hombres	1617	Temporal
Mayo 2005	200505	44	Teruel	Mujeres	1114	Temporal
Mayo 2005	200505	50	Zaragoza	Hombres	1595	Indefinido
Mayo 2005	200505	50	Zaragoza	Mujeres	1212	Indefinido
Mayo 2005	200505	50	Zaragoza	Hombres	16438	Temporal
Mayo 2005	200505	50	Zaragoza	Mujeres	12684	Temporal
