Municipio código	Municipio nombre	REGTENEN ORDEN	Régimen de tenencia (agregado)	Régimen de tenencia (detalle)	Número hogares
22909	Vencillón	2	En alquiler	En alquiler	7
44001	Ababuj	2	En alquiler	En alquiler	2
44002	Abejuela	2	En alquiler	En alquiler	2
44004	Aguaviva	2	En alquiler	En alquiler	23
44006	Alacón	2	En alquiler	En alquiler	1
44007	Alba	2	En alquiler	En alquiler	5
44008	Albalate del Arzobispo	2	En alquiler	En alquiler	35
44009	Albarracín	2	En alquiler	En alquiler	46
44010	Albentosa	2	En alquiler	En alquiler	6
44011	Alcaine	2	En alquiler	En alquiler	1
44012	Alcalá de la Selva	2	En alquiler	En alquiler	21
44013	Alcañiz	2	En alquiler	En alquiler	411
44014	Alcorisa	2	En alquiler	En alquiler	87
44016	Alfambra	2	En alquiler	En alquiler	13
44017	Aliaga	2	En alquiler	En alquiler	6
44018	Almohaja	2	En alquiler	En alquiler	1
44019	Alobras	2	En alquiler	En alquiler	1
44021	Allepuz	2	En alquiler	En alquiler	1
44022	Alloza	2	En alquiler	En alquiler	8
44025	Andorra	2	En alquiler	En alquiler	168
44026	Arcos de las Salinas	2	En alquiler	En alquiler	2
44028	Argente	2	En alquiler	En alquiler	2
44029	Ariño	2	En alquiler	En alquiler	18
44031	Azaila	2	En alquiler	En alquiler	3
44032	Bádenas	2	En alquiler	En alquiler	1
44033	Báguena	2	En alquiler	En alquiler	2
44034	Bañón	2	En alquiler	En alquiler	1
44035	Barrachina	2	En alquiler	En alquiler	2
44036	Bea	2	En alquiler	En alquiler	1
44037	Beceite	2	En alquiler	En alquiler	9
44038	Belmonte de San José	2	En alquiler	En alquiler	1
44039	Bello	2	En alquiler	En alquiler	4
44040	Berge	2	En alquiler	En alquiler	3
44041	Bezas	2	En alquiler	En alquiler	4
44042	Blancas	2	En alquiler	En alquiler	4
44044	Bordón	2	En alquiler	En alquiler	1
44045	Bronchales	2	En alquiler	En alquiler	13
44047	Burbáguena	2	En alquiler	En alquiler	3
44048	Cabra de Mora	2	En alquiler	En alquiler	2
44049	Calaceite	2	En alquiler	En alquiler	14
44050	Calamocha	2	En alquiler	En alquiler	87
44051	Calanda	2	En alquiler	En alquiler	79
44052	Calomarde	2	En alquiler	En alquiler	1
44053	Camañas	2	En alquiler	En alquiler	2
44054	Camarena de la Sierra	2	En alquiler	En alquiler	4
44055	Camarillas	2	En alquiler	En alquiler	4
44056	Caminreal	2	En alquiler	En alquiler	6
44059	Cantavieja	2	En alquiler	En alquiler	27
44060	Cañada de Benatanduz	2	En alquiler	En alquiler	3
44061	Cañada de Verich (La)	2	En alquiler	En alquiler	1
44063	Cañizar del Olivar	2	En alquiler	En alquiler	4
44064	Cascante del Río	2	En alquiler	En alquiler	3
44066	Castel de Cabra	2	En alquiler	En alquiler	1
44067	Castelnou	2	En alquiler	En alquiler	2
44068	Castelserás	2	En alquiler	En alquiler	7
44070	Castellar (El)	2	En alquiler	En alquiler	1
44071	Castellote	2	En alquiler	En alquiler	22
44074	Cedrillas	2	En alquiler	En alquiler	7
44075	Celadas	2	En alquiler	En alquiler	3
44076	Cella	2	En alquiler	En alquiler	49
44077	Cerollera (La)	2	En alquiler	En alquiler	7
44080	Codoñera (La)	2	En alquiler	En alquiler	6
44082	Corbalán	2	En alquiler	En alquiler	2
44084	Cortes de Aragón	2	En alquiler	En alquiler	3
44086	Cretas	2	En alquiler	En alquiler	6
44088	Cuba (La)	2	En alquiler	En alquiler	2
44090	Cucalón	2	En alquiler	En alquiler	1
44092	Cuervo (El)	2	En alquiler	En alquiler	1
44093	Cuevas de Almudén	2	En alquiler	En alquiler	1
44094	Cuevas Labradas	2	En alquiler	En alquiler	5
44096	Ejulve	2	En alquiler	En alquiler	3
44097	Escorihuela	2	En alquiler	En alquiler	1
44099	Escucha	2	En alquiler	En alquiler	96
44100	Estercuel	2	En alquiler	En alquiler	6
44102	Fonfría	2	En alquiler	En alquiler	1
44103	Formiche Alto	2	En alquiler	En alquiler	10
44105	Fórnoles	2	En alquiler	En alquiler	2
44106	Fortanete	2	En alquiler	En alquiler	4
44107	Foz-Calanda	2	En alquiler	En alquiler	2
44108	Fresneda (La)	2	En alquiler	En alquiler	6
44109	Frías de Albarracín	2	En alquiler	En alquiler	4
44111	Fuentes Calientes	2	En alquiler	En alquiler	1
44112	Fuentes Claras	2	En alquiler	En alquiler	10
44113	Fuentes de Rubielos	2	En alquiler	En alquiler	8
44114	Fuentespalda	2	En alquiler	En alquiler	7
44115	Galve	2	En alquiler	En alquiler	5
44116	Gargallo	2	En alquiler	En alquiler	2
44117	Gea de Albarracín	2	En alquiler	En alquiler	4
44118	Ginebrosa (La)	2	En alquiler	En alquiler	2
44119	Griegos	2	En alquiler	En alquiler	2
44120	Guadalaviar	2	En alquiler	En alquiler	4
44121	Gúdar	2	En alquiler	En alquiler	2
44122	Híjar	2	En alquiler	En alquiler	30
44124	Hoz de la Vieja (La)	2	En alquiler	En alquiler	1
44125	Huesa del Común	2	En alquiler	En alquiler	6
44126	Iglesuela del Cid (La)	2	En alquiler	En alquiler	11
44128	Jarque de la Val	2	En alquiler	En alquiler	3
44131	Josa	2	En alquiler	En alquiler	1
44132	Lagueruela	2	En alquiler	En alquiler	1
44135	Libros	2	En alquiler	En alquiler	3
44136	Lidón	2	En alquiler	En alquiler	1
44137	Linares de Mora	2	En alquiler	En alquiler	16
44138	Loscos	2	En alquiler	En alquiler	4
44141	Lledó	2	En alquiler	En alquiler	1
44142	Maicas	2	En alquiler	En alquiler	2
44143	Manzanera	2	En alquiler	En alquiler	14
44144	Martín del Río	2	En alquiler	En alquiler	4
44145	Mas de las Matas	2	En alquiler	En alquiler	33
44146	Mata de los Olmos (La)	2	En alquiler	En alquiler	11
44147	Mazaleón	2	En alquiler	En alquiler	12
44149	Mirambel	2	En alquiler	En alquiler	5
44151	Molinos	2	En alquiler	En alquiler	5
44153	Monreal del Campo	2	En alquiler	En alquiler	55
44154	Monroyo	2	En alquiler	En alquiler	6
44155	Montalbán	2	En alquiler	En alquiler	16
44156	Monteagudo del Castillo	2	En alquiler	En alquiler	1
44158	Mora de Rubielos	2	En alquiler	En alquiler	42
44159	Moscardón	2	En alquiler	En alquiler	3
44160	Mosqueruela	2	En alquiler	En alquiler	28
44161	Muniesa	2	En alquiler	En alquiler	14
44163	Noguera de Albarracín	2	En alquiler	En alquiler	1
44165	Nogueruelas	2	En alquiler	En alquiler	10
44167	Obón	2	En alquiler	En alquiler	2
44168	Odón	2	En alquiler	En alquiler	1
44169	Ojos Negros	2	En alquiler	En alquiler	8
44171	Olba	2	En alquiler	En alquiler	11
44172	Oliete	2	En alquiler	En alquiler	9
44173	Olmos (Los)	2	En alquiler	En alquiler	3
44174	Orihuela del Tremedal	2	En alquiler	En alquiler	25
44175	Orrios	2	En alquiler	En alquiler	2
44176	Palomar de Arroyos	2	En alquiler	En alquiler	4
44177	Pancrudo	2	En alquiler	En alquiler	4
44178	Parras de Castellote (Las)	2	En alquiler	En alquiler	1
44179	Peñarroya de Tastavins	2	En alquiler	En alquiler	11
44180	Peracense	2	En alquiler	En alquiler	1
44182	Perales del Alfambra	2	En alquiler	En alquiler	2
44185	Pobo (El)	2	En alquiler	En alquiler	1
44187	Portellada (La)	2	En alquiler	En alquiler	3
44189	Pozondón	2	En alquiler	En alquiler	3
44190	Pozuel del Campo	2	En alquiler	En alquiler	2
44191	Puebla de Híjar (La)	2	En alquiler	En alquiler	26
44192	Puebla de Valverde (La)	2	En alquiler	En alquiler	20
44193	Puertomingalvo	2	En alquiler	En alquiler	13
44194	Ráfales	2	En alquiler	En alquiler	1
44195	Rillo	2	En alquiler	En alquiler	3
44196	Riodeva	2	En alquiler	En alquiler	5
44197	Ródenas	2	En alquiler	En alquiler	1
44198	Royuela	2	En alquiler	En alquiler	4
44200	Rubielos de la Cérida	2	En alquiler	En alquiler	3
44201	Rubielos de Mora	2	En alquiler	En alquiler	23
44205	Samper de Calanda	2	En alquiler	En alquiler	12
44206	San Agustín	2	En alquiler	En alquiler	4
44209	Santa Eulalia	2	En alquiler	En alquiler	39
44210	Sarrión	2	En alquiler	En alquiler	28
44212	Seno	2	En alquiler	En alquiler	1
44213	Singra	2	En alquiler	En alquiler	1
44215	Terriente	2	En alquiler	En alquiler	2
44216	Teruel	2	En alquiler	En alquiler	1069
44217	Toril y Masegoso	2	En alquiler	En alquiler	2
44218	Tormón	2	En alquiler	En alquiler	1
44219	Tornos	2	En alquiler	En alquiler	2
44220	Torralba de los Sisones	2	En alquiler	En alquiler	3
44221	Torrecilla de Alcañiz	2	En alquiler	En alquiler	2
44225	Torre del Compte	2	En alquiler	En alquiler	2
44226	Torrelacárcel	2	En alquiler	En alquiler	2
44228	Torremocha de Jiloca	2	En alquiler	En alquiler	3
44229	Torres de Albarracín	2	En alquiler	En alquiler	2
44230	Torrevelilla	2	En alquiler	En alquiler	11
44231	Torrijas	2	En alquiler	En alquiler	1
44232	Torrijo del Campo	2	En alquiler	En alquiler	9
44234	Tramacastiel	2	En alquiler	En alquiler	4
44235	Tramacastilla	2	En alquiler	En alquiler	3
44236	Tronchón	2	En alquiler	En alquiler	3
44237	Urrea de Gaén	2	En alquiler	En alquiler	3
44238	Utrillas	2	En alquiler	En alquiler	56
44240	Valbona	2	En alquiler	En alquiler	2
44241	Valdealgorfa	2	En alquiler	En alquiler	3
44244	Valdelinares	2	En alquiler	En alquiler	4
44245	Valdeltormo	2	En alquiler	En alquiler	2
44246	Valderrobres	2	En alquiler	En alquiler	106
44247	Valjunquera	2	En alquiler	En alquiler	3
44249	Vallecillo (El)	2	En alquiler	En alquiler	2
44250	Veguillas de la Sierra	2	En alquiler	En alquiler	1
44251	Villafranca del Campo	2	En alquiler	En alquiler	8
44257	Villar del Cobo	2	En alquiler	En alquiler	2
44260	Villarluengo	2	En alquiler	En alquiler	15
44261	Villarquemado	2	En alquiler	En alquiler	12
44262	Villarroya de los Pinares	2	En alquiler	En alquiler	3
44263	Villastar	2	En alquiler	En alquiler	4
44264	Villel	2	En alquiler	En alquiler	9
44265	Vinaceite	2	En alquiler	En alquiler	2
44266	Visiedo	2	En alquiler	En alquiler	2
50001	Abanto	2	En alquiler	En alquiler	1
50002	Acered	2	En alquiler	En alquiler	2
50003	Agón	2	En alquiler	En alquiler	3
50004	Aguarón	2	En alquiler	En alquiler	6
50005	Aguilón	2	En alquiler	En alquiler	6
50006	Ainzón	2	En alquiler	En alquiler	24
50008	Alagón	2	En alquiler	En alquiler	124
50012	Alborge	2	En alquiler	En alquiler	2
50013	Alcalá de Ebro	2	En alquiler	En alquiler	2
50014	Alcalá de Moncayo	2	En alquiler	En alquiler	2
50015	Alconchel de Ariza	2	En alquiler	En alquiler	1
50017	Alfajarín	2	En alquiler	En alquiler	26
50018	Alfamén	2	En alquiler	En alquiler	28
50020	Alhama de Aragón	2	En alquiler	En alquiler	49
50021	Almochuel	2	En alquiler	En alquiler	1
50023	Almonacid de la Cuba	2	En alquiler	En alquiler	1
50024	Almonacid de la Sierra	2	En alquiler	En alquiler	17
50025	Almunia de Doña Godina (La)	2	En alquiler	En alquiler	238
50026	Alpartir	2	En alquiler	En alquiler	11
50027	Ambel	2	En alquiler	En alquiler	3
50028	Anento	2	En alquiler	En alquiler	1
50029	Aniñón	2	En alquiler	En alquiler	5
50031	Aranda de Moncayo	2	En alquiler	En alquiler	4
50032	Arándiga	2	En alquiler	En alquiler	3
50034	Ariza	2	En alquiler	En alquiler	60
50035	Artieda	2	En alquiler	En alquiler	3
50037	Atea	2	En alquiler	En alquiler	5
50038	Ateca	2	En alquiler	En alquiler	72
50039	Azuara	2	En alquiler	En alquiler	14
50043	Bárboles	2	En alquiler	En alquiler	6
50044	Bardallur	2	En alquiler	En alquiler	6
50045	Belchite	2	En alquiler	En alquiler	22
50046	Belmonte de Gracián	2	En alquiler	En alquiler	1
50047	Berdejo	2	En alquiler	En alquiler	2
50051	Biota	2	En alquiler	En alquiler	14
50053	Boquiñeni	2	En alquiler	En alquiler	13
50054	Bordalba	2	En alquiler	En alquiler	3
50055	Borja	2	En alquiler	En alquiler	92
50056	Botorrita	2	En alquiler	En alquiler	4
50057	Brea de Aragón	2	En alquiler	En alquiler	42
50058	Bubierca	2	En alquiler	En alquiler	2
50059	Bujaraloz	2	En alquiler	En alquiler	8
50060	Bulbuente	2	En alquiler	En alquiler	3
50061	Bureta	2	En alquiler	En alquiler	2
50062	Burgo de Ebro (El)	2	En alquiler	En alquiler	37
50064	Cabañas de Ebro	2	En alquiler	En alquiler	2
50065	Cabolafuente	2	En alquiler	En alquiler	1
50066	Cadrete	2	En alquiler	En alquiler	19
50067	Calatayud	2	En alquiler	En alquiler	972
50068	Calatorao	2	En alquiler	En alquiler	77
50069	Calcena	2	En alquiler	En alquiler	1
50071	Campillo de Aragón	2	En alquiler	En alquiler	1
50072	Carenas	2	En alquiler	En alquiler	2
50073	Cariñena	2	En alquiler	En alquiler	184
50074	Caspe	2	En alquiler	En alquiler	239
50076	Castejón de las Armas	2	En alquiler	En alquiler	3
50077	Castejón de Valdejasa	2	En alquiler	En alquiler	5
50078	Castiliscar	2	En alquiler	En alquiler	5
50079	Cervera de la Cañada	2	En alquiler	En alquiler	2
50081	Cetina	2	En alquiler	En alquiler	13
50086	Codos	2	En alquiler	En alquiler	5
50087	Contamina	2	En alquiler	En alquiler	2
50088	Cosuenda	2	En alquiler	En alquiler	5
50089	Cuarte de Huerva	2	En alquiler	En alquiler	33
50090	Cubel	2	En alquiler	En alquiler	4
50091	Cuerlas (Las)	2	En alquiler	En alquiler	1
50092	Chiprana	2	En alquiler	En alquiler	4
50093	Chodes	2	En alquiler	En alquiler	1
50094	Daroca	2	En alquiler	En alquiler	71
50095	Ejea de los Caballeros	2	En alquiler	En alquiler	339
50096	Embid de Ariza	2	En alquiler	En alquiler	4
50098	Encinacorba	2	En alquiler	En alquiler	6
50099	Épila	2	En alquiler	En alquiler	67
50100	Erla	2	En alquiler	En alquiler	1
50101	Escatrón	2	En alquiler	En alquiler	38
50102	Fabara	2	En alquiler	En alquiler	24
50104	Farlete	2	En alquiler	En alquiler	5
50105	Fayón	2	En alquiler	En alquiler	11
50106	Fayos (Los)	2	En alquiler	En alquiler	6
50107	Figueruelas	2	En alquiler	En alquiler	14
50108	Fombuena	2	En alquiler	En alquiler	1
50109	Frago (El)	2	En alquiler	En alquiler	1
50110	Frasno (El)	2	En alquiler	En alquiler	9
50113	Fuendejalón	2	En alquiler	En alquiler	17
50114	Fuendetodos	2	En alquiler	En alquiler	1
50115	Fuentes de Ebro	2	En alquiler	En alquiler	94
50116	Fuentes de Jiloca	2	En alquiler	En alquiler	2
50117	Gallocanta	2	En alquiler	En alquiler	2
50118	Gallur	2	En alquiler	En alquiler	71
50119	Gelsa	2	En alquiler	En alquiler	13
50120	Godojos	2	En alquiler	En alquiler	1
50121	Gotor	2	En alquiler	En alquiler	7
50122	Grisel	2	En alquiler	En alquiler	2
50123	Grisén	2	En alquiler	En alquiler	10
50124	Herrera de los Navarros	2	En alquiler	En alquiler	9
50125	Ibdes	2	En alquiler	En alquiler	6
50126	Illueca	2	En alquiler	En alquiler	77
50128	Isuerre	2	En alquiler	En alquiler	1
50129	Jaraba	2	En alquiler	En alquiler	13
50130	Jarque	2	En alquiler	En alquiler	11
50131	Jaulín	2	En alquiler	En alquiler	8
50132	Joyosa (La)	2	En alquiler	En alquiler	3
50133	Lagata	2	En alquiler	En alquiler	6
50134	Langa del Castillo	2	En alquiler	En alquiler	1
50135	Layana	2	En alquiler	En alquiler	1
50136	Lécera	2	En alquiler	En alquiler	5
50137	Leciñena	2	En alquiler	En alquiler	12
50139	Letux	2	En alquiler	En alquiler	7
50140	Litago	2	En alquiler	En alquiler	1
50143	Longares	2	En alquiler	En alquiler	18
50144	Longás	2	En alquiler	En alquiler	1
50146	Lucena de Jalón	2	En alquiler	En alquiler	2
50147	Luceni	2	En alquiler	En alquiler	31
50148	Luesia	2	En alquiler	En alquiler	4
50150	Lumpiaque	2	En alquiler	En alquiler	10
50151	Luna	2	En alquiler	En alquiler	5
50152	Maella	2	En alquiler	En alquiler	38
50153	Magallón	2	En alquiler	En alquiler	10
50154	Mainar	2	En alquiler	En alquiler	3
50155	Malanquilla	2	En alquiler	En alquiler	2
50156	Maleján	2	En alquiler	En alquiler	9
50157	Malón	2	En alquiler	En alquiler	6
50159	Maluenda	2	En alquiler	En alquiler	16
50160	Mallén	2	En alquiler	En alquiler	49
50161	Manchones	2	En alquiler	En alquiler	1
50162	Mara	2	En alquiler	En alquiler	4
50163	María de Huerva	2	En alquiler	En alquiler	31
50164	Mediana de Aragón	2	En alquiler	En alquiler	2
50165	Mequinenza	2	En alquiler	En alquiler	25
50166	Mesones de Isuela	2	En alquiler	En alquiler	3
50167	Mezalocha	2	En alquiler	En alquiler	7
50169	Miedes de Aragón	2	En alquiler	En alquiler	5
50170	Monegrillo	2	En alquiler	En alquiler	4
50172	Monreal de Ariza	2	En alquiler	En alquiler	4
50175	Morata de Jalón	2	En alquiler	En alquiler	45
50176	Morata de Jiloca	2	En alquiler	En alquiler	3
50177	Morés	2	En alquiler	En alquiler	10
50178	Moros	2	En alquiler	En alquiler	12
50179	Moyuela	2	En alquiler	En alquiler	2
50180	Mozota	2	En alquiler	En alquiler	2
50181	Muel	2	En alquiler	En alquiler	23
50182	Muela (La)	2	En alquiler	En alquiler	21
50183	Munébrega	2	En alquiler	En alquiler	4
50184	Murero	2	En alquiler	En alquiler	2
50185	Murillo de Gállego	2	En alquiler	En alquiler	8
50186	Navardún	2	En alquiler	En alquiler	2
50187	Nigüella	2	En alquiler	En alquiler	1
50188	Nombrevilla	2	En alquiler	En alquiler	1
50189	Nonaspe	2	En alquiler	En alquiler	18
50190	Novallas	2	En alquiler	En alquiler	13
50191	Novillas	2	En alquiler	En alquiler	12
50192	Nuévalos	2	En alquiler	En alquiler	9
50193	Nuez de Ebro	2	En alquiler	En alquiler	9
50194	Olvés	2	En alquiler	En alquiler	1
50195	Orcajo	2	En alquiler	En alquiler	2
50199	Osera de Ebro	2	En alquiler	En alquiler	4
50200	Paniza	2	En alquiler	En alquiler	9
50201	Paracuellos de Jiloca	2	En alquiler	En alquiler	5
50202	Paracuellos de la Ribera	2	En alquiler	En alquiler	2
50203	Pastriz	2	En alquiler	En alquiler	22
50204	Pedrola	2	En alquiler	En alquiler	56
50206	Perdiguera	2	En alquiler	En alquiler	6
50207	Piedratajada	2	En alquiler	En alquiler	3
50208	Pina de Ebro	2	En alquiler	En alquiler	47
50209	Pinseque	2	En alquiler	En alquiler	15
50210	Pintanos (Los)	2	En alquiler	En alquiler	1
50211	Plasencia de Jalón	2	En alquiler	En alquiler	3
50213	Plenas	2	En alquiler	En alquiler	3
50214	Pomer	2	En alquiler	En alquiler	1
