Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones cuyo titular es persona física	Explotaciones cuyo titular es una sociedad	Explotaciones cuyo titular es una entidad pública	Explotaciones cuyo titular es una cooperativa de producción	Explotaciones con otra condición jurídica	Explotaciones con experiencia práctica exclusiva del titular	Explotaciones con formación universitaria del titular	Explotaciones con formación profesional del titular	Explotaciones con otra formación agrícola del titular
1999	50071	Campillo de Aragón	43	42	0	1	0	0	40	0	1	2
1999	50072	Carenas	42	40	0	2	0	0	40	1	1	0
1999	50073	Cariñena	649	622	6	1	1	19	619	2	9	19
1999	50074	Caspe	985	928	22	2	0	33	909	11	26	39
1999	50075	Castejón de Alarba	54	51	0	2	0	1	54	0	0	0
1999	50076	Castejón de las Armas	36	35	0	1	0	0	35	1	0	0
1999	50077	Castejón de Valdejasa	128	123	1	2	0	2	115	0	4	9
1999	50078	Castiliscar	112	105	0	2	1	4	107	0	2	3
1999	50079	Cervera de la Cañada	143	142	0	1	0	0	128	1	1	13
1999	50080	Cerveruela	8	6	0	2	0	0	8	0	0	0
1999	50081	Cetina	79	74	0	2	0	3	73	0	5	1
1999	50082	Cimballa	37	34	2	1	0	0	33	0	0	4
1999	50083	Cinco Olivas	15	12	0	1	0	2	11	0	0	4
1999	50084	Clarés de Ribota	68	68	0	0	0	0	67	0	0	1
1999	50085	Codo	29	27	0	1	0	1	28	0	0	1
1999	50086	Codos	121	118	0	2	0	1	110	0	1	10
1999	50087	Contamina	17	16	0	1	0	0	16	1	0	0
1999	50088	Cosuenda	253	249	0	2	0	2	251	0	0	2
1999	50089	Cuarte de Huerva	14	12	1	0	0	1	13	0	0	1
1999	50090	Cubel	73	71	0	0	0	2	71	1	0	1
1999	50091	Cuerlas (Las)	39	37	0	2	0	0	37	0	2	0
1999	50092	Chiprana	53	45	2	1	0	5	52	0	0	1
1999	50093	Chodes	71	70	0	1	0	0	71	0	0	0
1999	50094	Daroca	263	255	4	2	0	2	252	3	5	3
1999	50095	Ejea de los Caballeros	1445	1245	41	2	8	149	1130	17	140	158
1999	50096	Embid de Ariza	23	21	0	2	0	0	20	0	0	3
1999	50098	Encinacorba	168	164	1	2	0	1	166	1	1	0
1999	50099	Épila	615	571	7	2	0	35	557	5	31	22
1999	50100	Erla	47	39	0	0	0	8	43	1	1	2
1999	50101	Escatrón	179	171	1	1	0	6	168	0	4	7
1999	50102	Fabara	319	292	16	2	0	9	303	0	13	3
1999	50104	Farlete	106	97	0	1	0	8	93	0	2	11
1999	50105	Fayón	123	122	0	1	0	0	123	0	0	0
1999	50106	Fayos (Los)	52	51	0	1	0	0	52	0	0	0
1999	50107	Figueruelas	98	91	0	1	0	6	96	0	2	0
1999	50108	Fombuena	8	5	0	2	0	1	6	0	1	1
1999	50109	Frago (El)	20	18	0	1	0	1	19	0	0	1
1999	50110	Frasno (El)	293	290	0	2	0	1	280	1	2	10
1999	50111	Fréscano	50	43	0	2	0	5	43	2	4	1
1999	50113	Fuendejalón	332	324	1	2	0	5	326	0	5	1
1999	50114	Fuendetodos	42	41	0	1	0	0	38	0	2	2
1999	50115	Fuentes de Ebro	568	536	8	1	0	23	533	6	16	13
1999	50116	Fuentes de Jiloca	82	76	2	3	0	1	80	2	0	0
1999	50117	Gallocanta	36	34	1	1	0	0	30	1	4	1
1999	50118	Gallur	292	279	3	1	0	9	254	0	6	32
1999	50119	Gelsa	213	195	1	2	1	14	139	0	12	62
1999	50120	Godojos	50	47	0	2	0	1	50	0	0	0
1999	50121	Gotor	113	110	0	2	0	1	113	0	0	0
1999	50122	Grisel	48	47	0	1	0	0	45	1	1	1
1999	50123	Grisén	47	43	0	0	0	4	46	0	1	0
1999	50124	Herrera de los Navarros	164	158	1	2	0	3	139	0	13	12
1999	50125	Ibdes	176	169	3	3	0	1	171	1	0	4
1999	50126	Illueca	247	244	0	2	0	1	245	0	0	2
1999	50128	Isuerre	23	20	0	2	0	1	23	0	0	0
1999	50129	Jaraba	44	41	0	2	0	1	41	0	1	2
1999	50130	Jarque de Moncayo	199	195	0	2	0	2	198	0	1	0
1999	50131	Jaulín	39	34	0	1	0	4	39	0	0	0
1999	50132	Joyosa (La)	46	39	2	1	0	4	45	0	1	0
1999	50133	Lagata	42	40	0	2	0	0	36	0	3	3
1999	50134	Langa del Castillo	89	87	0	0	0	2	86	0	3	0
1999	50135	Layana	7	4	1	1	0	1	6	0	0	1
1999	50136	Lécera	202	195	1	1	1	4	195	0	0	7
1999	50137	Leciñena	296	271	8	1	2	14	285	2	6	3
1999	50138	Lechón	14	13	0	1	0	0	12	0	2	0
1999	50139	Letux	127	122	1	2	0	2	118	0	7	2
1999	50140	Litago	49	48	0	1	0	0	48	0	0	1
1999	50141	Lituénigo	96	94	0	2	0	0	94	0	2	0
1999	50142	Lobera de Onsella	40	36	0	2	0	2	40	0	0	0
1999	50143	Longares	257	252	0	0	0	5	240	1	5	11
1999	50144	Longás	23	19	0	2	0	2	22	0	1	0
1999	50146	Lucena de Jalón	53	46	0	0	0	7	47	0	2	4
1999	50147	Luceni	143	133	2	0	0	8	134	1	6	2
1999	50148	Luesia	77	71	0	2	0	4	73	0	4	0
1999	50149	Luesma	11	7	1	2	0	1	9	0	0	2
1999	50150	Lumpiaque	173	169	0	1	0	3	169	0	1	3
1999	50151	Luna	354	324	2	1	1	26	291	15	12	36
1999	50152	Maella	576	552	4	4	0	16	541	2	13	20
1999	50153	Magallón	344	330	1	1	1	11	338	1	2	3
1999	50154	Mainar	36	33	0	2	0	1	31	0	4	1
1999	50155	Malanquilla	29	28	1	0	0	0	27	0	1	1
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	88	84	2	1	0	1	87	0	1	0
1999	50159	Maluenda	245	242	1	2	0	0	230	1	3	11
1999	50160	Mallén	310	303	2	1	0	4	287	0	18	5
1999	50161	Manchones	63	60	0	2	0	1	57	0	2	4
1999	50162	Mara	90	89	0	1	0	0	88	0	0	2
1999	50163	María de Huerva	64	55	2	1	0	6	57	0	5	2
1999	50164	Mediana de Aragón	96	88	1	1	0	6	84	4	6	2
1999	50165	Mequinenza	422	411	5	1	0	5	406	3	8	5
1999	50166	Mesones de Isuela	118	115	0	2	0	1	115	1	0	2
1999	50167	Mezalocha	98	97	1	0	0	0	85	0	7	6
1999	50168	Mianos	17	15	0	2	0	0	15	0	1	1
1999	50169	Miedes de Aragón	154	151	0	2	0	1	133	0	3	18
1999	50170	Monegrillo	156	145	1	1	0	9	138	12	5	1
1999	50171	Moneva	56	53	0	1	0	2	53	1	0	2
1999	50172	Monreal de Ariza	69	63	2	0	0	4	68	0	0	1
1999	50173	Monterde	62	60	0	2	0	0	61	0	0	1
1999	50174	Montón	33	30	0	1	0	2	32	0	1	0
1999	50175	Morata de Jalón	358	352	2	2	0	2	352	0	1	5
1999	50176	Morata de Jiloca	91	87	1	2	0	1	90	0	0	1
1999	50177	Morés	141	136	2	1	0	2	138	1	0	2
1999	50178	Moros	218	214	0	2	0	2	186	0	2	30
1999	50179	Moyuela	85	79	0	1	0	5	84	0	0	1
1999	50180	Mozota	17	16	0	1	0	0	17	0	0	0
1999	50181	Muel	212	204	3	0	0	5	205	3	1	3
1999	50182	Muela (La)	204	192	2	2	0	8	201	0	2	1
1999	50183	Munébrega	209	204	2	2	0	1	202	0	2	5
1999	50184	Murero	64	61	0	2	0	1	59	1	3	1
1999	50185	Murillo de Gállego	42	39	1	2	0	0	39	0	1	2
1999	50186	Navardún	38	33	0	2	1	2	34	0	4	0
1999	50187	Nigüella	35	33	0	2	0	0	35	0	0	0
1999	50188	Nombrevilla	16	15	0	1	0	0	16	0	0	0
1999	50189	Nonaspe	233	225	3	2	0	3	229	0	4	0
1999	50190	Novallas	215	211	2	0	0	2	213	0	0	2
1999	50191	Novillas	226	212	4	0	0	10	212	1	8	5
1999	50192	Nuévalos	23	19	1	3	0	0	20	1	0	2
1999	50193	Nuez de Ebro	40	37	0	1	1	1	36	1	3	0
1999	50194	Olvés	65	64	0	1	0	0	60	0	0	5
1999	50195	Orcajo	44	43	0	1	0	0	44	0	0	0
1999	50196	Orera	64	63	0	1	0	0	59	0	0	5
1999	50197	Orés	50	44	0	2	0	4	45	0	4	1
1999	50198	Oseja	26	25	0	1	0	0	25	1	0	0
1999	50199	Osera de Ebro	42	34	5	1	0	2	34	1	6	1
1999	50200	Paniza	273	269	1	2	0	1	268	0	3	2
1999	50201	Paracuellos de Jiloca	157	149	3	2	0	3	148	2	5	2
1999	50202	Paracuellos de la Ribera	145	143	0	2	0	0	142	1	0	2
1999	50203	Pastriz	95	89	0	2	0	4	90	0	4	1
1999	50204	Pedrola	324	303	8	1	0	12	308	3	9	4
1999	50205	Pedrosas (Las)	26	24	1	0	0	1	19	0	4	3
1999	50206	Perdiguera	106	99	0	1	1	5	88	0	18	0
1999	50207	Piedratajada	23	21	0	1	0	1	20	0	2	1
1999	50208	Pina de Ebro	485	457	4	2	0	22	442	5	25	13
1999	50209	Pinseque	146	138	2	0	0	6	141	0	3	2
1999	50210	Pintanos (Los)	47	42	1	3	0	1	44	1	1	1
1999	50211	Plasencia de Jalón	92	86	1	0	0	5	77	1	5	9
1999	50212	Pleitas	18	17	0	0	0	1	16	0	2	0
1999	50213	Plenas	68	67	0	1	0	0	67	0	0	1
1999	50214	Pomer	5	3	0	2	0	0	4	0	0	1
1999	50215	Pozuel de Ariza	7	6	0	1	0	0	7	0	0	0
1999	50216	Pozuelo de Aragón	69	64	1	1	0	3	68	0	1	0
1999	50217	Pradilla de Ebro	119	112	0	2	0	5	118	1	0	0
1999	50218	Puebla de Albortón	56	48	5	2	0	1	48	0	1	7
1999	50219	Puebla de Alfindén (La)	74	66	2	0	0	6	72	1	0	1
1999	50220	Puendeluna	16	15	0	1	0	0	15	0	0	1
1999	50221	Purujosa	7	5	0	2	0	0	7	0	0	0
1999	50222	Quinto	271	252	3	1	1	14	258	1	8	4
1999	50223	Remolinos	95	89	2	1	0	3	93	0	1	1
1999	50224	Retascón	41	40	0	1	0	0	39	0	2	0
1999	50225	Ricla	532	495	6	2	0	29	497	8	18	9
1999	50227	Romanos	37	35	0	1	0	1	37	0	0	0
1999	50228	Rueda de Jalón	174	168	0	1	0	5	166	2	5	1
1999	50229	Ruesca	30	27	1	1	0	1	23	0	1	6
1999	50230	Sádaba	254	222	3	1	2	26	213	2	17	22
1999	50231	Salillas de Jalón	36	36	0	0	0	0	30	0	1	5
1999	50232	Salvatierra de Esca	36	31	0	2	0	3	35	0	0	1
1999	50233	Samper del Salz	14	12	0	1	0	1	11	0	1	2
1999	50234	San Martín de la Virgen de Moncayo	25	22	0	1	0	2	23	0	0	2
1999	50235	San Mateo de Gállego	208	199	1	0	1	7	188	3	16	1
1999	50236	Santa Cruz de Grío	108	106	0	2	0	0	106	0	0	2
1999	50237	Santa Cruz de Moncayo	40	38	0	1	0	1	39	0	0	1
1999	50238	Santa Eulalia de Gállego	27	23	0	3	0	1	24	1	1	1
1999	50239	Santed	23	22	0	1	0	0	23	0	0	0
1999	50240	Sástago	238	221	6	2	0	9	184	2	6	46
1999	50241	Saviñán	162	158	2	1	0	1	154	1	4	3
1999	50242	Sediles	37	33	0	2	1	1	37	0	0	0
1999	50243	Sestrica	188	186	0	2	0	0	162	0	0	26
1999	50244	Sierra de Luna	70	62	0	1	0	7	61	3	1	5
1999	50245	Sigüés	39	34	0	3	0	2	35	2	0	2
1999	50246	Sisamón	18	15	0	1	0	2	17	0	0	1
1999	50247	Sobradiel	86	78	1	2	0	5	83	1	1	1
1999	50248	Sos del Rey Católico	254	235	0	2	1	16	224	8	16	6
1999	50249	Tabuenca	189	185	0	0	0	4	188	0	1	0
1999	50250	Talamantes	16	13	0	2	0	1	16	0	0	0
1999	50251	Tarazona	910	887	8	2	0	13	892	4	6	8
1999	50252	Tauste	1337	1197	26	1	3	110	1067	19	102	149
1999	50253	Terrer	109	105	1	2	0	1	106	0	1	2
1999	50254	Tierga	110	103	2	2	0	3	107	0	1	2
1999	50255	Tobed	100	97	0	2	0	1	96	0	0	4
1999	50256	Torralba de los Frailes	38	36	0	1	0	1	37	0	1	0
1999	50257	Torralba de Ribota	122	120	0	2	0	0	120	0	0	2
1999	50258	Torralbilla	18	17	0	1	0	0	18	0	0	0
1999	50259	Torrehermosa	19	18	0	0	0	1	19	0	0	0
1999	50260	Torrelapaja	9	8	0	1	0	0	9	0	0	0
1999	50261	Torrellas	42	40	1	1	0	0	40	1	0	1
1999	50262	Torres de Berrellén	197	187	1	1	0	8	186	1	9	1
1999	50263	Torrijo de la Cañada	135	130	1	3	0	1	131	1	2	1
1999	50264	Tosos	153	145	1	3	0	4	144	1	7	1
1999	50265	Trasmoz	44	42	1	1	0	0	44	0	0	0
1999	50266	Trasobares	108	105	0	2	0	1	107	0	1	0
1999	50267	Uncastillo	118	102	2	2	0	12	108	2	3	5
1999	50268	Undués de Lerda	24	18	0	3	0	3	23	1	0	0
1999	50269	Urrea de Jalón	82	77	0	1	0	4	50	2	5	25
1999	50270	Urriés	26	22	0	3	0	1	25	1	0	0
1999	50271	Used	139	133	0	1	0	5	138	1	0	0
1999	50272	Utebo	121	113	1	1	1	5	104	1	6	10
1999	50273	Valdehorna	53	51	0	1	0	1	50	0	2	1
1999	50274	Val de San Martín	30	28	0	2	0	0	30	0	0	0
1999	50275	Valmadrid	24	22	0	1	0	1	21	0	0	3
1999	50276	Valpalmas	53	46	0	1	1	5	50	0	1	2
1999	50277	Valtorres	20	18	0	2	0	0	19	0	0	1
1999	50278	Velilla de Ebro	43	39	0	1	0	3	37	1	4	1
1999	50279	Velilla de Jiloca	39	38	0	1	0	0	37	1	0	1
1999	50280	Vera de Moncayo	144	140	2	1	0	1	141	0	2	1
1999	50281	Vierlas	24	24	0	0	0	0	24	0	0	0
1999	50282	Vilueña (La)	63	61	0	2	0	0	60	0	0	3
1999	50283	Villadoz	32	31	0	0	0	1	30	0	2	0
1999	50284	Villafeliche	44	41	0	2	0	1	43	0	1	0
1999	50285	Villafranca de Ebro	128	121	1	1	0	5	102	2	10	14
1999	50286	Villalba de Perejil	48	47	0	1	0	0	41	0	1	6
1999	50287	Villalengua	131	128	0	2	0	1	86	1	0	44
1999	50288	Villanueva de Gállego	151	136	3	1	0	11	142	0	7	2
1999	50289	Villanueva de Jiloca	49	47	0	1	0	1	46	0	0	3
1999	50290	Villanueva de Huerva	172	170	0	1	0	1	172	0	0	0
1999	50291	Villar de los Navarros	65	63	0	1	0	1	55	1	3	6
1999	50292	Villarreal de Huerva	30	26	0	2	0	2	28	0	2	0
1999	50293	Villarroya de la Sierra	261	256	1	2	0	2	258	0	2	1
1999	50294	Villarroya del Campo	25	23	0	0	0	2	24	0	1	0
1999	50295	Vistabella	14	13	0	1	0	0	14	0	0	0
1999	50296	Zaida (La)	61	59	0	1	0	1	51	1	2	7
1999	50297	Zaragoza	1839	1691	46	6	2	94	1746	20	31	42
1999	50298	Zuera	489	455	8	3	0	23	398	6	30	55
1999	50901	Biel	44	41	0	3	0	0	41	1	2	0
1999	50902	Marracos	19	17	0	0	0	2	16	0	2	1
