Municipio codigo	Municipio nombre	Estado del edificio	Estado del edificio, código	Nº edificios
50204	Pedrola	Deficiente	3	49
50204	Pedrola	Malo	2	27
50204	Pedrola	Ruinoso	1	4
50205	Pedrosas (Las)	Bueno	4	87
50205	Pedrosas (Las)	Deficiente	3	2
50205	Pedrosas (Las)	Malo	2	2
50206	Perdiguera	Bueno	4	302
50206	Perdiguera	Deficiente	3	13
50206	Perdiguera	Malo	2	6
50207	Piedratajada	Bueno	4	95
50207	Piedratajada	Deficiente	3	1
50207	Piedratajada	Malo	2	4
50208	Pina de Ebro	Bueno	4	991
50208	Pina de Ebro	Deficiente	3	20
50208	Pina de Ebro	Malo	2	4
50208	Pina de Ebro	Ruinoso	1	1
50209	Pinseque	Bueno	4	1217
50209	Pinseque	Deficiente	3	62
50209	Pinseque	Malo	2	36
50209	Pinseque	Ruinoso	1	15
50210	Pintanos (Los)	Bueno	4	68
50211	Plasencia de Jalón	Bueno	4	223
50211	Plasencia de Jalón	Deficiente	3	24
50211	Plasencia de Jalón	Malo	2	6
50211	Plasencia de Jalón	Ruinoso	1	2
50212	Pleitas	Bueno	4	57
50213	Plenas	Bueno	4	179
50213	Plenas	Deficiente	3	13
50213	Plenas	Malo	2	3
50214	Pomer	Bueno	4	84
50214	Pomer	Deficiente	3	2
50215	Pozuel de Ariza	Bueno	4	27
50215	Pozuel de Ariza	Deficiente	3	76
50215	Pozuel de Ariza	Malo	2	2
50215	Pozuel de Ariza	Ruinoso	1	3
50216	Pozuelo de Aragón	Bueno	4	159
50216	Pozuelo de Aragón	Deficiente	3	14
50216	Pozuelo de Aragón	Malo	2	1
50216	Pozuelo de Aragón	Ruinoso	1	2
50217	Pradilla de Ebro	Bueno	4	219
50217	Pradilla de Ebro	Deficiente	3	56
50217	Pradilla de Ebro	Malo	2	40
50217	Pradilla de Ebro	Ruinoso	1	7
50218	Puebla de Albortón	Bueno	4	92
50218	Puebla de Albortón	Deficiente	3	9
50218	Puebla de Albortón	Malo	2	2
50218	Puebla de Albortón	Ruinoso	1	4
50219	Puebla de Alfindén (La)	Bueno	4	1415
50219	Puebla de Alfindén (La)	Deficiente	3	18
50219	Puebla de Alfindén (La)	Ruinoso	1	1
50220	Puendeluna	Bueno	4	78
50221	Purujosa	Bueno	4	44
50221	Purujosa	Deficiente	3	5
50222	Quinto	Bueno	4	801
50222	Quinto	Deficiente	3	43
50222	Quinto	Malo	2	7
50222	Quinto	Ruinoso	1	9
50223	Remolinos	Bueno	4	428
50223	Remolinos	Deficiente	3	81
50223	Remolinos	Malo	2	16
50223	Remolinos	Ruinoso	1	22
50224	Retascón	Bueno	4	89
50224	Retascón	Deficiente	3	2
50225	Ricla	Bueno	4	894
50225	Ricla	Deficiente	3	72
50225	Ricla	Malo	2	14
50225	Ricla	Ruinoso	1	5
50227	Romanos	Bueno	4	98
50227	Romanos	Deficiente	3	9
50227	Romanos	Malo	2	2
50227	Romanos	Ruinoso	1	2
50228	Rueda de Jalón	Bueno	4	193
50228	Rueda de Jalón	Deficiente	3	38
50228	Rueda de Jalón	Malo	2	13
50228	Rueda de Jalón	Ruinoso	1	3
50229	Ruesca	Bueno	4	19
50229	Ruesca	Deficiente	3	30
50229	Ruesca	Malo	2	15
50229	Ruesca	Ruinoso	1	4
50230	Sádaba	Bueno	4	670
50230	Sádaba	Deficiente	3	47
50230	Sádaba	Malo	2	4
50230	Sádaba	Ruinoso	1	1
50231	Salillas de Jalón	Bueno	4	149
50231	Salillas de Jalón	Deficiente	3	73
50231	Salillas de Jalón	Malo	2	5
50232	Salvatierra de Esca	Bueno	4	181
50232	Salvatierra de Esca	Deficiente	3	43
50232	Salvatierra de Esca	Malo	2	4
50232	Salvatierra de Esca	Ruinoso	1	5
50233	Samper del Salz	Bueno	4	85
50233	Samper del Salz	Deficiente	3	13
50233	Samper del Salz	Malo	2	2
50234	San Martín de la Virgen de Moncayo	Bueno	4	136
50234	San Martín de la Virgen de Moncayo	Deficiente	3	13
50234	San Martín de la Virgen de Moncayo	Malo	2	3
50234	San Martín de la Virgen de Moncayo	Ruinoso	1	1
50235	San Mateo de Gállego	Bueno	4	1305
50235	San Mateo de Gállego	Deficiente	3	27
50235	San Mateo de Gállego	Malo	2	14
50236	Santa Cruz de Grío	Bueno	4	134
50236	Santa Cruz de Grío	Deficiente	3	10
50236	Santa Cruz de Grío	Malo	2	2
50236	Santa Cruz de Grío	Ruinoso	1	2
50237	Santa Cruz de Moncayo	Bueno	4	142
50237	Santa Cruz de Moncayo	Deficiente	3	9
50237	Santa Cruz de Moncayo	Malo	2	3
50237	Santa Cruz de Moncayo	Ruinoso	1	1
50238	Santa Eulalia de Gállego	Bueno	4	125
50238	Santa Eulalia de Gállego	Deficiente	3	7
50238	Santa Eulalia de Gállego	Malo	2	5
50239	Santed	Bueno	4	74
50239	Santed	Deficiente	3	7
50240	Sástago	Bueno	4	616
50240	Sástago	Deficiente	3	113
50240	Sástago	Malo	2	18
50240	Sástago	Ruinoso	1	2
50241	Saviñán	Bueno	4	377
50241	Saviñán	Deficiente	3	32
50241	Saviñán	Malo	2	5
50241	Saviñán	Ruinoso	1	3
50242	Sediles	Bueno	4	66
50242	Sediles	Deficiente	3	19
50243	Sestrica	Bueno	4	279
50243	Sestrica	Deficiente	3	40
50243	Sestrica	Malo	2	5
50243	Sestrica	Ruinoso	1	1
50244	Sierra de Luna	Bueno	4	160
50244	Sierra de Luna	Deficiente	3	18
50244	Sierra de Luna	Malo	2	2
50244	Sierra de Luna	Ruinoso	1	4
50245	Sigüés	Bueno	4	101
50245	Sigüés	Deficiente	3	14
50245	Sigüés	Malo	2	1
50245	Sigüés	Ruinoso	1	1
50246	Sisamón	Bueno	4	40
50246	Sisamón	Deficiente	3	108
50246	Sisamón	Ruinoso	1	2
50247	Sobradiel	Bueno	4	236
50247	Sobradiel	Deficiente	3	8
50247	Sobradiel	Malo	2	1
50247	Sobradiel	Ruinoso	1	1
50248	Sos del Rey Católico	Bueno	4	472
50248	Sos del Rey Católico	Deficiente	3	24
50248	Sos del Rey Católico	Malo	2	5
50248	Sos del Rey Católico	Ruinoso	1	4
50249	Tabuenca	Bueno	4	285
50249	Tabuenca	Deficiente	3	24
50249	Tabuenca	Malo	2	16
50249	Tabuenca	Ruinoso	1	4
50250	Talamantes	Bueno	4	86
50250	Talamantes	Deficiente	3	2
50251	Tarazona	Bueno	4	2286
50251	Tarazona	Deficiente	3	314
50251	Tarazona	Malo	2	126
50251	Tarazona	Ruinoso	1	62
50252	Tauste	Bueno	4	1664
50252	Tauste	Deficiente	3	132
50252	Tauste	Malo	2	33
50252	Tauste	Ruinoso	1	5
50253	Terrer	Bueno	4	312
50253	Terrer	Deficiente	3	66
50253	Terrer	Malo	2	17
50253	Terrer	Ruinoso	1	6
50254	Tierga	Bueno	4	133
50254	Tierga	Deficiente	3	3
50255	Tobed	Bueno	4	243
50255	Tobed	Deficiente	3	34
50255	Tobed	Malo	2	3
50255	Tobed	Ruinoso	1	4
50256	Torralba de los Frailes	Bueno	4	192
50256	Torralba de los Frailes	Deficiente	3	10
50256	Torralba de los Frailes	Malo	2	2
50257	Torralba de Ribota	Bueno	4	197
50257	Torralba de Ribota	Deficiente	3	3
50257	Torralba de Ribota	Malo	2	3
50258	Torralbilla	Bueno	4	126
50258	Torralbilla	Deficiente	3	11
50259	Torrehermosa	Bueno	4	66
50259	Torrehermosa	Deficiente	3	31
50259	Torrehermosa	Malo	2	1
50259	Torrehermosa	Ruinoso	1	7
50260	Torrelapaja	Bueno	4	79
50260	Torrelapaja	Deficiente	3	3
50261	Torrellas	Bueno	4	292
50261	Torrellas	Deficiente	3	73
50261	Torrellas	Malo	2	23
50261	Torrellas	Ruinoso	1	3
50262	Torres de Berrellén	Bueno	4	623
50262	Torres de Berrellén	Deficiente	3	28
50262	Torres de Berrellén	Malo	2	10
50262	Torres de Berrellén	Ruinoso	1	10
50263	Torrijo de la Cañada	Bueno	4	416
50263	Torrijo de la Cañada	Deficiente	3	7
50263	Torrijo de la Cañada	Ruinoso	1	3
50264	Tosos	Bueno	4	221
50264	Tosos	Deficiente	3	13
50264	Tosos	Malo	2	8
50264	Tosos	Ruinoso	1	6
50265	Trasmoz	Bueno	4	86
50265	Trasmoz	Deficiente	3	1
50266	Trasobares	Bueno	4	160
50266	Trasobares	Deficiente	3	46
50266	Trasobares	Malo	2	8
50266	Trasobares	Ruinoso	1	1
50267	Uncastillo	Bueno	4	550
50267	Uncastillo	Deficiente	3	15
50267	Uncastillo	Malo	2	6
50267	Uncastillo	Ruinoso	1	1
50268	Undués de Lerda	Bueno	4	53
50268	Undués de Lerda	Deficiente	3	2
50268	Undués de Lerda	Ruinoso	1	1
50269	Urrea de Jalón	Bueno	4	276
50269	Urrea de Jalón	Deficiente	3	30
50269	Urrea de Jalón	Malo	2	9
50269	Urrea de Jalón	Ruinoso	1	4
50270	Urriés	Bueno	4	72
50270	Urriés	Deficiente	3	5
50270	Urriés	Ruinoso	1	1
50271	Used	Bueno	4	281
50271	Used	Deficiente	3	45
50271	Used	Malo	2	5
50271	Used	Ruinoso	1	4
50272	Utebo	Bueno	4	2330
50272	Utebo	Deficiente	3	99
50272	Utebo	Malo	2	16
50272	Utebo	Ruinoso	1	31
50273	Valdehorna	Bueno	4	49
50273	Valdehorna	Deficiente	3	4
50274	Val de San Martín	Bueno	4	98
50274	Val de San Martín	Deficiente	3	2
50274	Val de San Martín	Malo	2	1
50274	Val de San Martín	Ruinoso	1	1
50275	Valmadrid	Bueno	4	62
50275	Valmadrid	Deficiente	3	10
50275	Valmadrid	Malo	2	5
50276	Valpalmas	Bueno	4	123
50276	Valpalmas	Deficiente	3	1
50276	Valpalmas	Malo	2	3
50276	Valpalmas	Ruinoso	1	3
50277	Valtorres	Bueno	4	127
50277	Valtorres	Deficiente	3	2
50277	Valtorres	Ruinoso	1	2
50278	Velilla de Ebro	Bueno	4	200
50278	Velilla de Ebro	Deficiente	3	44
50278	Velilla de Ebro	Malo	2	18
50278	Velilla de Ebro	Ruinoso	1	7
50279	Velilla de Jiloca	Bueno	4	110
50279	Velilla de Jiloca	Deficiente	3	12
50279	Velilla de Jiloca	Malo	2	1
50280	Vera de Moncayo	Bueno	4	361
50280	Vera de Moncayo	Deficiente	3	74
50280	Vera de Moncayo	Malo	2	13
50280	Vera de Moncayo	Ruinoso	1	11
50281	Vierlas	Bueno	4	62
50281	Vierlas	Deficiente	3	8
50281	Vierlas	Malo	2	8
50282	Vilueña (La)	Bueno	4	82
50282	Vilueña (La)	Deficiente	3	4
50282	Vilueña (La)	Malo	2	1
50283	Villadoz	Bueno	4	76
50283	Villadoz	Deficiente	3	3
50283	Villadoz	Ruinoso	1	5
50284	Villafeliche	Bueno	4	247
50284	Villafeliche	Deficiente	3	22
50284	Villafeliche	Malo	2	4
50284	Villafeliche	Ruinoso	1	2
50285	Villafranca de Ebro	Bueno	4	400
50285	Villafranca de Ebro	Deficiente	3	6
50285	Villafranca de Ebro	Ruinoso	1	1
50286	Villalba de Perejil	Bueno	4	58
50286	Villalba de Perejil	Deficiente	3	11
50287	Villalengua	Bueno	4	233
50287	Villalengua	Deficiente	3	45
50287	Villalengua	Malo	2	11
50287	Villalengua	Ruinoso	1	1
50288	Villanueva de Gállego	Bueno	4	1202
50288	Villanueva de Gállego	Deficiente	3	49
50288	Villanueva de Gállego	Malo	2	19
50288	Villanueva de Gállego	Ruinoso	1	3
50289	Villanueva de Jiloca	Bueno	4	126
50289	Villanueva de Jiloca	Deficiente	3	8
50290	Villanueva de Huerva	Bueno	4	383
50290	Villanueva de Huerva	Deficiente	3	25
50290	Villanueva de Huerva	Malo	2	4
50291	Villar de los Navarros	Bueno	4	228
50291	Villar de los Navarros	Deficiente	3	22
50291	Villar de los Navarros	Malo	2	6
50292	Villarreal de Huerva	Bueno	4	149
50292	Villarreal de Huerva	Deficiente	3	5
50292	Villarreal de Huerva	Malo	2	3
50293	Villarroya de la Sierra	Bueno	4	447
50293	Villarroya de la Sierra	Deficiente	3	23
50293	Villarroya de la Sierra	Malo	2	4
50294	Villarroya del Campo	Bueno	4	79
50294	Villarroya del Campo	Deficiente	3	4
50294	Villarroya del Campo	Malo	2	3
50295	Vistabella	Bueno	4	147
50295	Vistabella	Deficiente	3	6
50295	Vistabella	Malo	2	3
50296	Zaida (La)	Bueno	4	271
50296	Zaida (La)	Deficiente	3	24
50296	Zaida (La)	Malo	2	6
50296	Zaida (La)	Ruinoso	1	1
50297	Zaragoza	Bueno	4	34534
50297	Zaragoza	Deficiente	3	2375
50297	Zaragoza	Malo	2	471
50297	Zaragoza	Ruinoso	1	131
50298	Zuera	Bueno	4	2187
50298	Zuera	Deficiente	3	50
50298	Zuera	Malo	2	6
50298	Zuera	Ruinoso	1	4
50901	Biel	Bueno	4	220
50901	Biel	Deficiente	3	13
50901	Biel	Malo	2	3
50902	Marracos	Bueno	4	68
50902	Marracos	Deficiente	3	1
50903	Villamayor de Gállego	Bueno	4	992
50903	Villamayor de Gállego	Deficiente	3	40
50903	Villamayor de Gállego	Malo	2	15
50903	Villamayor de Gállego	Ruinoso	1	1
