Municipio código	Municipio nombre	Plazas garaje	Número de edificios
50253	Terrer	01	21
50253	Terrer	02	9
50253	Terrer	03 a 05	1
50254	Tierga	00	103
50254	Tierga	01	26
50254	Tierga	02	2
50255	Tobed	00	208
50255	Tobed	01	47
50255	Tobed	02	10
50255	Tobed	03 a 05	2
50256	Torralba de los Frailes	00	129
50256	Torralba de los Frailes	01	50
50256	Torralba de los Frailes	02	5
50256	Torralba de los Frailes	03 a 05	2
50257	Torralba de Ribota	00	128
50257	Torralba de Ribota	01	17
50257	Torralba de Ribota	02	6
50257	Torralba de Ribota	03 a 05	3
50258	Torralbilla	00	109
50258	Torralbilla	01	21
50258	Torralbilla	02	3
50259	Torrehermosa	00	107
50259	Torrehermosa	01	2
50259	Torrehermosa	02	1
50260	Torrelapaja	00	74
50260	Torrelapaja	01	10
50260	Torrelapaja	02	3
50261	Torrellas	00	145
50261	Torrellas	01	49
50261	Torrellas	02	1
50262	Torres de Berrellén	00	392
50262	Torres de Berrellén	01	85
50262	Torres de Berrellén	02	47
50262	Torres de Berrellén	03 a 05	8
50262	Torres de Berrellén	06 a 10	1
50262	Torres de Berrellén	11 a 20	1
50263	Torrijo de la Cañada	00	391
50263	Torrijo de la Cañada	01	13
50263	Torrijo de la Cañada	02	3
50263	Torrijo de la Cañada	03 a 05	1
50264	Tosos	00	214
50264	Tosos	01	4
50264	Tosos	02	3
50264	Tosos	03 a 05	5
50265	Trasmoz	00	74
50265	Trasmoz	01	8
50265	Trasmoz	02	1
50266	Trasobares	00	203
50266	Trasobares	01	1
50267	Uncastillo	00	315
50267	Uncastillo	01	58
50267	Uncastillo	02	21
50267	Uncastillo	03 a 05	9
50267	Uncastillo	06 a 10	1
50268	Undués de Lerda	00	35
50268	Undués de Lerda	01	6
50268	Undués de Lerda	02	4
50268	Undués de Lerda	03 a 05	1
50269	Urrea de Jalón	00	174
50269	Urrea de Jalón	01	36
50269	Urrea de Jalón	02	24
50269	Urrea de Jalón	03 a 05	3
50270	Urriés	00	66
50270	Urriés	02	3
50270	Urriés	03 a 05	3
50271	Used	00	219
50271	Used	01	32
50271	Used	02	31
50271	Used	03 a 05	26
50271	Used	06 a 10	11
50271	Used	11 a 20	2
50272	Utebo	00	1008
50272	Utebo	01	603
50272	Utebo	02	142
50272	Utebo	03 a 05	10
50272	Utebo	06 a 10	94
50272	Utebo	11 a 20	63
50272	Utebo	21 a 50	11
50272	Utebo	50 o más	10
50273	Valdehorna	00	43
50273	Valdehorna	01	5
50273	Valdehorna	02	3
50274	Val de San Martín	00	60
50274	Val de San Martín	01	32
50274	Val de San Martín	02	2
50274	Val de San Martín	03 a 05	2
50275	Valmadrid	00	56
50275	Valmadrid	01	22
50276	Valpalmas	00	89
50276	Valpalmas	01	26
50276	Valpalmas	02	9
50276	Valpalmas	03 a 05	3
50277	Valtorres	00	65
50277	Valtorres	01	17
50278	Velilla de Ebro	00	156
50278	Velilla de Ebro	01	36
50278	Velilla de Ebro	02	31
50278	Velilla de Ebro	03 a 05	17
50279	Velilla de Jiloca	00	90
50279	Velilla de Jiloca	01	18
50279	Velilla de Jiloca	02	11
50280	Vera de Moncayo	00	222
50280	Vera de Moncayo	01	62
50280	Vera de Moncayo	02	31
50280	Vera de Moncayo	03 a 05	18
50280	Vera de Moncayo	06 a 10	1
50281	Vierlas	00	48
50281	Vierlas	01	30
50281	Vierlas	02	2
50282	Vilueña (La)	00	54
50282	Vilueña (La)	01	5
50283	Villadoz	00	71
50283	Villadoz	01	3
50283	Villadoz	02	4
50284	Villafeliche	00	220
50284	Villafeliche	01	42
50284	Villafeliche	02	1
50285	Villafranca de Ebro	00	247
50285	Villafranca de Ebro	01	35
50285	Villafranca de Ebro	02	11
50285	Villafranca de Ebro	03 a 05	1
50286	Villalba de Perejil	00	47
50286	Villalba de Perejil	01	1
50287	Villalengua	00	278
50287	Villalengua	01	13
50287	Villalengua	02	11
50287	Villalengua	03 a 05	6
50288	Villanueva de Gállego	00	414
50288	Villanueva de Gállego	01	485
50288	Villanueva de Gállego	02	164
50288	Villanueva de Gállego	03 a 05	9
50288	Villanueva de Gállego	11 a 20	2
50289	Villanueva de Jiloca	00	91
50289	Villanueva de Jiloca	01	29
50289	Villanueva de Jiloca	02	9
50289	Villanueva de Jiloca	03 a 05	1
50290	Villanueva de Huerva	00	221
50290	Villanueva de Huerva	01	117
50290	Villanueva de Huerva	02	54
50290	Villanueva de Huerva	03 a 05	6
50291	Villar de los Navarros	00	125
50291	Villar de los Navarros	01	24
50291	Villar de los Navarros	02	34
50291	Villar de los Navarros	03 a 05	10
50292	Villarreal de Huerva	00	98
50292	Villarreal de Huerva	01	23
50292	Villarreal de Huerva	02	9
50292	Villarreal de Huerva	03 a 05	3
50293	Villarroya de la Sierra	00	354
50293	Villarroya de la Sierra	01	85
50293	Villarroya de la Sierra	02	19
50293	Villarroya de la Sierra	03 a 05	3
50294	Villarroya del Campo	00	63
50294	Villarroya del Campo	01	5
50294	Villarroya del Campo	02	1
50295	Vistabella	00	137
50295	Vistabella	01	27
50295	Vistabella	02	1
50296	Zaida (La)	00	190
50296	Zaida (La)	01	77
50296	Zaida (La)	02	24
50296	Zaida (La)	03 a 05	7
50297	Zaragoza	00	22779
50297	Zaragoza	01	5295
50297	Zaragoza	02	2501
50297	Zaragoza	03 a 05	336
50297	Zaragoza	06 a 10	829
50297	Zaragoza	11 a 20	1383
50297	Zaragoza	21 a 50	1595
50297	Zaragoza	50 o más	648
50298	Zuera	00	799
50298	Zuera	01	903
50298	Zuera	02	334
50298	Zuera	03 a 05	36
50298	Zuera	06 a 10	12
50298	Zuera	11 a 20	5
50298	Zuera	21 a 50	5
50901	Biel	00	141
50901	Biel	01	17
50901	Biel	02	14
50901	Biel	03 a 05	1
50901	Biel	06 a 10	1
50902	Marracos	00	56
50902	Marracos	01	17
