Municipio código	Municipio nombre	Especie ganadería 	Subespecie ganadería	Explotaciones ganadería
22227	Tella-Sin	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	8
22227	Tella-Sin	Conejas madres	Conejas madres	3
22227	Tella-Sin	Equinos	Equinos (caballos, mulas y asnos)	1
22227	Tella-Sin	Otros animales no de compañía	Otros animales no de compañía	1
22227	Tella-Sin	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
22227	Tella-Sin	Ovinos	Ovejas madres y corderas para reposición	7
22227	Tella-Sin	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22228	Tierz	Ovinos	Ovejas madres y corderas para reposición	1
22228	Tierz	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22229	Tolva	Aves	Gallinas ponedoras	7
22229	Tolva	Aves	Pollos de carne	2
22229	Tolva	Bovinos	Bovinos de menos de un año	14
22229	Tolva	Caprinos	Cabras madres y chivas de reposición	5
22229	Tolva	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22229	Tolva	Colmenas	Colmenas	3
22229	Tolva	Conejas madres	Conejas madres	4
22229	Tolva	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22229	Tolva	Ovinos	Ovejas madres y corderas para reposición	6
22229	Tolva	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22229	Tolva	Porcinos	Lechones de menos de 20 kg	2
22229	Tolva	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22230	Torla	Aves	Gallinas ponedoras	3
22230	Torla	Bovinos	Bovinos de entre uno y dos años	13
22230	Torla	Bovinos	Bovinos de menos de un año	15
22230	Torla	Bovinos	Otros bovinos de dos años o más	18
22230	Torla	Bovinos	Vacas	20
22230	Torla	Caprinos	Cabras madres y chivas de reposición	2
22230	Torla	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
22230	Torla	Conejas madres	Conejas madres	2
22230	Torla	Equinos	Equinos (caballos, mulas y asnos)	2
22230	Torla	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22230	Torla	Ovinos	Ovejas madres y corderas para reposición	6
22232	Torralba de Aragón	Bovinos	Bovinos de entre uno y dos años	2
22232	Torralba de Aragón	Bovinos	Bovinos de menos de un año	5
22232	Torralba de Aragón	Bovinos	Vacas	2
22232	Torralba de Aragón	Caprinos	Cabras madres y chivas de reposición	2
22232	Torralba de Aragón	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22232	Torralba de Aragón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22232	Torralba de Aragón	Ovinos	Ovejas madres y corderas para reposición	4
22232	Torralba de Aragón	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22233	Torre la Ribera	Aves	Gallinas ponedoras	2
22233	Torre la Ribera	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22233	Torre la Ribera	Aves	Pollos de carne	1
22233	Torre la Ribera	Bovinos	Bovinos de entre uno y dos años	4
22233	Torre la Ribera	Bovinos	Bovinos de menos de un año	3
22233	Torre la Ribera	Bovinos	Otros bovinos de dos años o más	4
22233	Torre la Ribera	Bovinos	Vacas	3
22233	Torre la Ribera	Caprinos	Cabras madres y chivas de reposición	5
22233	Torre la Ribera	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	5
22233	Torre la Ribera	Conejas madres	Conejas madres	2
22233	Torre la Ribera	Equinos	Equinos (caballos, mulas y asnos)	1
22233	Torre la Ribera	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
22233	Torre la Ribera	Ovinos	Ovejas madres y corderas para reposición	6
22234	Torrente de Cinca	Aves	Gallinas ponedoras	2
22234	Torrente de Cinca	Aves	Pollos de carne	1
22234	Torrente de Cinca	Colmenas	Colmenas	1
22234	Torrente de Cinca	Equinos	Equinos (caballos, mulas y asnos)	1
22234	Torrente de Cinca	Otros animales no de compañía	Otros animales no de compañía	1
22234	Torrente de Cinca	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22234	Torrente de Cinca	Porcinos	Lechones de menos de 20 kg	2
22234	Torrente de Cinca	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	6
22235	Torres de Alcanadre	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22235	Torres de Alcanadre	Porcinos	Lechones de menos de 20 kg	1
22235	Torres de Alcanadre	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22236	Torres de Barbués	Aves	Gallinas ponedoras	1
22236	Torres de Barbués	Aves	Pollos de carne	1
22236	Torres de Barbués	Ovinos	Ovejas madres y corderas para reposición	2
22236	Torres de Barbués	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	5
22236	Torres de Barbués	Porcinos	Lechones de menos de 20 kg	2
22236	Torres de Barbués	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	7
22239	Tramaced	Aves	Pollos de carne	3
22239	Tramaced	Bovinos	Bovinos de entre uno y dos años	5
22239	Tramaced	Bovinos	Bovinos de menos de un año	5
22239	Tramaced	Otros animales no de compañía	Otros animales no de compañía	1
22239	Tramaced	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22239	Tramaced	Ovinos	Ovejas madres y corderas para reposición	2
22239	Tramaced	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22242	Valfarta	Caprinos	Cabras madres y chivas de reposición	1
22242	Valfarta	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22242	Valfarta	Colmenas	Colmenas	1
22242	Valfarta	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22242	Valfarta	Ovinos	Ovejas madres y corderas para reposición	2
22243	Valle de Bardají	Aves	Gallinas ponedoras	2
22243	Valle de Bardají	Aves	Pollos de carne	1
22243	Valle de Bardají	Bovinos	Bovinos de entre uno y dos años	6
22243	Valle de Bardají	Bovinos	Bovinos de menos de un año	17
22243	Valle de Bardají	Bovinos	Otros bovinos de dos años o más	3
22243	Valle de Bardají	Bovinos	Vacas	5
22243	Valle de Bardají	Caprinos	Cabras madres y chivas de reposición	1
22243	Valle de Bardají	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22243	Valle de Bardají	Conejas madres	Conejas madres	2
22243	Valle de Bardají	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22243	Valle de Bardají	Ovinos	Ovejas madres y corderas para reposición	4
22244	Valle de Lierp	Aves	Gallinas ponedoras	2
22244	Valle de Lierp	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22244	Valle de Lierp	Bovinos	Bovinos de entre uno y dos años	1
22244	Valle de Lierp	Bovinos	Bovinos de menos de un año	15
22244	Valle de Lierp	Bovinos	Otros bovinos de dos años o más	1
22244	Valle de Lierp	Bovinos	Vacas	1
22244	Valle de Lierp	Caprinos	Cabras madres y chivas de reposición	3
22244	Valle de Lierp	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22244	Valle de Lierp	Equinos	Equinos (caballos, mulas y asnos)	1
22244	Valle de Lierp	Otros animales no de compañía	Otros animales no de compañía	1
22244	Valle de Lierp	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22244	Valle de Lierp	Ovinos	Ovejas madres y corderas para reposición	4
22244	Valle de Lierp	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22245	Velilla de Cinca	Aves	Gallinas ponedoras	1
22245	Velilla de Cinca	Bovinos	Bovinos de menos de un año	1
22245	Velilla de Cinca	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22245	Velilla de Cinca	Ovinos	Ovejas madres y corderas para reposición	2
22245	Velilla de Cinca	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22245	Velilla de Cinca	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22246	Veracruz	Aves	Gallinas ponedoras	5
22246	Veracruz	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22246	Veracruz	Aves	Pollos de carne	2
22246	Veracruz	Bovinos	Bovinos de entre uno y dos años	1
22246	Veracruz	Bovinos	Bovinos de menos de un año	1
22246	Veracruz	Bovinos	Otros bovinos de dos años o más	1
22246	Veracruz	Bovinos	Vacas	1
22246	Veracruz	Caprinos	Cabras madres y chivas de reposición	4
22246	Veracruz	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22246	Veracruz	Conejas madres	Conejas madres	5
22246	Veracruz	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22246	Veracruz	Ovinos	Ovejas madres y corderas para reposición	4
22247	Viacamp y Litera	Aves	Gallinas ponedoras	2
22247	Viacamp y Litera	Aves	Pollos de carne	2
22247	Viacamp y Litera	Bovinos	Bovinos de entre uno y dos años	8
22247	Viacamp y Litera	Bovinos	Bovinos de menos de un año	16
22247	Viacamp y Litera	Bovinos	Otros bovinos de dos años o más	2
22247	Viacamp y Litera	Bovinos	Vacas	1
22247	Viacamp y Litera	Caprinos	Cabras madres y chivas de reposición	3
22247	Viacamp y Litera	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22247	Viacamp y Litera	Colmenas	Colmenas	2
22247	Viacamp y Litera	Conejas madres	Conejas madres	1
22247	Viacamp y Litera	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22247	Viacamp y Litera	Ovinos	Ovejas madres y corderas para reposición	4
22247	Viacamp y Litera	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22247	Viacamp y Litera	Porcinos	Lechones de menos de 20 kg	1
22247	Viacamp y Litera	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22248	Vicién	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22248	Vicién	Ovinos	Ovejas madres y corderas para reposición	1
22249	Villanova	Aves	Gallinas ponedoras	1
22249	Villanova	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22249	Villanova	Aves	Pollos de carne	1
22249	Villanova	Bovinos	Bovinos de entre uno y dos años	1
22249	Villanova	Bovinos	Bovinos de menos de un año	3
22249	Villanova	Bovinos	Otros bovinos de dos años o más	3
22249	Villanova	Bovinos	Vacas	3
22249	Villanova	Caprinos	Cabras madres y chivas de reposición	1
22249	Villanova	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22249	Villanova	Equinos	Equinos (caballos, mulas y asnos)	1
22249	Villanova	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22249	Villanova	Ovinos	Ovejas madres y corderas para reposición	1
22250	Villanúa	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22250	Villanúa	Aves	Pollos de carne	1
22250	Villanúa	Bovinos	Bovinos de entre uno y dos años	2
22250	Villanúa	Bovinos	Bovinos de menos de un año	1
22250	Villanúa	Bovinos	Vacas	1
22250	Villanúa	Caprinos	Cabras madres y chivas de reposición	1
22250	Villanúa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22250	Villanúa	Otros animales no de compañía	Otros animales no de compañía	1
22250	Villanúa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
22250	Villanúa	Ovinos	Ovejas madres y corderas para reposición	4
22251	Villanueva de Sigena	Aves	Gallinas ponedoras	3
22251	Villanueva de Sigena	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22251	Villanueva de Sigena	Bovinos	Bovinos de entre uno y dos años	4
22251	Villanueva de Sigena	Bovinos	Bovinos de menos de un año	11
22251	Villanueva de Sigena	Bovinos	Otros bovinos de dos años o más	1
22251	Villanueva de Sigena	Bovinos	Vacas	1
22251	Villanueva de Sigena	Colmenas	Colmenas	2
22251	Villanueva de Sigena	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
22251	Villanueva de Sigena	Ovinos	Ovejas madres y corderas para reposición	4
22251	Villanueva de Sigena	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22251	Villanueva de Sigena	Porcinos	Lechones de menos de 20 kg	2
22251	Villanueva de Sigena	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	6
22252	Yebra de Basa	Aves	Gallinas ponedoras	4
22252	Yebra de Basa	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22252	Yebra de Basa	Aves	Pollos de carne	2
22252	Yebra de Basa	Bovinos	Bovinos de entre uno y dos años	4
22252	Yebra de Basa	Bovinos	Bovinos de menos de un año	8
22252	Yebra de Basa	Bovinos	Otros bovinos de dos años o más	9
22252	Yebra de Basa	Bovinos	Vacas	10
22252	Yebra de Basa	Conejas madres	Conejas madres	4
22252	Yebra de Basa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22252	Yebra de Basa	Ovinos	Ovejas madres y corderas para reposición	10
22253	Yésero	Bovinos	Bovinos de entre uno y dos años	1
22253	Yésero	Bovinos	Bovinos de menos de un año	1
22253	Yésero	Bovinos	Otros bovinos de dos años o más	2
22253	Yésero	Bovinos	Vacas	2
22253	Yésero	Equinos	Equinos (caballos, mulas y asnos)	1
22254	Zaidín	Aves	Gallinas ponedoras	3
22254	Zaidín	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	4
22254	Zaidín	Aves	Pollos de carne	11
22254	Zaidín	Bovinos	Bovinos de entre uno y dos años	3
22254	Zaidín	Bovinos	Bovinos de menos de un año	14
22254	Zaidín	Bovinos	Otros bovinos de dos años o más	1
22254	Zaidín	Bovinos	Vacas	1
22254	Zaidín	Caprinos	Cabras madres y chivas de reposición	1
22254	Zaidín	Equinos	Equinos (caballos, mulas y asnos)	1
22254	Zaidín	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
22254	Zaidín	Ovinos	Ovejas madres y corderas para reposición	7
22254	Zaidín	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	5
22254	Zaidín	Porcinos	Lechones de menos de 20 kg	11
22254	Zaidín	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	42
22901	Valle de Hecho	Aves	Gallinas ponedoras	9
22901	Valle de Hecho	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22901	Valle de Hecho	Aves	Pollos de carne	1
22901	Valle de Hecho	Bovinos	Bovinos de entre uno y dos años	16
22901	Valle de Hecho	Bovinos	Bovinos de menos de un año	18
22901	Valle de Hecho	Bovinos	Otros bovinos de dos años o más	22
22901	Valle de Hecho	Bovinos	Vacas	22
22901	Valle de Hecho	Caprinos	Cabras madres y chivas de reposición	13
22901	Valle de Hecho	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	12
22901	Valle de Hecho	Conejas madres	Conejas madres	5
22901	Valle de Hecho	Equinos	Equinos (caballos, mulas y asnos)	3
22901	Valle de Hecho	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	11
22901	Valle de Hecho	Ovinos	Ovejas madres y corderas para reposición	18
22901	Valle de Hecho	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22902	Puente la Reina de Jaca	Aves	Gallinas ponedoras	6
22902	Puente la Reina de Jaca	Aves	Pollos de carne	2
22902	Puente la Reina de Jaca	Bovinos	Bovinos de menos de un año	1
22902	Puente la Reina de Jaca	Bovinos	Otros bovinos de dos años o más	1
22902	Puente la Reina de Jaca	Bovinos	Vacas	1
22902	Puente la Reina de Jaca	Caprinos	Cabras madres y chivas de reposición	3
22902	Puente la Reina de Jaca	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
22902	Puente la Reina de Jaca	Conejas madres	Conejas madres	5
22902	Puente la Reina de Jaca	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	13
22902	Puente la Reina de Jaca	Ovinos	Ovejas madres y corderas para reposición	15
22902	Puente la Reina de Jaca	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22902	Puente la Reina de Jaca	Porcinos	Lechones de menos de 20 kg	1
22902	Puente la Reina de Jaca	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22903	San Miguel del Cinca	Aves	Gallinas ponedoras	3
22903	San Miguel del Cinca	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22903	San Miguel del Cinca	Aves	Pollos de carne	6
22903	San Miguel del Cinca	Bovinos	Bovinos de entre uno y dos años	2
22903	San Miguel del Cinca	Bovinos	Bovinos de menos de un año	6
22903	San Miguel del Cinca	Bovinos	Otros bovinos de dos años o más	1
22903	San Miguel del Cinca	Bovinos	Vacas	2
22903	San Miguel del Cinca	Caprinos	Cabras madres y chivas de reposición	6
22903	San Miguel del Cinca	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22903	San Miguel del Cinca	Conejas madres	Conejas madres	1
22903	San Miguel del Cinca	Equinos	Equinos (caballos, mulas y asnos)	2
22903	San Miguel del Cinca	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22903	San Miguel del Cinca	Ovinos	Ovejas madres y corderas para reposición	7
22903	San Miguel del Cinca	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	5
22903	San Miguel del Cinca	Porcinos	Lechones de menos de 20 kg	6
22903	San Miguel del Cinca	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	22
22904	Sotonera (La)	Aves	Gallinas ponedoras	9
22904	Sotonera (La)	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22904	Sotonera (La)	Aves	Pollos de carne	2
22904	Sotonera (La)	Bovinos	Bovinos de menos de un año	2
22904	Sotonera (La)	Bovinos	Otros bovinos de dos años o más	1
22904	Sotonera (La)	Bovinos	Vacas	2
22904	Sotonera (La)	Caprinos	Cabras madres y chivas de reposición	6
22904	Sotonera (La)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	5
22904	Sotonera (La)	Colmenas	Colmenas	2
22904	Sotonera (La)	Conejas madres	Conejas madres	4
22904	Sotonera (La)	Equinos	Equinos (caballos, mulas y asnos)	1
22904	Sotonera (La)	Otros animales no de compañía	Otros animales no de compañía	2
22904	Sotonera (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	9
22904	Sotonera (La)	Ovinos	Ovejas madres y corderas para reposición	11
22904	Sotonera (La)	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22904	Sotonera (La)	Porcinos	Lechones de menos de 20 kg	3
22904	Sotonera (La)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	6
22905	Lupiñén-Ortilla	Aves	Gallinas ponedoras	1
22905	Lupiñén-Ortilla	Aves	Pollos de carne	3
22905	Lupiñén-Ortilla	Bovinos	Bovinos de menos de un año	1
