Municipio código	Municipio nombre	Explotaciones	Cursos jefe explotación
50288	Villanueva de Gállego	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50288	Villanueva de Gállego	86	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50289	Villanueva de Jiloca	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50290	Villanueva de Huerva	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50290	Villanueva de Huerva	85	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50291	Villar de los Navarros	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50291	Villar de los Navarros	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50292	Villarreal de Huerva	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50292	Villarreal de Huerva	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50293	Villarroya de la Sierra	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50293	Villarroya de la Sierra	124	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50294	Villarroya del Campo	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50294	Villarroya del Campo	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50295	Vistabella	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50296	Zaida (La)	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50296	Zaida (La)	32	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50297	Zaragoza	71	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50297	Zaragoza	850	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50298	Zuera	54	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50298	Zuera	312	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50901	Biel	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50901	Biel	24	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50902	Marracos	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50902	Marracos	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50903	Villamayor de Gállego	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50903	Villamayor de Gállego	164	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
