Municipio código	Municipio nombre	Tipo nacionalidad	Continente nacionalidad	Area nacionalidad, código	Area nacionalidad, nombre	Personas
50014	Alcalá de Moncayo	Nacionalidad española	Europa	01	UE-15	127
50015	Alconchel de Ariza	Nacionalidad española	Europa	01	UE-15	126
50016	Aldehuela de Liestos	Nacionalidad española	Europa	01	UE-15	37
50017	Alfajarín	Nacionalidad española	Europa	01	UE-15	1540
50017	Alfajarín	Nacionalidad extranjera	Europa	01	UE-15	1
50017	Alfajarín	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50017	Alfajarín	Nacionalidad extranjera	África	04	Resto de África	1
50017	Alfajarín	Nacionalidad extranjera	América	06	Resto de América	4
50018	Alfamén	Nacionalidad española	Europa	01	UE-15	1237
50018	Alfamén	Nacionalidad extranjera	Europa	01	UE-15	5
50018	Alfamén	Nacionalidad extranjera	Europa	02	Resto de Europa	48
50018	Alfamén	Nacionalidad extranjera	África	03	Magreb	16
50018	Alfamén	Nacionalidad extranjera	África	04	Resto de África	93
50018	Alfamén	Nacionalidad extranjera	América	06	Resto de América	3
50019	Alforque	Nacionalidad española	Europa	01	UE-15	82
50020	Alhama de Aragón	Nacionalidad española	Europa	01	UE-15	1110
50020	Alhama de Aragón	Nacionalidad extranjera	Europa	01	UE-15	4
50020	Alhama de Aragón	Nacionalidad extranjera	África	03	Magreb	7
50020	Alhama de Aragón	Nacionalidad extranjera	América	06	Resto de América	24
50021	Almochuel	Nacionalidad española	Europa	01	UE-15	50
50022	Almolda (La)	Nacionalidad española	Europa	01	UE-15	672
50022	Almolda (La)	Nacionalidad extranjera	Europa	01	UE-15	1
50023	Almonacid de la Cuba	Nacionalidad española	Europa	01	UE-15	325
50024	Almonacid de la Sierra	Nacionalidad española	Europa	01	UE-15	840
50024	Almonacid de la Sierra	Nacionalidad extranjera	Europa	02	Resto de Europa	11
50024	Almonacid de la Sierra	Nacionalidad extranjera	África	03	Magreb	29
50024	Almonacid de la Sierra	Nacionalidad extranjera	América	06	Resto de América	1
50025	Almunia de Doña Godina (La)	Nacionalidad española	Europa	01	UE-15	5286
50025	Almunia de Doña Godina (La)	Nacionalidad extranjera	Europa	01	UE-15	10
50025	Almunia de Doña Godina (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	162
50025	Almunia de Doña Godina (La)	Nacionalidad extranjera	África	03	Magreb	203
50025	Almunia de Doña Godina (La)	Nacionalidad extranjera	África	04	Resto de África	1
50025	Almunia de Doña Godina (La)	Nacionalidad extranjera	América	06	Resto de América	53
50026	Alpartir	Nacionalidad española	Europa	01	UE-15	594
50026	Alpartir	Nacionalidad extranjera	Europa	01	UE-15	2
50026	Alpartir	Nacionalidad extranjera	África	03	Magreb	12
50026	Alpartir	Nacionalidad extranjera	América	06	Resto de América	1
50027	Ambel	Nacionalidad española	Europa	01	UE-15	338
50027	Ambel	Nacionalidad extranjera	Europa	01	UE-15	1
50028	Anento	Nacionalidad española	Europa	01	UE-15	111
50028	Anento	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50028	Anento	Nacionalidad extranjera	África	03	Magreb	1
50028	Anento	Nacionalidad extranjera	América	06	Resto de América	1
50029	Aniñón	Nacionalidad española	Europa	01	UE-15	855
50030	Añón de Moncayo	Nacionalidad española	Europa	01	UE-15	283
50030	Añón de Moncayo	Nacionalidad extranjera	Europa	01	UE-15	1
50030	Añón de Moncayo	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50030	Añón de Moncayo	Nacionalidad extranjera	África	04	Resto de África	2
50031	Aranda de Moncayo	Nacionalidad española	Europa	01	UE-15	227
50031	Aranda de Moncayo	Nacionalidad extranjera	América	06	Resto de América	2
50032	Arándiga	Nacionalidad española	Europa	01	UE-15	464
50032	Arándiga	Nacionalidad extranjera	Europa	01	UE-15	1
50032	Arándiga	Nacionalidad extranjera	América	06	Resto de América	1
50033	Ardisa	Nacionalidad española	Europa	01	UE-15	74
50034	Ariza	Nacionalidad española	Europa	01	UE-15	1148
50034	Ariza	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50034	Ariza	Nacionalidad extranjera	África	03	Magreb	81
50034	Ariza	Nacionalidad extranjera	América	06	Resto de América	4
50035	Artieda	Nacionalidad española	Europa	01	UE-15	103
50036	Asín	Nacionalidad española	Europa	01	UE-15	99
50036	Asín	Nacionalidad extranjera	América	06	Resto de América	1
50037	Atea	Nacionalidad española	Europa	01	UE-15	205
50037	Atea	Nacionalidad extranjera	Europa	01	UE-15	1
50038	Ateca	Nacionalidad española	Europa	01	UE-15	1974
50038	Ateca	Nacionalidad extranjera	Europa	02	Resto de Europa	16
50038	Ateca	Nacionalidad extranjera	África	03	Magreb	11
50038	Ateca	Nacionalidad extranjera	África	04	Resto de África	1
50038	Ateca	Nacionalidad extranjera	América	06	Resto de América	10
50039	Azuara	Nacionalidad española	Europa	01	UE-15	658
50039	Azuara	Nacionalidad extranjera	África	03	Magreb	1
50039	Azuara	Nacionalidad extranjera	América	06	Resto de América	8
50040	Badules	Nacionalidad española	Europa	01	UE-15	112
50041	Bagüés	Nacionalidad española	Europa	01	UE-15	38
50041	Bagüés	Nacionalidad extranjera	Europa	01	UE-15	1
50042	Balconchán	Nacionalidad española	Europa	01	UE-15	28
50043	Bárboles	Nacionalidad española	Europa	01	UE-15	308
50043	Bárboles	Nacionalidad extranjera	Europa	01	UE-15	3
50043	Bárboles	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50044	Bardallur	Nacionalidad española	Europa	01	UE-15	283
50044	Bardallur	Nacionalidad extranjera	América	06	Resto de América	1
50045	Belchite	Nacionalidad española	Europa	01	UE-15	1589
50045	Belchite	Nacionalidad extranjera	Europa	01	UE-15	5
50045	Belchite	Nacionalidad extranjera	Europa	02	Resto de Europa	17
50045	Belchite	Nacionalidad extranjera	América	06	Resto de América	1
50046	Belmonte de Gracián	Nacionalidad española	Europa	01	UE-15	246
50047	Berdejo	Nacionalidad española	Europa	01	UE-15	53
50048	Berrueco	Nacionalidad española	Europa	01	UE-15	37
50050	Bijuesca	Nacionalidad española	Europa	01	UE-15	131
50050	Bijuesca	Nacionalidad extranjera	América	06	Resto de América	2
50051	Biota	Nacionalidad española	Europa	01	UE-15	1193
50051	Biota	Nacionalidad extranjera	Europa	01	UE-15	1
50051	Biota	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50051	Biota	Nacionalidad extranjera	África	03	Magreb	1
50051	Biota	Nacionalidad extranjera	América	06	Resto de América	2
50052	Bisimbre	Nacionalidad española	Europa	01	UE-15	120
50052	Bisimbre	Nacionalidad extranjera	Europa	01	UE-15	3
50052	Bisimbre	Nacionalidad extranjera	América	06	Resto de América	1
50053	Boquiñeni	Nacionalidad española	Europa	01	UE-15	950
50053	Boquiñeni	Nacionalidad extranjera	Europa	01	UE-15	2
50053	Boquiñeni	Nacionalidad extranjera	Europa	02	Resto de Europa	30
50053	Boquiñeni	Nacionalidad extranjera	África	03	Magreb	4
50053	Boquiñeni	Nacionalidad extranjera	América	06	Resto de América	4
50054	Bordalba	Nacionalidad española	Europa	01	UE-15	82
50055	Borja	Nacionalidad española	Europa	01	UE-15	4217
50055	Borja	Nacionalidad extranjera	Europa	01	UE-15	18
50055	Borja	Nacionalidad extranjera	Europa	02	Resto de Europa	7
50055	Borja	Nacionalidad extranjera	África	03	Magreb	20
50055	Borja	Nacionalidad extranjera	América	06	Resto de América	33
50056	Botorrita	Nacionalidad española	Europa	01	UE-15	473
50056	Botorrita	Nacionalidad extranjera	Europa	01	UE-15	4
50056	Botorrita	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50056	Botorrita	Nacionalidad extranjera	África	03	Magreb	1
50056	Botorrita	Nacionalidad extranjera	África	04	Resto de África	1
50056	Botorrita	Nacionalidad extranjera	América	06	Resto de América	2
50057	Brea de Aragón	Nacionalidad española	Europa	01	UE-15	1949
50057	Brea de Aragón	Nacionalidad extranjera	Europa	01	UE-15	1
50057	Brea de Aragón	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50057	Brea de Aragón	Nacionalidad extranjera	África	03	Magreb	33
50057	Brea de Aragón	Nacionalidad extranjera	América	05	América del Norte	1
50057	Brea de Aragón	Nacionalidad extranjera	América	06	Resto de América	12
50058	Bubierca	Nacionalidad española	Europa	01	UE-15	97
50059	Bujaraloz	Nacionalidad española	Europa	01	UE-15	1011
50059	Bujaraloz	Nacionalidad extranjera	Europa	01	UE-15	1
50059	Bujaraloz	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50059	Bujaraloz	Nacionalidad extranjera	África	03	Magreb	4
50059	Bujaraloz	Nacionalidad extranjera	América	06	Resto de América	1
50060	Bulbuente	Nacionalidad española	Europa	01	UE-15	241
50060	Bulbuente	Nacionalidad extranjera	América	06	Resto de América	5
50061	Bureta	Nacionalidad española	Europa	01	UE-15	309
50061	Bureta	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50062	Burgo de Ebro (El)	Nacionalidad española	Europa	01	UE-15	1577
50062	Burgo de Ebro (El)	Nacionalidad extranjera	Europa	01	UE-15	11
50062	Burgo de Ebro (El)	Nacionalidad extranjera	Europa	02	Resto de Europa	13
50062	Burgo de Ebro (El)	Nacionalidad extranjera	África	03	Magreb	13
50062	Burgo de Ebro (El)	Nacionalidad extranjera	África	04	Resto de África	1
50062	Burgo de Ebro (El)	Nacionalidad extranjera	América	05	América del Norte	1
50062	Burgo de Ebro (El)	Nacionalidad extranjera	América	06	Resto de América	12
50063	Buste (El)	Nacionalidad española	Europa	01	UE-15	104
50064	Cabañas de Ebro	Nacionalidad española	Europa	01	UE-15	541
50064	Cabañas de Ebro	Nacionalidad extranjera	Europa	01	UE-15	1
50064	Cabañas de Ebro	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50064	Cabañas de Ebro	Nacionalidad extranjera	África	03	Magreb	1
50065	Cabolafuente	Nacionalidad española	Europa	01	UE-15	54
50066	Cadrete	Nacionalidad española	Europa	01	UE-15	1765
50066	Cadrete	Nacionalidad extranjera	Europa	01	UE-15	7
50066	Cadrete	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50066	Cadrete	Nacionalidad extranjera	África	03	Magreb	2
50066	Cadrete	Nacionalidad extranjera	América	06	Resto de América	5
50066	Cadrete	Nacionalidad extranjera	Asia	07	Asia	1
50067	Calatayud	Nacionalidad española	Europa	01	UE-15	17004
50067	Calatayud	Nacionalidad extranjera	Europa	01	UE-15	43
50067	Calatayud	Nacionalidad extranjera	Europa	02	Resto de Europa	737
50067	Calatayud	Nacionalidad extranjera	África	03	Magreb	116
50067	Calatayud	Nacionalidad extranjera	América	05	América del Norte	5
50067	Calatayud	Nacionalidad extranjera	América	06	Resto de América	103
50067	Calatayud	Nacionalidad extranjera	Asia	07	Asia	11
50068	Calatorao	Nacionalidad española	Europa	01	UE-15	2702
50068	Calatorao	Nacionalidad extranjera	Europa	01	UE-15	2
50068	Calatorao	Nacionalidad extranjera	Europa	02	Resto de Europa	97
50068	Calatorao	Nacionalidad extranjera	África	03	Magreb	40
50068	Calatorao	Nacionalidad extranjera	África	04	Resto de África	1
50068	Calatorao	Nacionalidad extranjera	América	05	América del Norte	2
50068	Calatorao	Nacionalidad extranjera	América	06	Resto de América	8
50069	Calcena	Nacionalidad española	Europa	01	UE-15	97
50069	Calcena	Nacionalidad extranjera	Europa	01	UE-15	2
50070	Calmarza	Nacionalidad española	Europa	01	UE-15	87
50071	Campillo de Aragón	Nacionalidad española	Europa	01	UE-15	182
50072	Carenas	Nacionalidad española	Europa	01	UE-15	197
50073	Cariñena	Nacionalidad española	Europa	01	UE-15	2748
50073	Cariñena	Nacionalidad extranjera	Europa	01	UE-15	17
50073	Cariñena	Nacionalidad extranjera	Europa	02	Resto de Europa	259
50073	Cariñena	Nacionalidad extranjera	África	03	Magreb	127
50073	Cariñena	Nacionalidad extranjera	África	04	Resto de África	11
50073	Cariñena	Nacionalidad extranjera	América	06	Resto de América	33
50073	Cariñena	Nacionalidad extranjera	Asia	07	Asia	1
50074	Caspe	Nacionalidad española	Europa	01	UE-15	7716
50074	Caspe	Nacionalidad extranjera	Europa	01	UE-15	15
50074	Caspe	Nacionalidad extranjera	Europa	02	Resto de Europa	10
50074	Caspe	Nacionalidad extranjera	África	03	Magreb	118
50074	Caspe	Nacionalidad extranjera	África	04	Resto de África	5
50074	Caspe	Nacionalidad extranjera	América	06	Resto de América	32
50075	Castejón de Alarba	Nacionalidad española	Europa	01	UE-15	103
50076	Castejón de las Armas	Nacionalidad española	Europa	01	UE-15	117
50077	Castejón de Valdejasa	Nacionalidad española	Europa	01	UE-15	323
50077	Castejón de Valdejasa	Nacionalidad extranjera	América	06	Resto de América	1
50078	Castiliscar	Nacionalidad española	Europa	01	UE-15	397
50078	Castiliscar	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50078	Castiliscar	Nacionalidad extranjera	África	03	Magreb	5
50079	Cervera de la Cañada	Nacionalidad española	Europa	01	UE-15	332
50080	Cerveruela	Nacionalidad española	Europa	01	UE-15	25
50081	Cetina	Nacionalidad española	Europa	01	UE-15	715
50081	Cetina	Nacionalidad extranjera	América	06	Resto de América	24
50082	Cimballa	Nacionalidad española	Europa	01	UE-15	140
50082	Cimballa	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50082	Cimballa	Nacionalidad extranjera	América	06	Resto de América	1
50083	Cinco Olivas	Nacionalidad española	Europa	01	UE-15	132
50084	Clarés de Ribota	Nacionalidad española	Europa	01	UE-15	110
50084	Clarés de Ribota	Nacionalidad extranjera	América	06	Resto de América	1
50085	Codo	Nacionalidad española	Europa	01	UE-15	259
50086	Codos	Nacionalidad española	Europa	01	UE-15	276
50086	Codos	Nacionalidad extranjera	América	06	Resto de América	3
50087	Contamina	Nacionalidad española	Europa	01	UE-15	49
50087	Contamina	Nacionalidad extranjera	Europa	01	UE-15	2
50087	Contamina	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50088	Cosuenda	Nacionalidad española	Europa	01	UE-15	393
50088	Cosuenda	Nacionalidad extranjera	Europa	01	UE-15	1
50088	Cosuenda	Nacionalidad extranjera	Europa	02	Resto de Europa	12
50088	Cosuenda	Nacionalidad extranjera	África	03	Magreb	1
50088	Cosuenda	Nacionalidad extranjera	América	06	Resto de América	3
50089	Cuarte de Huerva	Nacionalidad española	Europa	01	UE-15	1874
50089	Cuarte de Huerva	Nacionalidad extranjera	Europa	01	UE-15	2
50089	Cuarte de Huerva	Nacionalidad extranjera	Europa	02	Resto de Europa	16
50089	Cuarte de Huerva	Nacionalidad extranjera	África	03	Magreb	4
50089	Cuarte de Huerva	Nacionalidad extranjera	América	06	Resto de América	25
50089	Cuarte de Huerva	Nacionalidad extranjera	Asia	07	Asia	1
50090	Cubel	Nacionalidad española	Europa	01	UE-15	210
50091	Cuerlas (Las)	Nacionalidad española	Europa	01	UE-15	90
50092	Chiprana	Nacionalidad española	Europa	01	UE-15	378
50092	Chiprana	Nacionalidad extranjera	Europa	01	UE-15	1
50092	Chiprana	Nacionalidad extranjera	África	03	Magreb	17
50092	Chiprana	Nacionalidad extranjera	África	04	Resto de África	2
50092	Chiprana	Nacionalidad extranjera	Asia	07	Asia	5
50093	Chodes	Nacionalidad española	Europa	01	UE-15	117
50094	Daroca	Nacionalidad española	Europa	01	UE-15	2202
50094	Daroca	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50094	Daroca	Nacionalidad extranjera	América	06	Resto de América	9
50095	Ejea de los Caballeros	Nacionalidad española	Europa	01	UE-15	15216
50095	Ejea de los Caballeros	Nacionalidad extranjera	Europa	01	UE-15	17
50095	Ejea de los Caballeros	Nacionalidad extranjera	Europa	02	Resto de Europa	146
50095	Ejea de los Caballeros	Nacionalidad extranjera	África	03	Magreb	547
50095	Ejea de los Caballeros	Nacionalidad extranjera	África	04	Resto de África	45
50095	Ejea de los Caballeros	Nacionalidad extranjera	América	05	América del Norte	5
50095	Ejea de los Caballeros	Nacionalidad extranjera	América	06	Resto de América	72
50096	Embid de Ariza	Nacionalidad española	Europa	01	UE-15	70
50098	Encinacorba	Nacionalidad española	Europa	01	UE-15	270
50098	Encinacorba	Nacionalidad extranjera	Europa	02	Resto de Europa	26
50098	Encinacorba	Nacionalidad extranjera	África	03	Magreb	2
50098	Encinacorba	Nacionalidad extranjera	América	06	Resto de América	2
50099	Épila	Nacionalidad española	Europa	01	UE-15	3942
50099	Épila	Nacionalidad extranjera	Europa	01	UE-15	11
50099	Épila	Nacionalidad extranjera	Europa	02	Resto de Europa	10
50099	Épila	Nacionalidad extranjera	África	03	Magreb	59
50099	Épila	Nacionalidad extranjera	África	04	Resto de África	20
50099	Épila	Nacionalidad extranjera	América	06	Resto de América	44
50099	Épila	Nacionalidad extranjera	Asia	07	Asia	1
50100	Erla	Nacionalidad española	Europa	01	UE-15	450
50100	Erla	Nacionalidad extranjera	América	06	Resto de América	1
50101	Escatrón	Nacionalidad española	Europa	01	UE-15	1107
50101	Escatrón	Nacionalidad extranjera	Europa	01	UE-15	1
50101	Escatrón	Nacionalidad extranjera	América	05	América del Norte	1
50101	Escatrón	Nacionalidad extranjera	América	06	Resto de América	2
50102	Fabara	Nacionalidad española	Europa	01	UE-15	1190
50102	Fabara	Nacionalidad extranjera	Europa	01	UE-15	1
50102	Fabara	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50102	Fabara	Nacionalidad extranjera	África	03	Magreb	4
50102	Fabara	Nacionalidad extranjera	África	04	Resto de África	6
50102	Fabara	Nacionalidad extranjera	Asia	07	Asia	26
50104	Farlete	Nacionalidad española	Europa	01	UE-15	436
50104	Farlete	Nacionalidad extranjera	Europa	01	UE-15	2
50104	Farlete	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50104	Farlete	Nacionalidad extranjera	África	03	Magreb	1
50104	Farlete	Nacionalidad extranjera	América	06	Resto de América	4
50105	Fayón	Nacionalidad española	Europa	01	UE-15	390
50105	Fayón	Nacionalidad extranjera	Europa	01	UE-15	4
50105	Fayón	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50106	Fayos (Los)	Nacionalidad española	Europa	01	UE-15	173
50106	Fayos (Los)	Nacionalidad extranjera	América	06	Resto de América	1
50107	Figueruelas	Nacionalidad española	Europa	01	UE-15	1041
50107	Figueruelas	Nacionalidad extranjera	Europa	01	UE-15	2
50107	Figueruelas	Nacionalidad extranjera	Europa	02	Resto de Europa	3
50107	Figueruelas	Nacionalidad extranjera	África	03	Magreb	8
50107	Figueruelas	Nacionalidad extranjera	América	06	Resto de América	4
50108	Fombuena	Nacionalidad española	Europa	01	UE-15	15
50109	Frago (El)	Nacionalidad española	Europa	01	UE-15	132
50110	Frasno (El)	Nacionalidad española	Europa	01	UE-15	534
50110	Frasno (El)	Nacionalidad extranjera	Europa	02	Resto de Europa	6
50110	Frasno (El)	Nacionalidad extranjera	África	03	Magreb	6
50110	Frasno (El)	Nacionalidad extranjera	América	06	Resto de América	1
50111	Fréscano	Nacionalidad española	Europa	01	UE-15	248
50113	Fuendejalón	Nacionalidad española	Europa	01	UE-15	847
50113	Fuendejalón	Nacionalidad extranjera	Europa	02	Resto de Europa	17
50113	Fuendejalón	Nacionalidad extranjera	África	03	Magreb	3
50113	Fuendejalón	Nacionalidad extranjera	América	06	Resto de América	4
50114	Fuendetodos	Nacionalidad española	Europa	01	UE-15	176
50115	Fuentes de Ebro	Nacionalidad española	Europa	01	UE-15	3678
50115	Fuentes de Ebro	Nacionalidad extranjera	Europa	01	UE-15	7
50115	Fuentes de Ebro	Nacionalidad extranjera	Europa	02	Resto de Europa	37
50115	Fuentes de Ebro	Nacionalidad extranjera	África	03	Magreb	139
50115	Fuentes de Ebro	Nacionalidad extranjera	América	06	Resto de América	25
50115	Fuentes de Ebro	Nacionalidad extranjera	Asia	07	Asia	1
50116	Fuentes de Jiloca	Nacionalidad española	Europa	01	UE-15	324
50116	Fuentes de Jiloca	Nacionalidad extranjera	Europa	01	UE-15	1
50116	Fuentes de Jiloca	Nacionalidad extranjera	América	06	Resto de América	1
50117	Gallocanta	Nacionalidad española	Europa	01	UE-15	148
50117	Gallocanta	Nacionalidad extranjera	África	03	Magreb	3
50117	Gallocanta	Nacionalidad extranjera	América	06	Resto de América	6
50118	Gallur	Nacionalidad española	Europa	01	UE-15	2795
50118	Gallur	Nacionalidad extranjera	Europa	01	UE-15	11
50118	Gallur	Nacionalidad extranjera	Europa	02	Resto de Europa	22
50118	Gallur	Nacionalidad extranjera	África	03	Magreb	66
50118	Gallur	Nacionalidad extranjera	África	04	Resto de África	1
50118	Gallur	Nacionalidad extranjera	América	05	América del Norte	1
50118	Gallur	Nacionalidad extranjera	América	06	Resto de América	4
50119	Gelsa	Nacionalidad española	Europa	01	UE-15	1214
50119	Gelsa	Nacionalidad extranjera	Europa	01	UE-15	1
50119	Gelsa	Nacionalidad extranjera	África	03	Magreb	3
50119	Gelsa	Nacionalidad extranjera	América	06	Resto de América	2
50120	Godojos	Nacionalidad española	Europa	01	UE-15	75
50121	Gotor	Nacionalidad española	Europa	01	UE-15	373
50121	Gotor	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50121	Gotor	Nacionalidad extranjera	África	03	Magreb	25
50121	Gotor	Nacionalidad extranjera	América	06	Resto de América	1
50122	Grisel	Nacionalidad española	Europa	01	UE-15	55
50123	Grisén	Nacionalidad española	Europa	01	UE-15	458
50123	Grisén	Nacionalidad extranjera	Europa	01	UE-15	2
50123	Grisén	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50123	Grisén	Nacionalidad extranjera	África	03	Magreb	9
50124	Herrera de los Navarros	Nacionalidad española	Europa	01	UE-15	596
50124	Herrera de los Navarros	Nacionalidad extranjera	América	06	Resto de América	3
50125	Ibdes	Nacionalidad española	Europa	01	UE-15	521
50125	Ibdes	Nacionalidad extranjera	Europa	01	UE-15	1
50125	Ibdes	Nacionalidad extranjera	América	06	Resto de América	1
50126	Illueca	Nacionalidad española	Europa	01	UE-15	3188
50126	Illueca	Nacionalidad extranjera	Europa	02	Resto de Europa	30
50126	Illueca	Nacionalidad extranjera	África	03	Magreb	27
50126	Illueca	Nacionalidad extranjera	América	06	Resto de América	39
50128	Isuerre	Nacionalidad española	Europa	01	UE-15	55
50128	Isuerre	Nacionalidad extranjera	América	06	Resto de América	2
50129	Jaraba	Nacionalidad española	Europa	01	UE-15	303
50129	Jaraba	Nacionalidad extranjera	Europa	02	Resto de Europa	4
50129	Jaraba	Nacionalidad extranjera	América	06	Resto de América	9
50130	Jarque	Nacionalidad española	Europa	01	UE-15	522
50130	Jarque	Nacionalidad extranjera	Europa	02	Resto de Europa	8
50130	Jarque	Nacionalidad extranjera	África	03	Magreb	11
50131	Jaulín	Nacionalidad española	Europa	01	UE-15	290
50131	Jaulín	Nacionalidad extranjera	África	04	Resto de África	1
50131	Jaulín	Nacionalidad extranjera	América	06	Resto de América	1
50132	Joyosa (La)	Nacionalidad española	Europa	01	UE-15	416
50132	Joyosa (La)	Nacionalidad extranjera	Europa	01	UE-15	2
50132	Joyosa (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50132	Joyosa (La)	Nacionalidad extranjera	África	03	Magreb	1
50132	Joyosa (La)	Nacionalidad extranjera	África	04	Resto de África	1
50132	Joyosa (La)	Nacionalidad extranjera	América	06	Resto de América	6
50132	Joyosa (La)	Nacionalidad extranjera	Asia	07	Asia	2
50133	Lagata	Nacionalidad española	Europa	01	UE-15	157
50134	Langa del Castillo	Nacionalidad española	Europa	01	UE-15	177
50135	Layana	Nacionalidad española	Europa	01	UE-15	132
50135	Layana	Nacionalidad extranjera	Europa	02	Resto de Europa	5
50136	Lécera	Nacionalidad española	Europa	01	UE-15	795
50136	Lécera	Nacionalidad extranjera	Europa	01	UE-15	2
50136	Lécera	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50136	Lécera	Nacionalidad extranjera	África	03	Magreb	15
50136	Lécera	Nacionalidad extranjera	América	06	Resto de América	3
50137	Leciñena	Nacionalidad española	Europa	01	UE-15	1282
50137	Leciñena	Nacionalidad extranjera	Europa	01	UE-15	1
50137	Leciñena	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50137	Leciñena	Nacionalidad extranjera	África	03	Magreb	5
50137	Leciñena	Nacionalidad extranjera	América	06	Resto de América	3
50138	Lechón	Nacionalidad española	Europa	01	UE-15	59
50139	Letux	Nacionalidad española	Europa	01	UE-15	462
50139	Letux	Nacionalidad extranjera	África	03	Magreb	1
50140	Litago	Nacionalidad española	Europa	01	UE-15	171
50140	Litago	Nacionalidad extranjera	América	06	Resto de América	1
50141	Lituénigo	Nacionalidad española	Europa	01	UE-15	116
50142	Lobera de Onsella	Nacionalidad española	Europa	01	UE-15	54
50143	Longares	Nacionalidad española	Europa	01	UE-15	801
50143	Longares	Nacionalidad extranjera	Europa	02	Resto de Europa	16
50143	Longares	Nacionalidad extranjera	África	03	Magreb	7
50143	Longares	Nacionalidad extranjera	África	04	Resto de África	76
50143	Longares	Nacionalidad extranjera	América	06	Resto de América	11
50144	Longás	Nacionalidad española	Europa	01	UE-15	44
50146	Lucena de Jalón	Nacionalidad española	Europa	01	UE-15	233
50146	Lucena de Jalón	Nacionalidad extranjera	Europa	01	UE-15	2
50147	Luceni	Nacionalidad española	Europa	01	UE-15	1003
50147	Luceni	Nacionalidad extranjera	Europa	01	UE-15	5
50147	Luceni	Nacionalidad extranjera	África	03	Magreb	16
50147	Luceni	Nacionalidad extranjera	América	06	Resto de América	10
50148	Luesia	Nacionalidad española	Europa	01	UE-15	410
50148	Luesia	Nacionalidad extranjera	África	03	Magreb	1
50148	Luesia	Nacionalidad extranjera	América	06	Resto de América	2
50149	Luesma	Nacionalidad española	Europa	01	UE-15	32
50150	Lumpiaque	Nacionalidad española	Europa	01	UE-15	899
50150	Lumpiaque	Nacionalidad extranjera	Europa	02	Resto de Europa	16
50150	Lumpiaque	Nacionalidad extranjera	América	06	Resto de América	2
50151	Luna	Nacionalidad española	Europa	01	UE-15	892
50151	Luna	Nacionalidad extranjera	Europa	01	UE-15	3
50151	Luna	Nacionalidad extranjera	América	05	América del Norte	1
50151	Luna	Nacionalidad extranjera	América	06	Resto de América	1
50152	Maella	Nacionalidad española	Europa	01	UE-15	1988
50152	Maella	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50152	Maella	Nacionalidad extranjera	África	03	Magreb	10
50152	Maella	Nacionalidad extranjera	América	06	Resto de América	8
50152	Maella	Nacionalidad extranjera	Asia	07	Asia	48
50153	Magallón	Nacionalidad española	Europa	01	UE-15	1164
50153	Magallón	Nacionalidad extranjera	Europa	02	Resto de Europa	8
50153	Magallón	Nacionalidad extranjera	África	03	Magreb	3
50153	Magallón	Nacionalidad extranjera	América	06	Resto de América	2
50154	Mainar	Nacionalidad española	Europa	01	UE-15	169
50154	Mainar	Nacionalidad extranjera	Europa	01	UE-15	1
50155	Malanquilla	Nacionalidad española	Europa	01	UE-15	145
50155	Malanquilla	Nacionalidad extranjera	América	06	Resto de América	5
50156	Maleján	Nacionalidad española	Europa	01	UE-15	288
50156	Maleján	Nacionalidad extranjera	Europa	01	UE-15	1
50156	Maleján	Nacionalidad extranjera	Europa	02	Resto de Europa	1
50156	Maleján	Nacionalidad extranjera	África	03	Magreb	4
50157	Malón	Nacionalidad española	Europa	01	UE-15	428
50157	Malón	Nacionalidad extranjera	Europa	01	UE-15	1
50157	Malón	Nacionalidad extranjera	América	06	Resto de América	7
50159	Maluenda	Nacionalidad española	Europa	01	UE-15	950
50159	Maluenda	Nacionalidad extranjera	Europa	02	Resto de Europa	38
50159	Maluenda	Nacionalidad extranjera	África	03	Magreb	5
50160	Mallén	Nacionalidad española	Europa	01	UE-15	2852
50160	Mallén	Nacionalidad extranjera	Europa	01	UE-15	7
