Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre	Comarca Código
2008	1	55	Hostelería	10	Los Monegros	10
2008	1	80	Educación	10	Los Monegros	10
2008	1	75	Administración pública, defensa y seguridad social obligatoria	14	Aranda	14
2008	1	26	Fabricación de otros productos minerales no metálicos	22	Campo de Belchite	22
2008	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	22	Campo de Belchite	22
2008	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	22	Campo de Belchite	22
2008	1	24	Industria química	23	Bajo Martín	23
2008	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	23	Bajo Martín	23
2008	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	23	Bajo Martín	23
2008	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín	23
2008	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	23	Bajo Martín	23
2008	1	55	Hostelería	23	Bajo Martín	23
2008	1	93	Actividades diversas de servicios personales	23	Bajo Martín	23
2008	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	24	Campo de Daroca	24
2008	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	24	Campo de Daroca	24
2008	1	64	Correos y telecomunicaciones	24	Campo de Daroca	24
2008	1	18	Industria de la confección y de la peletería	26	Cuencas Mineras	26
2008	1	26	Fabricación de otros productos minerales no metálicos	26	Cuencas Mineras	26
2008	1	45	Construcción	26	Cuencas Mineras	26
2008	1	55	Hostelería	26	Cuencas Mineras	26
2008	1	74	Otras actividades empresariales	26	Cuencas Mineras	26
2008	1	75	Administración pública, defensa y seguridad social obligatoria	26	Cuencas Mineras	26
2008	1	55	Hostelería	30	Maestrazgo	30
2008	1	45	Construcción	31	Sierra de Albarracín	31
2008	1	55	Hostelería	31	Sierra de Albarracín	31
2008	1	75	Administración pública, defensa y seguridad social obligatoria	31	Sierra de Albarracín	31
2007	1	45	Construcción	01	La Jacetania	01
2007	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2007	1	60	Transporte terrestre; transporte por tuberías	01	La Jacetania	01
2007	1	64	Correos y telecomunicaciones	01	La Jacetania	01
2007	1	80	Educación	01	La Jacetania	01
2007	1	91	Actividades asociativas	01	La Jacetania	01
2007	1	93	Actividades diversas de servicios personales	01	La Jacetania	01
2007	1	95	Hogares que emplean personal doméstico	01	La Jacetania	01
2007	1	15	Industria de productos alimenticios y bebidas	03	Sobrarbe	03
2007	1	45	Construcción	03	Sobrarbe	03
2007	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	03	Sobrarbe	03
2007	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	03	Sobrarbe	03
2007	1	64	Correos y telecomunicaciones	03	Sobrarbe	03
2007	1	74	Otras actividades empresariales	03	Sobrarbe	03
2007	1	92	Actividades recreativas, culturales y deportivas	03	Sobrarbe	03
2007	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	10	Los Monegros	10
2007	1	15	Industria de productos alimenticios y bebidas	10	Los Monegros	10
2007	1	45	Construcción	10	Los Monegros	10
2007	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2007	1	75	Administración pública, defensa y seguridad social obligatoria	10	Los Monegros	10
2007	1	91	Actividades asociativas	10	Los Monegros	10
2007	1	17	Industria textil	14	Aranda	14
2007	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	14	Aranda	14
2007	1	74	Otras actividades empresariales	14	Aranda	14
2007	1	75	Administración pública, defensa y seguridad social obligatoria	14	Aranda	14
2007	1	55	Hostelería	22	Campo de Belchite	22
2007	1	75	Administración pública, defensa y seguridad social obligatoria	22	Campo de Belchite	22
2007	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	24	Campo de Daroca	24
2007	1	55	Hostelería	24	Campo de Daroca	24
2007	1	74	Otras actividades empresariales	24	Campo de Daroca	24
2007	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	26	Cuencas Mineras	26
2007	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	26	Cuencas Mineras	26
2007	1	45	Construcción	26	Cuencas Mineras	26
2007	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	26	Cuencas Mineras	26
2007	1	41	Captación, depuración y distribución de agua	30	Maestrazgo	30
2007	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	30	Maestrazgo	30
2007	1	55	Hostelería	30	Maestrazgo	30
2007	1	75	Administración pública, defensa y seguridad social obligatoria	30	Maestrazgo	30
2007	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	31	Sierra de Albarracín	31
2007	1	45	Construcción	31	Sierra de Albarracín	31
2007	1	55	Hostelería	31	Sierra de Albarracín	31
2007	1	80	Educación	31	Sierra de Albarracín	31
2007	1	85	Actividades sanitarias y veterinarias, servicio social	31	Sierra de Albarracín	31
2007	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	32	Gúdar-Javalambre	32
2007	1	29	Industria de la construción de maquinaria y equipo mecánico	32	Gúdar-Javalambre	32
2007	1	45	Construcción	32	Gúdar-Javalambre	32
2007	1	70	Actividades inmobiliarias	32	Gúdar-Javalambre	32
2007	1	85	Actividades sanitarias y veterinarias, servicio social	32	Gúdar-Javalambre	32
2007	1	93	Actividades diversas de servicios personales	32	Gúdar-Javalambre	32
2007	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2007	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	33	Matarraña / Matarranya	33
2007	1	60	Transporte terrestre; transporte por tuberías	33	Matarraña / Matarranya	33
2007	1	75	Administración pública, defensa y seguridad social obligatoria	33	Matarraña / Matarranya	33
2006	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	03	Sobrarbe	03
2006	1	92	Actividades recreativas, culturales y deportivas	03	Sobrarbe	03
2006	1	74	Otras actividades empresariales	14	Aranda	14
2006	1	31	Fabricación de maquinaria y material eléctrico	22	Campo de Belchite	22
2006	1	75	Administración pública, defensa y seguridad social obligatoria	22	Campo de Belchite	22
2006	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	23	Bajo Martín	23
2006	1	18	Industria de la confección y de la peletería	23	Bajo Martín	23
2006	1	24	Industria química	23	Bajo Martín	23
2006	1	75	Administración pública, defensa y seguridad social obligatoria	23	Bajo Martín	23
2006	1	15	Industria de productos alimenticios y bebidas	24	Campo de Daroca	24
2006	1	45	Construcción	24	Campo de Daroca	24
2006	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	24	Campo de Daroca	24
2006	1	55	Hostelería	24	Campo de Daroca	24
2006	1	85	Actividades sanitarias y veterinarias, servicio social	24	Campo de Daroca	24
2006	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	30	Maestrazgo	30
2006	1	55	Hostelería	30	Maestrazgo	30
2006	1	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre	32
2006	1	74	Otras actividades empresariales	32	Gúdar-Javalambre	32
2006	1	45	Construcción	33	Matarraña / Matarranya	33
2006	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	33	Matarraña / Matarranya	33
2006	1	55	Hostelería	33	Matarraña / Matarranya	33
2006	1	92	Actividades recreativas, culturales y deportivas	33	Matarraña / Matarranya	33
2005	1	18	Industria de la confección y de la peletería	18	Ribera Baja del Ebro	18
2005	1	36	Fabricación de muebles; otras industrias manufactureras	18	Ribera Baja del Ebro	18
2005	1	55	Hostelería	18	Ribera Baja del Ebro	18
2005	1	75	Administración pública, defensa y seguridad social obligatoria	18	Ribera Baja del Ebro	18
2005	1	75	Administración pública, defensa y seguridad social obligatoria	22	Campo de Belchite	22
2005	1	85	Actividades sanitarias y veterinarias, servicio social	22	Campo de Belchite	22
2005	1	17	Industria textil	23	Bajo Martín	23
2005	1	75	Administración pública, defensa y seguridad social obligatoria	23	Bajo Martín	23
2005	1	75	Administración pública, defensa y seguridad social obligatoria	24	Campo de Daroca	24
2005	1	27	Metalurgia	25	Jiloca	25
2005	1	45	Construcción	25	Jiloca	25
2005	1	64	Correos y telecomunicaciones	25	Jiloca	25
2005	1	74	Otras actividades empresariales	25	Jiloca	25
2005	1	80	Educación	25	Jiloca	25
2005	1	85	Actividades sanitarias y veterinarias, servicio social	25	Jiloca	25
2005	1	92	Actividades recreativas, culturales y deportivas	25	Jiloca	25
2005	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	27	Andorra-Sierra de Arcos	27
2005	1	14	Extracción de minerales no metálicos ni energéticos	27	Andorra-Sierra de Arcos	27
2005	1	45	Construcción	27	Andorra-Sierra de Arcos	27
2005	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	30	Maestrazgo	30
2005	1	65	Intermediación financiera, excepto seguros y planes de pensiones	31	Sierra de Albarracín	31
2005	1	75	Administración pública, defensa y seguridad social obligatoria	31	Sierra de Albarracín	31
2005	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	32	Gúdar-Javalambre	32
2005	1	45	Construcción	32	Gúdar-Javalambre	32
2005	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2005	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	32	Gúdar-Javalambre	32
2005	1	74	Otras actividades empresariales	32	Gúdar-Javalambre	32
2005	1	45	Construcción	33	Matarraña / Matarranya	33
2005	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	33	Matarraña / Matarranya	33
2005	1	75	Administración pública, defensa y seguridad social obligatoria	33	Matarraña / Matarranya	33
2005	1	85	Actividades sanitarias y veterinarias, servicio social	33	Matarraña / Matarranya	33
2004	1	85	Actividades sanitarias y veterinarias, servicio social	03	Sobrarbe	03
2004	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	14	Aranda	14
2004	1	14	Extracción de minerales no metálicos ni energéticos	18	Ribera Baja del Ebro	18
2004	1	18	Industria de la confección y de la peletería	18	Ribera Baja del Ebro	18
2004	1	26	Fabricación de otros productos minerales no metálicos	18	Ribera Baja del Ebro	18
2004	1	27	Metalurgia	18	Ribera Baja del Ebro	18
2004	1	55	Hostelería	18	Ribera Baja del Ebro	18
2004	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	22	Campo de Belchite	22
2004	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	22	Campo de Belchite	22
2004	1	36	Fabricación de muebles; otras industrias manufactureras	23	Bajo Martín	23
2004	1	74	Otras actividades empresariales	23	Bajo Martín	23
2004	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	24	Campo de Daroca	24
2004	1	75	Administración pública, defensa y seguridad social obligatoria	24	Campo de Daroca	24
2004	1	27	Metalurgia	25	Jiloca	25
2004	1	85	Actividades sanitarias y veterinarias, servicio social	25	Jiloca	25
2004	1	15	Industria de productos alimenticios y bebidas	26	Cuencas Mineras	26
2004	1	18	Industria de la confección y de la peletería	26	Cuencas Mineras	26
2004	1	27	Metalurgia	26	Cuencas Mineras	26
2004	1	36	Fabricación de muebles; otras industrias manufactureras	26	Cuencas Mineras	26
2004	1	80	Educación	26	Cuencas Mineras	26
2004	1	85	Actividades sanitarias y veterinarias, servicio social	26	Cuencas Mineras	26
2004	1	55	Hostelería	30	Maestrazgo	30
2004	1	75	Administración pública, defensa y seguridad social obligatoria	30	Maestrazgo	30
2004	1	75	Administración pública, defensa y seguridad social obligatoria	32	Gúdar-Javalambre	32
2004	1	92	Actividades recreativas, culturales y deportivas	32	Gúdar-Javalambre	32
2004	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2004	1	18	Industria de la confección y de la peletería	33	Matarraña / Matarranya	33
2004	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	33	Matarraña / Matarranya	33
2004	1	55	Hostelería	33	Matarraña / Matarranya	33
2004	1	73	Investigacion y desarrollo	33	Matarraña / Matarranya	33
2004	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	99
2003	1	14	Extracción de minerales no metálicos ni energéticos	03	Sobrarbe	03
2003	1	15	Industria de productos alimenticios y bebidas	03	Sobrarbe	03
2003	1	85	Actividades sanitarias y veterinarias, servicio social	03	Sobrarbe	03
2003	1	45	Construcción	04	La Ribagorza	04
2003	1	70	Actividades inmobiliarias	04	La Ribagorza	04
2003	1	74	Otras actividades empresariales	04	La Ribagorza	04
2003	1	92	Actividades recreativas, culturales y deportivas	04	La Ribagorza	04
2003	1	93	Actividades diversas de servicios personales	04	La Ribagorza	04
2003	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	10	Los Monegros	10
2003	1	55	Hostelería	10	Los Monegros	10
2003	1	64	Correos y telecomunicaciones	10	Los Monegros	10
2003	1	75	Administración pública, defensa y seguridad social obligatoria	10	Los Monegros	10
2003	1	18	Industria de la confección y de la peletería	14	Aranda	14
2003	1	75	Administración pública, defensa y seguridad social obligatoria	14	Aranda	14
2003	1	25	Fabricacion de productos de caucho y materias plasticas	18	Ribera Baja del Ebro	18
2003	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro	18
2003	1	55	Hostelería	18	Ribera Baja del Ebro	18
2003	1	75	Administración pública, defensa y seguridad social obligatoria	18	Ribera Baja del Ebro	18
2003	1	45	Construcción	22	Campo de Belchite	22
2003	1	85	Actividades sanitarias y veterinarias, servicio social	22	Campo de Belchite	22
2003	1	45	Construcción	24	Campo de Daroca	24
2003	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	24	Campo de Daroca	24
2003	1	85	Actividades sanitarias y veterinarias, servicio social	24	Campo de Daroca	24
2003	1	18	Industria de la confección y de la peletería	25	Jiloca	25
2003	1	34	Fabricación de vehículos de motor, remolques y semirremolques	25	Jiloca	25
2003	1	45	Construcción	25	Jiloca	25
2003	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	25	Jiloca	25
2003	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	26	Cuencas Mineras	26
2003	1	10	Extracción y aglomeración de antracita, hulla, lignito y turba	27	Andorra-Sierra de Arcos	27
2003	1	15	Industria de productos alimenticios y bebidas	27	Andorra-Sierra de Arcos	27
2003	1	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2003	1	74	Otras actividades empresariales	27	Andorra-Sierra de Arcos	27
2003	1	75	Administración pública, defensa y seguridad social obligatoria	27	Andorra-Sierra de Arcos	27
2003	1	55	Hostelería	30	Maestrazgo	30
2003	1	15	Industria de productos alimenticios y bebidas	32	Gúdar-Javalambre	32
2003	1	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre	32
2003	1	45	Construcción	32	Gúdar-Javalambre	32
2003	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	32	Gúdar-Javalambre	32
2003	1	75	Administración pública, defensa y seguridad social obligatoria	32	Gúdar-Javalambre	32
2003	1	80	Educación	32	Gúdar-Javalambre	32
2003	1	92	Actividades recreativas, culturales y deportivas	32	Gúdar-Javalambre	32
2003	1	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2003	1	15	Industria de productos alimenticios y bebidas	33	Matarraña / Matarranya	33
2003	1	18	Industria de la confección y de la peletería	33	Matarraña / Matarranya	33
2003	1	75	Administración pública, defensa y seguridad social obligatoria	33	Matarraña / Matarranya	33
2003	1	15	Industria de productos alimenticios y bebidas	NC	Municipio del centro de trabajo fuera de Aragón	99
2003	1	64	Correos y telecomunicaciones	NC	Municipio del centro de trabajo fuera de Aragón	99
