Municipio código	Municipio nombre	Grupo clase explotación	Explotaciones
44029	Ariño	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44031	Azaila	b) Con tierras labradas, pastos permanentes y otras tierras	1
44031	Azaila	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44031	Azaila	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
44031	Azaila	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
44031	Azaila	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44032	Bádenas	b) Con tierras labradas, pastos permanentes y otras tierras	1
44032	Bádenas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44032	Bádenas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
44033	Báguena	a) Sin tierras	1
44033	Báguena	b) Con tierras labradas, pastos permanentes y otras tierras	9
44033	Báguena	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44033	Báguena	d) Con tierras labradas y otras tierras, y sin pastos permanentes	65
44033	Báguena	e) Con tierras labradas, sin pastos permanentes ni otras tierras	32
44033	Báguena	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44034	Bañón	b) Con tierras labradas, pastos permanentes y otras tierras	15
44034	Bañón	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
44034	Bañón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44034	Bañón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44034	Bañón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44034	Bañón	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44035	Barrachina	a) Sin tierras	1
44035	Barrachina	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44035	Barrachina	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
44035	Barrachina	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
44035	Barrachina	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44036	Bea	b) Con tierras labradas, pastos permanentes y otras tierras	1
44036	Bea	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44036	Bea	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44037	Beceite	a) Sin tierras	5
44037	Beceite	b) Con tierras labradas, pastos permanentes y otras tierras	13
44037	Beceite	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44037	Beceite	d) Con tierras labradas y otras tierras, y sin pastos permanentes	23
44037	Beceite	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
44037	Beceite	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44038	Belmonte de San José	b) Con tierras labradas, pastos permanentes y otras tierras	2
44038	Belmonte de San José	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44038	Belmonte de San José	d) Con tierras labradas y otras tierras, y sin pastos permanentes	20
44038	Belmonte de San José	e) Con tierras labradas, sin pastos permanentes ni otras tierras	24
44039	Bello	a) Sin tierras	1
44039	Bello	b) Con tierras labradas, pastos permanentes y otras tierras	8
44039	Bello	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44039	Bello	d) Con tierras labradas y otras tierras, y sin pastos permanentes	28
44039	Bello	e) Con tierras labradas, sin pastos permanentes ni otras tierras	41
44039	Bello	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44039	Bello	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44040	Berge	a) Sin tierras	1
44040	Berge	b) Con tierras labradas, pastos permanentes y otras tierras	5
44040	Berge	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44040	Berge	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
44040	Berge	e) Con tierras labradas, sin pastos permanentes ni otras tierras	30
44040	Berge	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44041	Bezas	b) Con tierras labradas, pastos permanentes y otras tierras	1
44041	Bezas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
44041	Bezas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44042	Blancas	a) Sin tierras	1
44042	Blancas	b) Con tierras labradas, pastos permanentes y otras tierras	2
44042	Blancas	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44042	Blancas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
44042	Blancas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
44042	Blancas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44043	Blesa	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44043	Blesa	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
44043	Blesa	e) Con tierras labradas, sin pastos permanentes ni otras tierras	19
44044	Bordón	a) Sin tierras	3
44044	Bordón	b) Con tierras labradas, pastos permanentes y otras tierras	5
44044	Bordón	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44044	Bordón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44044	Bordón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
44044	Bordón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44044	Bordón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
44044	Bordón	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44045	Bronchales	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44045	Bronchales	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44045	Bronchales	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
44045	Bronchales	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44046	Bueña	a) Sin tierras	1
44046	Bueña	b) Con tierras labradas, pastos permanentes y otras tierras	4
44046	Bueña	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44046	Bueña	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44046	Bueña	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
44047	Burbáguena	a) Sin tierras	1
44047	Burbáguena	b) Con tierras labradas, pastos permanentes y otras tierras	6
44047	Burbáguena	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44047	Burbáguena	d) Con tierras labradas y otras tierras, y sin pastos permanentes	19
44047	Burbáguena	e) Con tierras labradas, sin pastos permanentes ni otras tierras	30
44047	Burbáguena	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44047	Burbáguena	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
44048	Cabra de Mora	b) Con tierras labradas, pastos permanentes y otras tierras	6
44048	Cabra de Mora	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44048	Cabra de Mora	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44048	Cabra de Mora	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44049	Calaceite	a) Sin tierras	6
44049	Calaceite	b) Con tierras labradas, pastos permanentes y otras tierras	11
44049	Calaceite	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
44049	Calaceite	d) Con tierras labradas y otras tierras, y sin pastos permanentes	65
44049	Calaceite	e) Con tierras labradas, sin pastos permanentes ni otras tierras	150
44049	Calaceite	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44049	Calaceite	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44050	Calamocha	a) Sin tierras	9
44050	Calamocha	b) Con tierras labradas, pastos permanentes y otras tierras	39
44050	Calamocha	c) Con tierras labradas, pastos permanentes y sin otras tierras	39
44050	Calamocha	d) Con tierras labradas y otras tierras, y sin pastos permanentes	48
44050	Calamocha	e) Con tierras labradas, sin pastos permanentes ni otras tierras	154
44050	Calamocha	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44050	Calamocha	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44050	Calamocha	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	4
44051	Calanda	a) Sin tierras	18
44051	Calanda	b) Con tierras labradas, pastos permanentes y otras tierras	3
44051	Calanda	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
44051	Calanda	d) Con tierras labradas y otras tierras, y sin pastos permanentes	36
44051	Calanda	e) Con tierras labradas, sin pastos permanentes ni otras tierras	257
44051	Calanda	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44051	Calanda	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
44052	Calomarde	b) Con tierras labradas, pastos permanentes y otras tierras	1
44052	Calomarde	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44052	Calomarde	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
44052	Calomarde	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44053	Camañas	a) Sin tierras	2
44053	Camañas	b) Con tierras labradas, pastos permanentes y otras tierras	3
44053	Camañas	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
44053	Camañas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44053	Camañas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	21
44053	Camañas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44054	Camarena de la Sierra	a) Sin tierras	1
44054	Camarena de la Sierra	b) Con tierras labradas, pastos permanentes y otras tierras	2
44054	Camarena de la Sierra	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44054	Camarena de la Sierra	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44054	Camarena de la Sierra	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44055	Camarillas	b) Con tierras labradas, pastos permanentes y otras tierras	3
44055	Camarillas	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44055	Camarillas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44055	Camarillas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	14
44055	Camarillas	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44056	Caminreal	a) Sin tierras	10
44056	Caminreal	b) Con tierras labradas, pastos permanentes y otras tierras	7
44056	Caminreal	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
44056	Caminreal	d) Con tierras labradas y otras tierras, y sin pastos permanentes	31
44056	Caminreal	e) Con tierras labradas, sin pastos permanentes ni otras tierras	69
44056	Caminreal	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44056	Caminreal	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44059	Cantavieja	a) Sin tierras	6
44059	Cantavieja	b) Con tierras labradas, pastos permanentes y otras tierras	33
44059	Cantavieja	c) Con tierras labradas, pastos permanentes y sin otras tierras	18
44059	Cantavieja	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44059	Cantavieja	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44059	Cantavieja	f) Sin tierras labradas, con pastos permanentes y con otras tierras	5
44059	Cantavieja	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
44059	Cantavieja	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44060	Cañada de Benatanduz	b) Con tierras labradas, pastos permanentes y otras tierras	6
44060	Cañada de Benatanduz	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44060	Cañada de Benatanduz	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44060	Cañada de Benatanduz	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
44061	Cañada de Verich (La)	a) Sin tierras	2
44061	Cañada de Verich (La)	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44061	Cañada de Verich (La)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44061	Cañada de Verich (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44062	Cañada Vellida	b) Con tierras labradas, pastos permanentes y otras tierras	1
44062	Cañada Vellida	e) Con tierras labradas, sin pastos permanentes ni otras tierras	20
44062	Cañada Vellida	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44063	Cañizar del Olivar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
44063	Cañizar del Olivar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
44064	Cascante del Río	b) Con tierras labradas, pastos permanentes y otras tierras	2
44064	Cascante del Río	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44064	Cascante del Río	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44064	Cascante del Río	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44064	Cascante del Río	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44065	Castejón de Tornos	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44065	Castejón de Tornos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
44065	Castejón de Tornos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
44066	Castel de Cabra	a) Sin tierras	1
44066	Castel de Cabra	b) Con tierras labradas, pastos permanentes y otras tierras	1
44066	Castel de Cabra	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44066	Castel de Cabra	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44066	Castel de Cabra	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
44066	Castel de Cabra	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44066	Castel de Cabra	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44067	Castelnou	b) Con tierras labradas, pastos permanentes y otras tierras	1
44067	Castelnou	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44067	Castelnou	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
44067	Castelnou	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44067	Castelnou	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44068	Castelserás	a) Sin tierras	3
44068	Castelserás	b) Con tierras labradas, pastos permanentes y otras tierras	1
44068	Castelserás	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44068	Castelserás	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
44068	Castelserás	e) Con tierras labradas, sin pastos permanentes ni otras tierras	68
44070	Castellar (El)	a) Sin tierras	2
44070	Castellar (El)	b) Con tierras labradas, pastos permanentes y otras tierras	9
44070	Castellar (El)	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44070	Castellar (El)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
