Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2014	44179	Peñarroya de Tastavins	535	9639	9639	51086	41987
2014	44180	Peracense	200	1227	1227	5520	4910
2014	44181	Peralejos	132	1114	1114	6684	6111
2014	44182	Perales del Alfambra	384	5839	5839	41631	39673
2014	44183	Pitarque	269	1181	1181	7087	6424
2014	44184	Plou	181	2524	2177	11357	9379
2014	44185	Pobo (El)	210	2105	2105	12627	11475
2014	44187	Portellada (La)	373	9164	9164	58282	52944
2014	44189	Pozondón	226	3572	2669	14858	13009
2014	44190	Pozuel del Campo	324	1709	1709	8375	7719
2014	44191	Puebla de Híjar (La)	1317	32492	32492	194953	187109
2014	44192	Puebla de Valverde (La)	801	11849	11849	82942	76341
2014	44193	Puertomingalvo	498	9974	9460	40894	38501
2014	44194	Ráfales	341	6356	6349	38139	31144
2014	44195	Rillo	198	1452	1452	5953	5430
2014	44196	Riodeva	656	2036	2036	17921	16693
2014	44197	Ródenas	286	3353	2764	13414	11234
2014	44198	Royuela	501	4419	4419	17675	16990
2014	44199	Rubiales	138	850	850	5099	4498
2014	44200	Rubielos de la Cérida	178	541	541	2707	2349
2014	44201	Rubielos de Mora	1864	26551	26551	185856	175891
2014	44203	Salcedillo	65	213	213	1383	1206
2014	44204	Saldón	215	1171	1171	7026	6055
2014	44205	Samper de Calanda	1020	29603	29603	182061	162079
2014	44206	San Agustín	608	7068	7068	49472	40602
2014	44207	San Martín del Río	646	4046	4046	16185	15093
2014	44208	Santa Cruz de Nogueras	138	455	455	1820	1587
2014	44209	Santa Eulalia	1247	33628	20557	209838	196102
2014	44210	Sarrión	2050	45105	45105	315736	285807
2014	44211	Segura de los Baños	230	1285	1285	5139	4783
2014	44212	Seno	157	1161	1161	4642	4190
2014	44213	Singra	206	1557	1557	6229	5639
2014	44215	Terriente	420	4419	2736	27577	23963
2014	44216	Teruel	36709	1363632	1363632	8318157	7432599
2014	44217	Toril y Masegoso	111	707	707	2827	2469
2014	44218	Tormón	119	1091	1091	6546	5625
2014	44219	Tornos	533	4057	4057	20286	19208
2014	44220	Torralba de los Sisones	282	6777	6032	33887	29724
2014	44221	Torrecilla de Alcañiz	533	14442	12265	66433	58114
2014	44222	Torrecilla del Rebollar	373	6934	4798	28847	26690
2014	44223	Torre de Arcas	164	1168	1168	5839	5374
2014	44224	Torre de las Arcas	166	737	737	4420	3696
2014	44225	Torre del Compte	380	6316	6316	47366	44959
2014	44226	Torrelacárcel	511	4996	4996	43962	40917
2014	44227	Torre los Negros	218	1537	1537	7686	7169
2014	44228	Torremocha de Jiloca	238	3834	2918	23922	21598
2014	44229	Torres de Albarracín	393	5755	3647	23942	22883
2014	44230	Torrevelilla	299	9184	7909	64289	52355
2014	44231	Torrijas	378	4345	2630	26305	21365
2014	44232	Torrijo del Campo	574	7560	7560	52918	50730
2014	44234	Tramacastiel	361	1782	1782	11582	10575
2014	44235	Tramacastilla	376	6170	5804	24681	22878
2014	44236	Tronchón	296	3533	2223	16534	15073
2014	44237	Urrea de Gaén	673	8208	8208	33653	31117
2014	44238	Utrillas	2955	26744	26744	200582	182981
2014	44239	Valacloche	87	693	693	2770	2403
2014	44240	Valbona	631	8723	8701	65419	58417
2014	44241	Valdealgorfa	840	13383	13383	96357	81730
2014	44243	Valdecuenca	213	1750	1016	13996	7580
2014	44244	Valdelinares	394	4069	4069	16277	11743
2014	44245	Valdeltormo	537	7843	7843	70583	67545
2014	44246	Valderrobres	2533	61098	61098	488781	451905
2014	44247	Valjunquera	473	12742	10471	76452	71760
2014	44249	Vallecillo (El)	147	1456	881	6056	5252
2014	44250	Veguillas de la Sierra	110	1162	1162	7667	6982
2014	44251	Villafranca del Campo	511	4920	4920	31978	29059
2014	44252	Villahermosa del Campo	138	1121	1121	6728	6315
2014	44256	Villanueva del Rebollar de la Sierra	131	855	855	3845	3449
2014	44257	Villar del Cobo	393	7085	7085	37551	32467
2014	44258	Villar del Salz	181	1227	1227	4907	4503
2014	44260	Villarluengo	472	3371	3371	26971	23791
2014	44261	Villarquemado	858	18819	18819	122321	114826
2014	44262	Villarroya de los Pinares	331	2697	2697	13483	12010
2014	44263	Villastar	700	14361	10473	87461	82097
2014	44264	Villel	613	9950	7360	82785	76366
2014	44265	Vinaceite	301	3500	3500	20997	18563
2014	44266	Visiedo	258	2158	2158	12950	12311
2014	44267	Vivel del Río Martín	339	2304	2304	13826	12846
2014	44268	Zoma (La)	88	310	310	1238	1044
2014	50001	Abanto	298	1379	1379	8273	8273
2014	50002	Acered	380	6602	4799	33594	33257
2014	50003	Agón	174	2493	2493	17825	17825
2014	50004	Aguarón	887	11526	11526	103735	102000
2014	50005	Aguilón	508	2547	2547	15280	14456
2014	50006	Ainzón	1048	14200	14200	117149	117033
2014	50007	Aladrén	195	2361	1685	11791	11791
2014	50008	Alagón	5156	175281	175281	1437301	1427611
2014	50009	Alarba	217	2873	2873	13926	13853
2014	50010	Alberite de San Juan	96	780	780	4681	4681
2014	50011	Albeta	252	6302	4831	27056	27018
2014	50012	Alborge	167	1706	1706	13137	13137
2014	50013	Alcalá de Ebro	254	3503	3503	21015	21015
2014	50014	Alcalá de Moncayo	311	2156	2156	8622	8622
2014	50015	Alconchel de Ariza	484	2618	2618	10470	10461
2014	50016	Aldehuela de Liestos	156	2092	2092	9995	9993
2014	50017	Alfajarín	1505	104611	104611	540838	186620
2014	50018	Alfamén	1006	23923	23923	174635	174472
2014	50019	Alforque	166	1721	1721	18935	18935
2014	50020	Alhama de Aragón	1336	64993	61029	396686	394106
2014	50021	Almochuel	92	496	496	2478	2478
2014	50022	Almolda (La)	532	11497	11497	57484	57484
2014	50023	Almonacid de la Cuba	442	2251	2251	15754	15534
2014	50024	Almonacid de la Sierra	1182	21139	20988	86889	85194
2014	50025	Almunia de Doña Godina (La)	5068	313909	238985	1362212	1341478
2014	50026	Alpartir	570	13285	8639	49433	49015
2014	50027	Ambel	515	3200	3200	27198	26889
2014	50028	Anento	206	2257	2257	20147	20147
2014	50029	Aniñón	941	20915	17623	88113	87592
2014	50030	Añón de Moncayo	802	7474	7474	37371	37198
2014	50031	Aranda de Moncayo	564	10190	6121	37914	37553
2014	50032	Arándiga	688	5446	5446	38121	37849
2014	50033	Ardisa	154	2181	2165	17318	17318
2014	50034	Ariza	1573	21114	21114	168911	166603
2014	50035	Artieda	139	1090	1090	6537	6537
2014	50036	Asín	178	2530	2375	14250	14250
2014	50037	Atea	567	3533	3533	14133	14072
2014	50038	Ateca	1918	66658	42958	245062	242061
2014	50039	Azuara	1175	21740	14527	75033	74922
2014	50040	Badules	193	3256	2198	9075	9075
2014	50041	Bagüés	67	1403	1074	6655	6655
2014	50042	Balconchán	81	297	297	1188	1188
2014	50043	Bárboles	364	6199	6199	40913	40869
2014	50044	Bardallur	381	3854	3854	19268	18931
2014	50045	Belchite	1165	18757	18757	134114	132497
2014	50046	Belmonte de Gracián	318	2918	2918	16047	16047
2014	50047	Berdejo	149	1359	1359	6599	6315
2014	50048	Berrueco	87	1731	1731	10157	9415
2014	50050	Bijuesca	385	3286	3286	15877	15710
2014	50051	Biota	1021	14987	14987	122891	122453
2014	50052	Bisimbre	122	4881	4881	32212	32212
2014	50053	Boquiñeni	755	12333	12333	111000	110469
2014	50054	Bordalba	239	2599	1835	7592	7592
2014	50055	Borja	5241	104719	104719	931995	926564
2014	50056	Botorrita	481	9464	9464	80443	79846
2014	50057	Brea de Aragón	1728	34095	34095	170475	164307
2014	50058	Bubierca	296	1094	1094	6563	6563
2014	50059	Bujaraloz	741	26066	26066	169431	168534
2014	50060	Bulbuente	481	6960	3938	34615	34615
2014	50061	Bureta	286	3079	3079	15395	15379
2014	50062	Burgo de Ebro (El)	2325	179632	179632	718526	713404
2014	50063	Buste (El)	228	1937	1937	15493	15493
2014	50064	Cabañas de Ebro	582	25051	15583	120947	120947
2014	50065	Cabolafuente	287	1577	1577	9461	9461
2014	50066	Cadrete	4558	376035	367936	1869115	1808942
2014	50067	Calatayud	20505	602346	602346	3547820	3540302
2014	50068	Calatorao	2407	127208	96356	515504	504281
2014	50069	Calcena	194	1828	1827	10960	10960
2014	50070	Calmarza	231	3329	2062	14905	14504
2014	50071	Campillo de Aragón	313	4371	4371	27535	27535
2014	50072	Carenas	613	5391	5391	26952	26683
2014	50073	Cariñena	2962	83617	83617	683565	676794
2014	50074	Caspe	8108	184330	184330	1548367	1548367
2014	50075	Castejón de Alarba	215	2640	1795	7420	7098
2014	50076	Castejón de las Armas	182	1311	1311	8524	8524
2014	50077	Castejón de Valdejasa	426	6172	6172	38884	38553
2014	50078	Castiliscar	415	8457	8457	66590	66590
2014	50079	Cervera de la Cañada	455	3765	3765	26352	26352
2014	50080	Cerveruela	118	305	305	1221	1221
2014	50081	Cetina	1028	28597	19966	107214	106177
2014	50082	Cimballa	347	3964	3771	22624	22624
2014	50083	Cinco Olivas	190	2093	2093	8373	8373
2014	50084	Clarés de Ribota	340	1911	1911	9268	9110
2014	50085	Codo	369	3524	3524	22906	22906
2014	50086	Codos	575	3754	3754	15014	14945
2014	50087	Contamina	100	481	481	3971	3668
2014	50088	Cosuenda	702	12528	12413	86891	86891
2014	50089	Cuarte de Huerva	10821	847433	833395	4583672	4398944
2014	50090	Cubel	378	2661	2661	15966	15964
2014	50091	Cuerlas (Las)	233	3174	3174	18654	18570
2014	50092	Chiprana	586	7967	7967	39038	39038
2014	50093	Chodes	209	1923	1923	12497	12341
2014	50094	Daroca	2420	87455	74178	407976	388915
2014	50095	Ejea de los Caballeros	14456	620571	620571	3678870	3646927
2014	50096	Embid de Ariza	227	1102	1102	4406	4406
2014	50098	Encinacorba	414	4050	4050	28350	28077
2014	50099	Épila	3497	108353	108353	953177	936322
2014	50100	Erla	453	7010	7010	49071	49071
2014	50101	Escatrón	1543	23335	23335	142577	141144
2014	50102	Fabara	1105	21504	21504	148376	147077
2014	50104	Farlete	384	7267	7267	43602	43602
2014	50105	Fayón	427	14213	10083	88384	88384
2014	50106	Fayos (Los)	233	1805	1805	14440	14440
2014	50107	Figueruelas	997	155256	155256	760289	760289
2014	50108	Fombuena	126	268	268	1072	1072
2014	50109	Frago (El)	206	2349	2349	14761	14639
2014	50110	Frasno (El)	934	17562	11938	87923	86608
2014	50111	Fréscano	226	2612	2612	16980	16980
2014	50113	Fuendejalón	770	22217	13685	83506	82392
2014	50114	Fuendetodos	216	6060	4922	19687	19687
2014	50115	Fuentes de Ebro	3226	78167	78167	515903	513107
2014	50116	Fuentes de Jiloca	498	7549	7549	47657	45944
2014	50117	Gallocanta	268	2306	2306	14459	14459
2014	50118	Gallur	2316	55527	55527	444213	442982
2014	50119	Gelsa	914	37390	37035	159249	158819
2014	50120	Godojos	209	1210	1210	9314	9314
2014	50121	Gotor	399	2743	2743	13715	13614
2014	50122	Grisel	154	2310	1468	9071	9071
2014	50123	Grisén	486	9500	9500	61751	61659
2014	50124	Herrera de los Navarros	1168	8903	8903	63657	63502
2014	50125	Ibdes	830	20061	12765	92315	91287
2014	50126	Illueca	3557	106450	92460	462301	379814
2014	50128	Isuerre	95	1347	1347	8761	8761
2014	50129	Jaraba	559	23958	23958	176690	175774
2014	50130	Jarque	1033	8133	8133	53677	53677
2014	50131	Jaulín	318	3649	3649	24086	24086
2014	50132	Joyosa (La)	728	82018	81657	404201	403787
2014	50133	Lagata	243	3959	3019	12074	12074
2014	50134	Langa del Castillo	398	6180	3916	16189	15560
2014	50135	Layana	151	3746	3746	29563	29563
2014	50136	Lécera	912	22874	16294	84071	83533
2014	50137	Leciñena	945	31879	31879	143456	142864
2014	50138	Lechón	67	1326	1326	6443	6443
2014	50139	Letux	514	11584	8354	34489	34436
2014	50140	Litago	501	6398	4323	26796	26597
2014	50141	Lituénigo	346	4177	3325	16624	16286
2014	50142	Lobera de Onsella	183	990	990	6137	6137
2014	50143	Longares	841	28479	15436	111877	110730
2014	50144	Longás	121	620	620	3846	3846
2014	50146	Lucena de Jalón	327	5003	5003	31018	30475
2014	50147	Luceni	951	18559	18559	115068	112629
2014	50148	Luesia	530	5908	5908	33083	32772
2014	50149	Luesma	177	598	598	2391	2391
2014	50150	Lumpiaque	966	36137	35249	211496	208926
2014	50151	Luna	975	14493	14493	86955	85006
2014	50152	Maella	1881	80494	79808	422981	409444
2014	50153	Magallón	1103	23267	23267	183808	183808
2014	50154	Mainar	203	2425	2425	9698	9698
2014	50155	Malanquilla	298	3375	3375	16163	16163
2014	50156	Maleján	270	4310	4116	34988	34678
2014	50157	Malón	438	6325	6325	57053	57053
2014	50159	Maluenda	863	16075	16075	96450	96359
2014	50160	Mallén	2147	58568	58568	497826	493815
2014	50161	Manchones	244	1879	1879	13150	13047
2014	50162	Mara	338	7107	6327	25308	25254
2014	50163	María de Huerva	3323	99246	99246	645099	643615
2014	50164	Mediana de Aragón	361	4165	4165	29153	29088
2014	50165	Mequinenza	1787	31551	31551	190883	190883
2014	50166	Mesones de Isuela	537	4227	4227	16906	16084
2014	50167	Mezalocha	312	4490	4430	26579	26579
2014	50168	Mianos	51	1146	1134	6804	6804
2014	50169	Miedes de Aragón	586	8009	7694	50011	49984
2014	50170	Monegrillo	378	5891	5891	38293	37950
2014	50171	Moneva	278	3077	1898	9692	9692
2014	50172	Monreal de Ariza	391	4021	4021	20106	20106
2014	50173	Monterde	342	4952	3471	23301	23301
2014	50174	Montón	202	1183	1183	7098	7098
2014	50175	Morata de Jalón	1477	22658	22658	135946	135572
2014	50176	Morata de Jiloca	502	4363	4363	33595	32522
2014	50177	Morés	771	8661	8661	50236	50236
2014	50178	Moros	756	6696	6696	42238	42238
2014	50179	Moyuela	557	5270	5270	26349	26349
2014	50180	Mozota	233	5204	4890	34230	33434
2014	50181	Muel	1654	74233	74233	430548	429298
2014	50182	Muela (La)	6950	307383	307383	2612755	2603945
2014	50183	Munébrega	575	10630	9321	52197	51558
2014	50184	Murero	275	3152	3152	22222	21853
2014	50185	Murillo de Gállego	496	11262	5812	27037	27037
2014	50186	Navardún	154	2566	2532	15696	15172
2014	50187	Nigüella	211	1141	1141	4563	4440
2014	50188	Nombrevilla	111	977	971	3884	3884
2014	50189	Nonaspe	1156	16046	16046	112322	111993
2014	50190	Novallas	808	10039	10039	107116	107054
2014	50191	Novillas	448	9085	9085	63770	63770
2014	50192	Nuévalos	482	18644	14366	100562	99270
2014	50193	Nuez de Ebro	832	82702	78666	328765	259212
2014	50194	Olvés	282	3549	3048	21337	20638
2014	50195	Orcajo	208	828	828	3312	3312
2014	50196	Orera	166	3434	3434	18029	18029
2014	50197	Orés	261	1208	1208	7970	7970
2014	50198	Oseja	103	273	273	1639	1639
2014	50199	Osera de Ebro	612	27389	17327	156771	148298
2014	50200	Paniza	797	19191	18232	129447	127844
2014	50201	Paracuellos de Jiloca	608	9865	9865	65106	62872
2014	50202	Paracuellos de la Ribera	393	1937	1937	12593	12593
2014	50203	Pastriz	1016	33372	33372	210611	202160
2014	50204	Pedrola	2573	210017	210017	1326721	1324510
2014	50205	Pedrosas (Las)	190	4109	4089	40887	40887
2014	50206	Perdiguera	706	20432	20423	91904	91891
2014	50207	Piedratajada	198	4168	4129	20647	20647
2014	50208	Pina de Ebro	1608	41119	41119	246715	245673
2014	50209	Pinseque	3426	172556	172556	994117	990930
2014	50210	Pintanos (Los)	192	2048	2048	12886	12886
2014	50211	Plasencia de Jalón	381	5453	5453	27266	27159
2014	50212	Pleitas	74	642	642	2997	2997
2014	50213	Plenas	448	2394	2394	14365	14365
2014	50214	Pomer	205	1627	1627	6508	6416
2014	50215	Pozuel de Ariza	249	977	977	5860	5860
2014	50216	Pozuelo de Aragón	380	4249	4249	33989	33657
2014	50217	Pradilla de Ebro	546	9468	9468	73739	73377
2014	50218	Puebla de Albortón	187	1343	1343	8060	8060
2014	50219	Puebla de Alfindén (La)	5558	437140	340566	1566603	1461058
2014	50220	Puendeluna	131	1887	1880	15037	15037
2014	50221	Purujosa	206	253	253	1011	1011
2014	50222	Quinto	1645	72501	70601	282402	280099
2014	50223	Remolinos	827	24620	14487	97220	96907
2014	50224	Retascón	118	940	940	3760	3760
2014	50225	Ricla	2244	109408	86376	475070	454646
2014	50227	Romanos	156	1752	1752	7008	6904
2014	50228	Rueda de Jalón	359	3748	3748	22673	22532
2014	50229	Ruesca	93	1487	1487	9382	9382
2014	50230	Sádaba	1454	58415	45679	306047	305489
2014	50231	Salillas de Jalón	429	5684	5684	38651	37869
2014	50232	Salvatierra de Esca	383	8288	6209	37252	37252
2014	50233	Samper del Salz	184	1201	1201	4803	4803
2014	50234	San Martín de la Virgen de Moncayo	733	7296	7296	47421	47238
2014	50235	San Mateo de Gállego	3615	187239	186979	1121871	1114102
2014	50236	Santa Cruz de Grío	386	2558	2558	19182	19032
2014	50237	Santa Cruz de Moncayo	188	2368	2355	12950	12950
2014	50238	Santa Eulalia de Gállego	256	4425	3286	14788	14788
2014	50239	Santed	138	2213	2213	12990	12990
2014	50240	Sástago	1112	22760	22760	136559	135127
2014	50241	Saviñán	693	11323	11323	96246	91258
2014	50242	Sediles	139	1498	1498	9360	9360
2014	50243	Sestrica	534	5468	5468	27341	27133
2014	50244	Sierra de Luna	376	5627	5627	56274	56274
2014	50245	Sigüés	256	2288	2288	15098	15098
2014	50246	Sisamón	366	1783	1783	10699	10699
2014	50247	Sobradiel	800	88543	75006	300022	300022
2014	50248	Sos del Rey Católico	987	15299	15299	100972	100270
2014	50249	Tabuenca	734	5182	5182	36275	36275
2014	50250	Talamantes	218	1065	1065	5858	5758
2014	50251	Tarazona	10867	206090	206090	1813589	1788295
2014	50252	Tauste	5207	294578	213752	1332036	1325611
2014	50253	Terrer	627	21117	15015	85929	85678
2014	50254	Tierga	399	2623	2623	10492	10450
2014	50255	Tobed	443	7634	5395	36146	35988
2014	50256	Torralba de los Frailes	341	4366	4366	21073	21041
2014	50257	Torralba de Ribota	320	2437	2437	17057	17057
2014	50258	Torralbilla	222	1210	1210	4838	4838
2014	50259	Torrehermosa	215	3786	2916	11664	11664
2014	50260	Torrelapaja	127	1363	1359	5434	5361
2014	50261	Torrellas	487	7605	5756	40292	40267
2014	50262	Torres de Berrellén	1118	62488	42540	219147	214576
2014	50263	Torrijo de la Cañada	720	7541	7508	45049	44004
2014	50264	Tosos	409	4528	4528	49809	49809
2014	50265	Trasmoz	181	1305	1305	10439	10439
2014	50266	Trasobares	549	4955	3059	12635	12448
2014	50267	Uncastillo	1059	35882	34065	214608	210640
2014	50268	Undués de Lerda	142	948	948	5875	5875
2014	50269	Urrea de Jalón	426	6313	6313	50507	50507
2014	50270	Urriés	167	1256	1256	5024	4789
2014	50271	Used	603	5848	5848	38597	38533
2014	50272	Utebo	13529	601204	601204	3721451	3541284
2014	50273	Valdehorna	124	1075	719	2964	2964
2014	50274	Val de San Martín	149	1272	1257	5026	4750
2014	50275	Valmadrid	102	1281	1281	5123	5123
2014	50276	Valpalmas	208	3910	3894	31148	31148
2014	50277	Valtorres	257	2048	2048	8193	8158
2014	50278	Velilla de Ebro	333	6372	6302	58607	57852
2014	50279	Velilla de Jiloca	299	1786	1786	12499	12077
2014	50280	Vera de Moncayo	649	10484	10484	77234	77234
2014	50281	Vierlas	115	1234	1234	8143	8143
2014	50282	Vilueña (La)	184	1811	1811	8151	8006
2014	50283	Villadoz	172	1146	1146	4582	4582
2014	50284	Villafeliche	437	7593	5465	28213	28213
2014	50285	Villafranca de Ebro	636	12513	12513	96353	96144
2014	50286	Villalba de Perejil	105	724	724	2894	2801
2014	50287	Villalengua	597	7167	6334	38002	37425
2014	50288	Villanueva de Gállego	3913	291531	291531	1654563	1654563
2014	50289	Villanueva de Jiloca	272	2650	2650	12947	12631
2014	50290	Villanueva de Huerva	657	15061	15061	102851	102789
2014	50291	Villar de los Navarros	494	2590	2590	25643	25398
2014	50292	Villarreal de Huerva	285	10168	9646	38582	38533
2014	50293	Villarroya de la Sierra	1126	12117	12117	76429	74613
2014	50294	Villarroya del Campo	204	2737	2455	9821	9821
2014	50295	Vistabella	236	1155	1155	7855	7830
2014	50296	Zaida (La)	473	16891	16891	67564	67563
2014	50297	Zaragoza	488146	38289687	25389267	176713289	151828261
2014	50298	Zuera	7721	431847	431847	2763822	2384553
2014	50901	Biel	571	11867	7259	41206	41206
2014	50902	Marracos	117	1598	1598	10387	10387
2014	50903	Villamayor de Gállego	1722	91492	91492	521501	514612
2015	22001	Abiego	393	7809	7222	54165	54165
2015	22002	Abizanda	111	5308	5006	46808	46808
2015	22003	Adahuesca	195	3305	3078	24620	24584
2015	22004	Agüero	455	4589	3947	35523	35523
2015	22006	Aísa	3280	106225	82757	724670	724670
2015	22007	Albalate de Cinca	793	22097	20920	131796	131796
2015	22008	Albalatillo	266	4772	4392	21961	21961
2015	22009	Albelda	636	22798	14281	73807	73807
2015	22011	Albero Alto	94	3144	2684	10735	10734
2015	22012	Albero Bajo	116	3454	2817	23942	23942
2015	22013	Alberuela de Tubo	194	5331	4495	22474	22474
2015	22014	Alcalá de Gurrea	292	12396	10277	87355	87355
2015	22015	Alcalá del Obispo	408	6498	6153	24611	24611
2015	22016	Alcampell	884	17654	16794	125953	125953
2015	22017	Alcolea de Cinca	1112	20216	18280	146791	146791
2015	22018	Alcubierre	419	5993	5467	40558	40558
2015	22019	Alerre	171	6425	6027	42188	42188
2015	22020	Alfántega	151	2229	2077	19727	19727
2015	22021	Almudévar	2214	78852	71331	524211	524052
2015	22022	Almunia de San Juan	648	14758	13313	86669	86669
2015	22023	Almuniente	375	10641	8852	67712	67712
2015	22024	Alquézar	423	18396	16436	121064	121064
2015	22025	Altorricón	1060	36794	30689	194566	194566
2015	22027	Angüés	498	8836	7722	48649	48649
2015	22028	Ansó	712	17480	14061	77335	77335
2015	22029	Antillón	110	1144	958	6708	6708
2015	22032	Aragüés del Puerto	302	11716	7715	59782	59782
2015	22035	Arén	646	9142	8509	56157	56157
2015	22036	Argavieso	126	2859	1713	9752	9752
2015	22037	Arguis	281	6480	5825	38444	38444
2015	22039	Ayerbe	1513	53042	32607	303382	303382
2015	22040	Azanuy-Alins	397	4278	4005	42057	42057
2015	22041	Azara	152	2302	2167	15169	15169
2015	22042	Azlor	181	2325	2092	15687	15687
2015	22043	Baells	177	4063	3544	10630	10630
2015	22044	Bailo	419	12475	7502	48121	48121
2015	22045	Baldellou	205	2174	1801	7206	7205
2015	22046	Ballobar	1014	18626	16522	125403	125403
2015	22047	Banastás	195	7727	7524	45143	45143
2015	22048	Barbastro	15189	624080	572057	4496370	4490683
2015	22049	Barbués	77	1284	923	5536	5536
2015	22050	Barbuñales	132	2575	2431	14585	14585
2015	22051	Bárcabo	186	1853	1743	10459	10459
2015	22052	Belver de Cinca	916	19808	18167	109001	109001
2015	22053	Benabarre	1521	30320	25916	233242	233242
2015	22054	Benasque	5215	383190	263430	1724875	1720759
2015	22055	Berbegal	326	4256	3754	31159	31159
2015	22057	Bielsa	992	28821	25769	206154	206154
2015	22058	Bierge	363	12313	10817	64900	64900
2015	22059	Biescas	6027	190090	174952	1220544	1220544
2015	22060	Binaced	1247	39589	35669	223644	222587
2015	22061	Binéfar	7102	363778	240795	2401975	2398975
2015	22062	Bisaurri	233	3955	3802	17107	17107
2015	22063	Biscarrués	292	3192	3081	24645	24645
2015	22064	Blecua y Torres	215	6162	3876	24012	24012
2015	22066	Boltaña	1692	107731	56030	454312	453734
2015	22067	Bonansa	103	1020	972	6413	6413
2015	22068	Borau	144	2278	2096	12577	12577
2015	22069	Broto	1311	28960	26663	186640	186640
2015	22072	Caldearenas	462	7253	6819	54552	54552
2015	22074	Campo	1112	49367	45568	296192	296192
2015	22075	Camporrells	298	3815	3267	17968	17968
2015	22076	Canal de Berdún	631	18948	15856	95137	95137
2015	22077	Candasnos	408	11767	10682	52559	52559
2015	22078	Canfranc	2317	88692	61402	369504	365165
2015	22079	Capdesaso	164	2515	2221	12217	12217
2015	22080	Capella	382	12380	8039	41550	41550
2015	22081	Casbas de Huesca	553	11003	9582	38330	38329
2015	22082	Castejón del Puente	361	9317	7440	62672	62672
2015	22083	Castejón de Monegros	594	21518	16152	87220	87220
2015	22084	Castejón de Sos	1261	61392	44995	337464	336866
2015	22085	Castelflorite	102	2429	2060	10298	10298
2015	22086	Castiello de Jaca	1302	52628	39286	271126	271126
2015	22087	Castigaleu	66	1291	1084	6501	6501
2015	22088	Castillazuelo	213	5243	3527	22364	22364
2015	22089	Castillonroy	433	8065	7610	45657	45657
2015	22090	Colungo	197	1462	1383	9887	9887
2015	22094	Chalamera	129	1629	1521	9883	9883
2015	22095	Chía	135	2063	1985	7941	7941
2015	22096	Chimillas	208	9454	9112	54670	54670
2015	22099	Esplús	635	9046	8180	64784	64366
2015	22102	Estada	209	6464	6102	36609	36609
2015	22103	Estadilla	886	31339	26036	166631	166631
2015	22105	Estopiñán del Castillo	351	3404	2925	19015	18805
2015	22106	Fago	140	2064	1574	7872	7872
2015	22107	Fanlo	176	1854	1747	14851	14851
2015	22109	Fiscal	645	34629	17724	172008	172008
2015	22110	Fonz	1040	30262	27061	166696	166696
2015	22111	Foradada del Toscar	262	4549	4295	25770	25770
2015	22112	Fraga	10146	562395	347994	2839564	2839539
2015	22113	Fueva (La)	618	24191	21933	142563	142563
2015	22114	Gistaín	142	2477	2243	11212	11212
2015	22115	Grado (El)	882	49521	42558	219720	219357
2015	22116	Grañén	1459	53326	44131	335613	332391
2015	22117	Graus	4142	144479	132091	858594	858594
2015	22119	Gurrea de Gállego	1380	48447	38875	281622	281622
2015	22122	Hoz de Jaca	236	13066	9139	37689	37689
2015	22124	Huerto	293	6324	4702	23507	23507
2015	22125	Huesca	54360	1843324	1651422	14862796	14682261
2015	22126	Ibieca	133	1615	1449	7244	7244
2015	22127	Igriés	435	12995	12192	91437	90649
2015	22128	Ilche	244	3902	3517	14069	14068
2015	22129	Isábena	419	7819	6659	39955	39955
2015	22130	Jaca	27478	1549289	1422565	7104289	7057897
2015	22131	Jasa	328	14142	8909	68930	68930
2015	22133	Labuerda	270	7313	6922	48456	48456
2015	22135	Laluenga	266	10237	6531	52629	52629
2015	22136	Lalueza	871	31245	26377	237392	237392
2015	22137	Lanaja	1346	36915	30679	266903	266903
2015	22139	Laperdiguera	103	2609	2170	13654	13654
2015	22141	Lascellas-Ponzano	264	4916	4561	30105	30105
2015	22142	Lascuarre	207	3370	3091	24729	24729
2015	22143	Laspaúles	523	9748	9484	66389	66389
2015	22144	Laspuña	413	7015	6692	40151	39959
2015	22149	Loarre	588	8659	8119	32474	32474
2015	22150	Loporzano	780	10573	9786	58713	58713
2015	22151	Loscorrales	147	1616	1363	8994	8994
2015	22155	Monesma y Cajigar	64	814	697	4882	4882
2015	22156	Monflorite-Lascasas	356	7491	6711	51673	51673
2015	22157	Montanuy	382	4685	4422	29185	29185
2015	22158	Monzón	14529	427025	390562	3788450	3765103
2015	22160	Naval	259	2789	2601	24320	24320
2015	22162	Novales	130	3970	2851	14748	14748
2015	22163	Nueno	541	17682	16622	126162	124497
2015	22164	Olvena	80	918	863	3452	3451
2015	22165	Ontiñena	573	9113	8027	44954	44954
2015	22167	Osso de Cinca	438	8507	7719	45542	45542
2015	22168	Palo	69	3689	3321	19926	19926
2015	22170	Panticosa	3629	217151	153405	902126	900515
2015	22172	Peñalba	512	16325	14269	71343	71343
2015	22173	Peñas de Riglos (Las)	699	12540	11907	71440	71440
2015	22174	Peralta de Alcofea	663	12354	11029	106981	106981
2015	22175	Peralta de Calasanz	604	13811	12169	73012	73012
2015	22176	Peraltilla	167	2306	2085	13553	13553
2015	22177	Perarrúa	191	3521	2900	11601	11601
2015	22178	Pertusa	181	3378	2468	19248	19248
