Municipio código	Municipio nombre	Lugar trabajo o estudio	Personas residentes viviendas familiares	Situación preferente
22089	Castillonroy	En otro municipio	29	Estudiantes que no trabajan
22089	Castillonroy	En otro municipio	42	Trabajadores
22090	Colungo	En mi propio domicilio	7	Trabajadores
22090	Colungo	En varios municipios (viajante, conductor,...)	1	Trabajadores
22090	Colungo	En este municipio	17	Trabajadores
22090	Colungo	En otro municipio	4	Estudiantes que no trabajan
22090	Colungo	En otro municipio	20	Trabajadores
22094	Chalamera	En mi propio domicilio	2	Trabajadores
22094	Chalamera	En varios municipios (viajante, conductor,...)	5	Trabajadores
22094	Chalamera	En este municipio	30	Trabajadores
22094	Chalamera	En otro municipio	5	Estudiantes que no trabajan
22094	Chalamera	En otro municipio	15	Trabajadores
22095	Chía	En mi propio domicilio	11	Trabajadores
22095	Chía	En varios municipios (viajante, conductor,...)	6	Trabajadores
22095	Chía	En este municipio	2	Trabajadores
22095	Chía	En otro municipio	1	Estudiantes que no trabajan
22095	Chía	En otro municipio	20	Trabajadores
22095	Chía	En otro país	1	Trabajadores
22096	Chimillas	En mi propio domicilio	5	Trabajadores
22096	Chimillas	En varios municipios (viajante, conductor,...)	4	Trabajadores
22096	Chimillas	En este municipio	3	Estudiantes que no trabajan
22096	Chimillas	En este municipio	15	Trabajadores
22096	Chimillas	En otro municipio	14	Estudiantes que no trabajan
22096	Chimillas	En otro municipio	80	Trabajadores
22096	Chimillas	En otro país	1	Trabajadores
22099	Esplús	En mi propio domicilio	2	Trabajadores
22099	Esplús	En varios municipios (viajante, conductor,...)	6	Trabajadores
22099	Esplús	En este municipio	1	Estudiantes que no trabajan
22099	Esplús	En este municipio	171	Trabajadores
22099	Esplús	En otro municipio	34	Estudiantes que no trabajan
22099	Esplús	En otro municipio	92	Trabajadores
22102	Estada	En mi propio domicilio	3	Trabajadores
22102	Estada	En varios municipios (viajante, conductor,...)	5	Trabajadores
22102	Estada	En este municipio	19	Trabajadores
22102	Estada	En otro municipio	7	Estudiantes que no trabajan
22102	Estada	En otro municipio	40	Trabajadores
22103	Estadilla	En mi propio domicilio	2	Estudiantes que no trabajan
22103	Estadilla	En mi propio domicilio	14	Trabajadores
22103	Estadilla	En varios municipios (viajante, conductor,...)	20	Trabajadores
22103	Estadilla	En este municipio	128	Trabajadores
22103	Estadilla	En otro municipio	56	Estudiantes que no trabajan
22103	Estadilla	En otro municipio	179	Trabajadores
22103	Estadilla	En otro país	2	Estudiantes que no trabajan
22105	Estopiñán del Castillo	En mi propio domicilio	5	Trabajadores
22105	Estopiñán del Castillo	En varios municipios (viajante, conductor,...)	4	Trabajadores
22105	Estopiñán del Castillo	En este municipio	1	Estudiantes que no trabajan
22105	Estopiñán del Castillo	En este municipio	48	Trabajadores
22105	Estopiñán del Castillo	En otro municipio	7	Estudiantes que no trabajan
22105	Estopiñán del Castillo	En otro municipio	27	Trabajadores
22106	Fago	En este municipio	12	Trabajadores
22106	Fago	En otro municipio	4	Trabajadores
22107	Fanlo	En mi propio domicilio	4	Trabajadores
22107	Fanlo	En varios municipios (viajante, conductor,...)	3	Trabajadores
22107	Fanlo	En este municipio	1	Estudiantes que no trabajan
22107	Fanlo	En este municipio	55	Trabajadores
22107	Fanlo	En otro municipio	2	Estudiantes que no trabajan
22107	Fanlo	En otro municipio	40	Trabajadores
22107	Fanlo	En otro país	2	Estudiantes que no trabajan
22109	Fiscal	En mi propio domicilio	11	Trabajadores
22109	Fiscal	En varios municipios (viajante, conductor,...)	7	Trabajadores
22109	Fiscal	En este municipio	55	Trabajadores
22109	Fiscal	En otro municipio	10	Estudiantes que no trabajan
22109	Fiscal	En otro municipio	33	Trabajadores
22110	Fonz	En mi propio domicilio	17	Trabajadores
22110	Fonz	En varios municipios (viajante, conductor,...)	36	Trabajadores
22110	Fonz	En este municipio	2	Estudiantes que no trabajan
22110	Fonz	En este municipio	174	Trabajadores
22110	Fonz	En otro municipio	41	Estudiantes que no trabajan
22110	Fonz	En otro municipio	132	Trabajadores
22110	Fonz	En otro país	1	Estudiantes que no trabajan
22110	Fonz	En otro país	1	Trabajadores
22111	Foradada del Toscar	En mi propio domicilio	6	Trabajadores
22111	Foradada del Toscar	En varios municipios (viajante, conductor,...)	2	Trabajadores
22111	Foradada del Toscar	En este municipio	51	Trabajadores
22111	Foradada del Toscar	En otro municipio	16	Estudiantes que no trabajan
22111	Foradada del Toscar	En otro municipio	48	Trabajadores
22112	Fraga	En mi propio domicilio	13	Estudiantes que no trabajan
22112	Fraga	En mi propio domicilio	117	Trabajadores
22112	Fraga	En varios municipios (viajante, conductor,...)	239	Trabajadores
22112	Fraga	En este municipio	258	Estudiantes que no trabajan
22112	Fraga	En este municipio	4256	Trabajadores
22112	Fraga	En otro municipio	389	Estudiantes que no trabajan
22112	Fraga	En otro municipio	618	Trabajadores
22112	Fraga	En otro país	3	Estudiantes que no trabajan
22112	Fraga	En otro país	6	Trabajadores
22113	Fueva (La)	En mi propio domicilio	26	Trabajadores
22113	Fueva (La)	En varios municipios (viajante, conductor,...)	46	Trabajadores
22113	Fueva (La)	En este municipio	90	Trabajadores
22113	Fueva (La)	En otro municipio	26	Estudiantes que no trabajan
22113	Fueva (La)	En otro municipio	73	Trabajadores
22114	Gistaín	En este municipio	40	Trabajadores
22114	Gistaín	En otro municipio	7	Estudiantes que no trabajan
22114	Gistaín	En otro municipio	31	Trabajadores
22115	Grado (El)	En mi propio domicilio	28	Trabajadores
22115	Grado (El)	En varios municipios (viajante, conductor,...)	3	Trabajadores
22115	Grado (El)	En este municipio	5	Estudiantes que no trabajan
22115	Grado (El)	En este municipio	83	Trabajadores
22115	Grado (El)	En otro municipio	32	Estudiantes que no trabajan
22115	Grado (El)	En otro municipio	82	Trabajadores
22116	Grañén	En mi propio domicilio	10	Trabajadores
22116	Grañén	En varios municipios (viajante, conductor,...)	43	Trabajadores
22116	Grañén	En este municipio	17	Estudiantes que no trabajan
22116	Grañén	En este municipio	357	Trabajadores
22116	Grañén	En otro municipio	99	Estudiantes que no trabajan
22116	Grañén	En otro municipio	292	Trabajadores
22116	Grañén	En otro país	3	Estudiantes que no trabajan
22116	Grañén	En otro país	2	Trabajadores
22117	Graus	En mi propio domicilio	5	Estudiantes que no trabajan
22117	Graus	En mi propio domicilio	123	Trabajadores
22117	Graus	En varios municipios (viajante, conductor,...)	75	Trabajadores
22117	Graus	En este municipio	61	Estudiantes que no trabajan
22117	Graus	En este municipio	723	Trabajadores
22117	Graus	En otro municipio	124	Estudiantes que no trabajan
22117	Graus	En otro municipio	255	Trabajadores
22117	Graus	En otro país	7	Trabajadores
22119	Gurrea de Gállego	En mi propio domicilio	2	Estudiantes que no trabajan
22119	Gurrea de Gállego	En mi propio domicilio	24	Trabajadores
22119	Gurrea de Gállego	En varios municipios (viajante, conductor,...)	39	Trabajadores
22119	Gurrea de Gállego	En este municipio	6	Estudiantes que no trabajan
22119	Gurrea de Gállego	En este municipio	384	Trabajadores
22119	Gurrea de Gállego	En otro municipio	110	Estudiantes que no trabajan
22119	Gurrea de Gállego	En otro municipio	237	Trabajadores
22119	Gurrea de Gállego	En otro país	1	Estudiantes que no trabajan
22119	Gurrea de Gállego	En otro país	2	Trabajadores
22122	Hoz de Jaca	En mi propio domicilio	3	Trabajadores
22122	Hoz de Jaca	En varios municipios (viajante, conductor,...)	2	Trabajadores
22122	Hoz de Jaca	En este municipio	12	Trabajadores
22122	Hoz de Jaca	En otro municipio	2	Estudiantes que no trabajan
22122	Hoz de Jaca	En otro municipio	27	Trabajadores
22124	Huerto	En mi propio domicilio	6	Trabajadores
22124	Huerto	En varios municipios (viajante, conductor,...)	6	Trabajadores
22124	Huerto	En este municipio	39	Trabajadores
22124	Huerto	En otro municipio	10	Estudiantes que no trabajan
22124	Huerto	En otro municipio	31	Trabajadores
22125	Huesca	En mi propio domicilio	191	Estudiantes que no trabajan
22125	Huesca	En mi propio domicilio	354	Trabajadores
22125	Huesca	En varios municipios (viajante, conductor,...)	8	Estudiantes que no trabajan
22125	Huesca	En varios municipios (viajante, conductor,...)	958	Trabajadores
22125	Huesca	En este municipio	2328	Estudiantes que no trabajan
22125	Huesca	En este municipio	15867	Trabajadores
22125	Huesca	En otro municipio	1311	Estudiantes que no trabajan
22125	Huesca	En otro municipio	2873	Trabajadores
22125	Huesca	En otro país	54	Estudiantes que no trabajan
22125	Huesca	En otro país	55	Trabajadores
22126	Ibieca	En varios municipios (viajante, conductor,...)	3	Trabajadores
22126	Ibieca	En este municipio	15	Trabajadores
22126	Ibieca	En otro municipio	1	Estudiantes que no trabajan
22126	Ibieca	En otro municipio	25	Trabajadores
22126	Ibieca	En otro país	2	Trabajadores
22127	Igriés	En mi propio domicilio	1	Estudiantes que no trabajan
22127	Igriés	En mi propio domicilio	5	Trabajadores
22127	Igriés	En varios municipios (viajante, conductor,...)	2	Trabajadores
22127	Igriés	En este municipio	2	Estudiantes que no trabajan
22127	Igriés	En este municipio	33	Trabajadores
22127	Igriés	En otro municipio	15	Estudiantes que no trabajan
22127	Igriés	En otro municipio	77	Trabajadores
22128	Ilche	En mi propio domicilio	1	Estudiantes que no trabajan
22128	Ilche	En mi propio domicilio	5	Trabajadores
22128	Ilche	En varios municipios (viajante, conductor,...)	3	Trabajadores
22128	Ilche	En este municipio	51	Trabajadores
22128	Ilche	En otro municipio	13	Estudiantes que no trabajan
22128	Ilche	En otro municipio	46	Trabajadores
22128	Ilche	En otro país	1	Trabajadores
22129	Isábena	En mi propio domicilio	23	Trabajadores
22129	Isábena	En varios municipios (viajante, conductor,...)	7	Trabajadores
22129	Isábena	En este municipio	34	Trabajadores
22129	Isábena	En otro municipio	11	Estudiantes que no trabajan
22129	Isábena	En otro municipio	25	Trabajadores
22130	Jaca	En mi propio domicilio	43	Estudiantes que no trabajan
22130	Jaca	En mi propio domicilio	144	Trabajadores
22130	Jaca	En varios municipios (viajante, conductor,...)	6	Estudiantes que no trabajan
22130	Jaca	En varios municipios (viajante, conductor,...)	177	Trabajadores
22130	Jaca	En este municipio	339	Estudiantes que no trabajan
22130	Jaca	En este municipio	3726	Trabajadores
22130	Jaca	En otro municipio	449	Estudiantes que no trabajan
22130	Jaca	En otro municipio	785	Trabajadores
22130	Jaca	En otro país	17	Estudiantes que no trabajan
22130	Jaca	En otro país	21	Trabajadores
22131	Jasa	En mi propio domicilio	1	Estudiantes que no trabajan
22131	Jasa	En mi propio domicilio	3	Trabajadores
22131	Jasa	En varios municipios (viajante, conductor,...)	10	Trabajadores
22131	Jasa	En este municipio	16	Trabajadores
22131	Jasa	En otro municipio	8	Estudiantes que no trabajan
22131	Jasa	En otro municipio	16	Trabajadores
22133	Labuerda	En mi propio domicilio	5	Trabajadores
22133	Labuerda	En varios municipios (viajante, conductor,...)	10	Trabajadores
22133	Labuerda	En este municipio	1	Estudiantes que no trabajan
22133	Labuerda	En este municipio	29	Trabajadores
22133	Labuerda	En otro municipio	4	Estudiantes que no trabajan
22133	Labuerda	En otro municipio	24	Trabajadores
22133	Labuerda	En otro país	1	Estudiantes que no trabajan
22135	Laluenga	En varios municipios (viajante, conductor,...)	1	Trabajadores
22135	Laluenga	En este municipio	51	Trabajadores
22135	Laluenga	En otro municipio	8	Estudiantes que no trabajan
22135	Laluenga	En otro municipio	38	Trabajadores
22135	Laluenga	En otro país	1	Estudiantes que no trabajan
22136	Lalueza	En mi propio domicilio	4	Estudiantes que no trabajan
22136	Lalueza	En mi propio domicilio	9	Trabajadores
22136	Lalueza	En varios municipios (viajante, conductor,...)	28	Trabajadores
22136	Lalueza	En este municipio	204	Trabajadores
22136	Lalueza	En otro municipio	54	Estudiantes que no trabajan
22136	Lalueza	En otro municipio	216	Trabajadores
22136	Lalueza	En otro país	1	Estudiantes que no trabajan
22136	Lalueza	En otro país	2	Trabajadores
22137	Lanaja	En mi propio domicilio	1	Estudiantes que no trabajan
22137	Lanaja	En mi propio domicilio	6	Trabajadores
22137	Lanaja	En varios municipios (viajante, conductor,...)	70	Trabajadores
22137	Lanaja	En este municipio	1	Estudiantes que no trabajan
22137	Lanaja	En este municipio	234	Trabajadores
22137	Lanaja	En otro municipio	74	Estudiantes que no trabajan
22137	Lanaja	En otro municipio	206	Trabajadores
22137	Lanaja	En otro país	1	Estudiantes que no trabajan
22137	Lanaja	En otro país	1	Trabajadores
22139	Laperdiguera	En este municipio	13	Trabajadores
22139	Laperdiguera	En otro municipio	11	Estudiantes que no trabajan
22139	Laperdiguera	En otro municipio	21	Trabajadores
22141	Lascellas-Ponzano	En mi propio domicilio	1	Trabajadores
22141	Lascellas-Ponzano	En varios municipios (viajante, conductor,...)	2	Trabajadores
22141	Lascellas-Ponzano	En este municipio	24	Trabajadores
22141	Lascellas-Ponzano	En otro municipio	5	Estudiantes que no trabajan
22141	Lascellas-Ponzano	En otro municipio	32	Trabajadores
22142	Lascuarre	En mi propio domicilio	3	Trabajadores
22142	Lascuarre	En varios municipios (viajante, conductor,...)	5	Trabajadores
22142	Lascuarre	En este municipio	31	Trabajadores
22142	Lascuarre	En otro municipio	8	Estudiantes que no trabajan
22142	Lascuarre	En otro municipio	20	Trabajadores
22143	Laspaúles	En mi propio domicilio	21	Trabajadores
22143	Laspaúles	En varios municipios (viajante, conductor,...)	20	Trabajadores
22143	Laspaúles	En este municipio	46	Trabajadores
22143	Laspaúles	En otro municipio	12	Estudiantes que no trabajan
22143	Laspaúles	En otro municipio	41	Trabajadores
22143	Laspaúles	En otro país	1	Estudiantes que no trabajan
22144	Laspuña	En mi propio domicilio	10	Trabajadores
22144	Laspuña	En varios municipios (viajante, conductor,...)	8	Trabajadores
22144	Laspuña	En este municipio	16	Trabajadores
22144	Laspuña	En otro municipio	17	Estudiantes que no trabajan
22144	Laspuña	En otro municipio	60	Trabajadores
22144	Laspuña	En otro país	1	Trabajadores
22149	Loarre	En mi propio domicilio	2	Estudiantes que no trabajan
22149	Loarre	En mi propio domicilio	6	Trabajadores
22149	Loarre	En varios municipios (viajante, conductor,...)	9	Trabajadores
22149	Loarre	En este municipio	53	Trabajadores
22149	Loarre	En otro municipio	21	Estudiantes que no trabajan
22149	Loarre	En otro municipio	76	Trabajadores
22150	Loporzano	En mi propio domicilio	1	Estudiantes que no trabajan
22150	Loporzano	En mi propio domicilio	16	Trabajadores
22150	Loporzano	En varios municipios (viajante, conductor,...)	12	Trabajadores
22150	Loporzano	En este municipio	5	Estudiantes que no trabajan
22150	Loporzano	En este municipio	56	Trabajadores
22150	Loporzano	En otro municipio	21	Estudiantes que no trabajan
22150	Loporzano	En otro municipio	137	Trabajadores
22151	Loscorrales	En mi propio domicilio	1	Trabajadores
22151	Loscorrales	En varios municipios (viajante, conductor,...)	3	Trabajadores
22151	Loscorrales	En este municipio	9	Trabajadores
22151	Loscorrales	En otro municipio	7	Estudiantes que no trabajan
22151	Loscorrales	En otro municipio	20	Trabajadores
22155	Monesma y Cajigar	En varios municipios (viajante, conductor,...)	4	Trabajadores
22155	Monesma y Cajigar	En este municipio	26	Trabajadores
22155	Monesma y Cajigar	En otro municipio	5	Estudiantes que no trabajan
22155	Monesma y Cajigar	En otro municipio	7	Trabajadores
22156	Monflorite-Lascasas	En mi propio domicilio	10	Trabajadores
