Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Código	Municipio
2007	Hombres	30-34	18	44025	Andorra
2007	Hombres	35-39	9	44025	Andorra
2007	Hombres	40-44	18	44025	Andorra
2007	Hombres	45-49	9	44025	Andorra
2007	Hombres	50-54	4	44025	Andorra
2007	Hombres	55-59	10	44025	Andorra
2007	Mujeres	16-19	1	44025	Andorra
2007	Mujeres	20-24	4	44025	Andorra
2007	Mujeres	25-29	6	44025	Andorra
2007	Mujeres	30-34	8	44025	Andorra
2007	Mujeres	35-39	6	44025	Andorra
2007	Mujeres	40-44	3	44025	Andorra
2007	Mujeres	45-49	1	44025	Andorra
2007	Hombres	16-19	13	44216	Teruel
2007	Hombres	20-24	46	44216	Teruel
2007	Hombres	25-29	58	44216	Teruel
2007	Hombres	30-34	78	44216	Teruel
2007	Hombres	35-39	53	44216	Teruel
2007	Hombres	40-44	42	44216	Teruel
2007	Hombres	45-49	55	44216	Teruel
2007	Hombres	50-54	29	44216	Teruel
2007	Hombres	55-59	18	44216	Teruel
2007	Hombres	60-64	9	44216	Teruel
2007	Hombres	Más de 64	1	44216	Teruel
2007	Mujeres	16-19	3	44216	Teruel
2007	Mujeres	20-24	20	44216	Teruel
2007	Mujeres	25-29	19	44216	Teruel
2007	Mujeres	30-34	21	44216	Teruel
2007	Mujeres	35-39	18	44216	Teruel
2007	Mujeres	40-44	26	44216	Teruel
2007	Mujeres	45-49	13	44216	Teruel
2007	Mujeres	50-54	7	44216	Teruel
2007	Mujeres	55-59	14	44216	Teruel
2007	Mujeres	60-64	3	44216	Teruel
2007	Mujeres	Más de 64	1	44216	Teruel
2007	Hombres	16-19	7	50008	Alagón
2007	Hombres	20-24	24	50008	Alagón
2007	Hombres	25-29	15	50008	Alagón
2007	Hombres	30-34	24	50008	Alagón
2007	Hombres	35-39	22	50008	Alagón
2007	Hombres	40-44	20	50008	Alagón
2007	Hombres	45-49	7	50008	Alagón
2007	Hombres	50-54	2	50008	Alagón
2007	Hombres	55-59	7	50008	Alagón
2007	Mujeres	20-24	6	50008	Alagón
2007	Mujeres	25-29	11	50008	Alagón
2007	Mujeres	30-34	7	50008	Alagón
2007	Mujeres	35-39	8	50008	Alagón
2007	Mujeres	40-44	9	50008	Alagón
2007	Mujeres	45-49	3	50008	Alagón
2007	Mujeres	50-54	3	50008	Alagón
2007	Mujeres	55-59	1	50008	Alagón
2007	Hombres	16-19	5	50025	Almunia de Doña Godina (La)
2007	Hombres	20-24	7	50025	Almunia de Doña Godina (La)
2007	Hombres	25-29	15	50025	Almunia de Doña Godina (La)
2007	Hombres	30-34	14	50025	Almunia de Doña Godina (La)
2007	Hombres	35-39	18	50025	Almunia de Doña Godina (La)
2007	Hombres	40-44	11	50025	Almunia de Doña Godina (La)
2007	Hombres	45-49	12	50025	Almunia de Doña Godina (La)
2007	Hombres	50-54	7	50025	Almunia de Doña Godina (La)
2007	Hombres	55-59	4	50025	Almunia de Doña Godina (La)
2007	Hombres	60-64	2	50025	Almunia de Doña Godina (La)
2007	Mujeres	20-24	8	50025	Almunia de Doña Godina (La)
2007	Mujeres	25-29	10	50025	Almunia de Doña Godina (La)
2007	Mujeres	30-34	7	50025	Almunia de Doña Godina (La)
2007	Mujeres	35-39	10	50025	Almunia de Doña Godina (La)
2007	Mujeres	40-44	4	50025	Almunia de Doña Godina (La)
2007	Mujeres	45-49	9	50025	Almunia de Doña Godina (La)
2007	Mujeres	50-54	6	50025	Almunia de Doña Godina (La)
2007	Mujeres	55-59	2	50025	Almunia de Doña Godina (La)
2007	Hombres	16-19	10	50067	Calatayud
2007	Hombres	20-24	31	50067	Calatayud
2007	Hombres	25-29	50	50067	Calatayud
2007	Hombres	30-34	38	50067	Calatayud
2007	Hombres	35-39	36	50067	Calatayud
2007	Hombres	40-44	29	50067	Calatayud
2007	Hombres	45-49	20	50067	Calatayud
2007	Hombres	50-54	19	50067	Calatayud
2007	Hombres	55-59	13	50067	Calatayud
2007	Hombres	60-64	4	50067	Calatayud
2007	Hombres	Más de 64	1	50067	Calatayud
2007	Mujeres	16-19	3	50067	Calatayud
2007	Mujeres	20-24	10	50067	Calatayud
2007	Mujeres	25-29	14	50067	Calatayud
2007	Mujeres	30-34	13	50067	Calatayud
2007	Mujeres	35-39	12	50067	Calatayud
2007	Mujeres	40-44	17	50067	Calatayud
2007	Mujeres	45-49	15	50067	Calatayud
2007	Mujeres	50-54	14	50067	Calatayud
2007	Mujeres	55-59	5	50067	Calatayud
2007	Mujeres	60-64	6	50067	Calatayud
2007	Hombres	16-19	3	50074	Caspe
2007	Hombres	20-24	13	50074	Caspe
2007	Hombres	25-29	13	50074	Caspe
2007	Hombres	30-34	16	50074	Caspe
2007	Hombres	35-39	8	50074	Caspe
2007	Hombres	40-44	14	50074	Caspe
2007	Hombres	45-49	8	50074	Caspe
2007	Hombres	50-54	11	50074	Caspe
2007	Hombres	55-59	6	50074	Caspe
2007	Hombres	60-64	1	50074	Caspe
2007	Hombres	Más de 64	1	50074	Caspe
2007	Mujeres	20-24	3	50074	Caspe
2007	Mujeres	25-29	5	50074	Caspe
2007	Mujeres	30-34	3	50074	Caspe
2007	Mujeres	35-39	9	50074	Caspe
2007	Mujeres	40-44	7	50074	Caspe
2007	Mujeres	45-49	6	50074	Caspe
2007	Mujeres	50-54	3	50074	Caspe
2007	Mujeres	60-64	1	50074	Caspe
2007	Mujeres	Más de 64	1	50074	Caspe
2007	Hombres	16-19	20	50089	Cuarte de Huerva
2007	Hombres	20-24	55	50089	Cuarte de Huerva
2007	Hombres	25-29	67	50089	Cuarte de Huerva
2007	Hombres	30-34	59	50089	Cuarte de Huerva
2007	Hombres	35-39	76	50089	Cuarte de Huerva
2007	Hombres	40-44	66	50089	Cuarte de Huerva
2007	Hombres	45-49	33	50089	Cuarte de Huerva
2007	Hombres	50-54	20	50089	Cuarte de Huerva
2007	Hombres	55-59	30	50089	Cuarte de Huerva
2007	Hombres	60-64	10	50089	Cuarte de Huerva
2007	Mujeres	16-19	4	50089	Cuarte de Huerva
2007	Mujeres	20-24	5	50089	Cuarte de Huerva
2007	Mujeres	25-29	12	50089	Cuarte de Huerva
2007	Mujeres	30-34	6	50089	Cuarte de Huerva
2007	Mujeres	35-39	7	50089	Cuarte de Huerva
2007	Mujeres	40-44	3	50089	Cuarte de Huerva
2007	Mujeres	45-49	12	50089	Cuarte de Huerva
2007	Mujeres	50-54	5	50089	Cuarte de Huerva
2007	Mujeres	55-59	1	50089	Cuarte de Huerva
2007	Mujeres	60-64	1	50089	Cuarte de Huerva
2007	Hombres	16-19	21	50095	Ejea de los Caballeros
2007	Hombres	20-24	49	50095	Ejea de los Caballeros
2007	Hombres	25-29	66	50095	Ejea de los Caballeros
2007	Hombres	30-34	50	50095	Ejea de los Caballeros
2007	Hombres	35-39	45	50095	Ejea de los Caballeros
2007	Hombres	40-44	32	50095	Ejea de los Caballeros
2007	Hombres	45-49	25	50095	Ejea de los Caballeros
2007	Hombres	50-54	25	50095	Ejea de los Caballeros
2007	Hombres	55-59	16	50095	Ejea de los Caballeros
2007	Hombres	60-64	5	50095	Ejea de los Caballeros
2007	Mujeres	16-19	2	50095	Ejea de los Caballeros
2007	Mujeres	20-24	11	50095	Ejea de los Caballeros
2007	Mujeres	25-29	9	50095	Ejea de los Caballeros
2007	Mujeres	30-34	14	50095	Ejea de los Caballeros
2007	Mujeres	35-39	11	50095	Ejea de los Caballeros
2007	Mujeres	40-44	11	50095	Ejea de los Caballeros
2007	Mujeres	45-49	6	50095	Ejea de los Caballeros
2007	Mujeres	50-54	6	50095	Ejea de los Caballeros
2007	Hombres	16-19	1	50163	María de Huerva
2007	Hombres	20-24	12	50163	María de Huerva
2007	Hombres	25-29	18	50163	María de Huerva
2007	Hombres	30-34	13	50163	María de Huerva
2007	Hombres	35-39	7	50163	María de Huerva
2007	Hombres	40-44	11	50163	María de Huerva
2007	Hombres	45-49	6	50163	María de Huerva
2007	Hombres	50-54	8	50163	María de Huerva
2007	Hombres	55-59	7	50163	María de Huerva
2007	Hombres	60-64	4	50163	María de Huerva
2007	Mujeres	25-29	2	50163	María de Huerva
2007	Mujeres	35-39	2	50163	María de Huerva
2007	Mujeres	60-64	1	50163	María de Huerva
2007	Hombres	16-19	18	50182	Muela (La)
2007	Hombres	20-24	45	50182	Muela (La)
2007	Hombres	25-29	55	50182	Muela (La)
2007	Hombres	30-34	55	50182	Muela (La)
2007	Hombres	35-39	35	50182	Muela (La)
2007	Hombres	40-44	19	50182	Muela (La)
2007	Hombres	45-49	22	50182	Muela (La)
2007	Hombres	50-54	21	50182	Muela (La)
2007	Hombres	55-59	8	50182	Muela (La)
2007	Hombres	60-64	4	50182	Muela (La)
2007	Mujeres	20-24	4	50182	Muela (La)
2007	Mujeres	25-29	5	50182	Muela (La)
2007	Mujeres	30-34	6	50182	Muela (La)
2007	Mujeres	35-39	3	50182	Muela (La)
2007	Mujeres	40-44	2	50182	Muela (La)
2007	Mujeres	45-49	3	50182	Muela (La)
2007	Mujeres	55-59	1	50182	Muela (La)
2007	Hombres	16-19	21	50219	Puebla de Alfindén (La)
2007	Hombres	20-24	76	50219	Puebla de Alfindén (La)
2007	Hombres	25-29	97	50219	Puebla de Alfindén (La)
2007	Hombres	30-34	80	50219	Puebla de Alfindén (La)
2007	Hombres	35-39	74	50219	Puebla de Alfindén (La)
2007	Hombres	40-44	53	50219	Puebla de Alfindén (La)
2007	Hombres	45-49	37	50219	Puebla de Alfindén (La)
2007	Hombres	50-54	26	50219	Puebla de Alfindén (La)
2007	Hombres	55-59	27	50219	Puebla de Alfindén (La)
2007	Hombres	60-64	9	50219	Puebla de Alfindén (La)
2007	Mujeres	16-19	4	50219	Puebla de Alfindén (La)
2007	Mujeres	20-24	14	50219	Puebla de Alfindén (La)
2007	Mujeres	25-29	24	50219	Puebla de Alfindén (La)
2007	Mujeres	30-34	25	50219	Puebla de Alfindén (La)
2007	Mujeres	35-39	12	50219	Puebla de Alfindén (La)
2007	Mujeres	40-44	10	50219	Puebla de Alfindén (La)
2007	Mujeres	45-49	7	50219	Puebla de Alfindén (La)
2007	Mujeres	50-54	7	50219	Puebla de Alfindén (La)
2007	Mujeres	55-59	3	50219	Puebla de Alfindén (La)
2007	Hombres	16-19	6	50251	Tarazona
2007	Hombres	20-24	16	50251	Tarazona
2007	Hombres	25-29	36	50251	Tarazona
2007	Hombres	30-34	30	50251	Tarazona
2007	Hombres	35-39	29	50251	Tarazona
2007	Hombres	40-44	30	50251	Tarazona
2007	Hombres	45-49	17	50251	Tarazona
2007	Hombres	50-54	9	50251	Tarazona
2007	Hombres	55-59	9	50251	Tarazona
2007	Hombres	60-64	5	50251	Tarazona
2007	Mujeres	16-19	2	50251	Tarazona
2007	Mujeres	20-24	8	50251	Tarazona
2007	Mujeres	25-29	16	50251	Tarazona
2007	Mujeres	30-34	14	50251	Tarazona
2007	Mujeres	35-39	15	50251	Tarazona
2007	Mujeres	40-44	17	50251	Tarazona
2007	Mujeres	45-49	9	50251	Tarazona
2007	Mujeres	50-54	7	50251	Tarazona
2007	Mujeres	55-59	3	50251	Tarazona
2007	Mujeres	60-64	2	50251	Tarazona
2007	Hombres	16-19	11	50252	Tauste
2007	Hombres	20-24	19	50252	Tauste
2007	Hombres	25-29	19	50252	Tauste
2007	Hombres	30-34	24	50252	Tauste
2007	Hombres	35-39	24	50252	Tauste
2007	Hombres	40-44	19	50252	Tauste
2007	Hombres	45-49	12	50252	Tauste
2007	Hombres	50-54	11	50252	Tauste
2007	Hombres	55-59	6	50252	Tauste
2007	Hombres	60-64	2	50252	Tauste
2007	Mujeres	20-24	4	50252	Tauste
2007	Mujeres	25-29	4	50252	Tauste
2007	Mujeres	30-34	8	50252	Tauste
2007	Mujeres	35-39	11	50252	Tauste
2007	Mujeres	40-44	5	50252	Tauste
2007	Mujeres	45-49	9	50252	Tauste
2007	Mujeres	50-54	2	50252	Tauste
2007	Mujeres	55-59	3	50252	Tauste
2007	Hombres	16-19	13	50272	Utebo
2007	Hombres	20-24	52	50272	Utebo
2007	Hombres	25-29	55	50272	Utebo
2007	Hombres	30-34	59	50272	Utebo
2007	Hombres	35-39	47	50272	Utebo
2007	Hombres	40-44	39	50272	Utebo
2007	Hombres	45-49	25	50272	Utebo
2007	Hombres	50-54	20	50272	Utebo
2007	Hombres	55-59	17	50272	Utebo
2007	Hombres	60-64	7	50272	Utebo
2007	Mujeres	16-19	2	50272	Utebo
2007	Mujeres	20-24	18	50272	Utebo
2007	Mujeres	25-29	10	50272	Utebo
2007	Mujeres	30-34	16	50272	Utebo
2007	Mujeres	35-39	12	50272	Utebo
2007	Mujeres	40-44	9	50272	Utebo
2007	Mujeres	45-49	3	50272	Utebo
2007	Mujeres	50-54	8	50272	Utebo
2007	Mujeres	55-59	1	50272	Utebo
2007	Hombres	16-19	298	50297	Zaragoza
2007	Hombres	20-24	974	50297	Zaragoza
2007	Hombres	25-29	1358	50297	Zaragoza
2007	Hombres	30-34	1379	50297	Zaragoza
2007	Hombres	35-39	1189	50297	Zaragoza
2007	Hombres	40-44	917	50297	Zaragoza
2007	Hombres	45-49	730	50297	Zaragoza
2007	Hombres	50-54	541	50297	Zaragoza
2007	Hombres	55-59	469	50297	Zaragoza
2007	Hombres	60-64	168	50297	Zaragoza
2007	Hombres	Más de 64	7	50297	Zaragoza
2007	Mujeres	16-19	75	50297	Zaragoza
2007	Mujeres	20-24	335	50297	Zaragoza
2007	Mujeres	25-29	452	50297	Zaragoza
2007	Mujeres	30-34	381	50297	Zaragoza
2007	Mujeres	35-39	364	50297	Zaragoza
2007	Mujeres	40-44	316	50297	Zaragoza
2007	Mujeres	45-49	334	50297	Zaragoza
2007	Mujeres	50-54	262	50297	Zaragoza
2007	Mujeres	55-59	214	50297	Zaragoza
2007	Mujeres	60-64	66	50297	Zaragoza
2007	Mujeres	Más de 64	4	50297	Zaragoza
2007	Hombres	16-19	11	50298	Zuera
2007	Hombres	20-24	30	50298	Zuera
2007	Hombres	25-29	31	50298	Zuera
2007	Hombres	30-34	34	50298	Zuera
2007	Hombres	35-39	33	50298	Zuera
2007	Hombres	40-44	33	50298	Zuera
2007	Hombres	45-49	21	50298	Zuera
2007	Hombres	50-54	9	50298	Zuera
2007	Hombres	55-59	12	50298	Zuera
2007	Mujeres	16-19	1	50298	Zuera
2007	Mujeres	20-24	5	50298	Zuera
2007	Mujeres	25-29	4	50298	Zuera
2007	Mujeres	30-34	6	50298	Zuera
2007	Mujeres	35-39	3	50298	Zuera
2007	Mujeres	40-44	2	50298	Zuera
2007	Mujeres	45-49	2	50298	Zuera
2007	Mujeres	50-54	3	50298	Zuera
2007	Mujeres	60-64	2	50298	Zuera
2006	Hombres	16-19	19	22048	Barbastro
2006	Hombres	20-24	41	22048	Barbastro
2006	Hombres	25-29	40	22048	Barbastro
2006	Hombres	30-34	34	22048	Barbastro
2006	Hombres	35-39	26	22048	Barbastro
2006	Hombres	40-44	33	22048	Barbastro
2006	Hombres	45-49	23	22048	Barbastro
2006	Hombres	50-54	14	22048	Barbastro
2006	Hombres	55-59	9	22048	Barbastro
2006	Hombres	60-64	4	22048	Barbastro
2006	Mujeres	16-19	1	22048	Barbastro
2006	Mujeres	20-24	4	22048	Barbastro
2006	Mujeres	25-29	7	22048	Barbastro
2006	Mujeres	30-34	4	22048	Barbastro
2006	Mujeres	35-39	10	22048	Barbastro
2006	Mujeres	40-44	8	22048	Barbastro
2006	Mujeres	45-49	7	22048	Barbastro
2006	Mujeres	50-54	7	22048	Barbastro
2006	Mujeres	55-59	2	22048	Barbastro
2006	Mujeres	60-64	1	22048	Barbastro
2006	Hombres	16-19	7	22061	Binéfar
2006	Hombres	20-24	12	22061	Binéfar
2006	Hombres	25-29	32	22061	Binéfar
2006	Hombres	30-34	38	22061	Binéfar
2006	Hombres	35-39	27	22061	Binéfar
2006	Hombres	40-44	27	22061	Binéfar
2006	Hombres	45-49	18	22061	Binéfar
2006	Hombres	50-54	8	22061	Binéfar
2006	Hombres	55-59	13	22061	Binéfar
2006	Hombres	60-64	10	22061	Binéfar
2006	Mujeres	20-24	4	22061	Binéfar
2006	Mujeres	25-29	5	22061	Binéfar
2006	Mujeres	30-34	4	22061	Binéfar
2006	Mujeres	35-39	1	22061	Binéfar
2006	Mujeres	40-44	5	22061	Binéfar
2006	Mujeres	45-49	4	22061	Binéfar
2006	Mujeres	50-54	3	22061	Binéfar
2006	Mujeres	55-59	1	22061	Binéfar
2006	Hombres	16-19	19	22112	Fraga
2006	Hombres	20-24	49	22112	Fraga
2006	Hombres	25-29	41	22112	Fraga
2006	Hombres	30-34	54	22112	Fraga
2006	Hombres	35-39	35	22112	Fraga
2006	Hombres	40-44	25	22112	Fraga
2006	Hombres	45-49	17	22112	Fraga
2006	Hombres	50-54	14	22112	Fraga
2006	Hombres	55-59	11	22112	Fraga
2006	Hombres	60-64	9	22112	Fraga
2006	Mujeres	16-19	4	22112	Fraga
2006	Mujeres	20-24	8	22112	Fraga
2006	Mujeres	25-29	9	22112	Fraga
2006	Mujeres	30-34	9	22112	Fraga
2006	Mujeres	35-39	8	22112	Fraga
2006	Mujeres	40-44	3	22112	Fraga
2006	Mujeres	45-49	7	22112	Fraga
2006	Mujeres	50-54	2	22112	Fraga
2006	Mujeres	55-59	3	22112	Fraga
2006	Hombres	16-19	42	22125	Huesca
2006	Hombres	20-24	126	22125	Huesca
2006	Hombres	25-29	142	22125	Huesca
2006	Hombres	30-34	128	22125	Huesca
2006	Hombres	35-39	94	22125	Huesca
2006	Hombres	40-44	95	22125	Huesca
2006	Hombres	45-49	91	22125	Huesca
2006	Hombres	50-54	49	22125	Huesca
2006	Hombres	55-59	42	22125	Huesca
2006	Hombres	60-64	16	22125	Huesca
2006	Mujeres	16-19	4	22125	Huesca
2006	Mujeres	20-24	22	22125	Huesca
2006	Mujeres	25-29	35	22125	Huesca
2006	Mujeres	30-34	25	22125	Huesca
2006	Mujeres	35-39	22	22125	Huesca
2006	Mujeres	40-44	25	22125	Huesca
2006	Mujeres	45-49	36	22125	Huesca
2006	Mujeres	50-54	16	22125	Huesca
2006	Mujeres	55-59	13	22125	Huesca
2006	Mujeres	60-64	6	22125	Huesca
2006	Hombres	16-19	10	22130	Jaca
2006	Hombres	20-24	18	22130	Jaca
2006	Hombres	25-29	29	22130	Jaca
2006	Hombres	30-34	26	22130	Jaca
2006	Hombres	35-39	30	22130	Jaca
2006	Hombres	40-44	26	22130	Jaca
2006	Hombres	45-49	19	22130	Jaca
2006	Hombres	50-54	20	22130	Jaca
2006	Hombres	55-59	11	22130	Jaca
2006	Hombres	60-64	2	22130	Jaca
2006	Hombres	Más de 64	1	22130	Jaca
2006	Mujeres	16-19	3	22130	Jaca
2006	Mujeres	20-24	10	22130	Jaca
2006	Mujeres	25-29	12	22130	Jaca
2006	Mujeres	30-34	7	22130	Jaca
2006	Mujeres	35-39	8	22130	Jaca
2006	Mujeres	40-44	4	22130	Jaca
2006	Mujeres	45-49	4	22130	Jaca
2006	Mujeres	50-54	2	22130	Jaca
2006	Mujeres	55-59	2	22130	Jaca
2006	Mujeres	60-64	2	22130	Jaca
2006	Hombres	16-19	5	22158	Monzón
2006	Hombres	20-24	28	22158	Monzón
2006	Hombres	25-29	52	22158	Monzón
2006	Hombres	30-34	49	22158	Monzón
2006	Hombres	35-39	41	22158	Monzón
2006	Hombres	40-44	38	22158	Monzón
2006	Hombres	45-49	45	22158	Monzón
2006	Hombres	50-54	27	22158	Monzón
2006	Hombres	55-59	18	22158	Monzón
2006	Hombres	60-64	6	22158	Monzón
2006	Mujeres	16-19	1	22158	Monzón
2006	Mujeres	20-24	2	22158	Monzón
2006	Mujeres	25-29	4	22158	Monzón
2006	Mujeres	30-34	5	22158	Monzón
2006	Mujeres	35-39	4	22158	Monzón
2006	Mujeres	40-44	9	22158	Monzón
2006	Mujeres	45-49	3	22158	Monzón
2006	Mujeres	50-54	6	22158	Monzón
2006	Mujeres	55-59	1	22158	Monzón
2006	Mujeres	60-64	3	22158	Monzón
2006	Hombres	16-19	3	22199	Sabiñánigo
2006	Hombres	20-24	16	22199	Sabiñánigo
2006	Hombres	25-29	21	22199	Sabiñánigo
2006	Hombres	30-34	19	22199	Sabiñánigo
2006	Hombres	35-39	14	22199	Sabiñánigo
2006	Hombres	40-44	12	22199	Sabiñánigo
2006	Hombres	45-49	7	22199	Sabiñánigo
2006	Hombres	50-54	11	22199	Sabiñánigo
2006	Hombres	55-59	6	22199	Sabiñánigo
2006	Hombres	60-64	3	22199	Sabiñánigo
2006	Mujeres	16-19	1	22199	Sabiñánigo
2006	Mujeres	20-24	1	22199	Sabiñánigo
2006	Mujeres	25-29	4	22199	Sabiñánigo
2006	Mujeres	30-34	3	22199	Sabiñánigo
2006	Mujeres	35-39	6	22199	Sabiñánigo
2006	Mujeres	40-44	3	22199	Sabiñánigo
2006	Mujeres	45-49	4	22199	Sabiñánigo
2006	Mujeres	50-54	1	22199	Sabiñánigo
2006	Mujeres	55-59	1	22199	Sabiñánigo
2006	Hombres	16-19	14	44013	Alcañiz
2006	Hombres	20-24	33	44013	Alcañiz
2006	Hombres	25-29	44	44013	Alcañiz
2006	Hombres	30-34	35	44013	Alcañiz
2006	Hombres	35-39	29	44013	Alcañiz
2006	Hombres	40-44	24	44013	Alcañiz
2006	Hombres	45-49	13	44013	Alcañiz
2006	Hombres	50-54	17	44013	Alcañiz
2006	Hombres	55-59	10	44013	Alcañiz
2006	Hombres	60-64	2	44013	Alcañiz
2006	Mujeres	16-19	3	44013	Alcañiz
2006	Mujeres	20-24	7	44013	Alcañiz
2006	Mujeres	25-29	15	44013	Alcañiz
2006	Mujeres	30-34	19	44013	Alcañiz
2006	Mujeres	35-39	7	44013	Alcañiz
2006	Mujeres	40-44	5	44013	Alcañiz
2006	Mujeres	45-49	6	44013	Alcañiz
2006	Mujeres	50-54	4	44013	Alcañiz
2006	Mujeres	55-59	3	44013	Alcañiz
2006	Hombres	16-19	7	44025	Andorra
2006	Hombres	20-24	12	44025	Andorra
2006	Hombres	25-29	19	44025	Andorra
2006	Hombres	30-34	14	44025	Andorra
2006	Hombres	35-39	10	44025	Andorra
2006	Hombres	40-44	18	44025	Andorra
2006	Hombres	45-49	12	44025	Andorra
2006	Hombres	50-54	6	44025	Andorra
2006	Hombres	55-59	3	44025	Andorra
2006	Hombres	60-64	2	44025	Andorra
2006	Mujeres	16-19	1	44025	Andorra
2006	Mujeres	20-24	1	44025	Andorra
2006	Mujeres	25-29	5	44025	Andorra
2006	Mujeres	30-34	4	44025	Andorra
2006	Mujeres	35-39	3	44025	Andorra
2006	Mujeres	40-44	5	44025	Andorra
2006	Mujeres	45-49	2	44025	Andorra
2006	Mujeres	50-54	2	44025	Andorra
2006	Mujeres	60-64	1	44025	Andorra
2006	Hombres	16-19	12	44216	Teruel
2006	Hombres	20-24	41	44216	Teruel
2006	Hombres	25-29	50	44216	Teruel
2006	Hombres	30-34	49	44216	Teruel
2006	Hombres	35-39	57	44216	Teruel
2006	Hombres	40-44	56	44216	Teruel
2006	Hombres	45-49	36	44216	Teruel
2006	Hombres	50-54	19	44216	Teruel
2006	Hombres	55-59	14	44216	Teruel
2006	Hombres	60-64	3	44216	Teruel
2006	Mujeres	16-19	4	44216	Teruel
2006	Mujeres	20-24	6	44216	Teruel
2006	Mujeres	25-29	21	44216	Teruel
2006	Mujeres	30-34	16	44216	Teruel
2006	Mujeres	35-39	15	44216	Teruel
2006	Mujeres	40-44	21	44216	Teruel
2006	Mujeres	45-49	19	44216	Teruel
2006	Mujeres	50-54	11	44216	Teruel
2006	Mujeres	55-59	11	44216	Teruel
2006	Mujeres	60-64	3	44216	Teruel
2006	Hombres	16-19	7	50008	Alagón
2006	Hombres	20-24	17	50008	Alagón
2006	Hombres	25-29	21	50008	Alagón
2006	Hombres	30-34	22	50008	Alagón
2006	Hombres	35-39	21	50008	Alagón
2006	Hombres	40-44	14	50008	Alagón
2006	Hombres	45-49	4	50008	Alagón
2006	Hombres	50-54	7	50008	Alagón
2006	Hombres	55-59	1	50008	Alagón
2006	Hombres	60-64	3	50008	Alagón
2006	Mujeres	16-19	1	50008	Alagón
2006	Mujeres	20-24	17	50008	Alagón
2006	Mujeres	25-29	21	50008	Alagón
2006	Mujeres	30-34	10	50008	Alagón
2006	Mujeres	35-39	13	50008	Alagón
2006	Mujeres	40-44	6	50008	Alagón
2006	Mujeres	45-49	4	50008	Alagón
2006	Mujeres	50-54	4	50008	Alagón
2006	Mujeres	55-59	2	50008	Alagón
2006	Hombres	16-19	3	50025	Almunia de Doña Godina (La)
2006	Hombres	20-24	24	50025	Almunia de Doña Godina (La)
2006	Hombres	25-29	21	50025	Almunia de Doña Godina (La)
2006	Hombres	30-34	12	50025	Almunia de Doña Godina (La)
2006	Hombres	35-39	12	50025	Almunia de Doña Godina (La)
2006	Hombres	40-44	9	50025	Almunia de Doña Godina (La)
2006	Hombres	45-49	9	50025	Almunia de Doña Godina (La)
2006	Hombres	50-54	8	50025	Almunia de Doña Godina (La)
2006	Hombres	55-59	3	50025	Almunia de Doña Godina (La)
2006	Hombres	60-64	4	50025	Almunia de Doña Godina (La)
2006	Mujeres	16-19	1	50025	Almunia de Doña Godina (La)
2006	Mujeres	20-24	5	50025	Almunia de Doña Godina (La)
2006	Mujeres	25-29	6	50025	Almunia de Doña Godina (La)
2006	Mujeres	30-34	9	50025	Almunia de Doña Godina (La)
2006	Mujeres	35-39	8	50025	Almunia de Doña Godina (La)
2006	Mujeres	40-44	10	50025	Almunia de Doña Godina (La)
2006	Mujeres	45-49	8	50025	Almunia de Doña Godina (La)
2006	Mujeres	50-54	3	50025	Almunia de Doña Godina (La)
2006	Mujeres	55-59	3	50025	Almunia de Doña Godina (La)
2006	Mujeres	60-64	3	50025	Almunia de Doña Godina (La)
2006	Hombres	16-19	6	50067	Calatayud
2006	Hombres	20-24	26	50067	Calatayud
2006	Hombres	25-29	34	50067	Calatayud
2006	Hombres	30-34	28	50067	Calatayud
2006	Hombres	35-39	26	50067	Calatayud
2006	Hombres	40-44	23	50067	Calatayud
2006	Hombres	45-49	20	50067	Calatayud
2006	Hombres	50-54	15	50067	Calatayud
2006	Hombres	55-59	12	50067	Calatayud
2006	Hombres	60-64	3	50067	Calatayud
2006	Mujeres	16-19	3	50067	Calatayud
2006	Mujeres	20-24	10	50067	Calatayud
2006	Mujeres	25-29	7	50067	Calatayud
2006	Mujeres	30-34	13	50067	Calatayud
2006	Mujeres	35-39	14	50067	Calatayud
2006	Mujeres	40-44	12	50067	Calatayud
2006	Mujeres	45-49	9	50067	Calatayud
2006	Mujeres	50-54	10	50067	Calatayud
2006	Mujeres	55-59	5	50067	Calatayud
2006	Mujeres	60-64	2	50067	Calatayud
2006	Mujeres	Más de 64	1	50067	Calatayud
2006	Hombres	16-19	1	50074	Caspe
2006	Hombres	20-24	14	50074	Caspe
2006	Hombres	25-29	28	50074	Caspe
2006	Hombres	30-34	21	50074	Caspe
2006	Hombres	35-39	3	50074	Caspe
2006	Hombres	40-44	15	50074	Caspe
2006	Hombres	45-49	9	50074	Caspe
2006	Hombres	50-54	7	50074	Caspe
2006	Hombres	55-59	8	50074	Caspe
2006	Hombres	60-64	2	50074	Caspe
2006	Mujeres	16-19	2	50074	Caspe
2006	Mujeres	20-24	6	50074	Caspe
2006	Mujeres	25-29	10	50074	Caspe
2006	Mujeres	30-34	5	50074	Caspe
2006	Mujeres	35-39	5	50074	Caspe
2006	Mujeres	40-44	5	50074	Caspe
2006	Mujeres	45-49	2	50074	Caspe
2006	Mujeres	50-54	3	50074	Caspe
2006	Mujeres	55-59	1	50074	Caspe
2006	Mujeres	60-64	1	50074	Caspe
