Municipio código	Municipio nombre	Explotaciones	Porcentaje SAU régimen tenencia código	Porcentaje SAU régimen tenencia
50004	Aguarón	187	1	Toda la SAU en propiedad
50004	Aguarón	1	2	Toda la SAU en arrendamiento
50004	Aguarón	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50004	Aguarón	9	4	Más del 50% de la SAU en propiedad
50004	Aguarón	5	5	Más del 50% de la SAU en arrendamiento
50004	Aguarón	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50004	Aguarón	6	7	Ningún régimen superior al 50%
50005	Aguilón	1	0	Si no hay SAU
50005	Aguilón	46	1	Toda la SAU en propiedad
50005	Aguilón	1	2	Toda la SAU en arrendamiento
50005	Aguilón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50005	Aguilón	7	4	Más del 50% de la SAU en propiedad
50005	Aguilón	5	5	Más del 50% de la SAU en arrendamiento
50005	Aguilón	2	7	Ningún régimen superior al 50%
50006	Ainzón	2	0	Si no hay SAU
50006	Ainzón	113	1	Toda la SAU en propiedad
50006	Ainzón	3	2	Toda la SAU en arrendamiento
50006	Ainzón	7	3	Todo la SAU en aparcería u otro régimen de tenencia
50006	Ainzón	19	4	Más del 50% de la SAU en propiedad
50006	Ainzón	2	5	Más del 50% de la SAU en arrendamiento
50006	Ainzón	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50006	Ainzón	4	7	Ningún régimen superior al 50%
50007	Aladrén	26	1	Toda la SAU en propiedad
50007	Aladrén	1	2	Toda la SAU en arrendamiento
50007	Aladrén	1	4	Más del 50% de la SAU en propiedad
50007	Aladrén	1	5	Más del 50% de la SAU en arrendamiento
50007	Aladrén	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50007	Aladrén	1	7	Ningún régimen superior al 50%
50008	Alagón	3	0	Si no hay SAU
50008	Alagón	76	1	Toda la SAU en propiedad
50008	Alagón	18	2	Toda la SAU en arrendamiento
50008	Alagón	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50008	Alagón	28	4	Más del 50% de la SAU en propiedad
50008	Alagón	23	5	Más del 50% de la SAU en arrendamiento
50008	Alagón	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50008	Alagón	7	7	Ningún régimen superior al 50%
50009	Alarba	24	1	Toda la SAU en propiedad
50009	Alarba	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50009	Alarba	10	4	Más del 50% de la SAU en propiedad
50009	Alarba	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50009	Alarba	3	7	Ningún régimen superior al 50%
50010	Alberite de San Juan	1	0	Si no hay SAU
50010	Alberite de San Juan	16	1	Toda la SAU en propiedad
50010	Alberite de San Juan	1	2	Toda la SAU en arrendamiento
50010	Alberite de San Juan	5	4	Más del 50% de la SAU en propiedad
50011	Albeta	10	1	Toda la SAU en propiedad
50011	Albeta	2	4	Más del 50% de la SAU en propiedad
50012	Alborge	1	2	Toda la SAU en arrendamiento
50012	Alborge	3	4	Más del 50% de la SAU en propiedad
50012	Alborge	2	5	Más del 50% de la SAU en arrendamiento
50013	Alcalá de Ebro	19	1	Toda la SAU en propiedad
50013	Alcalá de Ebro	3	2	Toda la SAU en arrendamiento
50013	Alcalá de Ebro	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50013	Alcalá de Ebro	9	4	Más del 50% de la SAU en propiedad
50013	Alcalá de Ebro	6	5	Más del 50% de la SAU en arrendamiento
50013	Alcalá de Ebro	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50014	Alcalá de Moncayo	23	1	Toda la SAU en propiedad
50014	Alcalá de Moncayo	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50014	Alcalá de Moncayo	8	4	Más del 50% de la SAU en propiedad
50014	Alcalá de Moncayo	3	5	Más del 50% de la SAU en arrendamiento
50014	Alcalá de Moncayo	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50014	Alcalá de Moncayo	2	7	Ningún régimen superior al 50%
50015	Alconchel de Ariza	3	0	Si no hay SAU
50015	Alconchel de Ariza	2	1	Toda la SAU en propiedad
50015	Alconchel de Ariza	4	2	Toda la SAU en arrendamiento
50015	Alconchel de Ariza	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50015	Alconchel de Ariza	14	5	Más del 50% de la SAU en arrendamiento
50015	Alconchel de Ariza	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50015	Alconchel de Ariza	2	7	Ningún régimen superior al 50%
50016	Aldehuela de Liestos	11	1	Toda la SAU en propiedad
50016	Aldehuela de Liestos	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50016	Aldehuela de Liestos	2	5	Más del 50% de la SAU en arrendamiento
50016	Aldehuela de Liestos	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50016	Aldehuela de Liestos	3	7	Ningún régimen superior al 50%
50017	Alfajarín	1	0	Si no hay SAU
50017	Alfajarín	48	1	Toda la SAU en propiedad
50017	Alfajarín	13	2	Toda la SAU en arrendamiento
50017	Alfajarín	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50017	Alfajarín	25	4	Más del 50% de la SAU en propiedad
50017	Alfajarín	22	5	Más del 50% de la SAU en arrendamiento
50017	Alfajarín	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50017	Alfajarín	1	7	Ningún régimen superior al 50%
50018	Alfamén	197	1	Toda la SAU en propiedad
50018	Alfamén	23	2	Toda la SAU en arrendamiento
50018	Alfamén	15	3	Todo la SAU en aparcería u otro régimen de tenencia
50018	Alfamén	38	4	Más del 50% de la SAU en propiedad
50018	Alfamén	9	5	Más del 50% de la SAU en arrendamiento
50018	Alfamén	11	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50018	Alfamén	4	7	Ningún régimen superior al 50%
50019	Alforque	1	1	Toda la SAU en propiedad
50019	Alforque	1	2	Toda la SAU en arrendamiento
50019	Alforque	3	4	Más del 50% de la SAU en propiedad
50019	Alforque	2	5	Más del 50% de la SAU en arrendamiento
50020	Alhama de Aragón	1	0	Si no hay SAU
50020	Alhama de Aragón	14	1	Toda la SAU en propiedad
50020	Alhama de Aragón	4	2	Toda la SAU en arrendamiento
50020	Alhama de Aragón	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50020	Alhama de Aragón	3	4	Más del 50% de la SAU en propiedad
50020	Alhama de Aragón	4	5	Más del 50% de la SAU en arrendamiento
50020	Alhama de Aragón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50021	Almochuel	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50021	Almochuel	3	4	Más del 50% de la SAU en propiedad
50021	Almochuel	3	5	Más del 50% de la SAU en arrendamiento
50021	Almochuel	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50021	Almochuel	1	7	Ningún régimen superior al 50%
50022	Almolda (La)	5	0	Si no hay SAU
50022	Almolda (La)	48	1	Toda la SAU en propiedad
50022	Almolda (La)	7	2	Toda la SAU en arrendamiento
50022	Almolda (La)	7	3	Todo la SAU en aparcería u otro régimen de tenencia
50022	Almolda (La)	36	4	Más del 50% de la SAU en propiedad
50022	Almolda (La)	19	5	Más del 50% de la SAU en arrendamiento
50022	Almolda (La)	10	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50022	Almolda (La)	13	7	Ningún régimen superior al 50%
50023	Almonacid de la Cuba	2	0	Si no hay SAU
50023	Almonacid de la Cuba	41	1	Toda la SAU en propiedad
50023	Almonacid de la Cuba	7	2	Toda la SAU en arrendamiento
50023	Almonacid de la Cuba	6	3	Todo la SAU en aparcería u otro régimen de tenencia
50023	Almonacid de la Cuba	13	4	Más del 50% de la SAU en propiedad
50023	Almonacid de la Cuba	6	5	Más del 50% de la SAU en arrendamiento
50023	Almonacid de la Cuba	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50023	Almonacid de la Cuba	1	7	Ningún régimen superior al 50%
50024	Almonacid de la Sierra	171	1	Toda la SAU en propiedad
50024	Almonacid de la Sierra	6	2	Toda la SAU en arrendamiento
50024	Almonacid de la Sierra	7	3	Todo la SAU en aparcería u otro régimen de tenencia
50024	Almonacid de la Sierra	18	4	Más del 50% de la SAU en propiedad
50024	Almonacid de la Sierra	6	5	Más del 50% de la SAU en arrendamiento
50024	Almonacid de la Sierra	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50024	Almonacid de la Sierra	2	7	Ningún régimen superior al 50%
50025	Almunia de Doña Godina (La)	7	0	Si no hay SAU
50025	Almunia de Doña Godina (La)	264	1	Toda la SAU en propiedad
50025	Almunia de Doña Godina (La)	24	2	Toda la SAU en arrendamiento
50025	Almunia de Doña Godina (La)	10	3	Todo la SAU en aparcería u otro régimen de tenencia
50025	Almunia de Doña Godina (La)	37	4	Más del 50% de la SAU en propiedad
50025	Almunia de Doña Godina (La)	17	5	Más del 50% de la SAU en arrendamiento
50025	Almunia de Doña Godina (La)	8	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50025	Almunia de Doña Godina (La)	11	7	Ningún régimen superior al 50%
50026	Alpartir	1	0	Si no hay SAU
50026	Alpartir	144	1	Toda la SAU en propiedad
50026	Alpartir	4	2	Toda la SAU en arrendamiento
50026	Alpartir	11	3	Todo la SAU en aparcería u otro régimen de tenencia
50026	Alpartir	2	4	Más del 50% de la SAU en propiedad
50026	Alpartir	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50026	Alpartir	1	7	Ningún régimen superior al 50%
50027	Ambel	6	0	Si no hay SAU
50027	Ambel	83	1	Toda la SAU en propiedad
50027	Ambel	2	2	Toda la SAU en arrendamiento
50027	Ambel	7	3	Todo la SAU en aparcería u otro régimen de tenencia
50027	Ambel	11	4	Más del 50% de la SAU en propiedad
50027	Ambel	2	5	Más del 50% de la SAU en arrendamiento
50027	Ambel	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50027	Ambel	3	7	Ningún régimen superior al 50%
50028	Anento	13	1	Toda la SAU en propiedad
50028	Anento	2	2	Toda la SAU en arrendamiento
50028	Anento	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50028	Anento	3	4	Más del 50% de la SAU en propiedad
50028	Anento	1	5	Más del 50% de la SAU en arrendamiento
50028	Anento	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50029	Aniñón	3	0	Si no hay SAU
50029	Aniñón	161	1	Toda la SAU en propiedad
50029	Aniñón	1	2	Toda la SAU en arrendamiento
50029	Aniñón	14	4	Más del 50% de la SAU en propiedad
50029	Aniñón	3	5	Más del 50% de la SAU en arrendamiento
50029	Aniñón	3	7	Ningún régimen superior al 50%
50030	Añón de Moncayo	19	1	Toda la SAU en propiedad
50030	Añón de Moncayo	2	2	Toda la SAU en arrendamiento
50030	Añón de Moncayo	2	4	Más del 50% de la SAU en propiedad
50030	Añón de Moncayo	4	5	Más del 50% de la SAU en arrendamiento
50030	Añón de Moncayo	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50031	Aranda de Moncayo	8	0	Si no hay SAU
50031	Aranda de Moncayo	25	1	Toda la SAU en propiedad
50031	Aranda de Moncayo	1	2	Toda la SAU en arrendamiento
50031	Aranda de Moncayo	5	4	Más del 50% de la SAU en propiedad
50031	Aranda de Moncayo	4	5	Más del 50% de la SAU en arrendamiento
50031	Aranda de Moncayo	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50031	Aranda de Moncayo	2	7	Ningún régimen superior al 50%
50032	Arándiga	1	0	Si no hay SAU
50032	Arándiga	66	1	Toda la SAU en propiedad
50032	Arándiga	4	2	Toda la SAU en arrendamiento
50032	Arándiga	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50032	Arándiga	5	4	Más del 50% de la SAU en propiedad
50032	Arándiga	6	5	Más del 50% de la SAU en arrendamiento
50032	Arándiga	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50033	Ardisa	6	1	Toda la SAU en propiedad
50033	Ardisa	1	2	Toda la SAU en arrendamiento
50033	Ardisa	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50033	Ardisa	4	4	Más del 50% de la SAU en propiedad
50033	Ardisa	2	5	Más del 50% de la SAU en arrendamiento
50033	Ardisa	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50034	Ariza	2	0	Si no hay SAU
50034	Ariza	23	1	Toda la SAU en propiedad
50034	Ariza	10	2	Toda la SAU en arrendamiento
50034	Ariza	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50034	Ariza	8	4	Más del 50% de la SAU en propiedad
50034	Ariza	17	5	Más del 50% de la SAU en arrendamiento
50034	Ariza	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50034	Ariza	1	7	Ningún régimen superior al 50%
50035	Artieda	1	0	Si no hay SAU
50035	Artieda	2	1	Toda la SAU en propiedad
50035	Artieda	2	2	Toda la SAU en arrendamiento
50035	Artieda	1	4	Más del 50% de la SAU en propiedad
50035	Artieda	2	5	Más del 50% de la SAU en arrendamiento
50035	Artieda	2	7	Ningún régimen superior al 50%
50036	Asín	4	1	Toda la SAU en propiedad
50036	Asín	2	2	Toda la SAU en arrendamiento
50036	Asín	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50036	Asín	1	4	Más del 50% de la SAU en propiedad
50036	Asín	2	5	Más del 50% de la SAU en arrendamiento
50037	Atea	58	1	Toda la SAU en propiedad
50037	Atea	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50037	Atea	10	4	Más del 50% de la SAU en propiedad
50037	Atea	2	5	Más del 50% de la SAU en arrendamiento
50037	Atea	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50038	Ateca	1	0	Si no hay SAU
50038	Ateca	81	1	Toda la SAU en propiedad
50038	Ateca	4	2	Toda la SAU en arrendamiento
50038	Ateca	8	3	Todo la SAU en aparcería u otro régimen de tenencia
50038	Ateca	12	4	Más del 50% de la SAU en propiedad
50038	Ateca	5	5	Más del 50% de la SAU en arrendamiento
50038	Ateca	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50038	Ateca	1	7	Ningún régimen superior al 50%
50039	Azuara	2	0	Si no hay SAU
50039	Azuara	59	1	Toda la SAU en propiedad
50039	Azuara	4	2	Toda la SAU en arrendamiento
50039	Azuara	5	3	Todo la SAU en aparcería u otro régimen de tenencia
50039	Azuara	34	4	Más del 50% de la SAU en propiedad
50039	Azuara	7	5	Más del 50% de la SAU en arrendamiento
50039	Azuara	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50039	Azuara	12	7	Ningún régimen superior al 50%
50040	Badules	15	1	Toda la SAU en propiedad
50040	Badules	1	2	Toda la SAU en arrendamiento
50040	Badules	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50040	Badules	1	4	Más del 50% de la SAU en propiedad
50040	Badules	4	5	Más del 50% de la SAU en arrendamiento
50040	Badules	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50040	Badules	2	7	Ningún régimen superior al 50%
50041	Bagüés	1	1	Toda la SAU en propiedad
50041	Bagüés	3	2	Toda la SAU en arrendamiento
50041	Bagüés	1	4	Más del 50% de la SAU en propiedad
50041	Bagüés	4	5	Más del 50% de la SAU en arrendamiento
50041	Bagüés	1	7	Ningún régimen superior al 50%
50042	Balconchán	6	1	Toda la SAU en propiedad
50042	Balconchán	1	2	Toda la SAU en arrendamiento
50042	Balconchán	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50042	Balconchán	4	4	Más del 50% de la SAU en propiedad
50042	Balconchán	3	5	Más del 50% de la SAU en arrendamiento
50043	Bárboles	2	0	Si no hay SAU
50043	Bárboles	27	1	Toda la SAU en propiedad
50043	Bárboles	2	2	Toda la SAU en arrendamiento
50043	Bárboles	2	3	Todo la SAU en aparcería u otro régimen de tenencia
50043	Bárboles	9	4	Más del 50% de la SAU en propiedad
50043	Bárboles	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50043	Bárboles	1	7	Ningún régimen superior al 50%
50044	Bardallur	44	1	Toda la SAU en propiedad
50044	Bardallur	2	2	Toda la SAU en arrendamiento
50044	Bardallur	4	3	Todo la SAU en aparcería u otro régimen de tenencia
50044	Bardallur	3	4	Más del 50% de la SAU en propiedad
50044	Bardallur	5	5	Más del 50% de la SAU en arrendamiento
50044	Bardallur	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50044	Bardallur	2	7	Ningún régimen superior al 50%
50045	Belchite	5	0	Si no hay SAU
50045	Belchite	238	1	Toda la SAU en propiedad
50045	Belchite	23	2	Toda la SAU en arrendamiento
50045	Belchite	13	3	Todo la SAU en aparcería u otro régimen de tenencia
50045	Belchite	41	4	Más del 50% de la SAU en propiedad
50045	Belchite	26	5	Más del 50% de la SAU en arrendamiento
50045	Belchite	14	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50045	Belchite	4	7	Ningún régimen superior al 50%
50046	Belmonte de Gracián	1	0	Si no hay SAU
50046	Belmonte de Gracián	31	1	Toda la SAU en propiedad
50046	Belmonte de Gracián	2	2	Toda la SAU en arrendamiento
50046	Belmonte de Gracián	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50046	Belmonte de Gracián	13	4	Más del 50% de la SAU en propiedad
50046	Belmonte de Gracián	1	5	Más del 50% de la SAU en arrendamiento
50046	Belmonte de Gracián	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50046	Belmonte de Gracián	2	7	Ningún régimen superior al 50%
50047	Berdejo	1	1	Toda la SAU en propiedad
50047	Berdejo	1	2	Toda la SAU en arrendamiento
50047	Berdejo	1	5	Más del 50% de la SAU en arrendamiento
50048	Berrueco	7	1	Toda la SAU en propiedad
50048	Berrueco	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50048	Berrueco	6	4	Más del 50% de la SAU en propiedad
50048	Berrueco	1	5	Más del 50% de la SAU en arrendamiento
50048	Berrueco	1	7	Ningún régimen superior al 50%
50050	Bijuesca	11	1	Toda la SAU en propiedad
50050	Bijuesca	2	2	Toda la SAU en arrendamiento
50050	Bijuesca	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50050	Bijuesca	1	4	Más del 50% de la SAU en propiedad
50050	Bijuesca	2	5	Más del 50% de la SAU en arrendamiento
50050	Bijuesca	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50051	Biota	6	0	Si no hay SAU
50051	Biota	88	1	Toda la SAU en propiedad
50051	Biota	15	2	Toda la SAU en arrendamiento
50051	Biota	18	3	Todo la SAU en aparcería u otro régimen de tenencia
50051	Biota	29	4	Más del 50% de la SAU en propiedad
50051	Biota	19	5	Más del 50% de la SAU en arrendamiento
50051	Biota	8	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50051	Biota	15	7	Ningún régimen superior al 50%
50052	Bisimbre	6	1	Toda la SAU en propiedad
50052	Bisimbre	3	2	Toda la SAU en arrendamiento
50052	Bisimbre	6	4	Más del 50% de la SAU en propiedad
50052	Bisimbre	3	5	Más del 50% de la SAU en arrendamiento
