Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos	CCAA nombre
Marzo 2016	201603	Marzo	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	36	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2859	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	300	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2361	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	693	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	8108	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	6078	Aragón
Marzo 2016	201603	Marzo	2016	CNO - 2011	99	Ocupaciones militares	Hombres	3	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	1	Directores y gerentes	Hombres	51	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	1	Directores y gerentes	Mujeres	25	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1156	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1241	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1293	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1218	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	734	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1752	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3368	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6265	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	250	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	15	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2843	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	308	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2168	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	535	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	8180	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	5409	Aragón
Febrero 2016	201602	Febrero	2016	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	1	Directores y gerentes	Hombres	74	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	1	Directores y gerentes	Mujeres	27	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	990	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1097	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1373	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1060	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	792	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1680	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2711	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5454	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	288	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	31	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2879	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	360	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2229	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	604	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	9	Ocupaciones elementales	Hombres	8154	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	9	Ocupaciones elementales	Mujeres	5892	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Enero 2016	201601	Enero	2016	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	1	Directores y gerentes	Hombres	53	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	1	Directores y gerentes	Mujeres	42	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	910	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1024	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1142	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1094	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	868	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1814	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3962	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	7525	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	305	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	28	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2503	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	372	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1854	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	488	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	9	Ocupaciones elementales	Hombres	7487	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	9	Ocupaciones elementales	Mujeres	5890	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Diciembre 2015	201512	Diciembre	2015	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	1	Directores y gerentes	Hombres	57	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	1	Directores y gerentes	Mujeres	22	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	979	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1192	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1414	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1207	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	793	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1530	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3372	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6631	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	353	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	41	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2978	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	391	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2073	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	621	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	9	Ocupaciones elementales	Hombres	8863	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	9	Ocupaciones elementales	Mujeres	5801	Aragón
Noviembre 2015	201511	Noviembre	2015	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	1	Directores y gerentes	Hombres	64	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	1	Directores y gerentes	Mujeres	19	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1652	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2072	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1994	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1805	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	862	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1992	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4802	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	8016	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	318	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	30	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3160	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	389	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2435	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	521	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	9	Ocupaciones elementales	Hombres	9828	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	9	Ocupaciones elementales	Mujeres	6796	Aragón
Octubre 2015	201510	Octubre	2015	CNO - 2011	99	Ocupaciones militares	Hombres	3	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	1	Directores y gerentes	Hombres	75	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	1	Directores y gerentes	Mujeres	29	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	2017	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2253	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1685	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1363	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	833	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1902	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4607	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	7693	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	308	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	43	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	3403	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	406	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2381	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	606	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	9	Ocupaciones elementales	Hombres	12409	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	9	Ocupaciones elementales	Mujeres	7648	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Septiembre 2015	201509	Septiembre	2015	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	1	Directores y gerentes	Hombres	28	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	1	Directores y gerentes	Mujeres	13	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1216	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	835	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1291	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	723	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	647	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1408	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3121	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5140	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	248	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	49	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2878	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	355	Aragón
Agosto 2015	201508	Agosto	2015	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	2119	Aragón
