Municipio código	Municipio nombre	Estado civil	Personas residentes viviendas familiares
50086	Codos	Divorciados/as	1
50087	Contamina	Solteros/as	22
50087	Contamina	Casados/as	23
50087	Contamina	Viudos/as	4
50087	Contamina	Separados/as	2
50088	Cosuenda	Solteros/as	136
50088	Cosuenda	Casados/as	215
50088	Cosuenda	Viudos/as	34
50088	Cosuenda	Separados/as	1
50088	Cosuenda	Divorciados/as	2
50089	Cuarte de Huerva	Solteros/as	494
50089	Cuarte de Huerva	Casados/as	949
50089	Cuarte de Huerva	Viudos/as	79
50089	Cuarte de Huerva	Separados/as	26
50089	Cuarte de Huerva	Divorciados/as	12
50090	Cubel	Solteros/as	60
50090	Cubel	Casados/as	109
50090	Cubel	Viudos/as	25
50090	Cubel	Separados/as	2
50091	Cuerlas (Las)	Solteros/as	22
50091	Cuerlas (Las)	Casados/as	51
50091	Cuerlas (Las)	Viudos/as	13
50091	Cuerlas (Las)	Separados/as	2
50092	Chiprana	Solteros/as	111
50092	Chiprana	Casados/as	214
50092	Chiprana	Viudos/as	32
50092	Chiprana	Separados/as	7
50092	Chiprana	Divorciados/as	1
50093	Chodes	Solteros/as	31
50093	Chodes	Casados/as	63
50093	Chodes	Viudos/as	12
50093	Chodes	Separados/as	3
50094	Daroca	Solteros/as	525
50094	Daroca	Casados/as	1093
50094	Daroca	Viudos/as	183
50094	Daroca	Separados/as	20
50094	Daroca	Divorciados/as	17
50095	Ejea de los Caballeros	Solteros/as	4466
50095	Ejea de los Caballeros	Casados/as	7603
50095	Ejea de los Caballeros	Viudos/as	1060
50095	Ejea de los Caballeros	Separados/as	156
50095	Ejea de los Caballeros	Divorciados/as	84
50096	Embid de Ariza	Solteros/as	12
50096	Embid de Ariza	Casados/as	45
50096	Embid de Ariza	Viudos/as	8
50098	Encinacorba	Solteros/as	57
50098	Encinacorba	Casados/as	173
50098	Encinacorba	Viudos/as	32
50098	Encinacorba	Separados/as	2
50098	Encinacorba	Divorciados/as	2
50099	Épila	Solteros/as	1005
50099	Épila	Casados/as	1982
50099	Épila	Viudos/as	286
50099	Épila	Separados/as	27
50099	Épila	Divorciados/as	22
50100	Erla	Solteros/as	167
50100	Erla	Casados/as	188
50100	Erla	Viudos/as	58
50100	Erla	Separados/as	2
50101	Escatrón	Solteros/as	254
50101	Escatrón	Casados/as	604
50101	Escatrón	Viudos/as	149
50101	Escatrón	Separados/as	17
50101	Escatrón	Divorciados/as	7
50102	Fabara	Solteros/as	337
50102	Fabara	Casados/as	647
50102	Fabara	Viudos/as	105
50102	Fabara	Separados/as	7
50102	Fabara	Divorciados/as	2
50104	Farlete	Solteros/as	126
50104	Farlete	Casados/as	232
50104	Farlete	Viudos/as	33
50104	Farlete	Separados/as	2
50104	Farlete	Divorciados/as	4
50105	Fayón	Solteros/as	109
50105	Fayón	Casados/as	199
50105	Fayón	Viudos/as	48
50105	Fayón	Separados/as	4
50105	Fayón	Divorciados/as	3
50106	Fayos (Los)	Solteros/as	33
50106	Fayos (Los)	Casados/as	106
50106	Fayos (Los)	Viudos/as	22
50106	Fayos (Los)	Separados/as	5
50107	Figueruelas	Solteros/as	221
50107	Figueruelas	Casados/as	576
50107	Figueruelas	Viudos/as	56
50107	Figueruelas	Separados/as	6
50107	Figueruelas	Divorciados/as	5
50108	Fombuena	Solteros/as	1
50108	Fombuena	Casados/as	10
50108	Fombuena	Viudos/as	3
50109	Frago (El)	Solteros/as	36
50109	Frago (El)	Casados/as	73
50109	Frago (El)	Viudos/as	14
50109	Frago (El)	Separados/as	1
50110	Frasno (El)	Solteros/as	149
50110	Frasno (El)	Casados/as	290
50110	Frasno (El)	Viudos/as	57
50110	Frasno (El)	Separados/as	4
50111	Fréscano	Solteros/as	50
50111	Fréscano	Casados/as	140
50111	Fréscano	Viudos/as	25
50111	Fréscano	Separados/as	1
50113	Fuendejalón	Solteros/as	227
50113	Fuendejalón	Casados/as	456
50113	Fuendejalón	Viudos/as	90
50113	Fuendejalón	Separados/as	2
50113	Fuendejalón	Divorciados/as	2
50114	Fuendetodos	Solteros/as	46
50114	Fuendetodos	Casados/as	96
50114	Fuendetodos	Viudos/as	19
50114	Fuendetodos	Separados/as	3
50114	Fuendetodos	Divorciados/as	2
50115	Fuentes de Ebro	Solteros/as	967
50115	Fuentes de Ebro	Casados/as	2067
50115	Fuentes de Ebro	Viudos/as	249
50115	Fuentes de Ebro	Separados/as	31
50115	Fuentes de Ebro	Divorciados/as	16
50116	Fuentes de Jiloca	Solteros/as	85
50116	Fuentes de Jiloca	Casados/as	173
50116	Fuentes de Jiloca	Viudos/as	41
50116	Fuentes de Jiloca	Separados/as	5
50116	Fuentes de Jiloca	Divorciados/as	2
50117	Gallocanta	Solteros/as	40
50117	Gallocanta	Casados/as	77
50117	Gallocanta	Viudos/as	21
50118	Gallur	Solteros/as	709
50118	Gallur	Casados/as	1517
50118	Gallur	Viudos/as	231
50118	Gallur	Separados/as	32
50118	Gallur	Divorciados/as	19
50119	Gelsa	Solteros/as	287
50119	Gelsa	Casados/as	695
50119	Gelsa	Viudos/as	100
50119	Gelsa	Separados/as	4
50119	Gelsa	Divorciados/as	3
50120	Godojos	Solteros/as	22
50120	Godojos	Casados/as	37
50120	Godojos	Viudos/as	9
50121	Gotor	Solteros/as	98
50121	Gotor	Casados/as	220
50121	Gotor	Viudos/as	22
50121	Gotor	Separados/as	3
50122	Grisel	Solteros/as	11
50122	Grisel	Casados/as	35
50122	Grisel	Viudos/as	7
50122	Grisel	Separados/as	1
50123	Grisén	Solteros/as	115
50123	Grisén	Casados/as	254
50123	Grisén	Viudos/as	39
50123	Grisén	Separados/as	7
50124	Herrera de los Navarros	Solteros/as	158
50124	Herrera de los Navarros	Casados/as	319
50124	Herrera de los Navarros	Viudos/as	69
50124	Herrera de los Navarros	Separados/as	1
50124	Herrera de los Navarros	Divorciados/as	6
50125	Ibdes	Solteros/as	136
50125	Ibdes	Casados/as	271
50125	Ibdes	Viudos/as	51
50125	Ibdes	Separados/as	5
50125	Ibdes	Divorciados/as	2
50126	Illueca	Solteros/as	826
50126	Illueca	Casados/as	1668
50126	Illueca	Viudos/as	164
50126	Illueca	Separados/as	23
50126	Illueca	Divorciados/as	10
50128	Isuerre	Solteros/as	21
50128	Isuerre	Casados/as	24
50128	Isuerre	Viudos/as	8
50128	Isuerre	Separados/as	1
50129	Jaraba	Solteros/as	78
50129	Jaraba	Casados/as	171
50129	Jaraba	Viudos/as	26
50129	Jaraba	Separados/as	3
50129	Jaraba	Divorciados/as	4
50130	Jarque	Solteros/as	142
50130	Jarque	Casados/as	278
50130	Jarque	Viudos/as	49
50130	Jarque	Separados/as	1
50130	Jarque	Divorciados/as	5
50131	Jaulín	Solteros/as	61
50131	Jaulín	Casados/as	170
50131	Jaulín	Viudos/as	23
50131	Jaulín	Separados/as	2
50131	Jaulín	Divorciados/as	2
50132	Joyosa (La)	Solteros/as	103
50132	Joyosa (La)	Casados/as	214
50132	Joyosa (La)	Viudos/as	28
50132	Joyosa (La)	Separados/as	8
50132	Joyosa (La)	Divorciados/as	7
50133	Lagata	Solteros/as	45
50133	Lagata	Casados/as	89
50133	Lagata	Viudos/as	17
50134	Langa del Castillo	Solteros/as	34
50134	Langa del Castillo	Casados/as	103
50134	Langa del Castillo	Viudos/as	26
50134	Langa del Castillo	Separados/as	3
50135	Layana	Solteros/as	46
50135	Layana	Casados/as	61
50135	Layana	Viudos/as	21
50136	Lécera	Solteros/as	174
50136	Lécera	Casados/as	470
50136	Lécera	Viudos/as	91
50136	Lécera	Separados/as	1
50137	Leciñena	Solteros/as	403
50137	Leciñena	Casados/as	680
50137	Leciñena	Viudos/as	91
50137	Leciñena	Separados/as	7
50137	Leciñena	Divorciados/as	1
50138	Lechón	Solteros/as	26
50138	Lechón	Casados/as	28
50138	Lechón	Viudos/as	1
50139	Letux	Solteros/as	117
50139	Letux	Casados/as	261
50139	Letux	Viudos/as	52
50139	Letux	Separados/as	4
50139	Letux	Divorciados/as	1
50140	Litago	Solteros/as	62
50140	Litago	Casados/as	72
50140	Litago	Viudos/as	21
50140	Litago	Separados/as	1
50140	Litago	Divorciados/as	1
50141	Lituénigo	Solteros/as	21
50141	Lituénigo	Casados/as	69
50141	Lituénigo	Viudos/as	19
50141	Lituénigo	Separados/as	1
50142	Lobera de Onsella	Solteros/as	18
50142	Lobera de Onsella	Casados/as	25
50142	Lobera de Onsella	Viudos/as	9
50143	Longares	Solteros/as	241
50143	Longares	Casados/as	458
50143	Longares	Viudos/as	91
50143	Longares	Separados/as	5
50143	Longares	Divorciados/as	5
50144	Longás	Solteros/as	16
50144	Longás	Casados/as	21
50144	Longás	Viudos/as	3
50146	Lucena de Jalón	Solteros/as	67
50146	Lucena de Jalón	Casados/as	121
50146	Lucena de Jalón	Viudos/as	27
50146	Lucena de Jalón	Separados/as	4
50147	Luceni	Solteros/as	231
50147	Luceni	Casados/as	544
50147	Luceni	Viudos/as	122
50147	Luceni	Separados/as	5
50147	Luceni	Divorciados/as	3
50148	Luesia	Solteros/as	123
50148	Luesia	Casados/as	177
50148	Luesia	Viudos/as	42
50149	Luesma	Solteros/as	15
50149	Luesma	Casados/as	11
50149	Luesma	Viudos/as	5
50149	Luesma	Separados/as	1
50150	Lumpiaque	Solteros/as	235
50150	Lumpiaque	Casados/as	498
50150	Lumpiaque	Viudos/as	83
50150	Lumpiaque	Separados/as	8
50150	Lumpiaque	Divorciados/as	1
50151	Luna	Solteros/as	247
50151	Luna	Casados/as	425
50151	Luna	Viudos/as	129
50151	Luna	Separados/as	5
50151	Luna	Divorciados/as	2
50152	Maella	Solteros/as	536
50152	Maella	Casados/as	1098
50152	Maella	Viudos/as	201
50152	Maella	Separados/as	8
50152	Maella	Divorciados/as	5
50153	Magallón	Solteros/as	287
50153	Magallón	Casados/as	649
50153	Magallón	Viudos/as	94
50153	Magallón	Separados/as	9
50153	Magallón	Divorciados/as	4
50154	Mainar	Solteros/as	39
50154	Mainar	Casados/as	99
50154	Mainar	Viudos/as	15
50154	Mainar	Separados/as	1
50154	Mainar	Divorciados/as	2
50155	Malanquilla	Solteros/as	48
50155	Malanquilla	Casados/as	78
50155	Malanquilla	Viudos/as	19
50155	Malanquilla	Divorciados/as	1
50156	Maleján	Solteros/as	76
50156	Maleján	Casados/as	141
50156	Maleján	Viudos/as	41
50156	Maleján	Separados/as	2
50157	Malón	Solteros/as	119
50157	Malón	Casados/as	213
50157	Malón	Viudos/as	46
50157	Malón	Separados/as	1
50157	Malón	Divorciados/as	1
50159	Maluenda	Solteros/as	268
50159	Maluenda	Casados/as	492
50159	Maluenda	Viudos/as	109
50159	Maluenda	Separados/as	5
50159	Maluenda	Divorciados/as	2
50160	Mallén	Solteros/as	797
50160	Mallén	Casados/as	1564
50160	Mallén	Viudos/as	228
50160	Mallén	Separados/as	32
50160	Mallén	Divorciados/as	13
50161	Manchones	Solteros/as	40
50161	Manchones	Casados/as	77
50161	Manchones	Viudos/as	15
50161	Manchones	Separados/as	3
50161	Manchones	Divorciados/as	1
50162	Mara	Solteros/as	55
50162	Mara	Casados/as	112
50162	Mara	Viudos/as	21
50162	Mara	Divorciados/as	1
50163	María de Huerva	Solteros/as	300
50163	María de Huerva	Casados/as	817
50163	María de Huerva	Viudos/as	65
50163	María de Huerva	Separados/as	15
50163	María de Huerva	Divorciados/as	6
50164	Mediana de Aragón	Solteros/as	110
50164	Mediana de Aragón	Casados/as	268
50164	Mediana de Aragón	Viudos/as	48
50164	Mediana de Aragón	Separados/as	2
50164	Mediana de Aragón	Divorciados/as	1
50165	Mequinenza	Solteros/as	528
50165	Mequinenza	Casados/as	1331
50165	Mequinenza	Viudos/as	237
50165	Mequinenza	Separados/as	10
50165	Mequinenza	Divorciados/as	23
50166	Mesones de Isuela	Solteros/as	104
50166	Mesones de Isuela	Casados/as	175
50166	Mesones de Isuela	Viudos/as	39
50166	Mesones de Isuela	Separados/as	1
50166	Mesones de Isuela	Divorciados/as	1
50167	Mezalocha	Solteros/as	86
50167	Mezalocha	Casados/as	145
50167	Mezalocha	Viudos/as	23
50167	Mezalocha	Separados/as	1
50167	Mezalocha	Divorciados/as	3
50168	Mianos	Solteros/as	19
50168	Mianos	Casados/as	20
50168	Mianos	Viudos/as	6
50169	Miedes de Aragón	Solteros/as	114
50169	Miedes de Aragón	Casados/as	283
50169	Miedes de Aragón	Viudos/as	43
50169	Miedes de Aragón	Separados/as	5
50170	Monegrillo	Solteros/as	191
50170	Monegrillo	Casados/as	226
50170	Monegrillo	Viudos/as	43
50170	Monegrillo	Separados/as	1
50170	Monegrillo	Divorciados/as	1
50171	Moneva	Solteros/as	38
50171	Moneva	Casados/as	92
50171	Moneva	Viudos/as	24
50171	Moneva	Separados/as	1
50172	Monreal de Ariza	Solteros/as	97
50172	Monreal de Ariza	Casados/as	159
50172	Monreal de Ariza	Viudos/as	24
50173	Monterde	Solteros/as	52
50173	Monterde	Casados/as	128
50173	Monterde	Viudos/as	28
50174	Montón	Solteros/as	38
50174	Montón	Casados/as	71
50174	Montón	Viudos/as	17
50175	Morata de Jalón	Solteros/as	355
50175	Morata de Jalón	Casados/as	811
50175	Morata de Jalón	Viudos/as	143
50175	Morata de Jalón	Separados/as	7
50175	Morata de Jalón	Divorciados/as	4
50176	Morata de Jiloca	Solteros/as	95
50176	Morata de Jiloca	Casados/as	145
50176	Morata de Jiloca	Viudos/as	33
50176	Morata de Jiloca	Separados/as	2
50176	Morata de Jiloca	Divorciados/as	1
50177	Morés	Solteros/as	141
50177	Morés	Casados/as	233
50177	Morés	Viudos/as	46
50177	Morés	Separados/as	2
50178	Moros	Solteros/as	102
50178	Moros	Casados/as	283
50178	Moros	Viudos/as	52
50178	Moros	Separados/as	3
50178	Moros	Divorciados/as	1
50179	Moyuela	Solteros/as	86
50179	Moyuela	Casados/as	181
50179	Moyuela	Viudos/as	43
50179	Moyuela	Divorciados/as	1
50180	Mozota	Solteros/as	34
50180	Mozota	Casados/as	66
50180	Mozota	Viudos/as	10
50180	Mozota	Separados/as	2
50180	Mozota	Divorciados/as	2
50181	Muel	Solteros/as	288
50181	Muel	Casados/as	590
50181	Muel	Viudos/as	80
50181	Muel	Separados/as	8
50181	Muel	Divorciados/as	3
50182	Muela (La)	Solteros/as	452
50182	Muela (La)	Casados/as	912
50182	Muela (La)	Viudos/as	92
50182	Muela (La)	Separados/as	21
50182	Muela (La)	Divorciados/as	14
50183	Munébrega	Solteros/as	117
50183	Munébrega	Casados/as	241
50183	Munébrega	Viudos/as	45
50183	Munébrega	Separados/as	1
50183	Munébrega	Divorciados/as	2
50184	Murero	Solteros/as	41
50184	Murero	Casados/as	70
50184	Murero	Viudos/as	18
50184	Murero	Separados/as	1
50184	Murero	Divorciados/as	2
50185	Murillo de Gállego	Solteros/as	48
50185	Murillo de Gállego	Casados/as	73
50185	Murillo de Gállego	Viudos/as	18
50185	Murillo de Gállego	Separados/as	1
50186	Navardún	Solteros/as	30
50186	Navardún	Casados/as	13
50186	Navardún	Viudos/as	10
50187	Nigüella	Solteros/as	30
50187	Nigüella	Casados/as	53
50187	Nigüella	Viudos/as	12
50188	Nombrevilla	Solteros/as	18
50188	Nombrevilla	Casados/as	31
50188	Nombrevilla	Viudos/as	2
50189	Nonaspe	Solteros/as	212
50189	Nonaspe	Casados/as	570
50189	Nonaspe	Viudos/as	111
50189	Nonaspe	Separados/as	2
50189	Nonaspe	Divorciados/as	7
50190	Novallas	Solteros/as	203
50190	Novallas	Casados/as	406
50190	Novallas	Viudos/as	65
50190	Novallas	Separados/as	7
50190	Novallas	Divorciados/as	2
50191	Novillas	Solteros/as	167
50191	Novillas	Casados/as	348
50191	Novillas	Viudos/as	54
50191	Novillas	Separados/as	1
50191	Novillas	Divorciados/as	3
50192	Nuévalos	Solteros/as	87
50192	Nuévalos	Casados/as	169
50192	Nuévalos	Viudos/as	20
50192	Nuévalos	Separados/as	5
50192	Nuévalos	Divorciados/as	3
50193	Nuez de Ebro	Solteros/as	146
50193	Nuez de Ebro	Casados/as	302
50193	Nuez de Ebro	Viudos/as	38
50193	Nuez de Ebro	Separados/as	7
50193	Nuez de Ebro	Divorciados/as	6
50194	Olvés	Solteros/as	34
50194	Olvés	Casados/as	82
50194	Olvés	Viudos/as	21
50194	Olvés	Separados/as	1
50195	Orcajo	Solteros/as	8
50195	Orcajo	Casados/as	37
50195	Orcajo	Viudos/as	3
50196	Orera	Solteros/as	28
50196	Orera	Casados/as	70
50196	Orera	Viudos/as	9
50197	Orés	Solteros/as	33
50197	Orés	Casados/as	55
50197	Orés	Viudos/as	12
50197	Orés	Divorciados/as	1
50198	Oseja	Solteros/as	10
50198	Oseja	Casados/as	34
50198	Oseja	Viudos/as	6
50198	Oseja	Separados/as	1
50199	Osera de Ebro	Solteros/as	85
50199	Osera de Ebro	Casados/as	192
50199	Osera de Ebro	Viudos/as	28
50199	Osera de Ebro	Separados/as	6
50199	Osera de Ebro	Divorciados/as	2
50200	Paniza	Solteros/as	209
50200	Paniza	Casados/as	345
50200	Paniza	Viudos/as	66
50200	Paniza	Separados/as	4
50200	Paniza	Divorciados/as	1
50201	Paracuellos de Jiloca	Solteros/as	135
50201	Paracuellos de Jiloca	Casados/as	232
50201	Paracuellos de Jiloca	Viudos/as	54
50201	Paracuellos de Jiloca	Separados/as	4
50201	Paracuellos de Jiloca	Divorciados/as	1
50202	Paracuellos de la Ribera	Solteros/as	58
50202	Paracuellos de la Ribera	Casados/as	135
50202	Paracuellos de la Ribera	Viudos/as	48
50202	Paracuellos de la Ribera	Separados/as	3
50202	Paracuellos de la Ribera	Divorciados/as	2
50203	Pastriz	Solteros/as	283
50203	Pastriz	Casados/as	543
50203	Pastriz	Viudos/as	68
50203	Pastriz	Separados/as	16
50203	Pastriz	Divorciados/as	12
50204	Pedrola	Solteros/as	588
50204	Pedrola	Casados/as	1487
50204	Pedrola	Viudos/as	177
50204	Pedrola	Separados/as	36
50204	Pedrola	Divorciados/as	8
50205	Pedrosas (Las)	Solteros/as	30
50205	Pedrosas (Las)	Casados/as	53
50205	Pedrosas (Las)	Viudos/as	14
50205	Pedrosas (Las)	Separados/as	2
50205	Pedrosas (Las)	Divorciados/as	1
50206	Perdiguera	Solteros/as	138
50206	Perdiguera	Casados/as	279
50206	Perdiguera	Viudos/as	37
50206	Perdiguera	Separados/as	7
50206	Perdiguera	Divorciados/as	1
50207	Piedratajada	Solteros/as	45
50207	Piedratajada	Casados/as	73
50207	Piedratajada	Viudos/as	15
50207	Piedratajada	Divorciados/as	1
50208	Pina de Ebro	Solteros/as	577
50208	Pina de Ebro	Casados/as	1145
50208	Pina de Ebro	Viudos/as	168
50208	Pina de Ebro	Separados/as	35
50208	Pina de Ebro	Divorciados/as	6
50209	Pinseque	Solteros/as	432
50209	Pinseque	Casados/as	933
50209	Pinseque	Viudos/as	96
50209	Pinseque	Separados/as	30
50209	Pinseque	Divorciados/as	12
50210	Pintanos (Los)	Solteros/as	34
50210	Pintanos (Los)	Casados/as	42
50210	Pintanos (Los)	Viudos/as	8
50211	Plasencia de Jalón	Solteros/as	96
50211	Plasencia de Jalón	Casados/as	198
50211	Plasencia de Jalón	Viudos/as	36
50211	Plasencia de Jalón	Separados/as	2
50211	Plasencia de Jalón	Divorciados/as	2
50212	Pleitas	Solteros/as	23
50212	Pleitas	Casados/as	32
50212	Pleitas	Viudos/as	6
50213	Plenas	Solteros/as	32
50213	Plenas	Casados/as	97
50213	Plenas	Viudos/as	25
50213	Plenas	Separados/as	1
50214	Pomer	Solteros/as	12
50214	Pomer	Casados/as	16
50214	Pomer	Viudos/as	6
50214	Pomer	Divorciados/as	1
50215	Pozuel de Ariza	Solteros/as	4
50215	Pozuel de Ariza	Casados/as	11
50215	Pozuel de Ariza	Viudos/as	1
50216	Pozuelo de Aragón	Solteros/as	108
50216	Pozuelo de Aragón	Casados/as	165
50216	Pozuelo de Aragón	Viudos/as	26
50217	Pradilla de Ebro	Solteros/as	154
50217	Pradilla de Ebro	Casados/as	346
50217	Pradilla de Ebro	Viudos/as	63
50217	Pradilla de Ebro	Separados/as	3
50217	Pradilla de Ebro	Divorciados/as	1
50218	Puebla de Albortón	Solteros/as	36
50218	Puebla de Albortón	Casados/as	84
50218	Puebla de Albortón	Viudos/as	14
50218	Puebla de Albortón	Divorciados/as	1
50219	Puebla de Alfindén (La)	Solteros/as	526
50219	Puebla de Alfindén (La)	Casados/as	1259
50219	Puebla de Alfindén (La)	Viudos/as	107
50219	Puebla de Alfindén (La)	Separados/as	29
50219	Puebla de Alfindén (La)	Divorciados/as	13
50220	Puendeluna	Solteros/as	23
50220	Puendeluna	Casados/as	33
50220	Puendeluna	Viudos/as	1
50221	Purujosa	Solteros/as	11
50221	Purujosa	Casados/as	29
50221	Purujosa	Viudos/as	2
50221	Purujosa	Separados/as	1
50221	Purujosa	Divorciados/as	3
50222	Quinto	Solteros/as	509
50222	Quinto	Casados/as	1051
50222	Quinto	Viudos/as	179
50222	Quinto	Separados/as	24
50222	Quinto	Divorciados/as	8
50223	Remolinos	Solteros/as	277
50223	Remolinos	Casados/as	660
50223	Remolinos	Viudos/as	126
50223	Remolinos	Separados/as	11
50223	Remolinos	Divorciados/as	4
50224	Retascón	Solteros/as	24
50224	Retascón	Casados/as	47
50224	Retascón	Viudos/as	7
50225	Ricla	Solteros/as	642
50225	Ricla	Casados/as	1160
50225	Ricla	Viudos/as	166
50225	Ricla	Separados/as	16
50225	Ricla	Divorciados/as	6
50227	Romanos	Solteros/as	45
50227	Romanos	Casados/as	73
50227	Romanos	Viudos/as	8
50227	Romanos	Separados/as	2
50227	Romanos	Divorciados/as	1
50228	Rueda de Jalón	Solteros/as	114
50228	Rueda de Jalón	Casados/as	173
50228	Rueda de Jalón	Viudos/as	37
50228	Rueda de Jalón	Divorciados/as	1
50229	Ruesca	Solteros/as	28
50229	Ruesca	Casados/as	41
50229	Ruesca	Viudos/as	5
50230	Sádaba	Solteros/as	457
50230	Sádaba	Casados/as	811
50230	Sádaba	Viudos/as	189
50230	Sádaba	Separados/as	10
50230	Sádaba	Divorciados/as	5
50231	Salillas de Jalón	Solteros/as	92
50231	Salillas de Jalón	Casados/as	185
50231	Salillas de Jalón	Viudos/as	42
50231	Salillas de Jalón	Separados/as	2
50231	Salillas de Jalón	Divorciados/as	5
50232	Salvatierra de Esca	Solteros/as	63
50232	Salvatierra de Esca	Casados/as	134
50232	Salvatierra de Esca	Viudos/as	31
50232	Salvatierra de Esca	Separados/as	2
50233	Samper del Salz	Solteros/as	43
50233	Samper del Salz	Casados/as	83
50233	Samper del Salz	Viudos/as	12
50233	Samper del Salz	Separados/as	1
50234	San Martín de la Virgen de Moncayo	Solteros/as	75
50234	San Martín de la Virgen de Moncayo	Casados/as	163
50234	San Martín de la Virgen de Moncayo	Viudos/as	26
50235	San Mateo de Gállego	Solteros/as	546
50235	San Mateo de Gállego	Casados/as	1142
50235	San Mateo de Gállego	Viudos/as	179
50235	San Mateo de Gállego	Separados/as	26
50235	San Mateo de Gállego	Divorciados/as	14
50236	Santa Cruz de Grío	Solteros/as	61
50236	Santa Cruz de Grío	Casados/as	97
50236	Santa Cruz de Grío	Viudos/as	23
50236	Santa Cruz de Grío	Separados/as	1
50237	Santa Cruz de Moncayo	Solteros/as	28
50237	Santa Cruz de Moncayo	Casados/as	69
50237	Santa Cruz de Moncayo	Viudos/as	11
50238	Santa Eulalia de Gállego	Solteros/as	40
50238	Santa Eulalia de Gállego	Casados/as	68
50238	Santa Eulalia de Gállego	Viudos/as	13
50238	Santa Eulalia de Gállego	Separados/as	1
50238	Santa Eulalia de Gállego	Divorciados/as	1
50239	Santed	Solteros/as	20
50239	Santed	Casados/as	42
50239	Santed	Viudos/as	8
50239	Santed	Separados/as	1
50240	Sástago	Solteros/as	310
50240	Sástago	Casados/as	767
50240	Sástago	Viudos/as	161
50240	Sástago	Separados/as	14
50241	Saviñán	Solteros/as	283
50241	Saviñán	Casados/as	479
50241	Saviñán	Viudos/as	78
50241	Saviñán	Separados/as	3
50241	Saviñán	Divorciados/as	3
50242	Sediles	Solteros/as	29
50242	Sediles	Casados/as	53
50242	Sediles	Viudos/as	11
50242	Sediles	Separados/as	2
50243	Sestrica	Solteros/as	117
50243	Sestrica	Casados/as	249
50243	Sestrica	Viudos/as	54
50243	Sestrica	Separados/as	3
50243	Sestrica	Divorciados/as	3
50244	Sierra de Luna	Solteros/as	56
50244	Sierra de Luna	Casados/as	134
50244	Sierra de Luna	Viudos/as	38
50244	Sierra de Luna	Separados/as	1
50244	Sierra de Luna	Divorciados/as	1
50245	Sigüés	Solteros/as	78
50245	Sigüés	Casados/as	69
50245	Sigüés	Viudos/as	23
50245	Sigüés	Separados/as	2
50245	Sigüés	Divorciados/as	2
50246	Sisamón	Solteros/as	24
50246	Sisamón	Casados/as	31
50246	Sisamón	Viudos/as	10
50246	Sisamón	Separados/as	2
50247	Sobradiel	Solteros/as	194
50247	Sobradiel	Casados/as	328
50247	Sobradiel	Viudos/as	51
50247	Sobradiel	Separados/as	5
50247	Sobradiel	Divorciados/as	7
50248	Sos del Rey Católico	Solteros/as	262
50248	Sos del Rey Católico	Casados/as	326
50248	Sos del Rey Católico	Viudos/as	72
50248	Sos del Rey Católico	Separados/as	6
50249	Tabuenca	Solteros/as	137
50249	Tabuenca	Casados/as	245
50249	Tabuenca	Viudos/as	43
50249	Tabuenca	Separados/as	3
50249	Tabuenca	Divorciados/as	2
50250	Talamantes	Solteros/as	16
50250	Talamantes	Casados/as	27
50250	Talamantes	Viudos/as	8
50250	Talamantes	Separados/as	2
50251	Tarazona	Solteros/as	2686
50251	Tarazona	Casados/as	5154
50251	Tarazona	Viudos/as	782
50251	Tarazona	Separados/as	117
50251	Tarazona	Divorciados/as	71
50252	Tauste	Solteros/as	1675
50252	Tauste	Casados/as	3730
50252	Tauste	Viudos/as	503
50252	Tauste	Separados/as	68
50252	Tauste	Divorciados/as	37
50253	Terrer	Solteros/as	175
50253	Terrer	Casados/as	289
50253	Terrer	Viudos/as	83
50253	Terrer	Separados/as	9
50253	Terrer	Divorciados/as	3
50254	Tierga	Solteros/as	68
50254	Tierga	Casados/as	132
50254	Tierga	Viudos/as	20
50254	Tierga	Separados/as	1
50255	Tobed	Solteros/as	63
50255	Tobed	Casados/as	127
50255	Tobed	Viudos/as	44
50255	Tobed	Separados/as	6
50256	Torralba de los Frailes	Solteros/as	16
50256	Torralba de los Frailes	Casados/as	67
50256	Torralba de los Frailes	Viudos/as	8
50257	Torralba de Ribota	Solteros/as	47
50257	Torralba de Ribota	Casados/as	106
50257	Torralba de Ribota	Viudos/as	26
50258	Torralbilla	Solteros/as	27
50258	Torralbilla	Casados/as	39
50258	Torralbilla	Viudos/as	10
50259	Torrehermosa	Solteros/as	31
50259	Torrehermosa	Casados/as	55
50259	Torrehermosa	Viudos/as	16
50260	Torrelapaja	Solteros/as	10
50260	Torrelapaja	Casados/as	23
50260	Torrelapaja	Viudos/as	7
50260	Torrelapaja	Separados/as	2
50261	Torrellas	Solteros/as	99
50261	Torrellas	Casados/as	156
50261	Torrellas	Viudos/as	41
50261	Torrellas	Separados/as	6
50262	Torres de Berrellén	Solteros/as	361
50262	Torres de Berrellén	Casados/as	696
50262	Torres de Berrellén	Viudos/as	117
50262	Torres de Berrellén	Separados/as	7
50262	Torres de Berrellén	Divorciados/as	4
50263	Torrijo de la Cañada	Solteros/as	103
50263	Torrijo de la Cañada	Casados/as	159
50263	Torrijo de la Cañada	Viudos/as	61
50263	Torrijo de la Cañada	Separados/as	6
50263	Torrijo de la Cañada	Divorciados/as	2
50264	Tosos	Solteros/as	31
50264	Tosos	Casados/as	128
50264	Tosos	Viudos/as	19
50264	Tosos	Separados/as	1
