Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar sólo trabajan en la explotación	Personas mano obra familiar trabajan también en otra activ. lucrativa	Personas mano obra familiar trabajan en otra actividad como principal	Personas mano obra familiar trabajan en otra actividad como secundaria	Personas mano obra familiar titulares que sólo trabajan en la explotación	Personas mano obra familiar titulares que trabajan también en otra activ. lucrativa	Personas mano obra familiar titulares que trabajan en otra actividad como principal	Personas mano obra familiar titulares que trabajan en otra actividad como secundaria	Personas mano obra familiar cónyuges que sólo trabajan en la explotación	Personas mano obra familiar cónyuges que trabajan también en otra activ. Lucrativa	Personas mano obra familiar cónyuges que trabajan en otra actividad como principal	Personas mano obra familiar cónyuges que trabajan en otra actividad como secundaria	Personas mano obra familiar otros, que sólo trabajan en la explotación	Personas mano obra familiar otros, que  trabajan también en otra activ. lucrativa	Personas mano obra familiar otros,  trabajan en otra actividad como principal	Personas mano obra familiar otros, que trabajan en otra actividad como secundaria	Personas mano obra familiar con <25% trabajando en explotación	Personas mano obra familiar con >24,99 y <50% trabajando en explotación	Personas mano obra familiar con >49,99 y <75% trabajando en explotación	Personas mano obra familiar con >74,99 y <100% trabajando en explotación	Personas mano obra familiar con 100% trabajando en explotación
1989	50260	Torrelapaja	16	16	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	6	4	3	0	3
1989	50261	Torrellas	48	38	10	10	0	29	6	6	0	2	0	0	0	7	4	4	0	38	3	2	1	4
1989	50262	Torres de Berrellén	418	266	152	147	5	218	120	116	4	23	7	7	0	25	25	24	1	313	51	17	6	31
1989	50263	Torrijo de la Cañada	431	251	180	138	42	211	70	44	26	28	11	10	1	12	99	84	15	290	57	22	24	38
1989	50264	Tosos	271	143	128	116	12	85	90	83	7	48	7	6	1	10	31	27	4	203	38	10	5	15
1989	50265	Trasmoz	69	52	17	6	11	29	10	4	6	16	0	0	0	7	7	2	5	28	21	9	6	5
1989	50266	Trasobares	134	104	30	28	2	82	24	22	2	12	0	0	0	10	6	6	0	68	17	6	4	39
1989	50267	Uncastillo	447	310	137	129	8	284	115	111	4	5	3	3	0	21	19	15	4	359	26	21	8	33
1989	50268	Undués de Lerda	43	33	10	9	1	33	10	9	1	0	0	0	0	0	0	0	0	35	0	6	1	1
1989	50269	Urrea de Jalón	164	80	84	83	1	57	53	52	1	19	3	3	0	4	28	28	0	103	14	12	33	2
1989	50270	Urriés	35	27	8	7	1	24	8	7	1	1	0	0	0	2	0	0	0	28	2	1	1	3
1989	50271	Used	114	96	18	15	3	78	15	12	3	9	1	1	0	9	2	2	0	34	10	29	20	21
1989	50272	Utebo	280	123	157	156	1	107	157	156	1	5	0	0	0	11	0	0	0	143	33	5	26	73
1989	50273	Valdehorna	46	41	5	5	0	29	5	5	0	11	0	0	0	1	0	0	0	14	13	4	11	4
1989	50274	Val de San Martín	39	33	6	6	0	18	6	6	0	12	0	0	0	3	0	0	0	18	4	2	8	7
1989	50275	Valmadrid	37	17	20	10	10	16	20	10	10	0	0	0	0	1	0	0	0	24	2	1	0	10
1989	50276	Valpalmas	88	51	37	37	0	32	29	29	0	10	1	1	0	9	7	7	0	65	4	3	5	11
1989	50277	Valtorres	47	43	4	2	2	32	4	2	2	11	0	0	0	0	0	0	0	19	8	9	8	3
1989	50278	Velilla de Ebro	101	80	21	20	1	51	14	13	1	20	1	1	0	9	6	6	0	61	9	6	2	23
1989	50279	Velilla de Jiloca	96	55	41	36	5	30	25	21	4	14	2	2	0	11	14	13	1	68	8	4	3	13
1989	50280	Vera de Moncayo	160	118	42	38	4	99	31	29	2	14	2	1	1	5	9	8	1	94	17	6	5	38
1989	50281	Vierlas	39	32	7	7	0	20	3	3	0	10	0	0	0	2	4	4	0	28	5	1	2	3
1989	50282	Vilueña (La)	87	53	34	30	4	33	15	13	2	12	2	2	0	8	17	15	2	65	10	7	2	3
1989	50283	Villadoz	36	30	6	3	3	23	6	3	3	5	0	0	0	2	0	0	0	13	0	1	0	22
1989	50284	Villafeliche	148	94	54	50	4	60	38	34	4	19	1	1	0	15	15	15	0	115	9	6	9	9
1989	50285	Villafranca de Ebro	158	77	81	78	3	70	74	71	3	2	0	0	0	5	7	7	0	117	18	6	10	7
1989	50286	Villalba de Perejil	67	40	27	25	2	32	26	24	2	6	1	1	0	2	0	0	0	51	7	1	1	7
1989	50287	Villalengua	230	193	37	28	9	123	22	16	6	34	1	1	0	36	14	11	3	86	35	29	36	44
1989	50288	Villanueva de Gállego	485	244	241	228	13	211	192	181	11	5	2	2	0	28	47	45	2	392	29	17	3	44
1989	50289	Villanueva de Jiloca	67	38	29	23	6	25	27	21	6	13	0	0	0	0	2	2	0	40	20	4	3	0
1989	50290	Villanueva de Huerva	428	176	252	235	17	74	179	165	14	73	11	11	0	29	62	59	3	323	49	10	17	29
1989	50291	Villar de los Navarros	84	59	25	20	5	42	20	17	3	10	0	0	0	7	5	3	2	32	20	7	9	16
1989	50292	Villarreal de Huerva	29	20	9	6	3	16	6	4	2	3	1	1	0	1	2	1	1	9	4	0	0	16
1989	50293	Villarroya de la Sierra	610	453	157	127	30	258	93	66	27	111	6	6	0	84	58	55	3	436	66	50	9	49
1989	50294	Villarroya del Campo	29	27	2	1	1	26	1	1	0	0	0	0	0	1	1	0	1	7	0	0	0	22
1989	50295	Vistabella	154	5	149	149	0	4	117	117	0	0	5	5	0	1	27	27	0	151	1	1	0	1
1989	50296	Zaida (La)	67	24	43	42	1	16	42	41	1	5	0	0	0	3	1	1	0	41	12	3	0	11
1989	50297	Zaragoza	3154	2068	1086	990	96	1555	704	628	76	250	47	45	2	263	335	317	18	1896	367	168	128	595
1989	50298	Zuera	769	418	351	336	15	384	297	284	13	10	19	19	0	24	35	33	2	473	50	31	22	193
1989	50901	Biel	53	36	17	14	3	31	17	14	3	4	0	0	0	1	0	0	0	43	4	3	0	3
1999	22001	Abiego	85	52	33	23	10	41	27	17	10	6	0	0	0	5	6	6	0	38	18	9	11	9
1999	22002	Abizanda	49	30	19	13	6	17	12	7	5	7	2	1	1	6	5	5	0	24	8	2	4	11
1999	22003	Adahuesca	60	38	22	17	5	28	17	13	4	7	1	1	0	3	4	3	1	31	18	5	5	1
1999	22004	Agüero	78	53	25	24	1	45	15	14	1	3	3	3	0	5	7	7	0	60	8	4	3	3
1999	22006	Aísa	40	27	13	11	2	17	8	6	2	3	2	2	0	7	3	3	0	15	7	5	1	11
1999	22007	Albalate de Cinca	287	180	107	83	24	134	73	52	21	22	11	9	2	24	23	22	1	151	33	26	27	36
1999	22008	Albalatillo	29	15	14	10	4	13	9	5	4	0	3	3	0	2	2	2	0	15	5	5	3	1
1999	22009	Albelda	486	379	107	89	18	214	56	48	8	78	14	11	3	87	37	30	7	181	90	40	40	134
1999	22011	Albero Alto	29	23	6	5	1	19	4	3	1	0	0	0	0	4	2	2	0	18	1	2	3	5
1999	22012	Albero Bajo	62	39	23	21	2	31	17	15	2	1	2	2	0	7	4	4	0	31	5	3	5	17
1999	22013	Alberuela de Tubo	71	39	32	24	8	28	22	16	6	8	2	2	0	3	8	6	2	35	14	2	7	12
1999	22014	Alcalá de Gurrea	60	37	23	18	5	28	12	9	3	2	1	1	0	7	10	8	2	27	7	8	9	6
1999	22015	Alcalá del Obispo	121	79	42	35	7	65	25	18	7	7	5	5	0	7	12	12	0	70	12	7	13	15
1999	22016	Alcampell	431	282	149	86	63	148	83	50	33	72	19	8	11	62	47	28	19	263	79	27	36	26
1999	22017	Alcolea de Cinca	244	169	75	68	7	142	54	48	6	18	7	6	1	9	14	14	0	159	21	31	7	25
1999	22018	Alcubierre	130	103	27	21	6	92	18	13	5	5	0	0	0	6	9	8	1	63	7	8	20	27
1999	22019	Alerre	16	9	7	7	0	8	4	4	0	0	0	0	0	1	3	3	0	12	0	1	1	2
1999	22020	Alfántega	58	33	25	21	4	17	11	8	3	6	2	2	0	10	12	11	1	30	13	1	4	10
1999	22021	Almudévar	639	416	223	210	13	309	133	123	10	34	20	20	0	73	70	67	3	386	83	51	31	81
1999	22022	Almunia de San Juan	182	109	73	66	7	80	50	44	6	15	7	7	0	14	16	15	1	127	22	8	13	12
1999	22023	Almuniente	165	94	71	65	6	75	45	39	6	6	6	6	0	13	20	20	0	82	15	6	8	52
1999	22024	Alquézar	95	61	34	30	4	50	22	18	4	6	3	3	0	5	9	9	0	72	10	4	5	4
1999	22025	Altorricón	307	198	109	64	45	117	68	38	30	45	8	7	1	36	33	19	14	167	29	14	30	65
1999	22027	Angüés	105	71	34	32	2	63	31	29	2	6	0	0	0	2	3	3	0	61	12	5	6	20
1999	22028	Ansó	35	26	9	7	2	22	3	2	1	0	2	1	1	4	4	4	0	14	3	4	1	13
1999	22029	Antillón	59	44	15	14	1	30	9	8	1	12	4	4	0	2	2	2	0	38	3	1	0	16
1999	22032	Aragüés del Puerto	20	14	6	4	2	7	5	3	2	3	1	1	0	4	0	0	0	14	2	1	0	3
1999	22035	Arén	72	51	21	19	2	47	17	15	2	3	2	2	0	1	2	2	0	46	5	0	9	12
1999	22036	Argavieso	30	16	14	14	0	15	13	13	0	0	0	0	0	1	1	1	0	23	2	1	2	2
1999	22037	Arguis	24	17	7	7	0	12	5	5	0	3	0	0	0	2	2	2	0	18	4	1	0	1
1999	22039	Ayerbe	187	130	57	53	4	111	41	37	4	11	5	5	0	8	11	11	0	107	28	10	14	26
1999	22040	Azanuy-Alins	140	93	47	41	6	67	28	22	6	15	6	6	0	11	13	13	0	105	11	2	6	15
1999	22041	Azara	81	34	47	46	1	21	33	32	1	6	3	3	0	7	11	11	0	63	5	5	5	2
1999	22042	Azlor	80	46	34	33	1	34	22	21	1	9	3	3	0	3	9	9	0	54	11	2	6	5
1999	22043	Baells	87	75	12	9	3	64	11	8	3	5	0	0	0	6	1	1	0	39	12	1	5	30
1999	22044	Bailo	115	78	37	27	10	55	22	14	8	7	1	0	1	16	14	13	1	55	15	5	9	27
1999	22045	Baldellou	93	71	22	21	1	65	18	17	1	5	0	0	0	1	4	4	0	53	16	7	6	10
1999	22046	Ballobar	364	261	103	101	2	122	47	47	0	69	26	26	0	70	30	28	2	207	63	13	6	75
1999	22047	Banastás	4	2	2	2	0	2	1	1	0	0	0	0	0	0	1	1	0	2	0	0	1	1
1999	22048	Barbastro	727	434	293	286	7	332	220	214	6	71	28	28	0	31	45	44	1	508	99	36	26	54
1999	22049	Barbués	51	38	13	9	4	29	10	6	4	5	2	2	0	4	1	1	0	30	3	3	1	13
1999	22050	Barbuñales	46	20	26	24	2	19	20	19	1	0	1	1	0	1	5	4	1	39	4	1	2	0
1999	22051	Bárcabo	62	48	14	14	0	30	8	8	0	15	1	1	0	3	5	5	0	24	13	4	2	19
1999	22052	Belver de Cinca	531	355	176	136	40	200	81	53	28	64	23	22	1	91	72	61	11	278	49	11	41	136
1999	22053	Benabarre	333	224	109	100	9	179	97	91	6	34	4	4	0	11	8	5	3	214	34	13	19	53
1999	22054	Benasque	45	29	16	10	6	19	8	5	3	5	1	1	0	5	7	4	3	27	4	0	7	7
1999	22055	Berbegal	138	94	44	40	4	72	25	21	4	10	5	5	0	12	14	14	0	75	16	7	7	32
1999	22057	Bielsa	46	30	16	15	1	22	9	8	1	3	1	1	0	5	6	6	0	9	7	1	10	18
1999	22058	Bierge	126	83	43	42	1	68	20	19	1	8	5	5	0	7	18	18	0	97	8	0	6	14
1999	22059	Biescas	151	96	55	50	5	70	28	23	5	12	0	0	0	14	27	27	0	69	16	11	33	19
1999	22060	Binaced	469	328	141	124	17	237	101	85	16	64	15	14	1	27	25	25	0	248	58	8	33	109
1999	22061	Binéfar	268	162	106	74	32	142	93	62	31	15	7	7	0	5	6	5	1	187	16	6	7	34
1999	22062	Bisaurri	67	56	11	6	5	35	10	5	5	10	1	1	0	11	0	0	0	7	6	5	3	46
1999	22063	Biscarrués	84	52	32	25	7	42	17	10	7	3	2	2	0	7	13	13	0	45	11	5	8	14
1999	22064	Blecua y Torres	65	43	22	19	3	37	17	15	2	4	1	0	1	2	4	4	0	35	6	2	5	15
1999	22066	Boltaña	54	37	17	12	5	31	13	11	2	0	1	1	0	6	3	0	3	19	9	2	11	13
1999	22067	Bonansa	23	15	8	7	1	8	3	2	1	2	1	1	0	5	4	4	0	9	3	2	0	9
1999	22068	Borau	9	7	2	0	2	7	2	0	2	0	0	0	0	0	0	0	0	1	2	1	0	5
1999	22069	Broto	83	64	19	7	12	42	12	6	6	13	5	1	4	9	2	0	2	22	7	3	12	39
1999	22072	Caldearenas	60	35	25	23	2	32	17	15	2	1	0	0	0	2	8	8	0	33	6	3	1	14
1999	22074	Campo	13	11	2	2	0	10	1	1	0	1	1	1	0	0	0	0	0	4	0	1	2	6
1999	22075	Camporrells	74	48	26	20	6	43	24	18	6	3	0	0	0	2	2	2	0	47	13	0	2	12
1999	22076	Canal de Berdún	135	112	23	20	3	88	16	13	3	8	2	2	0	16	5	5	0	47	14	3	16	55
1999	22077	Candasnos	117	73	44	35	9	57	32	24	8	5	6	5	1	11	6	6	0	47	21	11	14	24
1999	22078	Canfranc	6	1	5	5	0	1	1	1	0	0	0	0	0	0	4	4	0	4	0	0	2	0
1999	22079	Capdesaso	24	17	7	3	4	17	7	3	4	0	0	0	0	0	0	0	0	4	4	5	9	2
1999	22080	Capella	112	78	34	29	5	61	19	15	4	11	7	7	0	6	8	7	1	63	9	4	12	24
1999	22081	Casbas de Huesca	130	85	45	38	7	77	29	25	4	2	4	3	1	6	12	10	2	60	19	9	11	28
1999	22082	Castejón del Puente	64	41	23	20	3	37	20	17	3	1	2	2	0	3	1	1	0	30	10	1	3	20
1999	22083	Castejón de Monegros	203	151	52	46	6	106	29	23	6	14	5	5	0	31	18	18	0	112	21	22	8	23
1999	22084	Castejón de Sos	32	28	4	4	0	17	1	1	0	3	0	0	0	8	3	3	0	11	3	0	4	14
1999	22085	Castelflorite	74	48	26	14	12	34	22	10	12	7	1	1	0	7	3	3	0	26	8	13	7	19
1999	22086	Castiello de Jaca	14	7	7	3	4	6	7	3	4	1	0	0	0	0	0	0	0	2	3	3	3	3
1999	22087	Castigaleu	25	18	7	7	0	15	3	3	0	0	0	0	0	3	4	4	0	5	2	0	7	11
1999	22088	Castillazuelo	124	88	36	35	1	61	13	13	0	20	1	1	0	7	22	21	1	65	28	12	16	2
1999	22089	Castillonroy	155	121	34	23	11	64	22	13	9	29	5	4	1	28	7	6	1	82	21	9	9	34
1999	22090	Colungo	94	65	29	26	3	34	20	17	3	25	1	1	0	6	8	8	0	57	20	3	1	13
1999	22094	Chalamera	55	46	9	8	1	29	7	6	1	9	1	1	0	8	1	1	0	28	10	2	4	11
1999	22095	Chía	21	18	3	2	1	11	1	0	1	3	0	0	0	4	2	2	0	4	3	1	2	11
1999	22096	Chimillas	17	11	6	5	1	8	6	5	1	0	0	0	0	3	0	0	0	6	3	2	2	3
1999	22099	Esplús	205	137	68	57	11	107	52	42	10	16	5	5	0	14	11	10	1	119	25	13	8	26
1999	22102	Estada	60	36	24	24	0	23	15	15	0	11	5	5	0	2	4	4	0	30	10	3	10	6
1999	22103	Estadilla	254	182	72	62	10	117	45	38	7	51	16	14	2	14	11	10	1	140	40	9	13	48
1999	22105	Estopiñán del Castillo	121	95	26	21	5	69	20	15	5	18	1	1	0	8	5	5	0	76	16	7	3	18
1999	22106	Fago	9	6	3	2	1	3	2	1	1	1	0	0	0	2	1	1	0	7	0	1	0	1
1999	22107	Fanlo	9	8	1	0	1	5	1	0	1	1	0	0	0	2	0	0	0	3	0	1	3	2
1999	22109	Fiscal	55	46	9	5	4	31	8	4	4	2	1	1	0	13	0	0	0	7	5	1	19	23
1999	22110	Fonz	271	180	91	72	19	145	74	57	17	19	5	3	2	16	12	12	0	160	31	13	20	43
1999	22111	Foradada del Toscar	77	61	16	12	4	31	12	8	4	16	2	2	0	14	2	2	0	20	9	6	14	28
1999	22112	Fraga	1948	1375	573	516	57	741	322	281	41	341	98	89	9	293	153	146	7	872	365	118	87	503
1999	22113	Fueva (La)	202	137	65	49	16	92	46	34	12	31	10	6	4	14	9	9	0	99	18	5	73	7
1999	22114	Gistaín	85	55	30	22	8	37	14	10	4	6	3	1	2	12	13	11	2	39	15	2	7	22
1999	22115	Grado (El)	190	120	70	69	1	91	55	54	1	18	7	7	0	11	8	8	0	121	25	11	11	22
1999	22116	Grañén	308	202	106	83	23	155	82	67	15	29	7	6	1	18	17	10	7	156	43	20	33	48
1999	22117	Graus	450	309	141	123	18	204	99	84	15	61	16	14	2	44	26	25	1	253	39	18	50	88
1999	22119	Gurrea de Gállego	315	207	108	85	23	194	83	61	22	6	10	10	0	7	15	14	1	131	34	17	33	89
1999	22122	Hoz de Jaca	10	7	3	3	0	6	2	2	0	0	0	0	0	1	1	1	0	3	2	0	3	2
1999	22124	Huerto	128	92	36	30	6	71	28	22	6	11	5	5	0	10	3	3	0	67	12	10	15	23
1999	22125	Huesca	440	285	155	145	10	224	111	101	10	23	10	10	0	38	34	34	0	265	50	36	28	54
1999	22126	Ibieca	25	14	11	10	1	11	9	8	1	1	0	0	0	2	2	2	0	13	2	1	5	2
1999	22127	Igriés	57	37	20	18	2	28	10	8	2	3	1	1	0	6	9	9	0	28	7	7	4	9
1999	22128	Ilche	109	79	30	22	8	70	23	16	7	3	5	4	1	6	2	2	0	37	20	11	5	36
1999	22129	Isábena	99	76	23	18	5	52	21	16	5	20	1	1	0	4	1	1	0	49	11	9	6	24
1999	22130	Jaca	410	281	129	113	16	184	79	69	10	30	9	6	3	67	41	38	3	172	64	26	12	130
1999	22131	Jasa	19	13	6	4	2	8	3	1	2	2	1	1	0	3	2	2	0	7	4	1	3	4
1999	22133	Labuerda	10	9	1	1	0	9	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	6
1999	22135	Laluenga	104	78	26	22	4	60	11	7	4	4	1	1	0	14	14	14	0	49	8	8	11	27
1999	22136	Lalueza	244	171	73	51	22	155	64	44	20	11	2	1	1	5	7	6	1	102	30	27	30	54
1999	22137	Lanaja	433	275	158	133	25	193	102	80	22	38	9	9	0	44	47	44	3	281	50	11	39	49
1999	22139	Laperdiguera	27	21	6	4	2	16	5	3	2	1	0	0	0	4	1	1	0	12	5	1	2	7
1999	22141	Lascellas-Ponzano	85	54	31	29	2	37	25	23	2	10	2	2	0	7	4	4	0	47	10	3	9	16
1999	22142	Lascuarre	37	26	11	10	1	20	10	9	1	4	0	0	0	2	1	1	0	18	4	1	3	11
1999	22143	Laspaúles	70	51	19	13	6	33	13	8	5	11	2	1	1	7	4	4	0	13	4	12	12	29
1999	22144	Laspuña	37	25	12	11	1	21	9	8	1	2	0	0	0	2	3	3	0	14	12	0	3	8
1999	22149	Loarre	166	107	59	52	7	84	31	25	6	11	5	4	1	12	23	23	0	96	20	10	12	23
1999	22150	Loporzano	245	163	82	72	10	133	52	44	8	19	6	6	0	11	24	22	2	169	16	8	16	33
1999	22151	Loscorrales	53	40	13	10	3	33	8	6	2	1	1	1	0	6	4	3	1	24	15	1	2	9
1999	22155	Monesma y Cajigar	47	43	4	2	2	27	4	2	2	7	0	0	0	9	0	0	0	12	6	4	6	19
1999	22156	Monflorite-Lascasas	62	42	20	18	2	29	18	17	1	5	1	0	1	8	1	1	0	29	8	4	3	18
1999	22157	Montanuy	136	95	41	31	10	53	17	13	4	16	3	1	2	26	21	17	4	16	24	11	6	79
1999	22158	Monzón	881	509	372	340	32	394	265	233	32	64	27	27	0	51	80	80	0	511	161	33	37	124
1999	22160	Naval	43	28	15	10	5	27	15	10	5	1	0	0	0	0	0	0	0	16	7	4	3	13
1999	22162	Novales	37	23	14	10	4	21	14	10	4	0	0	0	0	2	0	0	0	24	2	3	3	5
1999	22163	Nueno	93	57	36	35	1	49	29	28	1	4	2	2	0	4	5	5	0	65	8	1	7	10
1999	22164	Olvena	38	22	16	16	0	13	9	9	0	3	2	2	0	6	5	5	0	17	6	7	3	5
1999	22165	Ontiñena	201	142	59	45	14	102	36	25	11	24	10	8	2	16	13	12	1	141	20	19	4	16
1999	22167	Osso de Cinca	249	174	75	60	15	101	38	27	11	32	13	12	1	41	24	21	3	89	53	20	20	64
1999	22168	Palo	12	7	5	5	0	6	5	5	0	1	0	0	0	0	0	0	0	6	1	2	3	0
1999	22170	Panticosa	29	14	15	12	3	13	11	8	3	1	1	1	0	0	3	3	0	9	4	2	5	9
1999	22172	Peñalba	167	87	80	66	14	66	52	41	11	6	10	9	1	15	18	16	2	78	26	20	12	26
1999	22173	Peñas de Riglos (Las)	91	48	43	39	4	37	29	26	3	5	3	3	0	6	11	10	1	51	10	2	8	16
1999	22174	Peralta de Alcofea	204	146	58	56	2	133	42	40	2	6	8	8	0	7	8	8	0	121	13	6	12	51
1999	22175	Peralta de Calasanz	179	130	49	35	14	111	42	32	10	10	5	2	3	9	2	1	1	101	22	10	9	34
1999	22176	Peraltilla	72	35	37	37	0	26	27	27	0	8	1	1	0	1	9	9	0	60	7	1	1	3
1999	22177	Perarrúa	36	25	11	9	2	17	10	8	2	2	0	0	0	6	1	1	0	14	3	6	7	5
1999	22178	Pertusa	39	26	13	12	1	22	11	10	1	1	1	1	0	3	1	1	0	21	4	2	1	10
1999	22181	Piracés	52	34	18	13	5	31	14	10	4	1	2	1	1	2	2	2	0	29	5	6	5	6
1999	22182	Plan	115	83	32	24	8	44	22	17	5	12	4	1	3	27	6	6	0	51	15	9	9	31
1999	22184	Poleñino	84	61	23	21	2	55	17	15	2	2	0	0	0	4	6	6	0	38	7	5	4	27
1999	22186	Pozán de Vero	151	104	47	45	2	59	22	20	2	21	3	3	0	24	22	22	0	76	32	24	15	1
1999	22187	Puebla de Castro (La)	86	49	37	34	3	34	24	21	3	8	3	3	0	7	10	10	0	63	9	4	3	7
1999	22188	Puente de Montañana	20	14	6	6	0	10	4	4	0	3	0	0	0	1	2	2	0	15	2	0	0	3
1999	22189	Puértolas	38	19	19	14	5	14	15	10	5	2	1	1	0	3	3	3	0	17	4	0	15	2
1999	22190	Pueyo de Araguás (El)	44	27	17	10	7	19	12	8	4	3	2	0	2	5	3	2	1	9	7	2	5	21
1999	22193	Pueyo de Santa Cruz	60	38	22	19	3	24	17	14	3	3	1	1	0	11	4	4	0	44	6	2	3	5
1999	22195	Quicena	15	11	4	3	1	6	2	1	1	2	0	0	0	3	2	2	0	7	4	1	0	3
1999	22197	Robres	203	126	77	64	13	98	58	47	11	12	4	4	0	16	15	13	2	98	15	32	22	22
1999	22199	Sabiñánigo	264	174	90	87	3	126	56	53	3	19	8	8	0	29	26	26	0	153	37	12	13	42
1999	22200	Sahún	51	31	20	12	8	21	12	5	7	6	2	2	0	4	6	5	1	20	7	1	8	15
1999	22201	Salas Altas	207	149	58	54	4	90	31	27	4	34	2	2	0	25	25	25	0	107	35	24	29	7
1999	22202	Salas Bajas	107	67	40	39	1	41	17	16	1	15	2	2	0	11	21	21	0	55	26	14	8	1
1999	22203	Salillas	31	22	9	4	5	19	9	4	5	1	0	0	0	2	0	0	0	15	4	3	2	6
1999	22204	Sallent de Gállego	102	57	45	31	14	51	35	23	12	2	1	1	0	4	9	7	2	46	10	2	26	17
1999	22205	San Esteban de Litera	336	221	115	91	24	180	97	74	23	22	4	3	1	19	14	14	0	195	31	17	15	60
1999	22206	Sangarrén	68	46	22	21	1	40	17	16	1	1	2	2	0	5	3	3	0	41	3	2	4	17
1999	22207	San Juan de Plan	73	59	14	9	5	35	3	2	1	8	3	2	1	16	8	5	3	25	13	4	2	28
1999	22208	Santa Cilia	34	18	16	12	4	13	12	9	3	2	0	0	0	3	4	3	1	10	7	2	4	10
1999	22209	Santa Cruz de la Serós	36	30	6	5	1	15	4	3	1	4	1	1	0	11	1	1	0	11	5	3	2	14
1999	22212	Santaliestra y San Quílez	18	14	4	4	0	11	3	3	0	1	0	0	0	2	1	1	0	10	0	0	1	7
1999	22213	Sariñena	583	357	226	195	31	259	148	125	23	44	28	25	3	54	50	45	5	255	76	104	54	80
1999	22214	Secastilla	57	38	19	16	3	21	11	10	1	12	2	2	0	5	6	4	2	29	14	2	4	8
1999	22215	Seira	30	21	9	6	3	12	6	5	1	7	1	0	1	2	2	1	1	6	2	3	0	19
1999	22217	Sena	181	89	92	82	10	69	77	68	9	11	8	7	1	9	7	7	0	76	37	17	24	24
1999	22218	Senés de Alcubierre	24	9	15	12	3	8	9	6	3	1	2	2	0	0	4	4	0	15	1	3	2	3
1999	22220	Sesa	62	39	23	21	2	37	20	18	2	0	1	1	0	2	2	2	0	44	6	2	4	6
1999	22221	Sesué	18	16	2	2	0	11	1	1	0	3	0	0	0	2	1	1	0	2	1	0	10	5
1999	22222	Siétamo	130	92	38	28	10	68	25	19	6	6	1	1	0	18	12	8	4	76	19	15	6	11
1999	22223	Sopeira	21	17	4	3	1	15	4	3	1	2	0	0	0	0	0	0	0	10	1	0	6	4
1999	22225	Tamarite de Litera	830	557	273	238	35	307	163	134	29	133	30	26	4	117	80	78	2	459	123	27	84	123
1999	22226	Tardienta	175	113	62	56	6	90	43	39	4	9	6	5	1	14	13	12	1	102	19	13	11	24
1999	22227	Tella-Sin	14	8	6	4	2	8	6	4	2	0	0	0	0	0	0	0	0	4	2	1	4	3
1999	22228	Tierz	29	21	8	4	4	16	8	4	4	1	0	0	0	4	0	0	0	15	5	3	4	2
1999	22229	Tolva	78	58	20	19	1	47	17	16	1	8	3	3	0	3	0	0	0	51	3	1	7	16
1999	22230	Torla-Ordesa	52	43	9	7	2	32	6	5	1	6	3	2	1	5	0	0	0	13	4	2	12	21
1999	22232	Torralba de Aragón	47	29	18	17	1	22	12	11	1	4	2	2	0	3	4	4	0	25	3	2	2	14
1999	22233	Torre la Ribera	53	40	13	11	2	35	11	10	1	2	2	1	1	3	0	0	0	32	8	1	1	11
1999	22234	Torrente de Cinca	259	186	73	63	10	92	29	23	6	49	16	14	2	45	28	26	2	68	92	20	38	41
1999	22235	Torres de Alcanadre	41	27	14	12	2	22	12	10	2	2	1	1	0	3	1	1	0	27	2	2	4	6
1999	22236	Torres de Barbués	60	41	19	18	1	35	14	13	1	2	1	1	0	4	4	4	0	42	5	1	1	10
1999	22239	Tramaced	52	34	18	16	2	23	9	8	1	3	5	4	1	8	4	4	0	23	12	2	1	11
1999	22242	Valfarta	66	41	25	22	3	30	10	9	1	2	4	4	0	9	11	9	2	39	6	9	4	6
1999	22243	Valle de Bardají	16	14	2	1	1	10	2	1	1	3	0	0	0	1	0	0	0	2	0	0	4	10
1999	22244	Valle de Lierp	18	16	2	2	0	12	1	1	0	2	0	0	0	2	1	1	0	9	0	0	1	8
1999	22245	Velilla de Cinca	145	95	50	42	8	56	22	15	7	16	5	5	0	23	23	22	1	75	25	13	11	21
1999	22246	Beranuy	72	59	13	12	1	44	10	10	0	8	1	0	1	7	2	2	0	42	9	0	6	15
1999	22247	Viacamp y Litera	33	25	8	8	0	15	5	5	0	6	1	1	0	4	2	2	0	21	2	1	1	8
1999	22248	Vicién	11	7	4	3	1	4	4	3	1	1	0	0	0	2	0	0	0	3	4	1	1	2
1999	22249	Villanova	10	5	5	3	2	4	4	2	2	1	0	0	0	0	1	1	0	5	0	0	0	5
1999	22250	Villanúa	10	4	6	1	5	4	6	1	5	0	0	0	0	0	0	0	0	4	1	3	0	2
1999	22251	Villanueva de Sigena	183	109	74	60	14	63	46	36	10	25	7	5	2	21	21	19	2	112	27	12	2	28
1999	22252	Yebra de Basa	30	14	16	13	3	12	8	5	3	0	0	0	0	2	8	8	0	19	1	1	5	4
1999	22253	Yésero	11	5	6	6	0	5	1	1	0	0	1	1	0	0	4	4	0	4	0	0	5	2
1999	22254	Zaidín	565	362	203	125	78	194	123	63	60	59	19	16	3	109	61	46	15	239	80	69	50	123
