Municipio código	Municipio nombre	Superficie útil agrupada (m2)	Número de viviendas
22001	Abiego	045 o menos	1
22001	Abiego	046 - 060	5
22001	Abiego	061 - 075	7
22001	Abiego	076 - 090	35
22001	Abiego	091 - 105	17
22001	Abiego	106 - 120	14
22001	Abiego	121 - 150	10
22001	Abiego	151 o más	15
22002	Abizanda	045 o menos	1
22002	Abizanda	061 - 075	1
22002	Abizanda	076 - 090	5
22002	Abizanda	091 - 105	5
22002	Abizanda	106 - 120	1
22002	Abizanda	121 - 150	7
22002	Abizanda	151 o más	26
22003	Adahuesca	046 - 060	2
22003	Adahuesca	061 - 075	6
22003	Adahuesca	076 - 090	21
22003	Adahuesca	091 - 105	7
22003	Adahuesca	106 - 120	10
22003	Adahuesca	121 - 150	10
22003	Adahuesca	151 o más	11
22004	Agüero	046 - 060	7
22004	Agüero	061 - 075	9
22004	Agüero	076 - 090	25
22004	Agüero	091 - 105	14
22004	Agüero	106 - 120	7
22004	Agüero	121 - 150	4
22004	Agüero	151 o más	6
22006	Aísa	045 o menos	15
22006	Aísa	046 - 060	18
22006	Aísa	061 - 075	15
22006	Aísa	076 - 090	22
22006	Aísa	091 - 105	13
22006	Aísa	106 - 120	32
22006	Aísa	121 - 150	7
22006	Aísa	151 o más	27
22007	Albalate de Cinca	045 o menos	3
22007	Albalate de Cinca	046 - 060	22
22007	Albalate de Cinca	061 - 075	38
22007	Albalate de Cinca	076 - 090	141
22007	Albalate de Cinca	091 - 105	93
22007	Albalate de Cinca	106 - 120	51
22007	Albalate de Cinca	121 - 150	33
22007	Albalate de Cinca	151 o más	17
22008	Albalatillo	046 - 060	2
22008	Albalatillo	061 - 075	5
22008	Albalatillo	076 - 090	12
22008	Albalatillo	091 - 105	6
22008	Albalatillo	106 - 120	19
22008	Albalatillo	121 - 150	24
22008	Albalatillo	151 o más	33
22009	Albelda	045 o menos	4
22009	Albelda	046 - 060	20
22009	Albelda	061 - 075	33
22009	Albelda	076 - 090	84
22009	Albelda	091 - 105	77
22009	Albelda	106 - 120	53
22009	Albelda	121 - 150	32
22009	Albelda	151 o más	24
22011	Albero Alto	045 o menos	1
22011	Albero Alto	046 - 060	1
22011	Albero Alto	076 - 090	10
22011	Albero Alto	091 - 105	9
22011	Albero Alto	106 - 120	3
22011	Albero Alto	121 - 150	4
22011	Albero Alto	151 o más	9
22012	Albero Bajo	046 - 060	2
22012	Albero Bajo	061 - 075	1
22012	Albero Bajo	076 - 090	19
22012	Albero Bajo	091 - 105	4
22012	Albero Bajo	106 - 120	5
22012	Albero Bajo	121 - 150	6
22012	Albero Bajo	151 o más	3
22013	Alberuela de Tubo	045 o menos	1
22013	Alberuela de Tubo	046 - 060	2
22013	Alberuela de Tubo	061 - 075	3
22013	Alberuela de Tubo	076 - 090	21
22013	Alberuela de Tubo	091 - 105	22
22013	Alberuela de Tubo	106 - 120	12
22013	Alberuela de Tubo	121 - 150	39
22013	Alberuela de Tubo	151 o más	13
22014	Alcalá de Gurrea	045 o menos	4
22014	Alcalá de Gurrea	046 - 060	7
22014	Alcalá de Gurrea	061 - 075	5
22014	Alcalá de Gurrea	076 - 090	30
22014	Alcalá de Gurrea	091 - 105	31
22014	Alcalá de Gurrea	106 - 120	24
22014	Alcalá de Gurrea	121 - 150	16
22014	Alcalá de Gurrea	151 o más	15
22015	Alcalá del Obispo	045 o menos	2
22015	Alcalá del Obispo	046 - 060	9
22015	Alcalá del Obispo	061 - 075	7
22015	Alcalá del Obispo	076 - 090	14
22015	Alcalá del Obispo	091 - 105	33
22015	Alcalá del Obispo	106 - 120	25
22015	Alcalá del Obispo	121 - 150	27
22015	Alcalá del Obispo	151 o más	28
22016	Alcampell	045 o menos	4
22016	Alcampell	046 - 060	15
22016	Alcampell	061 - 075	25
22016	Alcampell	076 - 090	89
22016	Alcampell	091 - 105	96
22016	Alcampell	106 - 120	49
22016	Alcampell	121 - 150	37
22016	Alcampell	151 o más	15
22017	Alcolea de Cinca	045 o menos	5
22017	Alcolea de Cinca	046 - 060	18
22017	Alcolea de Cinca	061 - 075	56
22017	Alcolea de Cinca	076 - 090	152
22017	Alcolea de Cinca	091 - 105	72
22017	Alcolea de Cinca	106 - 120	70
22017	Alcolea de Cinca	121 - 150	30
22017	Alcolea de Cinca	151 o más	10
22018	Alcubierre	046 - 060	2
22018	Alcubierre	061 - 075	7
22018	Alcubierre	076 - 090	23
22018	Alcubierre	091 - 105	36
22018	Alcubierre	106 - 120	48
22018	Alcubierre	121 - 150	23
22018	Alcubierre	151 o más	35
22019	Alerre	045 o menos	1
22019	Alerre	061 - 075	2
22019	Alerre	076 - 090	9
22019	Alerre	091 - 105	6
22019	Alerre	106 - 120	10
22019	Alerre	121 - 150	17
22019	Alerre	151 o más	21
22020	Alfántega	045 o menos	1
22020	Alfántega	046 - 060	3
22020	Alfántega	061 - 075	11
22020	Alfántega	076 - 090	2
22020	Alfántega	091 - 105	10
22020	Alfántega	106 - 120	7
22020	Alfántega	121 - 150	4
22020	Alfántega	151 o más	3
22021	Almudévar	045 o menos	15
22021	Almudévar	046 - 060	40
22021	Almudévar	061 - 075	69
22021	Almudévar	076 - 090	246
22021	Almudévar	091 - 105	145
22021	Almudévar	106 - 120	126
22021	Almudévar	121 - 150	93
22021	Almudévar	151 o más	86
22022	Almunia de San Juan	045 o menos	5
22022	Almunia de San Juan	046 - 060	14
22022	Almunia de San Juan	061 - 075	22
22022	Almunia de San Juan	076 - 090	66
22022	Almunia de San Juan	091 - 105	42
22022	Almunia de San Juan	106 - 120	47
22022	Almunia de San Juan	121 - 150	24
22022	Almunia de San Juan	151 o más	17
22023	Almuniente	046 - 060	4
22023	Almuniente	061 - 075	17
22023	Almuniente	076 - 090	73
22023	Almuniente	091 - 105	27
22023	Almuniente	106 - 120	32
22023	Almuniente	121 - 150	27
22023	Almuniente	151 o más	24
22024	Alquézar	046 - 060	5
22024	Alquézar	061 - 075	12
22024	Alquézar	076 - 090	36
22024	Alquézar	091 - 105	29
22024	Alquézar	106 - 120	9
22024	Alquézar	121 - 150	13
22024	Alquézar	151 o más	14
22025	Altorricón	045 o menos	10
22025	Altorricón	046 - 060	26
22025	Altorricón	061 - 075	92
22025	Altorricón	076 - 090	152
22025	Altorricón	091 - 105	86
22025	Altorricón	106 - 120	52
22025	Altorricón	121 - 150	38
22025	Altorricón	151 o más	42
22027	Angüés	045 o menos	2
22027	Angüés	046 - 060	18
22027	Angüés	061 - 075	15
22027	Angüés	076 - 090	60
22027	Angüés	091 - 105	24
22027	Angüés	106 - 120	16
22027	Angüés	121 - 150	17
22027	Angüés	151 o más	20
22028	Ansó	045 o menos	6
22028	Ansó	046 - 060	31
22028	Ansó	061 - 075	34
22028	Ansó	076 - 090	36
22028	Ansó	091 - 105	26
22028	Ansó	106 - 120	20
22028	Ansó	121 - 150	26
22028	Ansó	151 o más	25
22029	Antillón	046 - 060	1
22029	Antillón	061 - 075	1
22029	Antillón	076 - 090	9
22029	Antillón	091 - 105	13
22029	Antillón	106 - 120	9
22029	Antillón	121 - 150	10
22029	Antillón	151 o más	5
22032	Aragüés del Puerto	045 o menos	3
22032	Aragüés del Puerto	046 - 060	7
22032	Aragüés del Puerto	061 - 075	3
22032	Aragüés del Puerto	076 - 090	13
22032	Aragüés del Puerto	091 - 105	9
22032	Aragüés del Puerto	106 - 120	9
22032	Aragüés del Puerto	121 - 150	5
22032	Aragüés del Puerto	151 o más	13
22035	Arén	046 - 060	6
22035	Arén	061 - 075	4
22035	Arén	076 - 090	13
22035	Arén	091 - 105	53
22035	Arén	106 - 120	32
22035	Arén	121 - 150	29
22035	Arén	151 o más	6
22036	Argavieso	045 o menos	1
22036	Argavieso	046 - 060	2
22036	Argavieso	061 - 075	1
22036	Argavieso	076 - 090	8
22036	Argavieso	091 - 105	12
22036	Argavieso	106 - 120	3
22036	Argavieso	121 - 150	4
22036	Argavieso	151 o más	9
22037	Arguis	061 - 075	2
22037	Arguis	076 - 090	6
22037	Arguis	091 - 105	4
22037	Arguis	106 - 120	5
22037	Arguis	121 - 150	6
22037	Arguis	151 o más	6
22039	Ayerbe	045 o menos	2
22039	Ayerbe	046 - 060	28
22039	Ayerbe	061 - 075	52
22039	Ayerbe	076 - 090	143
22039	Ayerbe	091 - 105	79
22039	Ayerbe	106 - 120	66
22039	Ayerbe	121 - 150	33
22039	Ayerbe	151 o más	44
22040	Azanuy-Alins	046 - 060	2
22040	Azanuy-Alins	061 - 075	1
22040	Azanuy-Alins	076 - 090	30
22040	Azanuy-Alins	091 - 105	24
22040	Azanuy-Alins	106 - 120	7
22040	Azanuy-Alins	121 - 150	4
22040	Azanuy-Alins	151 o más	8
22041	Azara	046 - 060	5
22041	Azara	061 - 075	3
22041	Azara	076 - 090	9
22041	Azara	091 - 105	11
22041	Azara	106 - 120	15
22041	Azara	121 - 150	14
22041	Azara	151 o más	14
22042	Azlor	046 - 060	2
22042	Azlor	061 - 075	2
22042	Azlor	076 - 090	11
22042	Azlor	091 - 105	9
22042	Azlor	106 - 120	12
22042	Azlor	121 - 150	5
22042	Azlor	151 o más	18
22043	Baells	045 o menos	1
22043	Baells	046 - 060	1
22043	Baells	061 - 075	4
22043	Baells	076 - 090	19
22043	Baells	091 - 105	10
22043	Baells	106 - 120	17
22043	Baells	121 - 150	8
22043	Baells	151 o más	1
22044	Bailo	045 o menos	5
22044	Bailo	046 - 060	8
22044	Bailo	061 - 075	10
22044	Bailo	076 - 090	20
22044	Bailo	091 - 105	20
22044	Bailo	106 - 120	19
22044	Bailo	121 - 150	8
22044	Bailo	151 o más	22
22045	Baldellou	046 - 060	3
22045	Baldellou	076 - 090	13
22045	Baldellou	091 - 105	14
22045	Baldellou	106 - 120	18
22045	Baldellou	121 - 150	5
22045	Baldellou	151 o más	2
22046	Ballobar	045 o menos	4
22046	Ballobar	046 - 060	8
22046	Ballobar	061 - 075	19
22046	Ballobar	076 - 090	112
22046	Ballobar	091 - 105	92
22046	Ballobar	106 - 120	25
22046	Ballobar	121 - 150	35
22046	Ballobar	151 o más	34
22047	Banastás	046 - 060	3
22047	Banastás	061 - 075	3
22047	Banastás	076 - 090	9
22047	Banastás	091 - 105	6
22047	Banastás	106 - 120	5
22047	Banastás	121 - 150	12
22047	Banastás	151 o más	22
22048	Barbastro	045 o menos	60
22048	Barbastro	046 - 060	270
22048	Barbastro	061 - 075	674
22048	Barbastro	076 - 090	2258
22048	Barbastro	091 - 105	953
22048	Barbastro	106 - 120	546
22048	Barbastro	121 - 150	322
22048	Barbastro	151 o más	228
22049	Barbués	076 - 090	9
22049	Barbués	091 - 105	6
22049	Barbués	106 - 120	11
22049	Barbués	121 - 150	5
22049	Barbués	151 o más	7
22050	Barbuñales	045 o menos	1
22050	Barbuñales	046 - 060	5
22050	Barbuñales	061 - 075	4
22050	Barbuñales	076 - 090	20
22050	Barbuñales	091 - 105	3
22050	Barbuñales	106 - 120	4
22050	Barbuñales	121 - 150	8
22050	Barbuñales	151 o más	6
22051	Bárcabo	045 o menos	1
22051	Bárcabo	046 - 060	2
22051	Bárcabo	061 - 075	4
22051	Bárcabo	076 - 090	10
22051	Bárcabo	091 - 105	12
22051	Bárcabo	106 - 120	5
22051	Bárcabo	121 - 150	3
22051	Bárcabo	151 o más	10
22052	Belver de Cinca	046 - 060	11
22052	Belver de Cinca	061 - 075	9
22052	Belver de Cinca	076 - 090	160
22052	Belver de Cinca	091 - 105	171
22052	Belver de Cinca	106 - 120	54
22052	Belver de Cinca	121 - 150	28
22052	Belver de Cinca	151 o más	14
22053	Benabarre	045 o menos	11
22053	Benabarre	046 - 060	49
22053	Benabarre	061 - 075	56
22053	Benabarre	076 - 090	117
22053	Benabarre	091 - 105	82
22053	Benabarre	106 - 120	42
22053	Benabarre	121 - 150	23
22053	Benabarre	151 o más	35
22054	Benasque	045 o menos	57
22054	Benasque	046 - 060	109
22054	Benasque	061 - 075	93
22054	Benasque	076 - 090	168
22054	Benasque	091 - 105	55
22054	Benasque	106 - 120	51
22054	Benasque	121 - 150	50
22054	Benasque	151 o más	47
22055	Berbegal	045 o menos	4
22055	Berbegal	046 - 060	4
22055	Berbegal	061 - 075	18
22055	Berbegal	076 - 090	50
22055	Berbegal	091 - 105	33
22055	Berbegal	106 - 120	21
22055	Berbegal	121 - 150	24
22055	Berbegal	151 o más	21
22057	Bielsa	045 o menos	8
22057	Bielsa	046 - 060	24
22057	Bielsa	061 - 075	19
22057	Bielsa	076 - 090	50
22057	Bielsa	091 - 105	34
22057	Bielsa	106 - 120	23
22057	Bielsa	121 - 150	6
22057	Bielsa	151 o más	8
22058	Bierge	046 - 060	8
22058	Bierge	061 - 075	12
22058	Bierge	076 - 090	25
22058	Bierge	091 - 105	19
22058	Bierge	106 - 120	15
22058	Bierge	121 - 150	7
22058	Bierge	151 o más	10
22059	Biescas	045 o menos	20
22059	Biescas	046 - 060	60
22059	Biescas	061 - 075	79
22059	Biescas	076 - 090	100
22059	Biescas	091 - 105	69
22059	Biescas	106 - 120	70
22059	Biescas	121 - 150	36
22059	Biescas	151 o más	53
22060	Binaced	045 o menos	5
22060	Binaced	046 - 060	18
22060	Binaced	061 - 075	45
22060	Binaced	076 - 090	140
22060	Binaced	091 - 105	117
22060	Binaced	106 - 120	93
22060	Binaced	121 - 150	63
22060	Binaced	151 o más	31
22061	Binéfar	045 o menos	19
22061	Binéfar	046 - 060	86
22061	Binéfar	061 - 075	392
22061	Binéfar	076 - 090	1021
22061	Binéfar	091 - 105	647
22061	Binéfar	106 - 120	460
22061	Binéfar	121 - 150	215
22061	Binéfar	151 o más	108
22062	Bisaurri	045 o menos	3
22062	Bisaurri	046 - 060	3
22062	Bisaurri	061 - 075	5
22062	Bisaurri	076 - 090	10
22062	Bisaurri	091 - 105	8
22062	Bisaurri	106 - 120	13
22062	Bisaurri	121 - 150	14
22062	Bisaurri	151 o más	35
22063	Biscarrués	045 o menos	2
22063	Biscarrués	046 - 060	4
22063	Biscarrués	061 - 075	6
22063	Biscarrués	076 - 090	17
22063	Biscarrués	091 - 105	20
22063	Biscarrués	106 - 120	12
22063	Biscarrués	121 - 150	10
22063	Biscarrués	151 o más	12
22064	Blecua y Torres	046 - 060	9
22064	Blecua y Torres	061 - 075	8
22064	Blecua y Torres	076 - 090	18
22064	Blecua y Torres	091 - 105	8
22064	Blecua y Torres	106 - 120	14
22064	Blecua y Torres	121 - 150	6
22064	Blecua y Torres	151 o más	7
22066	Boltaña	045 o menos	4
22066	Boltaña	046 - 060	13
22066	Boltaña	061 - 075	38
22066	Boltaña	076 - 090	63
22066	Boltaña	091 - 105	62
22066	Boltaña	106 - 120	48
22066	Boltaña	121 - 150	31
22066	Boltaña	151 o más	61
22067	Bonansa	045 o menos	1
22067	Bonansa	046 - 060	1
22067	Bonansa	061 - 075	2
22067	Bonansa	076 - 090	5
22067	Bonansa	091 - 105	6
22067	Bonansa	106 - 120	3
22067	Bonansa	121 - 150	6
22067	Bonansa	151 o más	6
22068	Borau	046 - 060	3
22068	Borau	061 - 075	3
22068	Borau	076 - 090	1
22068	Borau	091 - 105	8
22068	Borau	106 - 120	5
22068	Borau	121 - 150	6
22068	Borau	151 o más	7
22069	Broto	045 o menos	1
22069	Broto	046 - 060	17
22069	Broto	061 - 075	14
22069	Broto	076 - 090	36
22069	Broto	091 - 105	42
22069	Broto	106 - 120	35
22069	Broto	121 - 150	18
22069	Broto	151 o más	25
22072	Caldearenas	045 o menos	3
22072	Caldearenas	046 - 060	6
22072	Caldearenas	061 - 075	7
22072	Caldearenas	076 - 090	13
22072	Caldearenas	091 - 105	15
22072	Caldearenas	106 - 120	15
22072	Caldearenas	121 - 150	14
22072	Caldearenas	151 o más	29
22074	Campo	045 o menos	1
22074	Campo	046 - 060	10
22074	Campo	061 - 075	9
22074	Campo	076 - 090	21
22074	Campo	091 - 105	23
22074	Campo	106 - 120	20
22074	Campo	121 - 150	23
22074	Campo	151 o más	22
22075	Camporrells	046 - 060	11
22075	Camporrells	061 - 075	10
22075	Camporrells	076 - 090	30
22075	Camporrells	091 - 105	20
22075	Camporrells	106 - 120	24
22075	Camporrells	121 - 150	15
22075	Camporrells	151 o más	1
22076	Canal de Berdún	045 o menos	7
22076	Canal de Berdún	046 - 060	15
22076	Canal de Berdún	061 - 075	14
22076	Canal de Berdún	076 - 090	39
22076	Canal de Berdún	091 - 105	30
22076	Canal de Berdún	106 - 120	24
22076	Canal de Berdún	121 - 150	18
22076	Canal de Berdún	151 o más	29
22077	Candasnos	046 - 060	6
22077	Candasnos	061 - 075	6
22077	Candasnos	076 - 090	22
22077	Candasnos	091 - 105	37
22077	Candasnos	106 - 120	45
22077	Candasnos	121 - 150	33
22077	Candasnos	151 o más	47
22078	Canfranc	045 o menos	19
22078	Canfranc	046 - 060	43
22078	Canfranc	061 - 075	45
22078	Canfranc	076 - 090	44
22078	Canfranc	091 - 105	34
22078	Canfranc	106 - 120	18
22078	Canfranc	121 - 150	19
22078	Canfranc	151 o más	13
22079	Capdesaso	045 o menos	3
22079	Capdesaso	046 - 060	6
22079	Capdesaso	061 - 075	8
22079	Capdesaso	076 - 090	20
22079	Capdesaso	091 - 105	6
22079	Capdesaso	106 - 120	8
22079	Capdesaso	121 - 150	9
22079	Capdesaso	151 o más	5
22080	Capella	046 - 060	5
22080	Capella	061 - 075	8
22080	Capella	076 - 090	27
22080	Capella	091 - 105	24
22080	Capella	106 - 120	31
22080	Capella	121 - 150	18
22080	Capella	151 o más	26
22081	Casbas de Huesca	046 - 060	4
22081	Casbas de Huesca	061 - 075	7
22081	Casbas de Huesca	076 - 090	24
22081	Casbas de Huesca	091 - 105	23
22081	Casbas de Huesca	106 - 120	12
22081	Casbas de Huesca	121 - 150	21
22081	Casbas de Huesca	151 o más	24
22082	Castejón del Puente	046 - 060	6
22082	Castejón del Puente	061 - 075	6
22082	Castejón del Puente	076 - 090	36
22082	Castejón del Puente	091 - 105	49
22082	Castejón del Puente	106 - 120	18
22082	Castejón del Puente	121 - 150	21
22082	Castejón del Puente	151 o más	4
22083	Castejón de Monegros	046 - 060	4
22083	Castejón de Monegros	061 - 075	16
22083	Castejón de Monegros	076 - 090	41
22083	Castejón de Monegros	091 - 105	29
22083	Castejón de Monegros	106 - 120	29
22083	Castejón de Monegros	121 - 150	40
22083	Castejón de Monegros	151 o más	87
22084	Castejón de Sos	045 o menos	18
22084	Castejón de Sos	046 - 060	16
22084	Castejón de Sos	061 - 075	31
22084	Castejón de Sos	076 - 090	38
22084	Castejón de Sos	091 - 105	38
22084	Castejón de Sos	106 - 120	33
22084	Castejón de Sos	121 - 150	22
22084	Castejón de Sos	151 o más	27
22085	Castelflorite	061 - 075	1
22085	Castelflorite	076 - 090	9
22085	Castelflorite	091 - 105	10
22085	Castelflorite	106 - 120	5
22085	Castelflorite	121 - 150	7
22085	Castelflorite	151 o más	16
22086	Castiello de Jaca	045 o menos	1
22086	Castiello de Jaca	046 - 060	7
22086	Castiello de Jaca	061 - 075	5
22086	Castiello de Jaca	076 - 090	9
22086	Castiello de Jaca	091 - 105	35
22086	Castiello de Jaca	106 - 120	8
22086	Castiello de Jaca	121 - 150	6
22086	Castiello de Jaca	151 o más	9
22087	Castigaleu	045 o menos	4
22087	Castigaleu	046 - 060	2
22087	Castigaleu	061 - 075	1
22087	Castigaleu	076 - 090	1
22087	Castigaleu	091 - 105	2
22087	Castigaleu	106 - 120	6
22087	Castigaleu	121 - 150	6
22087	Castigaleu	151 o más	4
22088	Castillazuelo	046 - 060	9
22088	Castillazuelo	061 - 075	12
22088	Castillazuelo	076 - 090	25
22088	Castillazuelo	091 - 105	27
22088	Castillazuelo	106 - 120	12
22088	Castillazuelo	121 - 150	4
22088	Castillazuelo	151 o más	7
22089	Castillonroy	045 o menos	2
22089	Castillonroy	046 - 060	9
22089	Castillonroy	061 - 075	4
22089	Castillonroy	076 - 090	27
22089	Castillonroy	091 - 105	26
22089	Castillonroy	106 - 120	33
22089	Castillonroy	121 - 150	28
22089	Castillonroy	151 o más	17
22090	Colungo	045 o menos	1
22090	Colungo	046 - 060	7
22090	Colungo	061 - 075	3
22090	Colungo	076 - 090	20
22090	Colungo	091 - 105	11
22090	Colungo	106 - 120	12
22090	Colungo	121 - 150	4
22090	Colungo	151 o más	4
22094	Chalamera	046 - 060	8
22094	Chalamera	061 - 075	4
22094	Chalamera	076 - 090	19
22094	Chalamera	091 - 105	13
22094	Chalamera	106 - 120	13
22094	Chalamera	121 - 150	2
22094	Chalamera	151 o más	5
22095	Chía	046 - 060	4
22095	Chía	061 - 075	3
22095	Chía	076 - 090	10
22095	Chía	091 - 105	10
22095	Chía	106 - 120	6
22095	Chía	121 - 150	7
22095	Chía	151 o más	3
22096	Chimillas	045 o menos	2
22096	Chimillas	046 - 060	3
22096	Chimillas	061 - 075	3
22096	Chimillas	076 - 090	12
22096	Chimillas	091 - 105	10
22096	Chimillas	106 - 120	15
22096	Chimillas	121 - 150	11
22096	Chimillas	151 o más	21
22099	Esplús	046 - 060	8
22099	Esplús	061 - 075	36
22099	Esplús	076 - 090	96
22099	Esplús	091 - 105	47
22099	Esplús	106 - 120	33
22099	Esplús	121 - 150	14
22099	Esplús	151 o más	13
22102	Estada	046 - 060	3
22102	Estada	061 - 075	1
22102	Estada	076 - 090	11
22102	Estada	091 - 105	14
22102	Estada	106 - 120	9
22102	Estada	121 - 150	13
22102	Estada	151 o más	27
22103	Estadilla	045 o menos	4
22103	Estadilla	046 - 060	18
22103	Estadilla	061 - 075	21
22103	Estadilla	076 - 090	66
22103	Estadilla	091 - 105	58
22103	Estadilla	106 - 120	58
22103	Estadilla	121 - 150	48
22103	Estadilla	151 o más	54
22105	Estopiñán del Castillo	046 - 060	10
22105	Estopiñán del Castillo	061 - 075	9
22105	Estopiñán del Castillo	076 - 090	28
22105	Estopiñán del Castillo	091 - 105	15
22105	Estopiñán del Castillo	106 - 120	9
22105	Estopiñán del Castillo	121 - 150	16
22105	Estopiñán del Castillo	151 o más	8
22106	Fago	045 o menos	1
22106	Fago	046 - 060	3
22106	Fago	061 - 075	1
22106	Fago	076 - 090	5
22106	Fago	091 - 105	4
22106	Fago	106 - 120	6
22106	Fago	151 o más	1
22107	Fanlo	045 o menos	1
22107	Fanlo	046 - 060	2
22107	Fanlo	061 - 075	7
22107	Fanlo	076 - 090	21
22107	Fanlo	091 - 105	22
22107	Fanlo	106 - 120	11
22107	Fanlo	121 - 150	6
22107	Fanlo	151 o más	2
22109	Fiscal	045 o menos	2
22109	Fiscal	046 - 060	4
22109	Fiscal	061 - 075	6
22109	Fiscal	076 - 090	14
22109	Fiscal	091 - 105	17
22109	Fiscal	106 - 120	16
22109	Fiscal	121 - 150	11
22109	Fiscal	151 o más	31
22110	Fonz	045 o menos	3
22110	Fonz	046 - 060	18
22110	Fonz	061 - 075	33
22110	Fonz	076 - 090	102
22110	Fonz	091 - 105	135
22110	Fonz	106 - 120	56
22110	Fonz	121 - 150	58
22110	Fonz	151 o más	33
22111	Foradada del Toscar	045 o menos	1
22111	Foradada del Toscar	046 - 060	3
22111	Foradada del Toscar	061 - 075	11
22111	Foradada del Toscar	076 - 090	17
22111	Foradada del Toscar	091 - 105	16
22111	Foradada del Toscar	106 - 120	5
22111	Foradada del Toscar	121 - 150	9
22111	Foradada del Toscar	151 o más	14
22112	Fraga	045 o menos	111
22112	Fraga	046 - 060	217
22112	Fraga	061 - 075	463
22112	Fraga	076 - 090	1260
22112	Fraga	091 - 105	724
22112	Fraga	106 - 120	567
22112	Fraga	121 - 150	361
22112	Fraga	151 o más	219
22113	Fueva (La)	045 o menos	3
22113	Fueva (La)	046 - 060	5
22113	Fueva (La)	061 - 075	4
22113	Fueva (La)	076 - 090	17
22113	Fueva (La)	091 - 105	25
22113	Fueva (La)	106 - 120	20
22113	Fueva (La)	121 - 150	35
22113	Fueva (La)	151 o más	67
22114	Gistaín	045 o menos	2
22114	Gistaín	046 - 060	3
22114	Gistaín	061 - 075	11
22114	Gistaín	076 - 090	12
22114	Gistaín	091 - 105	15
22114	Gistaín	106 - 120	6
22114	Gistaín	121 - 150	5
22114	Gistaín	151 o más	13
22115	Grado (El)	045 o menos	3
22115	Grado (El)	046 - 060	10
22115	Grado (El)	061 - 075	13
22115	Grado (El)	076 - 090	31
22115	Grado (El)	091 - 105	51
22115	Grado (El)	106 - 120	35
22115	Grado (El)	121 - 150	31
22115	Grado (El)	151 o más	51
22116	Grañén	045 o menos	13
22116	Grañén	046 - 060	31
22116	Grañén	061 - 075	79
22116	Grañén	076 - 090	209
22116	Grañén	091 - 105	165
22116	Grañén	106 - 120	95
22116	Grañén	121 - 150	42
22116	Grañén	151 o más	53
22117	Graus	045 o menos	6
22117	Graus	046 - 060	55
22117	Graus	061 - 075	102
22117	Graus	076 - 090	300
22117	Graus	091 - 105	278
22117	Graus	106 - 120	191
22117	Graus	121 - 150	112
22117	Graus	151 o más	122
22119	Gurrea de Gállego	045 o menos	5
22119	Gurrea de Gállego	046 - 060	39
22119	Gurrea de Gállego	061 - 075	85
22119	Gurrea de Gállego	076 - 090	180
22119	Gurrea de Gállego	091 - 105	155
22119	Gurrea de Gállego	106 - 120	95
22119	Gurrea de Gállego	121 - 150	50
22119	Gurrea de Gállego	151 o más	45
22122	Hoz de Jaca	061 - 075	4
22122	Hoz de Jaca	076 - 090	2
22122	Hoz de Jaca	091 - 105	6
22122	Hoz de Jaca	106 - 120	2
22122	Hoz de Jaca	121 - 150	5
22122	Hoz de Jaca	151 o más	7
22124	Huerto	045 o menos	1
22124	Huerto	046 - 060	2
22124	Huerto	061 - 075	4
22124	Huerto	076 - 090	14
22124	Huerto	091 - 105	15
22124	Huerto	106 - 120	22
22124	Huerto	121 - 150	16
22124	Huerto	151 o más	27
22125	Huesca	045 o menos	223
22125	Huesca	046 - 060	1548
22125	Huesca	061 - 075	3311
22125	Huesca	076 - 090	5512
22125	Huesca	091 - 105	2649
22125	Huesca	106 - 120	1605
22125	Huesca	121 - 150	1039
22125	Huesca	151 o más	583
22126	Ibieca	046 - 060	4
22126	Ibieca	061 - 075	4
22126	Ibieca	076 - 090	7
22126	Ibieca	091 - 105	5
22126	Ibieca	106 - 120	6
22126	Ibieca	121 - 150	10
22126	Ibieca	151 o más	5
22127	Igriés	046 - 060	1
22127	Igriés	061 - 075	1
22127	Igriés	076 - 090	8
22127	Igriés	091 - 105	17
22127	Igriés	106 - 120	13
22127	Igriés	121 - 150	21
22127	Igriés	151 o más	22
22128	Ilche	046 - 060	6
22128	Ilche	061 - 075	3
22128	Ilche	076 - 090	10
22128	Ilche	091 - 105	15
22128	Ilche	106 - 120	17
22128	Ilche	121 - 150	15
22128	Ilche	151 o más	19
22129	Isábena	045 o menos	5
22129	Isábena	046 - 060	11
22129	Isábena	061 - 075	11
22129	Isábena	076 - 090	21
22129	Isábena	091 - 105	17
22129	Isábena	106 - 120	5
22129	Isábena	121 - 150	11
22129	Isábena	151 o más	13
22130	Jaca	045 o menos	149
22130	Jaca	046 - 060	348
22130	Jaca	061 - 075	779
22130	Jaca	076 - 090	1409
22130	Jaca	091 - 105	621
22130	Jaca	106 - 120	353
22130	Jaca	121 - 150	266
22130	Jaca	151 o más	202
22131	Jasa	045 o menos	5
22131	Jasa	046 - 060	6
22131	Jasa	061 - 075	6
22131	Jasa	076 - 090	8
22131	Jasa	091 - 105	7
22131	Jasa	106 - 120	4
22131	Jasa	121 - 150	7
22131	Jasa	151 o más	5
22133	Labuerda	045 o menos	2
22133	Labuerda	046 - 060	2
22133	Labuerda	061 - 075	8
22133	Labuerda	076 - 090	7
22133	Labuerda	091 - 105	8
22133	Labuerda	106 - 120	9
22133	Labuerda	121 - 150	9
22133	Labuerda	151 o más	21
22135	Laluenga	045 o menos	1
