Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Temporalidad	Duración contrato * 1.00 / Número de contratos	Días duración contrato	Número de contratos	Duración contrato	CCAA nombre
Octubre 2014	201410	Octubre	2014	4	Servicios	Hombres	Temporal	55,37686521149340239240350228141571093846	1	8109	449051	Aragón
Octubre 2014	201410	Octubre	2014	4	Servicios	Mujeres	Temporal	0	0	6129	0	Aragón
Octubre 2014	201410	Octubre	2014	4	Servicios	Mujeres	Temporal	53,39178418148375229920294297976701410178	1	9786	522492	Aragón
Septiembre 2014	201409	Septiembre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	3268	0	Aragón
Septiembre 2014	201409	Septiembre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	25,47939829954218443427076520601700457816	1	1529	38958	Aragón
Septiembre 2014	201409	Septiembre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	683	0	Aragón
Septiembre 2014	201409	Septiembre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	23,98296836982968369829683698296836982968	1	411	9857	Aragón
Septiembre 2014	201409	Septiembre	2014	2	Industria y energía	Hombres	Temporal	0	0	2082	0	Aragón
Septiembre 2014	201409	Septiembre	2014	2	Industria y energía	Hombres	Temporal	47,24866468842729970326409495548961424332	1	3370	159228	Aragón
Septiembre 2014	201409	Septiembre	2014	2	Industria y energía	Mujeres	Temporal	0	0	768	0	Aragón
Septiembre 2014	201409	Septiembre	2014	2	Industria y energía	Mujeres	Temporal	40,39288888888888888888888888888888888889	1	1125	45442	Aragón
Septiembre 2014	201409	Septiembre	2014	3	Construcción	Hombres	Temporal	0	0	1328	0	Aragón
Septiembre 2014	201409	Septiembre	2014	3	Construcción	Hombres	Temporal	89,8	1	395	35471	Aragón
Septiembre 2014	201409	Septiembre	2014	3	Construcción	Mujeres	Temporal	0	0	29	0	Aragón
Septiembre 2014	201409	Septiembre	2014	3	Construcción	Mujeres	Temporal	163,756097560975609756097560975609756098	1	41	6714	Aragón
Septiembre 2014	201409	Septiembre	2014	4	Servicios	Hombres	Temporal	0	0	3568	0	Aragón
Septiembre 2014	201409	Septiembre	2014	4	Servicios	Hombres	Temporal	50,35047000116049669258442613438551700128	1	8617	433870	Aragón
Septiembre 2014	201409	Septiembre	2014	4	Servicios	Mujeres	Temporal	0	0	5550	0	Aragón
Septiembre 2014	201409	Septiembre	2014	4	Servicios	Mujeres	Temporal	60,24854961832061068702290076335877862595	1	9825	591942	Aragón
Agosto 2014	201408	Agosto	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	3327	0	Aragón
Agosto 2014	201408	Agosto	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	19,91707054388799138395261173936456650512	1	1857	36986	Aragón
Agosto 2014	201408	Agosto	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	765	0	Aragón
Agosto 2014	201408	Agosto	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	19,89708404802744425385934819897084048027	1	583	11600	Aragón
Agosto 2014	201408	Agosto	2014	2	Industria y energía	Hombres	Temporal	0	0	1587	0	Aragón
Agosto 2014	201408	Agosto	2014	2	Industria y energía	Hombres	Temporal	37,45363501483679525222551928783382789318	1	2696	100975	Aragón
Agosto 2014	201408	Agosto	2014	2	Industria y energía	Mujeres	Temporal	0	0	672	0	Aragón
Agosto 2014	201408	Agosto	2014	2	Industria y energía	Mujeres	Temporal	32,67463617463617463617463617463617463617	1	962	31433	Aragón
Agosto 2014	201408	Agosto	2014	3	Construcción	Hombres	Temporal	0	0	1089	0	Aragón
Agosto 2014	201408	Agosto	2014	3	Construcción	Hombres	Temporal	49,06557377049180327868852459016393442623	1	305	14965	Aragón
Agosto 2014	201408	Agosto	2014	3	Construcción	Mujeres	Temporal	0	0	25	0	Aragón
Agosto 2014	201408	Agosto	2014	3	Construcción	Mujeres	Temporal	95,27272727272727272727272727272727272727	1	22	2096	Aragón
Agosto 2014	201408	Agosto	2014	4	Servicios	Hombres	Temporal	0	0	2783	0	Aragón
Agosto 2014	201408	Agosto	2014	4	Servicios	Hombres	Temporal	38,41883973044242601816583650747143275711	1	6826	262247	Aragón
Agosto 2014	201408	Agosto	2014	4	Servicios	Mujeres	Temporal	0	0	4062	0	Aragón
Agosto 2014	201408	Agosto	2014	4	Servicios	Mujeres	Temporal	37,50347648261758691206543967280163599182	1	7335	275088	Aragón
Julio 2014	201407	Julio	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	4385	0	Aragón
Julio 2014	201407	Julio	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	29,65692640692640692640692640692640692641	1	1848	54806	Aragón
Julio 2014	201407	Julio	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1149	0	Aragón
Julio 2014	201407	Julio	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	29,19180633147113594040968342644320297952	1	537	15676	Aragón
Julio 2014	201407	Julio	2014	2	Industria y energía	Hombres	Temporal	0	0	1870	0	Aragón
Julio 2014	201407	Julio	2014	2	Industria y energía	Hombres	Temporal	52,08299477655252466627974463145676146257	1	3446	179478	Aragón
Julio 2014	201407	Julio	2014	2	Industria y energía	Mujeres	Temporal	0	0	586	0	Aragón
Julio 2014	201407	Julio	2014	2	Industria y energía	Mujeres	Temporal	41,18450826805918189730200174064403829417	1	1149	47321	Aragón
Julio 2014	201407	Julio	2014	3	Construcción	Hombres	Temporal	0	0	1485	0	Aragón
Julio 2014	201407	Julio	2014	3	Construcción	Hombres	Temporal	85,24640657084188911704312114989733059548	1	487	41515	Aragón
Julio 2014	201407	Julio	2014	3	Construcción	Mujeres	Temporal	0	0	55	0	Aragón
Julio 2014	201407	Julio	2014	3	Construcción	Mujeres	Temporal	111,090909090909090909090909090909090909	1	33	3666	Aragón
Julio 2014	201407	Julio	2014	4	Servicios	Hombres	Temporal	0	0	4241	0	Aragón
Julio 2014	201407	Julio	2014	4	Servicios	Hombres	Temporal	44,67291619606957307431669302010390783827	1	8854	395534	Aragón
Julio 2014	201407	Julio	2014	4	Servicios	Mujeres	Temporal	0	0	6005	0	Aragón
Julio 2014	201407	Julio	2014	4	Servicios	Mujeres	Temporal	42,64045259023751636431643912474284645596	1	10694	455997	Aragón
Junio 2014	201406	Junio	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	5287	0	Aragón
Junio 2014	201406	Junio	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	24,82884527612962117754450022820629849384	1	2191	54400	Aragón
Junio 2014	201406	Junio	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1923	0	Aragón
Junio 2014	201406	Junio	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	24,5505617977528089887640449438202247191	1	712	17480	Aragón
Junio 2014	201406	Junio	2014	2	Industria y energía	Hombres	Temporal	0	0	1740	0	Aragón
Junio 2014	201406	Junio	2014	2	Industria y energía	Hombres	Temporal	49,55262377705306848502816483842276904832	1	3373	167141	Aragón
Junio 2014	201406	Junio	2014	2	Industria y energía	Mujeres	Temporal	0	0	558	0	Aragón
Junio 2014	201406	Junio	2014	2	Industria y energía	Mujeres	Temporal	31,04540867810292633703329969727547931382	1	991	30766	Aragón
Junio 2014	201406	Junio	2014	3	Construcción	Hombres	Temporal	0	0	1240	0	Aragón
Junio 2014	201406	Junio	2014	3	Construcción	Hombres	Temporal	77,35969387755102040816326530612244897959	1	392	30325	Aragón
Junio 2014	201406	Junio	2014	3	Construcción	Mujeres	Temporal	0	0	29	0	Aragón
Junio 2014	201406	Junio	2014	3	Construcción	Mujeres	Temporal	114,634146341463414634146341463414634146	1	41	4700	Aragón
Junio 2014	201406	Junio	2014	4	Servicios	Hombres	Temporal	0	0	4027	0	Aragón
Junio 2014	201406	Junio	2014	4	Servicios	Hombres	Temporal	45,83570421632705369729591182878380110214	1	7803	357656	Aragón
Junio 2014	201406	Junio	2014	4	Servicios	Mujeres	Temporal	0	0	5429	0	Aragón
Junio 2014	201406	Junio	2014	4	Servicios	Mujeres	Temporal	41,11017581246670218433670751198721363879	1	9385	385819	Aragón
Mayo 2014	201405	Mayo	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	7799	0	Aragón
Mayo 2014	201405	Mayo	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	27,71524800979791794243723208818126148194	1	1633	45259	Aragón
Mayo 2014	201405	Mayo	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	2791	0	Aragón
Mayo 2014	201405	Mayo	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	27,90924657534246575342465753424657534247	1	584	16299	Aragón
Mayo 2014	201405	Mayo	2014	2	Industria y energía	Hombres	Temporal	0	0	1737	0	Aragón
Mayo 2014	201405	Mayo	2014	2	Industria y energía	Hombres	Temporal	35,65006385696040868454661558109833971903	1	3132	111656	Aragón
Mayo 2014	201405	Mayo	2014	2	Industria y energía	Mujeres	Temporal	0	0	648	0	Aragón
Mayo 2014	201405	Mayo	2014	2	Industria y energía	Mujeres	Temporal	29,81312127236580516898608349900596421471	1	1006	29992	Aragón
Mayo 2014	201405	Mayo	2014	3	Construcción	Hombres	Temporal	0	0	1258	0	Aragón
Mayo 2014	201405	Mayo	2014	3	Construcción	Hombres	Temporal	85,01812688821752265861027190332326283988	1	331	28141	Aragón
Mayo 2014	201405	Mayo	2014	3	Construcción	Mujeres	Temporal	0	0	31	0	Aragón
Mayo 2014	201405	Mayo	2014	3	Construcción	Mujeres	Temporal	101,352941176470588235294117647058823529	1	34	3446	Aragón
Mayo 2014	201405	Mayo	2014	4	Servicios	Hombres	Temporal	0	0	3027	0	Aragón
Mayo 2014	201405	Mayo	2014	4	Servicios	Hombres	Temporal	42,9569222432945001354646437279869953942	1	7382	317108	Aragón
Mayo 2014	201405	Mayo	2014	4	Servicios	Mujeres	Temporal	0	0	4817	0	Aragón
Mayo 2014	201405	Mayo	2014	4	Servicios	Mujeres	Temporal	39,1448442349695367283595815610989768939	1	8699	340521	Aragón
Abril 2014	201404	Abril	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2466	0	Aragón
Abril 2014	201404	Abril	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	38,54036243822075782537067545304777594728	1	607	23394	Aragón
Abril 2014	201404	Abril	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	684	0	Aragón
Abril 2014	201404	Abril	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	30,31159420289855072463768115942028985507	1	138	4183	Aragón
Abril 2014	201404	Abril	2014	2	Industria y energía	Hombres	Temporal	0	0	1473	0	Aragón
Abril 2014	201404	Abril	2014	2	Industria y energía	Hombres	Temporal	38,70439024390243902439024390243902439024	1	3075	119016	Aragón
Abril 2014	201404	Abril	2014	2	Industria y energía	Mujeres	Temporal	0	0	481	0	Aragón
Abril 2014	201404	Abril	2014	2	Industria y energía	Mujeres	Temporal	35,54495005549389567147613762486126526082	1	901	32026	Aragón
Abril 2014	201404	Abril	2014	3	Construcción	Hombres	Temporal	0	0	1112	0	Aragón
Abril 2014	201404	Abril	2014	3	Construcción	Hombres	Temporal	93,24789915966386554621848739495798319328	1	238	22193	Aragón
Abril 2014	201404	Abril	2014	3	Construcción	Mujeres	Temporal	0	0	35	0	Aragón
Abril 2014	201404	Abril	2014	3	Construcción	Mujeres	Temporal	144,346153846153846153846153846153846154	1	26	3753	Aragón
Abril 2014	201404	Abril	2014	4	Servicios	Hombres	Temporal	0	0	2619	0	Aragón
Abril 2014	201404	Abril	2014	4	Servicios	Hombres	Temporal	45,73106191629194050501556554825319958492	1	5782	264417	Aragón
Abril 2014	201404	Abril	2014	4	Servicios	Mujeres	Temporal	0	0	4077	0	Aragón
Abril 2014	201404	Abril	2014	4	Servicios	Mujeres	Temporal	42,95568196851435375049609736737663712131	1	7559	324702	Aragón
Marzo 2014	201403	Marzo	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1073	0	Aragón
Marzo 2014	201403	Marzo	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	43,63703703703703703703703703703703703704	1	540	23564	Aragón
Marzo 2014	201403	Marzo	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	168	0	Aragón
Marzo 2014	201403	Marzo	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	43,75	1	56	2450	Aragón
Marzo 2014	201403	Marzo	2014	2	Industria y energía	Hombres	Temporal	0	0	1509	0	Aragón
Marzo 2014	201403	Marzo	2014	2	Industria y energía	Hombres	Temporal	36,13514293964770430262777938203869477332	1	3463	125136	Aragón
Marzo 2014	201403	Marzo	2014	2	Industria y energía	Mujeres	Temporal	0	0	539	0	Aragón
Marzo 2014	201403	Marzo	2014	2	Industria y energía	Mujeres	Temporal	33,4047619047619047619047619047619047619	1	966	32269	Aragón
Marzo 2014	201403	Marzo	2014	3	Construcción	Hombres	Temporal	0	0	1114	0	Aragón
Marzo 2014	201403	Marzo	2014	3	Construcción	Hombres	Temporal	102,03252032520325203252032520325203252	1	246	25100	Aragón
Marzo 2014	201403	Marzo	2014	3	Construcción	Mujeres	Temporal	0	0	23	0	Aragón
Marzo 2014	201403	Marzo	2014	3	Construcción	Mujeres	Temporal	97,36	1	25	2434	Aragón
Marzo 2014	201403	Marzo	2014	4	Servicios	Hombres	Temporal	0	0	2330	0	Aragón
Marzo 2014	201403	Marzo	2014	4	Servicios	Hombres	Temporal	55,12794750871437359032191921263071560385	1	4877	268859	Aragón
Marzo 2014	201403	Marzo	2014	4	Servicios	Mujeres	Temporal	0	0	3683	0	Aragón
Marzo 2014	201403	Marzo	2014	4	Servicios	Mujeres	Temporal	50,05032362459546925566343042071197411003	1	6180	309311	Aragón
Febrero 2014	201402	Febrero	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	939	0	Aragón
Febrero 2014	201402	Febrero	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	49,38369781312127236580516898608349900596	1	503	24840	Aragón
Febrero 2014	201402	Febrero	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	130	0	Aragón
Febrero 2014	201402	Febrero	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	25,53846153846153846153846153846153846154	1	91	2324	Aragón
Febrero 2014	201402	Febrero	2014	2	Industria y energía	Hombres	Temporal	0	0	1423	0	Aragón
Febrero 2014	201402	Febrero	2014	2	Industria y energía	Hombres	Temporal	39,19115497076023391812865497076023391813	1	2736	107227	Aragón
Febrero 2014	201402	Febrero	2014	2	Industria y energía	Mujeres	Temporal	0	0	404	0	Aragón
Febrero 2014	201402	Febrero	2014	2	Industria y energía	Mujeres	Temporal	34,28337236533957845433255269320843091335	1	854	29278	Aragón
Febrero 2014	201402	Febrero	2014	3	Construcción	Hombres	Temporal	0	0	1090	0	Aragón
Febrero 2014	201402	Febrero	2014	3	Construcción	Hombres	Temporal	99,33004926108374384236453201970443349754	1	203	20164	Aragón
Febrero 2014	201402	Febrero	2014	3	Construcción	Mujeres	Temporal	0	0	23	0	Aragón
Febrero 2014	201402	Febrero	2014	3	Construcción	Mujeres	Temporal	74,44444444444444444444444444444444444444	1	18	1340	Aragón
Febrero 2014	201402	Febrero	2014	4	Servicios	Hombres	Temporal	0	0	2263	0	Aragón
Febrero 2014	201402	Febrero	2014	4	Servicios	Hombres	Temporal	55,20350241545893719806763285024154589372	1	4968	274251	Aragón
Febrero 2014	201402	Febrero	2014	4	Servicios	Mujeres	Temporal	0	0	3634	0	Aragón
Febrero 2014	201402	Febrero	2014	4	Servicios	Mujeres	Temporal	55,15394566623544631306597671410090556274	1	6184	341072	Aragón
Enero 2014	201401	Enero	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	949	0	Aragón
Enero 2014	201401	Enero	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	53,18118466898954703832752613240418118467	1	574	30526	Aragón
Enero 2014	201401	Enero	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	120	0	Aragón
Enero 2014	201401	Enero	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	52,95833333333333333333333333333333333333	1	120	6355	Aragón
Enero 2014	201401	Enero	2014	2	Industria y energía	Hombres	Temporal	0	0	927	0	Aragón
Enero 2014	201401	Enero	2014	2	Industria y energía	Hombres	Temporal	94,6313528990694345025053686471009305655	1	1397	132200	Aragón
Enero 2014	201401	Enero	2014	2	Industria y energía	Mujeres	Temporal	0	0	378	0	Aragón
Enero 2014	201401	Enero	2014	2	Industria y energía	Mujeres	Temporal	85,09318181818181818181818181818181818182	1	440	37441	Aragón
Enero 2014	201401	Enero	2014	3	Construcción	Hombres	Temporal	0	0	1165	0	Aragón
Enero 2014	201401	Enero	2014	3	Construcción	Hombres	Temporal	96,21317829457364341085271317829457364341	1	258	24823	Aragón
Enero 2014	201401	Enero	2014	3	Construcción	Mujeres	Temporal	0	0	29	0	Aragón
Enero 2014	201401	Enero	2014	3	Construcción	Mujeres	Temporal	121,40625	1	32	3885	Aragón
Enero 2014	201401	Enero	2014	4	Servicios	Hombres	Temporal	0	0	3379	0	Aragón
Enero 2014	201401	Enero	2014	4	Servicios	Hombres	Temporal	48,97824194952132288946910356832027850305	1	6894	337656	Aragón
Enero 2014	201401	Enero	2014	4	Servicios	Mujeres	Temporal	0	0	4529	0	Aragón
Enero 2014	201401	Enero	2014	4	Servicios	Mujeres	Temporal	52,34630872483221476510067114093959731544	1	6705	350982	Aragón
Diciembre 2013	201312	Diciembre	2013	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1021	0	Aragón
Diciembre 2013	201312	Diciembre	2013	1	Agricultura, ganadería y pesca	Hombres	Temporal	45,57203389830508474576271186440677966102	1	472	21510	Aragón
Diciembre 2013	201312	Diciembre	2013	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	121	0	Aragón
Diciembre 2013	201312	Diciembre	2013	1	Agricultura, ganadería y pesca	Mujeres	Temporal	31,26436781609195402298850574712643678161	1	87	2720	Aragón
Diciembre 2013	201312	Diciembre	2013	2	Industria y energía	Hombres	Temporal	0	0	640	0	Aragón
Diciembre 2013	201312	Diciembre	2013	2	Industria y energía	Hombres	Temporal	116,051964512040557667934093789607097592	1	789	91565	Aragón
Diciembre 2013	201312	Diciembre	2013	2	Industria y energía	Mujeres	Temporal	0	0	196	0	Aragón
Diciembre 2013	201312	Diciembre	2013	2	Industria y energía	Mujeres	Temporal	95,7	1	210	20097	Aragón
Diciembre 2013	201312	Diciembre	2013	3	Construcción	Hombres	Temporal	0	0	804	0	Aragón
Diciembre 2013	201312	Diciembre	2013	3	Construcción	Hombres	Temporal	92,77655677655677655677655677655677655678	1	273	25328	Aragón
Diciembre 2013	201312	Diciembre	2013	3	Construcción	Mujeres	Temporal	0	0	31	0	Aragón
Diciembre 2013	201312	Diciembre	2013	3	Construcción	Mujeres	Temporal	264,03125	1	32	8449	Aragón
Diciembre 2013	201312	Diciembre	2013	4	Servicios	Hombres	Temporal	0	0	3074	0	Aragón
Diciembre 2013	201312	Diciembre	2013	4	Servicios	Hombres	Temporal	39,19744884400744087164496412436885463726	1	7526	295000	Aragón
Diciembre 2013	201312	Diciembre	2013	4	Servicios	Mujeres	Temporal	0	0	4146	0	Aragón
Diciembre 2013	201312	Diciembre	2013	4	Servicios	Mujeres	Temporal	39,0862698880377136122569239835002946376	1	8485	331647	Aragón
Noviembre 2013	201311	Noviembre	2013	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1457	0	Aragón
Noviembre 2013	201311	Noviembre	2013	1	Agricultura, ganadería y pesca	Hombres	Temporal	47,49621212121212121212121212121212121212	1	528	25078	Aragón
Noviembre 2013	201311	Noviembre	2013	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	253	0	Aragón
Noviembre 2013	201311	Noviembre	2013	1	Agricultura, ganadería y pesca	Mujeres	Temporal	36,08163265306122448979591836734693877551	1	147	5304	Aragón
Noviembre 2013	201311	Noviembre	2013	2	Industria y energía	Hombres	Temporal	0	0	734	0	Aragón
Noviembre 2013	201311	Noviembre	2013	2	Industria y energía	Hombres	Temporal	99,58016032064128256513026052104208416834	1	998	99381	Aragón
Noviembre 2013	201311	Noviembre	2013	2	Industria y energía	Mujeres	Temporal	0	0	225	0	Aragón
Noviembre 2013	201311	Noviembre	2013	2	Industria y energía	Mujeres	Temporal	71,43272727272727272727272727272727272727	1	275	19644	Aragón
Noviembre 2013	201311	Noviembre	2013	3	Construcción	Hombres	Temporal	0	0	1233	0	Aragón
Noviembre 2013	201311	Noviembre	2013	3	Construcción	Hombres	Temporal	129,847272727272727272727272727272727273	1	275	35708	Aragón
Noviembre 2013	201311	Noviembre	2013	3	Construcción	Mujeres	Temporal	0	0	35	0	Aragón
Noviembre 2013	201311	Noviembre	2013	3	Construcción	Mujeres	Temporal	117,974358974358974358974358974358974359	1	39	4601	Aragón
Noviembre 2013	201311	Noviembre	2013	4	Servicios	Hombres	Temporal	0	0	3039	0	Aragón
Noviembre 2013	201311	Noviembre	2013	4	Servicios	Hombres	Temporal	45,86771810173344700198920147769252628588	1	7038	322817	Aragón
